"rownum","Id","ChestsKey","UniqueChestsKey","MinLevel","MaxLevel","Weight","i32"
0,"CurrencyRoom1",679,"",1,100,2400,0
1,"CurrencyRoom2",680,"",1,100,2400,0
2,"CurrencyRoom3",682,"",40,100,200,1
3,"CurrencyRoom4",683,"",1,100,1200,2
4,"CurrencyRoom5",684,"",68,100,20,1
5,"CurrencyRoom6",685,"",1,100,1200,2
6,"CurrencyRoom7",681,"",1,100,2400,0
7,"CurrencyRoom8",686,"",75,100,200,1
8,"CurrencyRoom9",687,"",50,100,40,1
9,"CurrencyRoom10",688,"",68,100,1,1
10,"CurrencyRoom11",690,"",1,100,1200,2
11,"CurrencyRoom12",691,"",68,100,200,2
12,"CurrencyRoom13",692,"",80,100,20,1
13,"ChestsRoom1",573,"",1,100,2400,0
14,"ChestsRoom2",574,"",1,100,2400,0
15,"ChestsRoom3",575,"",1,100,2400,0
16,"ChestsRoom4",576,"",1,100,200,1
17,"ChestsRoom5",577,"",68,100,1,1
18,"ChestsRoom8",580,"",68,100,200,1
19,"ChestsRoom9",581,"",80,100,40,1
20,"ChestsRoom11",582,"",1,100,1200,1
21,"ChestsRoom12",583,"",68,100,40,1
22,"ChestsRoom14",587,"",73,100,40,1
23,"ChestsRoom29",600,"",1,100,1200,2
24,"ChestsRoom30",601,"",68,100,1200,2
25,"ChestsRoom31",602,"",1,100,1200,2
26,"ChestsRoom32",603,"",1,100,1200,2
27,"ChestsRoom33",604,"",1,100,1200,2
28,"ChestsRoom34",605,"",1,100,1200,2
29,"TrinketsRoom1",655,"",1,100,1200,0
30,"TrinketsRoom2",658,"",1,100,400,0
31,"TrinketsRoom3",671,"",60,100,60,0
32,"TrinketsRoom4",672,"",60,100,12,0
33,"TrinketsRoom5",673,"",55,100,35,0
34,"TrinketsRoom6",670,"",81,100,15,0
35,"TrinketsRoom8",678,"",80,100,175,0
36,"TrinketsRoom9",675,"",68,100,60,0
37,"TrinketsRoom10",676,"",80,100,6,0
38,"TrinketsRoom11",677,"",1,100,50,0
39,"TrinketsRoom12",667,"",46,100,100,0
40,"TrinketsRoom13",668,"",23,100,150,0
41,"TrinketsRoom14",664,"",40,100,200,0
42,"MapsRoom1",693,"",58,100,2400,0
43,"MapsRoom2",694,"",58,100,1200,2
44,"MapsRoom3",695,"",58,100,1200,1
45,"MapsRoom4",696,"",58,100,200,1
46,"MapsRoom7",699,"",58,100,200,1
47,"MapsRoom8",700,"",81,100,200,1
48,"MapsRoom9",701,"",58,100,200,1
49,"MapsRoom10",702,"",58,100,1200,1
50,"GemsRoom1",704,"",1,100,2400,0
51,"GemsRoom2",705,"",1,100,1200,2
52,"GemsRoom3",706,"",1,100,1200,1
53,"GemsRoom4",708,"",68,100,40,1
54,"GemsRoom5",707,"",1,100,200,1
55,"GemsRoom6",709,"",1,100,200,1
56,"ArmourRoom1",639,"",1,100,1200,0
57,"ArmourRoom2",640,"",50,100,2,0
58,"ArmourRoom4",642,"",35,100,30,0
59,"ArmourRoom6",644,"",1,100,150,0
60,"ArmourRoom8",646,"",60,100,50,0
61,"ArmourRoom9",647,"",60,100,10,0
62,"ArmourRoom11",648,"",55,100,30,0
63,"ArmourRoom12",649,"",81,100,12,0
64,"ArmourRoom14",651,"",80,100,150,0
65,"ArmourRoom15",652,"",68,100,50,0
66,"ArmourRoom16",653,"",80,100,5,0
67,"ArmourRoom17",654,"",1,100,150,0
68,"ArmourRoom18",632,"",23,100,200,0
69,"WeaponsRoom1",614,"",1,100,1200,0
70,"WeaponsRoom2",615,"",50,100,2,0
71,"WeaponsRoom4",608,"",23,100,200,0
72,"WeaponsRoom5",617,"",35,100,30,0
73,"WeaponsRoom7",619,"",1,100,150,0
74,"WeaponsRoom9",621,"",60,100,50,0
75,"WeaponsRoom10",622,"",60,100,10,0
76,"WeaponsRoom11",623,"",55,100,30,0
77,"WeaponsRoom12",624,"",81,100,12,0
78,"WeaponsRoom14",626,"",80,100,150,0
79,"WeaponsRoom15",627,"",68,100,50,0
80,"WeaponsRoom16",628,"",80,100,5,0
81,"WeaponsRoom17",629,"",1,100,150,0
82,"StrongboxRoom1",269,"",1,100,2400,0
83,"StrongboxRoom2",252,"",1,100,2400,0
84,"StrongboxRoom3",251,"",1,100,2400,0
85,"StrongboxRoom4",253,"",1,100,2400,0
86,"StrongboxRoom5",262,"",1,100,1200,0
87,"StrongboxRoom6",265,"",1,100,1200,0
88,"StrongboxRoom7",264,"",20,100,1200,0
89,"StrongboxRoom8",267,"",1,100,600,0
90,"StrongboxRoom9",248,"",26,100,600,0
91,"StrongboxRoom10",254,"",68,100,200,0
92,"StrongboxRoom11",271,"",55,100,200,0
93,"StrongboxRoom13","",2,20,100,18,0
94,"StrongboxRoom14","",3,60,100,12,0
95,"StrongboxRoom15","",15,30,100,30,0
96,"StrongboxRoom16","",16,35,100,30,0
97,"StrongboxRoom17","",17,40,100,30,0
98,"StrongboxRoom18","",18,56,100,9,0
99,"StrongboxRoom19","",19,56,100,9,0
100,"StrongboxRoom20","",20,56,100,9,0
101,"StrongboxRoom21","",21,56,100,3,0
102,"StrongboxRoom22","",26,40,100,18,0
103,"MinionBoss3RoomChest",718,"",1,100,1,0
104,"FireBoss3RoomChest",717,"",1,100,1,0
105,"LightningBoss3RoomChest",716,"",1,100,1,0
106,"Poison3RoomChest",713,"",1,100,1,0
107,"Trap3RoomChest",714,"",1,100,1,0
108,"Healing3RoomChest",712,"",1,100,1,0
109,"Storm3RoomChest",715,"",1,100,1,0
110,"ExplosivesRoomChest",720,"",1,100,1,0
111,"BreachRoomChest",711,"",1,100,1,0
112,"HardModeCurrency1",721,"",1,100,1,0
113,"HardModeCurrency2",722,"",1,100,1,0
114,"HardModeCurrency3",723,"",1,100,1,1
115,"HardModeGems1",724,"",1,100,1,0
116,"HardModeGems2",725,"",1,100,1,0
117,"HardModeGems3",726,"",1,100,1,1
118,"HardModeTrinkets1",727,"",1,100,1,0
119,"HardModeTrinkets2",728,"",1,100,1,0
120,"HardModeTrinkets3",729,"",1,100,1,1
121,"HardModeArmour1",730,"",1,100,1,0
122,"HardModeArmour2",731,"",1,100,1,0
123,"HardModeArmour3",732,"",1,100,1,1
124,"HardModeWeapons1",733,"",1,100,1,0
125,"HardModeWeapons2",734,"",1,100,1,0
126,"HardModeWeapons3",735,"",1,100,1,1
127,"HardModeMaps1",736,"",68,100,1,0
128,"HardModeMaps2",737,"",68,100,1,0
129,"HardModeMaps3",738,"",68,100,1,1
130,"HardModeGeneric1",739,"",1,100,100,0
131,"HardModeGeneric2",740,"",1,100,100,0
132,"HardModeGeneric3",741,"",1,100,100,0
133,"HardModeGeneric4",742,"",1,100,1,1
134,"HardModeStrongbox1",275,"",26,100,1,0
135,"HardModeStrongbox2",276,"",1,100,1,0
136,"HardModeStrongbox3",277,"",1,100,1,0
137,"HardModeStrongbox4",278,"",1,100,10,0
138,"HardModeStrongbox5",279,"",62,67,5,0
