"rownum","BaseItemTypesKey","i32","rid","rid"
0,351,50,2,9494
1,4896,50,2,9497
2,576,20,2,9491
3,575,15,3,9492
4,573,10,0,9490
5,351,10,2,9493
6,4896,10,2,9496
7,4896,5,1,9495
8,8120,1,8,""
9,7931,1,8,""
10,7733,1,8,""
11,7525,1,0,""
12,8124,1,2,""
13,8125,1,2,""
14,8007,1,7,""
15,8115,1,3,""
16,8119,1,3,""
17,7847,1,9,""
18,7750,1,4,""
19,7556,1,4,""
20,8008,1,7,""
21,8126,1,2,""
22,8006,1,0,""
23,7870,1,2,""
24,7932,1,4,""
25,8121,1,8,""
26,7589,1,2,""
27,8127,1,2,""
28,7634,1,2,""
29,7787,1,8,""
30,7795,1,3,""
31,7890,1,1,""
32,8009,1,7,""
33,860,1,8,""
34,856,1,8,""
35,4518,1,8,""
36,452,1,9,""
37,588,1,2,""
38,387,1,2,""
39,553,1,2,""
40,554,1,2,""
41,555,1,2,""
42,919,1,2,""
43,556,1,2,""
44,900,1,2,""
45,901,1,2,""
46,915,1,2,""
47,451,1,8,""
48,593,1,2,""
49,594,1,3,""
50,715,1,0,""
51,713,1,0,""
52,480,1,0,""
53,714,1,0,""
54,712,1,0,""
55,638,1,0,""
56,405,1,0,""
57,472,1,0,""
58,585,1,3,""
59,586,1,7,""
60,587,1,3,""
61,579,1,3,""
62,865,1,8,""
63,781,1,2,""
64,779,1,2,""
65,780,1,2,""
66,778,1,2,""
67,823,1,1,""
68,934,1,2,""
69,932,1,2,""
70,933,1,2,""
71,931,1,2,""
72,929,1,2,""
73,918,1,2,""
74,625,1,1,""
75,824,1,1,""
76,390,1,7,""
77,383,1,7,""
78,819,1,1,""
79,817,1,1,""
80,818,1,1,""
81,816,1,1,""
82,820,1,1,""
83,477,1,1,""
84,826,1,1,""
85,892,1,2,""
86,886,1,2,""
87,888,1,2,""
88,887,1,2,""
89,889,1,2,""
90,897,1,2,""
91,891,1,2,""
92,896,1,2,""
93,894,1,2,""
94,895,1,2,""
95,893,1,2,""
96,890,1,2,""
97,898,1,2,""
98,589,1,2,""
99,436,1,1,""
100,651,1,2,""
101,649,1,2,""
102,650,1,2,""
103,648,1,2,""
104,389,1,2,""
105,568,1,1,""
106,591,1,2,""
107,916,1,2,""
108,385,1,7,""
109,902,1,2,""
110,481,1,3,""
111,457,1,3,""
112,368,1,1,""
113,375,1,4,""
114,637,1,2,""
115,590,1,2,""
116,711,1,9,""
117,709,1,9,""
118,490,1,9,""
119,710,1,9,""
120,708,1,9,""
121,491,1,9,""
122,476,1,9,""
123,764,1,3,""
124,762,1,3,""
125,763,1,3,""
126,761,1,3,""
127,695,1,1,""
128,693,1,1,""
129,485,1,1,""
130,694,1,1,""
131,692,1,1,""
132,827,1,1,""
133,920,1,2,""
134,435,1,9,""
135,459,1,9,""
136,407,1,2,""
137,378,1,2,""
138,379,1,2,""
139,616,1,2,""
140,380,1,0,""
141,657,1,4,""
142,655,1,4,""
143,478,1,4,""
144,656,1,4,""
145,654,1,4,""
146,398,1,4,""
147,473,1,4,""
148,392,1,3,""
149,467,1,7,""
150,777,1,8,""
151,775,1,8,""
152,479,1,8,""
153,776,1,8,""
154,774,1,8,""
155,406,1,8,""
156,474,1,8,""
157,752,1,3,""
158,381,1,2,""
159,484,1,9,""
160,454,1,9,""
161,509,1,3,""
162,506,1,8,""
163,731,1,7,""
164,729,1,7,""
165,483,1,7,""
166,730,1,7,""
167,728,1,7,""
168,732,1,7,""
169,733,1,7,""
170,450,1,7,""
171,675,1,3,""
172,615,1,2,""
173,461,1,1,""
174,592,1,2,""
175,431,1,1,""
176,524,1,2,""
177,533,1,7,""
178,541,1,7,""
179,529,1,2,""
180,545,1,3,""
181,549,1,7,""
182,525,1,2,""
183,534,1,7,""
184,542,1,7,""
185,530,1,2,""
186,546,1,3,""
187,550,1,7,""
188,646,1,7,""
189,718,1,7,""
190,487,1,7,""
191,526,1,2,""
192,536,1,7,""
193,543,1,7,""
194,532,1,2,""
195,547,1,3,""
196,551,1,7,""
197,527,1,2,""
198,535,1,7,""
199,544,1,7,""
200,531,1,2,""
201,548,1,3,""
202,552,1,7,""
203,626,1,7,""
204,612,1,7,""
205,475,1,7,""
206,653,1,8,""
207,567,1,7,""
208,391,1,2,""
209,393,1,3,""
210,395,1,9,""
211,386,1,2,""
212,825,1,1,""
213,644,1,3,""
214,642,1,2,""
215,640,1,2,""
216,641,1,2,""
217,639,1,2,""
218,864,1,8,""
219,862,1,8,""
220,863,1,8,""
221,861,1,8,""
222,434,1,0,""
223,429,1,2,""
224,921,1,2,""
225,388,1,3,""
226,557,1,2,""
227,558,1,2,""
228,482,1,1,""
229,559,1,2,""
230,560,1,2,""
231,455,1,1,""
232,822,1,1,""
233,561,1,2,""
234,562,1,2,""
235,489,1,9,""
236,563,1,2,""
237,564,1,2,""
238,453,1,9,""
239,384,1,7,""
240,633,1,2,""
241,634,1,9,""
242,635,1,8,""
243,497,1,2,""
244,445,1,2,""
245,439,1,4,""
246,721,1,8,""
247,716,1,8,""
248,854,1,8,""
249,717,1,8,""
250,446,1,0,""
251,830,1,2,""
252,831,1,2,""
253,426,1,0,""
254,720,1,1,""
255,620,1,1,""
256,619,1,1,""
257,737,1,1,""
258,437,1,8,""
259,938,1,2,""
260,418,1,4,""
261,740,1,3,""
262,784,1,1,""
263,419,1,9,""
264,782,1,2,""
265,427,1,9,""
266,632,1,2,""
267,685,1,9,""
268,449,1,9,""
