"rownum","BaseItemTypesKey","Block"
0,5470,24
1,5471,23
2,5472,26
3,5473,25
4,5474,24
5,5475,23
6,5476,25
7,5477,26
8,5478,25
9,5479,24
10,5480,23
11,5481,25
12,5482,26
13,5483,25
14,5484,24
15,5485,23
16,5486,25
17,5487,25
18,5488,27
19,5489,29
20,5490,25
21,5491,26
22,5492,24
23,5493,27
24,5494,26
25,5495,25
26,5496,26
27,5497,24
28,5498,27
29,5499,26
30,5500,25
31,5501,26
32,5502,24
33,5503,27
34,5504,26
35,5505,25
36,5506,24
37,5507,26
38,5508,28
39,5509,22
40,5510,24
41,5511,22
42,5512,24
43,5513,23
44,5514,25
45,5515,24
46,5516,22
47,5517,24
48,5518,23
49,5519,25
50,5520,24
51,5521,22
52,5522,24
53,5523,23
54,5524,25
55,5525,22
56,5526,24
57,5527,26
58,5528,24
59,5529,24
60,5530,27
61,5531,26
62,5532,25
63,5533,24
64,5534,27
65,5535,26
66,5536,25
67,5537,24
68,5538,27
69,5539,26
70,5540,25
71,5541,22
72,5542,24
73,5543,26
74,5544,24
75,5545,22
76,5546,24
77,5547,26
78,5548,24
79,5549,22
80,5550,24
81,5551,26
82,5552,24
83,5553,22
84,5554,24
85,5555,24
86,5556,25
87,5557,26
88,5558,24
89,5559,24
90,5560,25
91,5561,26
92,5562,24
93,5563,24
94,5564,25
95,5565,26
96,5566,24
97,5567,20
