"rownum","Id","WorldAreasKey","MonsterVarietiesKeys","[i32]"
0,"ProxyKey1",6,"[1240,1241,1242]","[78,0,122,0,160]"
1,"ProxyKey2",7,[1072],"[78,0,122]"
2,"ProxyKey3",16,[483],"[446,0,480]"
3,"ProxyKey16",33,[962],"[630,0]"
4,"ProxyKey17",36,[1084],[764]
5,"ProxyKey11",47,"[1528,1529]","[862,0]"
6,"ProxyKey13",49,[1917],[984]
7,"ProxyKey229",129,"[1934,2012,2059,1557,1631,3097]",[1152]
8,"ProxyKey8",483,"[4774,4773,4776]",[1274]
9,"ProxyKey15",484,"[4774,4773,4776]",[1274]
10,"ProxyKey18",485,"[4774,4773,4776]",[1274]
11,"ProxyKey19",486,"[4774,4773,4776]",[1274]
12,"ProxyKey21",487,"[4774,4773,4776]",[1274]
13,"ProxyKey22",488,"[4774,4773,4776]",[1274]
14,"ProxyKey31",489,"[4774,4773,4776]",[1274]
15,"ProxyKey32",490,"[4774,4773,4776]",[1274]
16,"ProxyKey33",491,"[4774,4773,4776]",[1274]
17,"ProxyKey34",492,"[4774,4773,4776]",[1274]
18,"ProxyKey36",493,"[4774,4773,4776]",[1274]
19,"ProxyKey37",483,[4793],[2158]
20,"ProxyKey43",484,[4793],[2158]
21,"ProxyKey44",485,[4793],[2158]
22,"ProxyKey7",486,[4793],[2158]
23,"ProxyKey12",487,[4793],[2158]
24,"ProxyKey20",488,[4793],[2158]
25,"ProxyKey23",489,[4793],[2158]
26,"ProxyKey26",490,[4793],[2158]
27,"ProxyKey29",491,[4793],[2158]
28,"ProxyKey35",492,[4793],[2158]
29,"ProxyKey39",493,[4793],[2158]
30,"ProxyKey51",556,"[4774,4773,4776]",[1274]
31,"ProxyKey52",557,"[4774,4773,4776]",[1274]
32,"ProxyKey53",558,"[4774,4773,4776]",[1274]
33,"ProxyKey54",559,"[4774,4773,4776]",[1274]
34,"ProxyKey55",560,"[4774,4773,4776]",[1274]
35,"ProxyKey56",561,"[4774,4773,4776]",[1274]
36,"ProxyKey57",562,"[4774,4773,4776]",[1274]
37,"ProxyKey58",563,"[4774,4773,4776]",[1274]
38,"ProxyKey59",564,"[4774,4773,4776]",[1274]
