"rownum","Id","AOFile","MiscObject","i32"
0,"AxiomDemon","Metadata/Effects/Microtransactions/Aura/ImpDemon/ImpDemon/ImpDemon_emerge.ao","",1
1,"LunarisDemon","Metadata/Effects/Microtransactions/Aura/Demon/Demon_emerge/Demon_emerge.ao","",2
2,"VaalDemon","Metadata/Effects/Microtransactions/Aura/Demon2/Demon2_emerge/Demon2_emerge.ao","",3
3,"HighgateDemon","Metadata/Effects/Microtransactions/Aura/ArchDemon/ArchDemon/ArchDemon_emerge.ao","",4
4,"BatSwarm","Metadata/Effects/Microtransactions/Aura/BatSwarm/BatSwarm.ao","",5
5,"TencentBadge1_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A01.ao","",6
6,"TencentBadge1_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B01.ao","",7
7,"TencentBadge1_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C01.ao","",8
8,"TencentBadge1_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D01.ao","",9
9,"TencentBadge1_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E01.ao","",10
10,"TencentBadge1_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F01.ao","",11
11,"TencentBadge1_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G01.ao","",12
12,"TencentBadge2_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A02.ao","",13
13,"TencentBadge2_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B02.ao","",14
14,"TencentBadge2_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C02.ao","",15
15,"TencentBadge2_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D02.ao","",16
16,"TencentBadge2_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E02.ao","",17
17,"TencentBadge2_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F02.ao","",18
18,"TencentBadge2_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G02.ao","",19
19,"TencentBadge3_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A03.ao","",20
20,"TencentBadge3_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B03.ao","",21
21,"TencentBadge3_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C03.ao","",22
22,"TencentBadge3_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D03.ao","",23
23,"TencentBadge3_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E03.ao","",24
24,"TencentBadge3_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F03.ao","",25
25,"TencentBadge3_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G03.ao","",26
26,"TencentBadge4_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A04.ao","",27
27,"TencentBadge4_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B04.ao","",28
28,"TencentBadge4_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C04.ao","",29
29,"TencentBadge4_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D04.ao","",30
30,"TencentBadge4_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E04.ao","",31
31,"TencentBadge4_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F04.ao","",32
32,"TencentBadge4_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G04.ao","",33
33,"TencentBadge5_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A05.ao","",34
34,"TencentBadge5_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B05.ao","",35
35,"TencentBadge5_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C05.ao","",36
36,"TencentBadge5_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D05.ao","",37
37,"TencentBadge5_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E05.ao","",38
38,"TencentBadge5_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F05.ao","",39
39,"TencentBadge5_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G05.ao","",40
40,"TencentBadge6_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A06.ao","",41
41,"TencentBadge6_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B06.ao","",42
42,"TencentBadge6_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C06.ao","",43
43,"TencentBadge6_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D06.ao","",44
44,"TencentBadge6_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E06.ao","",45
