"rownum","Id","i32","i32","i32","i32","rid","[rid]"
0,"ElderInfluenceSpawnTentacleFiend1A",2,100,1,16,"",[15301]
1,"ElderInfluenceSpawnTentacleFiend1B",2,33,11,16,"","[15301,15489]"
2,"ElderInfluencePortalPack1A",2,100,1,16,"",[15484]
3,"ElderInfluencePortalPack1B",2,33,11,16,"","[15484,15489]"
4,"ElderInfluencePortalPack2A",2,100,1,16,"",[15485]
5,"ElderInfluencePortalPack2B",2,33,11,16,"","[15485,15489]"
6,"ElderInfluencePortalPack3A",2,100,1,16,"",[15486]
7,"ElderInfluencePortalPack3B",2,33,11,16,"","[15486,15489]"
8,"ElderInfluenceTentacleMinionPack1A",2,100,1,16,"",[15487]
9,"ElderInfluenceTentacleMinionPack1B",2,33,11,16,"","[15487,15489]"
10,"ElderInfluenceTentacleMinions1A",2,100,1,16,"",[15488]
11,"ElderInfluenceTentacleMinions1B",2,33,11,16,"","[15488,15489]"
12,"ShaperInfluenceSpawnAnomaly1_1",1,100,1,16,"",[15290]
13,"ShaperInfluenceSpawnAnomaly1_2",1,33,11,16,"","[15290,15291]"
14,"ShaperInfluenceSpawnAnomaly2_1",1,10,1,16,0,[15290]
15,"ShaperInfluenceSpawnAnomaly2_2",1,10,1,16,1,[15290]
16,"ShaperInfluenceSpawnAnomaly2_3",1,10,1,16,2,[15290]
17,"ShaperInfluenceSpawnAnomaly2_4",1,10,1,16,3,[15290]
18,"ShaperInfluenceSpawnGolems1_1_1",1,100,1,16,"",[15292]
19,"ShaperInfluenceSpawnGolems1_1_2",1,33,11,16,"","[15292,15291]"
20,"ShaperInfluenceSpawnGolems1_2_1",1,10,1,16,0,[15292]
21,"ShaperInfluenceSpawnGolems1_2_2",1,10,1,16,1,[15292]
22,"ShaperInfluenceSpawnGolems1_2_3",1,10,1,16,2,[15292]
23,"ShaperInfluenceSpawnGolems1_2_4",1,10,1,16,3,[15292]
24,"ShaperInfluenceSpawnGolems2_1_1",1,100,6,16,"",[15293]
25,"ShaperInfluenceSpawnGolems2_1_2",1,33,11,16,"","[15293,15291]"
26,"ShaperInfluenceSpawnGolems2_2_1",1,10,6,16,0,[15293]
27,"ShaperInfluenceSpawnGolems2_2_2",1,10,6,16,1,[15293]
28,"ShaperInfluenceSpawnGolems2_2_3",1,10,6,16,2,[15293]
29,"ShaperInfluenceSpawnGolems2_2_4",1,10,6,16,3,[15293]
30,"ShaperInfluenceSpawnGolems3_1_1",1,100,6,16,"",[15294]
31,"ShaperInfluenceSpawnGolems3_1_2",1,33,11,16,"","[15294,15291]"
32,"ShaperInfluenceSpawnGolems3_2_1",1,10,6,16,0,[15294]
33,"ShaperInfluenceSpawnGolems3_2_2",1,10,6,16,1,[15294]
34,"ShaperInfluenceSpawnGolems3_2_3",1,10,6,16,2,[15294]
35,"ShaperInfluenceSpawnGolems3_2_4",1,10,6,16,3,[15294]
36,"ShaperInfluenceSpawnGolems4_1_1",1,100,6,16,"",[15295]
37,"ShaperInfluenceSpawnGolems4_1_2",1,33,11,16,"","[15295,15291]"
38,"ShaperInfluenceSpawnGolems4_2_1",1,10,6,16,0,[15295]
39,"ShaperInfluenceSpawnGolems4_2_2",1,10,6,16,1,[15295]
40,"ShaperInfluenceSpawnGolems4_2_3",1,10,6,16,2,[15295]
41,"ShaperInfluenceSpawnGolems4_2_4",1,10,6,16,3,[15295]
42,"ShaperInfluenceSpawnVoidAgent1_1_1",1,40,6,16,"","[15298,15296]"
43,"ShaperInfluenceSpawnVoidAgent1_1_2",1,15,11,16,"","[15298,15296,15291]"
44,"ShaperInfluenceSpawnVoidAgent1_2_1",1,20,6,16,0,"[15298,15296]"
45,"ShaperInfluenceSpawnVoidAgent1_2_2",1,20,6,16,1,"[15298,15296]"
46,"ShaperInfluenceSpawnVoidAgent1_2_3",1,20,6,16,2,"[15298,15296]"
47,"ShaperInfluenceSpawnVoidAgent1_2_4",1,20,6,16,3,"[15298,15296]"
48,"ShaperInfluenceSpawnVoidAgent2_1_1",1,40,6,16,"","[15299,15297]"
49,"ShaperInfluenceSpawnVoidAgent2_1_2",1,15,11,16,"","[15299,15297,15291]"
50,"ShaperInfluenceSpawnVoidAgent2_2_1",1,20,6,16,0,"[15299,15297]"
51,"ShaperInfluenceSpawnVoidAgent2_2_2",1,20,6,16,1,"[15299,15297]"
52,"ShaperInfluenceSpawnVoidAgent2_2_3",1,20,6,16,2,"[15299,15297]"
53,"ShaperInfluenceSpawnVoidAgent2_2_4",1,20,6,16,3,"[15299,15297]"
54,"ShaperInfluenceMaelstromCell1_1",1,12,6,16,"","[15300,15290]"
55,"ShaperInfluenceMaelstromCell1_2",1,12,11,16,"","[15300,15298]"
56,"ShaperSuperInfluenceSpawn1",3,100,1,16,0,"[15290,15291,20055]"
57,"ShaperSuperInfluenceSpawn2",3,100,1,16,1,"[15290,15291,20055]"
58,"ShaperSuperInfluenceSpawn3",3,100,1,16,2,"[15290,15291,20055]"
59,"ShaperSuperInfluenceSpawn4",3,100,1,16,3,"[15290,15291,20055]"
