"rownum","QuestFlag"
0,2020
1,2019
2,2021
3,2022
4,709
5,710
6,711
7,714
8,715
9,716
10,973
11,822
12,717
13,2593
14,718
15,963
16,1953
17,55
18,58
19,120
20,74
21,938
22,945
23,1409
24,1553
25,1554
26,1787
27,1956
28,1957
29,964
30,1964
31,1965
32,1954
33,1955
34,1973
35,1972
36,2024
37,2025
38,2034
39,2035
40,2037
41,2036
42,2039
43,2040
44,2030
45,1963
46,961
47,1944
48,1945
49,1946
50,1947
51,1948
52,1936
53,1949
54,1950
55,1951
56,1952
57,1940
58,1941
59,1942
60,1943
61,2016
62,2017
63,2018
64,1932
65,1933
66,1931
67,1910
68,2002
69,1989
70,2075
71,2086
72,2090
73,2087
74,2044
75,2045
76,2046
77,2062
78,571
79,572
80,573
81,574
82,575
83,576
84,577
85,578
86,579
87,580
88,581
89,582
90,583
91,584
92,585
93,586
94,1912
95,1913
96,1914
97,1915
98,1916
99,1917
100,1918
101,1919
102,1920
103,1921
104,1922
105,1923
106,1924
107,1981
108,1960
109,1925
110,1926
111,1927
112,1959
113,1928
114,1929
115,1977
116,1978
117,1979
118,1980
119,1869
120,1870
121,2011
122,2006
123,2000
124,2005
125,2003
126,982
127,983
128,984
129,985
130,2072
131,2073
132,1896
133,1890
134,1891
135,1892
136,1893
137,1894
138,1889
139,1895
140,1888
141,1886
142,1887
143,2188
144,2189
145,2190
146,2191
147,2192
148,2193
149,2194
150,2195
151,2196
152,2197
153,2198
154,2199
155,2200
156,2201
157,2202
158,2203
159,2204
160,2205
161,2206
162,2207
163,2208
164,2209
165,2210
166,2211
167,2212
168,2213
169,2214
170,2215
171,2216
172,2217
173,2218
174,2219
175,2220
176,2221
177,2222
178,2286
179,2272
180,2275
181,2278
182,1868
183,2359
184,2360
185,2361
186,2362
187,2363
188,2358
189,2368
190,2373
191,2374
192,2371
193,2375
194,2353
195,2376
196,2377
197,2378
198,2379
199,2380
200,2381
201,2382
202,2383
203,2384
204,989
205,2404
206,2405
207,990
208,991
209,2471
210,2472
211,2489
212,2536
213,2540
214,2541
215,2542
216,2582
217,2589
218,2590
219,2587
220,2601
221,2351
222,2352
223,972
224,957
225,958
226,986
227,987
228,1900
229,1901
230,1996
231,1997
232,376
233,2626
234,2649
235,2648
236,2653
237,2652
238,2651
239,2650
240,2655
241,2654
242,2656
243,2657
244,2658
245,2670
246,1729
247,2675
248,2676
249,3020
250,3039
251,3074
252,3037
