"rownum","StoredItem","IsInGame","IsEnabled"
0,8869,1,1
1,8870,1,1
2,8871,1,1
3,8872,1,1
4,8873,1,1
5,8874,1,1
6,8875,1,1
7,8876,1,1
8,8877,1,1
9,8878,1,1
10,8879,1,1
11,8880,1,1
12,8881,1,1
13,8882,1,1
14,8883,1,1
15,8884,1,1
16,8885,1,1
17,8886,1,1
18,8887,1,1
19,8888,1,1
20,8889,1,1
21,8890,1,1
22,8891,1,1
23,8892,1,1
24,8893,1,1
25,8894,1,1
26,8895,1,1
27,8896,1,1
28,8897,1,1
29,8898,1,1
30,8899,1,1
31,8900,1,1
32,8901,1,1
33,8902,1,1
34,8903,1,1
35,8904,1,1
36,8905,1,1
37,8906,1,1
38,8907,1,1
39,8908,1,1
40,8909,1,1
41,8910,1,1
42,8911,1,1
43,8912,1,1
44,8913,1,1
45,8914,1,1
46,8915,1,1
47,8916,1,1
48,8917,1,1
49,8918,1,1
50,8919,1,1
51,8920,1,1
52,8921,1,1
53,8922,1,1
54,8923,1,1
55,8924,1,1
56,8925,1,1
57,8926,1,1
58,8927,1,1
59,8928,1,1
60,8929,1,1
61,8930,1,1
62,8931,1,1
63,8932,1,1
64,8933,1,1
65,8934,1,1
66,8935,1,1
67,8936,1,1
68,8937,1,1
69,8938,1,1
70,8939,1,1
71,8940,1,1
72,8941,1,1
73,8942,1,1
74,8943,1,1
75,8944,1,1
76,8945,1,1
77,8946,1,1
78,8947,1,1
79,8948,1,1
80,8949,1,1
81,8950,1,1
82,8951,1,1
83,8952,1,1
84,8953,1,1
85,8954,1,1
86,8955,1,1
87,8956,1,1
88,8957,1,1
89,8958,1,1
90,8959,1,1
91,8960,1,1
92,8961,1,1
93,8962,1,1
94,8963,1,1
95,8964,1,1
96,8965,1,1
97,8966,1,1
98,8967,1,1
99,8968,1,1
100,8969,1,1
101,8970,1,1
102,8971,1,1
103,8972,1,1
104,8973,1,1
105,8974,1,1
106,8975,1,1
107,8976,1,1
108,8977,1,1
109,8978,1,1
110,8979,1,1
111,8980,1,1
112,8981,1,1
113,8982,1,1
114,8983,1,1
115,8984,1,1
116,8985,1,1
117,8986,1,1
118,8987,1,1
119,8988,1,1
120,8989,1,1
121,8990,1,1
122,8991,1,1
123,8992,1,1
124,8993,1,1
125,8994,1,1
126,8995,1,1
127,8996,1,1
128,8997,1,1
129,8998,1,1
130,8999,1,1
131,9000,1,1
132,9001,1,1
133,9002,1,1
134,9003,1,1
135,9005,1,1
136,9004,1,1
137,9006,"",1
138,9007,1,1
139,9008,1,1
140,9009,1,1
141,9010,1,1
142,9011,1,1
143,9012,1,1
144,9013,1,1
145,9014,1,1
146,9015,1,1
147,9016,1,1
