"rownum","rid","i32"
0,1176,3
1,1177,3
2,1178,3
3,1179,3
4,1180,3
5,1069,3
6,1165,3
7,1185,3
8,1189,3
9,1545,3
10,1546,3
11,1547,3
12,1548,3
13,1544,3
14,1543,3
15,1551,3
16,1549,3
17,1550,3
18,1552,3
19,1553,3
20,1996,3
21,3505,3
22,1670,3
23,1671,3
24,1672,3
25,1673,3
26,1674,3
27,1675,3
28,1676,3
29,1677,3
30,1678,3
31,1728,3
32,1729,3
33,1730,3
34,1731,3
35,1734,3
36,1737,3
37,1742,3
38,1749,3
39,3522,3
40,1754,3
41,1757,3
42,1967,3
43,1882,3
44,1883,3
45,1884,3
46,1885,3
47,1886,3
48,1887,3
49,1888,3
50,1889,3
51,1890,3
52,1891,3
53,1892,3
54,2062,3
55,2063,3
56,2064,3
57,2065,3
58,2066,3
59,2067,3
60,2068,3
61,2069,3
62,2070,3
63,2071,3
64,1107,2
65,1077,2
66,1176,2
67,1189,2
68,2228,2
69,436,2
70,1556,2
71,2089,2
72,552,2
73,1085,2
74,3544,2
75,1190,2
76,820,2
77,1526,2
78,1541,2
79,1994,2
80,1995,2
81,3505,2
82,1552,2
83,1553,2
84,1545,2
85,1549,2
86,1550,2
87,3376,2
88,3462,2
89,6563,2
90,6508,2
91,2100,2
92,495,2
93,846,2
94,860,2
95,675,2
96,1658,2
97,1661,2
98,1659,2
99,1664,2
100,1667,2
101,1669,2
102,1660,2
103,825,2
104,894,2
105,1747,2
106,1723,2
107,1743,2
108,1735,2
109,1740,2
110,1738,2
111,1732,2
112,779,2
113,786,2
114,850,2
115,1867,2
116,1872,2
117,1875,2
118,1868,2
119,1876,2
120,1880,2
121,1878,2
122,1727,2
123,1748,2
124,1744,2
125,1736,2
126,1741,2
127,1733,2
128,1169,2
129,1117,2
130,1170,2
131,1163,2
132,1183,2
133,1105,2
134,1070,2
135,724,2
136,712,2
137,787,2
138,880,2
139,2058,2
140,2049,2
141,2055,2
142,2056,2
143,2057,2
144,2048,2
145,1174,2
146,1118,2
147,1175,2
148,1164,2
149,1184,2
150,1106,2
151,1071,2
152,617,2
153,1533,2
154,1535,2
155,1529,2
156,1542,2
157,1537,2
158,1536,2
159,1528,2
160,938,2
161,2044,2
162,2035,2
163,2041,2
164,2042,2
165,2043,2
166,2034,2
167,1857,2
168,1860,2
169,1854,2
170,1861,2
171,1865,2
172,1863,2
173,1853,2
174,507,2
175,1005,2
176,980,2
177,1006,2
178,1008,2
179,981,2
180,1015,2
181,3474,2
182,856,2
183,691,2
184,1518,2
185,1520,2
186,1514,2
187,1527,2
188,1522,2
189,1521,2
190,1513,2
191,824,2
192,987,2
193,983,2
194,988,2
195,1007,2
196,1000,2
197,993,2
198,989,2
199,782,2
200,1643,2
201,1646,2
202,1644,2
203,1649,2
204,1652,2
205,1654,2
206,1645,2
207,1524,1
208,1539,1
209,1518,1
210,1533,1
211,1527,1
212,1542,1
213,3503,1
214,3504,1
215,1546,1
216,1547,1
217,3501,1
218,3467,1
219,1086,1
220,7007,1
221,1852,1
222,452,1
223,496,1
224,498,1
225,497,1
226,820,1
227,848,1
228,847,1
229,849,1
230,814,1
231,673,1
232,674,1
233,672,1
234,1077,1
235,3452,1
236,1656,1
237,1657,1
238,1655,1
239,1663,1
240,1662,1
241,3513,1
242,3514,1
243,613,1
244,892,1
245,893,1
246,891,1
247,889,1
248,1721,1
249,1722,1
250,1720,1
251,1745,1
252,1750,1
253,3520,1
254,1023,1
255,777,1
256,778,1
257,776,1
258,780,1
259,439,1
260,1881,1
261,1874,1
262,1877,1
263,1873,1
264,1871,1
265,3537,1
266,1012,1
267,1011,1
268,898,1
269,862,1
270,1051,1
271,1725,1
272,3521,1
273,1726,1
274,1724,1
275,1746,1
276,1751,1
277,1167,1
278,1168,1
279,1166,1
280,3493,1
281,722,1
282,723,1
283,721,1
284,720,1
285,1010,1
286,3469,1
287,2059,1
288,2052,1
289,3541,1
290,2053,1
291,2051,1
292,2060,1
293,1172,1
294,1173,1
295,1171,1
296,3492,1
297,1186,1
298,615,1
299,1107,1
300,616,1
301,614,1
302,1531,1
303,3507,1
304,1532,1
305,1530,1
306,1541,1
307,1540,1
308,2045,1
309,2039,1
310,2038,1
311,3539,1
312,2037,1
313,2046,1
314,1866,1
315,1862,1
316,1859,1
317,1858,1
318,1856,1
319,3536,1
320,508,1
321,509,1
322,510,1
323,1003,1
324,1004,1
325,1002,1
326,895,1
327,899,1
328,857,1
329,854,1
330,855,1
331,853,1
332,858,1
333,689,1
334,690,1
335,688,1
336,692,1
337,693,1
338,3484,1
339,744,1
340,678,1
341,1516,1
342,3506,1
343,1517,1
344,1515,1
345,1526,1
346,1525,1
347,3475,1
348,822,1
349,816,1
350,823,1
351,821,1
352,985,1
353,986,1
354,984,1
355,1641,1
356,1647,1
357,1642,1
358,1640,1
359,1648,1
360,3511,1
361,3485,1
362,3476,1
363,3455,1
364,6674,0
365,879,0
366,851,0
367,861,0
368,875,0
369,6707,0
370,6706,0
371,1666,0
372,1665,0
373,6708,0
374,783,0
375,6572,0
376,878,0
377,6568,0
378,1755,0
379,1752,0
380,3524,0
381,6678,0
382,784,0
383,3535,0
384,6685,0
385,6755,0
386,1879,0
387,1869,0
388,6710,0
389,6712,0
390,3482,0
391,876,0
392,1756,0
393,1753,0
394,3523,0
395,6690,0
396,1102,0
397,3487,0
398,6688,0
399,1187,0
400,6686,0
401,1009,0
402,979,0
403,2054,0
404,7119,0
405,7121,0
406,2061,0
407,2050,0
408,3542,0
409,7120,0
410,6689,0
411,1103,0
412,3488,0
413,6687,0
414,1188,0
415,6696,0
416,1539,0
417,1534,0
418,3504,0
419,6695,0
420,6709,0
421,6711,0
422,3481,0
423,6675,0
424,3472,0
425,2040,0
426,7116,0
427,7118,0
428,2047,0
