"rownum","WorldAreasKey","MonsterVarietiesKeys","TerrainMetadata"
0,1074,[4876],"Metadata/Monsters/KitavaDemon/KitavaDemonSpawnerPlaguewingMapElderClone"
1,1075,[2083],""
2,1076,"[2062,2056,2059]",""
3,1077,[2027],""
4,1078,[5067],""
5,1079,"[3318,3318,4626]",""
6,1080,[5364],"Metadata/Terrain/EndGame/MapDesert/Objects/MummyEventSpawnerKiraElderClone"
7,1081,[2043],""
8,1082,[4145],""
9,1083,[3735],""
10,1084,"[3987,3993,3994,3995,3996]",""
11,1085,[4634],""
12,1086,[2144],""
13,1087,"[3602,3635]",""
14,1088,[3538],""
15,1089,[2046],""
16,1090,[3588],""
17,1091,[2071],""
18,1092,[5408],""
19,1093,"[2171,2174]",""
20,1094,"[4616,4717,4721]",""
21,1095,[2024],""
22,1096,"[2272,2320,2306]",""
23,1097,"[2113,2126]",""
24,1099,[4121],""
25,1101,[3651],""
26,1102,[240],""
27,1103,[3684],""
28,1104,"[4013,4020,4021,4022,4023]",""
29,1105,"[3714,3725]",""
30,1106,[5336],""
31,1107,[5391],""
32,1108,[1212],""
33,1109,[2148],""
34,1110,[2954],""
35,1111,[3500],""
36,1112,[2221],""
37,1113,[1208],""
38,1114,[4448],""
39,1115,[4076],""
40,1116,[2053],""
41,1117,[1029],"Metadata/Terrain/EndGame/MapMausoleum/Objects/TolmanBossSpawnerMapElderClone"
42,1118,[5029],""
43,1119,[2137],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerSimplifiedElderClone"
44,1120,[3811],""
45,1121,[1701],""
46,1122,[2162],""
47,1123,[3897],""
48,1124,[2123],""
49,1125,[899],""
50,1127,[5300],""
51,1129,"[2097,2106]",""
52,1130,[2050],""
53,1224,[5057],""
54,1132,[2033],""
55,1133,[1738],""
56,1134,[2177],""
57,1135,[2039],""
58,1136,[868],""
59,1137,[2075],""
60,1139,[2852],""
61,1141,[1308],""
62,1142,[2133],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerElderClone"
63,1143,[1678],""
64,1144,[1750],""
65,1145,[1356],""
66,1146,[5005],""
67,1147,"[1238,1267,1281]",""
68,1149,[3654],""
69,1150,[2204],""
70,1151,"[1116,1143,1146]",""
71,1153,[2385],""
72,1154,[2065],""
73,1156,[2159],""
74,1158,[2078],""
75,1159,[4971],""
76,1161,"[5403,5399]",""
77,1162,"[3318,4850]",""
78,1163,[4886],""
79,1164,"[903,906]",""
80,1165,[72],""
81,1166,[4148],""
82,1167,[4994],""
83,1169,"[4088,4091,4094]",""
84,1170,[3804],""
85,1172,[3819],""
86,1173,[5079],""
87,1174,"[3959,3964,3965,3966,3967]",""
88,1175,[5048],""
89,1176,[2224],""
90,1177,[3560],""
91,1178,"[2268,2280,2299]",""
92,1179,[2167],""
93,1180,[1681],""
94,1181,[2021],""
95,1183,[4193],""
96,1184,"[2180,2183]",""
97,1186,[4271],""
98,1187,[2207],""
99,1188,[3827],""
100,1189,[2068],""
101,1190,"[180,4151]",""
102,1191,[3841],""
103,1192,[5443],""
104,1193,[2141],""
105,1194,[3738],""
106,1196,[4839],""
107,1197,"[5273,3318]",""
108,1198,[5413],""
109,1200,[2116],""
110,1201,"[3613,3628,3643]",""
111,1202,[1412],""
112,1203,[6607],""
113,1205,[3109],""
114,1207,"[3759,3753,3745]",""
115,1208,[3707],""
116,1209,[2200],""
117,1210,[866],""
118,1211,[1195],""
119,1212,[5310],""
120,1213,"[2187,3318]",""
121,1214,[2680],""
122,1215,"[5493,3318]",""
123,1216,"[3318,3830]",""
124,1217,[3765],""
125,1218,"[4026,4028]",""
126,1219,[4267],""
127,1220,[5286],""
128,1221,[4189],""
129,1222,[5347],""
130,1223,"[1415,1422]",""
131,1131,[4065],""
132,1225,[4834],""
133,1226,[5045],""
134,1227,[4859],""
135,1228,[5428],""
136,1229,[4612],""
137,1230,[4605],""
138,1231,[4600],""
139,1232,[4609],""
140,1233,[4684],""
141,1234,"[2933,2936,2939]",""
142,1240,[7723],""
143,1242,[7699],""
144,1243,"[7674,7677,7680]",""
145,1244,[7737],""
146,1246,[7708],"Metadata/Terrain/EndGame/MapBurn/Objects/BossEventSarcophagusElder"
147,1247,[7716],""
148,1248,[7926],""
149,1249,"[7729,7949]",""
150,1250,"[4958,4981]",""
151,1251,"[7684,7687,7690]",""
152,1252,[5869],""
