"rownum","BaseItemType","Scaling","Name"
0,8007,0.85,"Bazira"
1,8008,0.85,"Tsvet Matvei"
2,8009,0.85,"Bazira"
3,8010,0.85,"Count Geonor"
4,8011,0.85,"The Crimson Scribe"
5,8012,0.85,"The Midnight Tinkerer"
6,8013,0.85,"Aline Koltz"
7,8014,0.85,"Tsvet Matvei"
8,8015,0.85,"Administrator Qotra"
9,8016,0.85,"Count Geonor"
10,8017,0.85,"Nishem"
11,8018,0.85,"Aline Koltz"
12,8019,0.85,"Count Geonor"
13,8020,0.85,"Marcine Clavus"
14,8021,0.85,"Marcine Clavus"
15,8022,0.85,"Marcine Clavus"
16,8023,0.85,"Marcine Clavus"
17,8024,0.85,"Marcine Clavus"
18,8025,1.2,"Selwyn Eddard"
19,8026,1.2,"Kondor Larcius"
20,8027,1.2,"Grond Ironeye"
21,8028,1.2,"Bazira"
22,8029,1.2,"Bazira"
23,8030,1.2,"Kondor Larcius"
24,8031,1.2,"The Crimson Scribe"
25,8032,1.2,"Administrator Qotra"
26,8033,1.2,"Administrator Qotra"
27,8034,1.2,"The Crimson Scribe"
28,8035,1.2,"Remus Hestor"
29,8036,1.2,"Nishem"
30,8037,1.2,"The Crimson Scribe"
31,8038,1.2,"Anton Laffrey"
32,8039,1.5,"Tsvet Matvei"
33,8040,1.5,"Kondor Larcius"
34,8041,1.5,"The Midnight Tinkerer"
35,8042,1.5,"Bazira"
36,8043,1.5,"Kondor Larcius"
37,8044,1.5,"The Crimson Scribe"
38,8045,3,"Administrator Qotra"
39,8046,3,"Cardinal Uthelius"
40,8047,3,"Castor Pollinius III"
41,8048,0.3,""
42,8049,0.3,""
43,8050,0.3,""
44,8051,0.3,""
45,8052,0.3,""
46,8053,0.3,""
47,8054,0,"Karst"
48,8055,0,"Karst"
49,8056,0,"Karst"
50,8057,0,"Tibbs"
51,8058,0,"Tibbs"
52,8059,0,"Huck"
53,8060,0,"Huck"
54,8061,0,"Vinderi"
55,8062,0,"Vinderi"
56,8063,0,"Gianna"
57,8064,0,"Gianna"
58,8065,0,"Tullina"
59,8066,0,"Tullina"
60,8067,0,"Niles"
61,8068,0,"Niles"
62,8069,0,"Nenet"
63,8070,0,"Nenet"
64,8071,0,"Isla"
65,8072,0,"Isla"
66,8073,0,"Isla"
67,8074,0,"Adiyah"
68,8075,0,"Adiyah"
69,8076,0,"Adiyah"
70,8077,0,"Whakano"
71,8078,0,"Whakano"
72,8079,0,"Whakano"
73,8080,0,"Faustus"
74,8082,0,"Faustus"
75,8083,0,"Faustus"
76,8084,0,"Kurai"
77,8085,0,"Kurai"
78,8086,0,"Kurai"
79,8087,0,"Kurai"
