"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
0,"Descent1","[4620,4583,4598,1,1]","[4620,4620,1,1]","[4620,4583,4598,1,1]","[4620,4620,1,1]","[4620,4583,4598,1,1]","[4620,4620,1,1]","[4620,4583,4598,1,1]","[4620,4620,1,1]","[4620,4583,4598,1,1]","[4620,4620,1,1]","[4620,4583,4598,1,1]","[4620,4620,1,1]",1297,"[4620,4583,4598,1,1]","[4620,4620,1,1]"
1,"Descent2","[4938,5073,6,4147,5108]","[4938,5073,10,11,11,4146,5108]","[4938,5073,6,4147,5108]","[4938,5073,10,11,11,4146,5108]","[4821,4937,4823,6,4147,5085]","[4821,4937,4823,10,11,11,4146,5085]","[4935,6,4147,5096,5091]","[4935,10,11,11,4146,5096,5091]","[4943,6,4147,5096,5091]","[4943,10,11,11,4146,5096,5091]","[5073,4943,4938,6,4147,5091,5108]","[5073,4943,4938,10,11,11,4146,5091,5108]",1298,"[4938,4943,5073,6,4147,5108,5091]","[4938,4943,5073,10,11,11,4146,5091,5108]"
2,"Descent3","[10,15,10,15,4584,4599,4095,4096,4097,4065,4065,4039,3876,3876,4162]","[10,15,10,15,4584,4599,4095,4096,4097,4065,4066,4067,4039,3876,3876,4162]","[10,15,10,15,4584,4599,4095,4096,4097,4065,4065,3823,3793,4014,3989]","[10,15,10,15,4584,4599,4095,4096,4097,4065,4066,4067,3823,3793,4014,3989]","[10,15,10,15,4584,4599,4095,4096,4097,4065,4065,3823,3823,3932,4638]","[10,15,10,15,4584,4599,4095,4096,4097,4065,4066,4067,3823,3823,3932,4638]","[10,15,10,15,4584,4599,4095,4096,4097,4065,4065,3734,3734,3710,3710]","[10,15,10,15,4584,4599,4095,4096,4097,4065,4066,4067,3734,3734,3710,3710]","[10,15,10,15,4584,4599,4095,4096,4097,4065,4065,3710,3710,3904,3904]","[10,15,10,15,4584,4599,4095,4096,4097,4065,4066,4067,3710,3710,3904,3904]","[10,15,10,15,4584,4599,4095,4096,4097,4065,4065,3904,3904,3961]","[10,15,10,15,4584,4599,4095,4096,4097,4065,4066,4067,3904,3904,3961]",1299,"[10,15,10,15,4584,4599,4095,4096,4097,4065,4065,3904,3904,4014,3793,3793]","[10,15,10,15,4584,4599,4095,4096,4097,4065,4066,4067,3904,3904,4014,3793,3793]"
3,"Descent4","[4094,10,14,1,1,1,4961,4826]","[6,6,4961,4826]","[4094,10,14,1,1,1,4961,4826]","[6,6,4961,4826]","[4094,10,14,1,1,1,4829,4832,4826]","[6,6,4832,4829,4826]","[4094,10,14,1,1,1,4829,4835,4832,4970,5100]","[6,6,4829,4832,4835,4970,5100]","[4094,10,14,1,1,1,4835,4829,4832,5100]","[6,6,4832,4835,4829,5100]","[4094,10,14,1,1,1,4835,4826,4961]","[6,6,4826,4835,4961]",1300,"[4094,10,14,1,1,1,4832,4835,4826]","[6,6,4826,4835,4832]"
4,"Descent5","[4799,0,0,0,0,6,2]","[4799,0,0,0,0,10,11,11,11,11,15,15]","[4799,0,0,0,0,6,2,4813]","[4799,0,0,0,0,10,11,11,11,11,15,15,4813]","[5057,4813,0,0,0,0,6,2]","[5057,4813,0,0,0,0,10,11,11,11,11,15,15]","[4883,0,0,0,0,6,2,5071,4922]","[5071,0,0,0,0,10,11,11,11,11,15,15,4883,4922]","[4883,5071,0,0,0,0,6,2,4922]","[4883,5071,0,0,0,0,10,11,11,11,11,15,15,4922]","[5071,0,0,0,0,6,2,4883,5067,4799]","[4799,5067,0,0,0,0,10,11,11,11,11,15,15,5071,4883]",1301,"[5071,0,0,0,0,6,2,4799,4883]","[4799,0,0,0,0,10,11,11,11,11,15,15,4883,5071]"
5,"Descent6","[4070,4802,4585,4600,6,6,5105]","[4070,4585,4600,4802,11,11,11,11,15,15,5105]","[4070,4802,4585,4600,4967,6,6,5105]","[4070,4967,4585,4600,4802,11,11,11,11,15,15,5105]","[4070,4891,4967,4585,4600,4908,6,6]","[4070,4967,4908,4585,4600,4891,11,11,11,11,15,15]","[4070,4972,4585,4600,4990,4998,6,6,5099,5087]","[4070,4585,4600,4990,4998,4972,11,11,11,11,15,15,5099,5087]","[4070,4909,4585,4600,4998,4902,4798,6,6,5099,5087]","[4070,4798,4585,4600,4902,4998,4909,11,11,11,11,15,15,5099,5087]","[4070,4902,4585,4600,4798,4802,4963,6,6,5105]","[4070,4585,4600,4802,4798,4902,4963,11,11,11,11,15,15,5105]",1302,"[4070,4585,4600,4902,4802,6,6,5105]","[4070,4585,4600,4902,4802,11,11,11,11,15,15,5105]"
6,"Descent7","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3878,3878,4163,4040]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3878,3878,4163,4040]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3990,4015,3825,3794]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3990,4015,3825,3794]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3934,3825,3825,4638]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,6,3934,3825,3825,4638]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3711,3711,3736,3736]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3711,3711,3736,3736]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3711,3711,3906,3906]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3711,3711,3906,3906]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3906,3906,3962]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3906,3906,3962]",1303,"[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3906,3906,3794,3794,4015]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3906,3906,3794,3794,4015]"
7,"Descent8","[5046,4807,4942,4069,4071,4101,4102,4100,2,6,11]","[5046,4807,4942,4069,4071,4101,4102,4100,12,12,10,10,10,11]","[5046,4807,4942,4069,4071,4101,4102,4100,2,6,11]","[5046,4807,4942,4069,4071,12,12,10,10,10,11,4101,4102,4100]","[5046,5047,4814,4942,4069,4071,4101,4102,4100,2,6,11]","[5046,5047,4814,4942,4069,4071,12,12,10,10,10,11,4101,4102,4100]","[5048,5047,4942,4069,4071,4101,4102,4100,2,6,11]","[5048,5047,4942,4069,4071,12,12,10,10,10,11,4101,4102,4100]","[5048,5047,4069,4071,4101,4102,4100,2,6,11]","[5048,5047,4069,4071,12,12,10,10,10,11,4101,4102,4100]","[5046,5048,4807,4069,4071,4101,4102,4100,2,6,11]","[5046,5048,4807,4069,4071,12,12,10,10,10,11,4101,4102,4100]",1304,"[5047,5048,5046,4069,4071,4101,4102,4100,2,6,11]","[5047,5048,5046,4069,4071,12,12,10,10,10,11,4101,4102,4100]"
8,"Descent9","[4,4,4,6,6,4148,4339,4515,4261,4444,4869,4586,4601,4827,4899,4]","[4146,0,0,0,6,6,4041,3879,4164,4827,4899,4586,4601,4869,3879,0]","[4,4,4,6,6,4148,4391,4551,4292,4481,4869,4586,4601,4827,4899,4]","[4146,0,0,0,6,6,4016,3826,4899,4827,4586,4601,4869,3991,3796,0]","[4,4,4,6,6,4148,4357,4527,4272,4457,4996,4586,4601,4827,4899,4869,4]","[4146,0,0,0,6,6,3935,4638,4899,4827,4586,4601,3826,3826,4996,4869,0]","[4,4,4,6,6,4148,4425,4567,4319,4497,4892,4586,4601,4872,5079,4]","[4146,0,0,0,6,6,4147,3737,3737,4872,5079,4586,4601,4892,3712,3712,0]","[4,4,4,6,6,4148,4374,4539,4282,4469,4872,4586,4601,4892,4]","[4146,0,0,0,6,6,4147,4892,4586,4601,4872,3712,3712,3907,3907,0]","[4,4,4,6,6,4148,4408,4559,4305,4489,4872,4869,4586,4601,4827,4892,4899,4]","[4146,0,0,0,6,6,4147,3907,3907,4892,4899,4586,4601,4827,4869,4872,3963,0]",1305,"[4,4,4,6,6,4148,4391,4551,4292,4481,4872,4869,4586,4601,4892,4827,4899,4]","[4146,0,0,0,6,6,4016,4892,4827,4586,4601,4872,4899,4869,3907,3907,3796,3796,0]"
9,"Descent10","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]",1306,"[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]"
