"rownum","Id","BaseItemTypesKey","X","Y","IntId","SlotWidth","SlotHeight","IsUpgradableEssenceSlot"
0,"Metadata/Items/Currency/CurrencyEssenceHatred1",69,480,183,0,1,1,1
1,"Metadata/Items/Currency/CurrencyEssenceHatred2",70,408,183,1,1,1,1
2,"Metadata/Items/Currency/CurrencyEssenceHatred3",71,335,183,2,1,1,1
3,"Metadata/Items/Currency/CurrencyEssenceHatred4",72,263,183,3,1,1,1
4,"Metadata/Items/Currency/CurrencyEssenceHatred5",73,190,183,4,1,1,1
5,"Metadata/Items/Currency/CurrencyEssenceHatred6",74,117,183,5,1,1,1
6,"Metadata/Items/Currency/CurrencyEssenceHatred7",75,44,183,6,1,1,""
7,"Metadata/Items/Currency/CurrencyEssenceWoe1",76,480,256,7,1,1,1
8,"Metadata/Items/Currency/CurrencyEssenceWoe2",77,408,256,8,1,1,1
9,"Metadata/Items/Currency/CurrencyEssenceWoe3",78,335,256,9,1,1,1
10,"Metadata/Items/Currency/CurrencyEssenceWoe4",79,263,256,10,1,1,1
11,"Metadata/Items/Currency/CurrencyEssenceWoe5",80,190,256,11,1,1,1
12,"Metadata/Items/Currency/CurrencyEssenceWoe6",81,117,256,12,1,1,1
13,"Metadata/Items/Currency/CurrencyEssenceWoe7",82,44,256,13,1,1,""
14,"Metadata/Items/Currency/CurrencyEssenceGreed1",83,480,38,14,1,1,1
15,"Metadata/Items/Currency/CurrencyEssenceGreed2",84,408,38,15,1,1,1
16,"Metadata/Items/Currency/CurrencyEssenceGreed3",85,335,38,16,1,1,1
17,"Metadata/Items/Currency/CurrencyEssenceGreed4",86,263,38,17,1,1,1
18,"Metadata/Items/Currency/CurrencyEssenceGreed5",87,190,38,18,1,1,1
19,"Metadata/Items/Currency/CurrencyEssenceGreed6",88,117,38,19,1,1,1
20,"Metadata/Items/Currency/CurrencyEssenceGreed7",89,44,38,20,1,1,""
21,"Metadata/Items/Currency/CurrencyEssenceContempt1",90,480,111,21,1,1,1
22,"Metadata/Items/Currency/CurrencyEssenceContempt2",91,408,111,22,1,1,1
23,"Metadata/Items/Currency/CurrencyEssenceContempt3",92,335,111,23,1,1,1
24,"Metadata/Items/Currency/CurrencyEssenceContempt4",93,263,111,24,1,1,1
25,"Metadata/Items/Currency/CurrencyEssenceContempt5",94,190,111,25,1,1,1
26,"Metadata/Items/Currency/CurrencyEssenceContempt6",95,117,111,26,1,1,1
27,"Metadata/Items/Currency/CurrencyEssenceContempt7",96,44,111,27,1,1,""
28,"Metadata/Items/Currency/CurrencyEssenceSorrow1",97,408,547,28,1,1,1
29,"Metadata/Items/Currency/CurrencyEssenceSorrow2",98,335,547,29,1,1,1
30,"Metadata/Items/Currency/CurrencyEssenceSorrow3",99,263,547,30,1,1,1
31,"Metadata/Items/Currency/CurrencyEssenceSorrow4",100,190,547,31,1,1,1
32,"Metadata/Items/Currency/CurrencyEssenceSorrow5",101,117,547,32,1,1,1
33,"Metadata/Items/Currency/CurrencyEssenceSorrow6",102,44,547,33,1,1,""
34,"Metadata/Items/Currency/CurrencyEssenceAnger1",103,408,402,34,1,1,1
35,"Metadata/Items/Currency/CurrencyEssenceAnger2",104,335,402,35,1,1,1
36,"Metadata/Items/Currency/CurrencyEssenceAnger3",105,263,402,36,1,1,1
37,"Metadata/Items/Currency/CurrencyEssenceAnger4",106,190,402,37,1,1,1
38,"Metadata/Items/Currency/CurrencyEssenceAnger5",107,117,402,38,1,1,1
39,"Metadata/Items/Currency/CurrencyEssenceAnger6",108,44,402,39,1,1,""
40,"Metadata/Items/Currency/CurrencyEssenceTorment1",109,408,474,40,1,1,1
41,"Metadata/Items/Currency/CurrencyEssenceTorment2",110,335,474,41,1,1,1
42,"Metadata/Items/Currency/CurrencyEssenceTorment3",111,263,474,42,1,1,1
43,"Metadata/Items/Currency/CurrencyEssenceTorment4",112,190,474,43,1,1,1
44,"Metadata/Items/Currency/CurrencyEssenceTorment5",113,117,474,44,1,1,1
45,"Metadata/Items/Currency/CurrencyEssenceTorment6",114,44,474,45,1,1,""
46,"Metadata/Items/Currency/CurrencyEssenceFear1",115,408,329,46,1,1,1
47,"Metadata/Items/Currency/CurrencyEssenceFear2",116,335,329,47,1,1,1
48,"Metadata/Items/Currency/CurrencyEssenceFear3",117,263,329,48,1,1,1
49,"Metadata/Items/Currency/CurrencyEssenceFear4",118,190,329,49,1,1,1
50,"Metadata/Items/Currency/CurrencyEssenceFear5",119,117,329,50,1,1,1
51,"Metadata/Items/Currency/CurrencyEssenceFear6",120,44,329,51,1,1,""
52,"Metadata/Items/Currency/CurrencyEssenceSuffering1",121,335,692,52,1,1,1
53,"Metadata/Items/Currency/CurrencyEssenceSuffering2",122,263,692,53,1,1,1
54,"Metadata/Items/Currency/CurrencyEssenceSuffering3",123,190,692,54,1,1,1
55,"Metadata/Items/Currency/CurrencyEssenceSuffering4",124,117,692,55,1,1,1
56,"Metadata/Items/Currency/CurrencyEssenceSuffering5",125,44,692,56,1,1,""
57,"Metadata/Items/Currency/CurrencyEssenceRage1",126,335,619,57,1,1,1
58,"Metadata/Items/Currency/CurrencyEssenceRage2",127,263,619,58,1,1,1
59,"Metadata/Items/Currency/CurrencyEssenceRage3",128,190,619,59,1,1,1
60,"Metadata/Items/Currency/CurrencyEssenceRage4",129,117,619,60,1,1,1
61,"Metadata/Items/Currency/CurrencyEssenceRage5",130,44,618,61,1,1,""
62,"Metadata/Items/Currency/CurrencyEssenceWrath1",131,335,764,62,1,1,1
63,"Metadata/Items/Currency/CurrencyEssenceWrath2",132,263,764,63,1,1,1
64,"Metadata/Items/Currency/CurrencyEssenceWrath3",133,190,764,64,1,1,1
65,"Metadata/Items/Currency/CurrencyEssenceWrath4",134,117,764,65,1,1,1
66,"Metadata/Items/Currency/CurrencyEssenceWrath5",135,44,764,66,1,1,""
67,"Metadata/Items/Currency/CurrencyEssenceDoubt1",136,335,837,67,1,1,1
68,"Metadata/Items/Currency/CurrencyEssenceDoubt2",137,263,837,68,1,1,1
69,"Metadata/Items/Currency/CurrencyEssenceDoubt3",138,190,837,69,1,1,1
70,"Metadata/Items/Currency/CurrencyEssenceDoubt4",139,117,837,70,1,1,1
71,"Metadata/Items/Currency/CurrencyEssenceDoubt5",140,44,837,71,1,1,""
72,"Metadata/Items/Currency/CurrencyEssenceAnguish1",141,613,182,72,1,1,1
73,"Metadata/Items/Currency/CurrencyEssenceAnguish2",142,685,182,73,1,1,1
74,"Metadata/Items/Currency/CurrencyEssenceAnguish3",143,760,182,74,1,1,1
75,"Metadata/Items/Currency/CurrencyEssenceAnguish4",144,833,182,75,1,1,""
76,"Metadata/Items/Currency/CurrencyEssenceLoathing1",145,613,38,76,1,1,1
77,"Metadata/Items/Currency/CurrencyEssenceLoathing2",146,685,38,77,1,1,1
78,"Metadata/Items/Currency/CurrencyEssenceLoathing3",147,760,38,78,1,1,1
79,"Metadata/Items/Currency/CurrencyEssenceLoathing4",148,833,38,79,1,1,""
80,"Metadata/Items/Currency/CurrencyEssenceSpite1",149,613,256,80,1,1,1
81,"Metadata/Items/Currency/CurrencyEssenceSpite2",150,686,256,81,1,1,1
82,"Metadata/Items/Currency/CurrencyEssenceSpite3",151,760,256,82,1,1,1
83,"Metadata/Items/Currency/CurrencyEssenceSpite4",152,833,256,83,1,1,""
84,"Metadata/Items/Currency/CurrencyEssenceZeal1",153,613,111,84,1,1,1
85,"Metadata/Items/Currency/CurrencyEssenceZeal2",154,686,111,85,1,1,1
86,"Metadata/Items/Currency/CurrencyEssenceZeal3",155,760,111,86,1,1,1
87,"Metadata/Items/Currency/CurrencyEssenceZeal4",156,833,111,87,1,1,""
88,"Metadata/Items/Currency/CurrencyEssenceMisery1",157,686,474,88,1,1,1
89,"Metadata/Items/Currency/CurrencyEssenceMisery2",158,760,474,89,1,1,1
90,"Metadata/Items/Currency/CurrencyEssenceMisery3",159,833,474,90,1,1,""
91,"Metadata/Items/Currency/CurrencyEssenceDread1",160,686,547,91,1,1,1
92,"Metadata/Items/Currency/CurrencyEssenceDread2",161,760,547,92,1,1,1
93,"Metadata/Items/Currency/CurrencyEssenceDread3",162,833,547,93,1,1,""
94,"Metadata/Items/Currency/CurrencyEssenceScorn1",163,686,329,94,1,1,1
95,"Metadata/Items/Currency/CurrencyEssenceScorn2",164,760,329,95,1,1,1
96,"Metadata/Items/Currency/CurrencyEssenceScorn3",165,833,329,96,1,1,""
97,"Metadata/Items/Currency/CurrencyEssenceEnvy1",166,686,402,97,1,1,1
98,"Metadata/Items/Currency/CurrencyEssenceEnvy2",167,760,402,98,1,1,1
99,"Metadata/Items/Currency/CurrencyEssenceEnvy3",168,833,402,99,1,1,""
100,"Metadata/Items/Currency/CurrencyEssenceHysteria1",169,833,838,100,1,1,""
101,"Metadata/Items/Currency/CurrencyEssenceInsanity1",170,833,620,101,1,1,""
102,"Metadata/Items/Currency/CurrencyEssenceHorror1",171,833,693,102,1,1,""
103,"Metadata/Items/Currency/CurrencyEssenceDelirium1",172,833,765,103,1,1,""
104,"Metadata/Items/Currency/CurrencyCorruptMonolith",173,760,620,104,1,1,""
105,"GenericSlot1","",760,693,105,1,1,""
106,"GenericSlot2","",760,765,106,1,1,""
107,"GenericSlot3","",760,838,107,1,1,""
108,"CraftingSlot","",514,653,108,2,4,""
