"rownum","HideoutNPCsKey","Order","ModsKey","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","Tags","i32","i32","i32","i32","i32","i32","bool","rid","rid","rid","rid"
0,4,0,"",[21],[1],0,"Two Sockets",7,[],0,"",2,0,[],"","","",[234],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,206,0,1155,1155,"","","",3,""
1,4,1,"",[21],[3],0,"Three Sockets",7,[],0,"",3,0,[],"","","",[234],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,404,0,1155,1155,"","","",3,""
2,4,2,"",[21],[10],0,"Four Sockets",7,[],0,"",4,0,[],"","","",[236],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,600,0,1155,1155,"","","",3,""
3,4,3,"",[21],[70],0,"Five Sockets",7,[],0,"",5,0,[],"","","",[237],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,796,0,1155,1155,"","","",3,""
4,4,4,"",[21],[350],0,"Six Sockets",7,[],0,"",6,0,[],"","","",[238],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,990,0,1155,1155,"","","",3,""
5,4,5,"",[20],[1],0,"Two Linked Sockets",7,[],2,"",0,0,[],"","","",[239],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,1194,0,1155,1155,"","","",3,""
6,4,6,"",[20],[3],0,"Three Linked Sockets",7,[],3,"",0,0,[],"","","",[240],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,1402,0,1155,1155,"","","",3,""
7,4,7,"",[20],[5],0,"Four Linked Sockets",7,[],4,"",0,0,[],"","","",[241],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,1612,0,1155,1155,"","","",3,""
8,4,8,"",[20],[150],0,"Five Linked Sockets",7,[],5,"",0,0,[],"","","",[242],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,1822,0,1155,1155,"","","",3,""
9,4,9,"",[20],[1500],0,"Six Linked Sockets",7,[],6,"",0,0,[],"","","",[243],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,2030,0,1155,1155,"","","",3,""
10,4,10,"",[19],[4],0,"At Least One Red Socket",7,[],0,"R",0,0,[],"","","",[245],0,"[0,1,2,3,6,7,8,5,4,9,10]",1,"",0,0,[],[],0,0,2286,0,1155,1155,"","","",3,""
11,4,11,"",[19],[25],0,"At Least Two Red Sockets",7,[],0,"RR",0,0,[],"","","",[245],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,2514,0,1155,1155,"","","",3,""
12,4,12,"",[19],[120],0,"At Least Three Red Sockets",7,[],0,"RRR",0,0,[],"","","",[246],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,2748,0,1155,1155,"","","",3,""
13,4,13,"",[19],[4],0,"At Least One Green Socket",7,[],0,"G",0,0,[],"","","",[245],0,"[0,1,2,3,6,7,8,5,4,9,10]",1,"",0,0,[],[],0,0,3004,0,1155,1155,"","","",3,""
14,4,14,"",[19],[25],0,"At Least Two Green Sockets",7,[],0,"GG",0,0,[],"","","",[245],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,3232,0,1155,1155,"","","",3,""
15,4,15,"",[19],[120],0,"At Least Three Green Sockets",7,[],0,"GGG",0,0,[],"","","",[246],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,3466,0,1155,1155,"","","",3,""
16,4,16,"",[19],[4],0,"At Least One Blue Socket",7,[],0,"B",0,0,[],"","","",[245],0,"[0,1,2,3,6,7,8,5,4,9,10]",1,"",0,0,[],[],0,0,3720,0,1155,1155,"","","",3,""
17,4,17,"",[19],[25],0,"At Least Two Blue Sockets",7,[],0,"BB",0,0,[],"","","",[245],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,3946,0,1155,1155,"","","",3,""
18,4,18,"",[19],[120],0,"At Least Three Blue Sockets",7,[],0,"BBB",0,0,[],"","","",[246],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,4178,0,1155,1155,"","","",3,""
19,4,19,"",[19],[15],0,"At Least One Red and One Green Socket",7,[],0,"RG",0,0,[],"","","",[245],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,4432,0,1155,1155,"","","",3,""
20,4,20,"",[19],[15],0,"At Least One Red and One Blue Socket",7,[],0,"RB",0,0,[],"","","",[245],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,4680,0,1155,1155,"","","",3,""
21,4,21,"",[19],[15],0,"At Least One Green and One Blue Socket",7,[],0,"GB",0,0,[],"","","",[245],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,4932,0,1155,1155,"","","",3,""
22,4,22,"",[19],[100],0,"At Least Two Red and One Green Socket",7,[],0,"RRG",0,0,[],"","","",[246],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,5188,0,1155,1155,"","","",3,""
23,4,23,"",[19],[100],0,"At Least Two Red and One Blue Socket",7,[],0,"RRB",0,0,[],"","","",[246],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,5438,0,1155,1155,"","","",3,""
24,4,24,"",[19],[100],0,"At Least Two Green and One Red Socket",7,[],0,"GGR",0,0,[],"","","",[246],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,5690,0,1155,1155,"","","",3,""
25,4,25,"",[19],[100],0,"At Least Two Green and One Blue Socket",7,[],0,"GGB",0,0,[],"","","",[246],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,5944,0,1155,1155,"","","",3,""
26,4,26,"",[19],[100],0,"At Least Two Blue and One Green Socket",7,[],0,"BBG",0,0,[],"","","",[246],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,6198,0,1155,1155,"","","",3,""
27,4,27,"",[19],[100],0,"At Least Two Blue and One Red Socket",7,[],0,"BBR",0,0,[],"","","",[246],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],0,0,6448,0,1155,1155,"","","",3,""
28,6,0,7806,[],[],68,"",7,"[35,38]",0,"",0,69,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],0,0,6512,0,1155,1155,"","","",0,1525
29,6,1,7807,[],[],70,"",7,"[35,38]",0,"",0,71,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],0,0,6576,0,1155,1155,"","","",0,1525
30,6,2,7808,[],[],72,"",7,"[35,38]",0,"",0,73,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],0,0,6640,0,1155,1155,"","","",0,1525
31,6,3,7809,[],[],74,"",7,"[35,38]",0,"",0,75,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],0,0,6704,0,1155,1155,"","","",0,1525
32,6,4,7810,[],[],76,"",7,"[35,38]",0,"",0,77,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],0,0,6768,0,1155,1155,"","","",0,1525
33,6,5,7811,[],[],78,"",7,"[35,38]",0,"",0,79,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],0,0,6832,0,1155,1155,"","","",0,1525
34,6,6,7812,[],[],80,"",7,"[35,38]",0,"",0,81,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],0,0,6896,0,1155,1155,"","","",0,1525
35,6,7,7813,[],[],82,"",7,"[35,38]",0,"",0,100,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],0,0,6960,0,1155,1155,"","","",0,1525
36,6,8,"",[2],[3],72,"Fortune Favours the Brave",2,[35],0,"",0,0,[],"One of the options available from this device will be applied at random, including options you have not yet unlocked.",1,"",[],0,[14],0,"",0,0,[],[],1,0,7300,0,1155,1155,"","","",3,""
37,6,9,"",[2],[1],101,"Alternate of Same Tier (Tier 1-10)",3,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a random Map of the same Tier with random Mods. Excludes the Map placed in the device.",1,"",[],0,[14],0,"",0,0,[],[],0,0,7706,0,1155,1155,"","","",3,""
38,6,10,"",[2],[2],101,"Shaped (Tier 1-5)",4,[35],0,"",0,0,[],"Requires a Rare Map of Tier 5 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods.",1,"",[],0,[14],0,"",0,0,[],[],0,0,8018,0,1155,1155,"","","",3,""
39,6,11,"",[2],[6],101,"Shaped (Tier 1-10)",5,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods and a chance to be Corrupted.",1,"",[],0,[14],0,"",0,0,[],[],0,0,8392,0,1155,1155,"","","",3,""
40,6,12,"",[2],[15],101,"Elder (Tier 1-15)",6,[35],0,"",0,0,[],"Requires a Rare Map of Tier 15 or below. Opens a version of your Map that is set to Tier 16, with random Mods and a chance to be Corrupted.",1,"",[],0,[14],0,"",0,0,[],[],0,0,8760,0,1155,1155,"","","",3,""
41,6,13,7851,[],[],68,"Infused Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1,0,8826,0,1155,1155,1,"","",0,1765
42,6,14,7845,[],[],68,"Infused Nemesis",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1,0,8908,0,1155,1155,1,"","",0,1751
43,6,15,7839,[],[],68,"Infused Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1,0,8996,0,1155,1155,1,"","",0,1748
44,6,16,7934,[],[],68,"Infused Bloodlines",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1,0,9084,0,1155,1155,1,"","",0,1789
45,6,17,7864,[],[],68,"Infused Rampage",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1,0,9166,0,1155,1155,1,"","",0,1766
46,6,18,7834,[],[],68,"Infused Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1,0,9246,0,1155,1155,1,"","",0,1746
47,6,19,12459,[],[],68,"Infused Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1,0,9332,0,1155,1155,1,"","",0,4490
48,6,20,10974,[],[],68,"Infused Perandus",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1,0,9416,0,1155,1155,1,"","",0,3573
49,6,21,13300,[2],[2],69,"Abyss",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,9494,0,310,1155,"","","",0,4800
50,6,22,7850,[2],[2],71,"Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,9560,0,298,1155,"","","",0,1765
51,6,23,7838,[2],[3],73,"Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,9632,0,299,1155,"","","",0,1748
52,6,24,7844,[2],[4],76,"Nemesis",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,9698,0,301,1155,"","","",0,1751
53,6,25,20878,[2],[5],79,"Metamorph",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,9768,0,661,1155,"","","",0,7434
54,6,26,22281,[2],[13],82,"Ritual",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,9836,0,1114,1155,"","","",0,8490
55,6,27,20069,[2],[16],83,"Delirium",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,9908,0,745,1155,"","","",0,6903
56,6,28,7853,[2],[2],101,"Onslaught",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,9978,0,304,1155,"","","",0,1753
57,6,29,11826,[2],[2],101,"Breach",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10042,0,308,1155,"","","",0,4058
58,6,30,11527,[2],[2],101,"Essence",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10108,0,297,1155,"","","",0,3869
59,6,31,10973,[2],[4],101,"Perandus",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10176,0,307,1155,"","","",0,3573
60,6,32,7833,[2],[3],101,"Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10240,0,305,1155,"","","",0,1746
61,6,33,8099,[2],[5],101,"Torment",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10306,0,309,1155,"","","",0,1920
62,6,34,7933,[2],[3],101,"Bloodlines",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10378,0,300,1155,"","","",0,1789
63,6,35,7831,[2],[2],101,"Invasion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10446,0,311,1155,"","","",0,1744
64,6,36,7863,[2],[2],101,"Rampage",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10512,0,312,1155,"","","",0,1766
65,6,37,8289,[2],[4],101,"Tempest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10578,0,313,1155,"","","",0,2048
66,6,38,10764,[13],[3],101,"Talisman",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10646,0,314,1155,"","","",0,3416
67,6,39,7865,[2],[5],101,"Beyond",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10710,0,302,1155,"","","",0,1767
68,6,40,19022,[2],[8],101,"Blight",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10778,0,316,1155,"","","",0,4154
69,6,41,12458,[2],[4],101,"Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10848,0,315,1155,"","","",0,4490
70,6,42,20793,[2],[12],101,"Harvest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10918,0,1106,1155,"","","",0,7355
71,6,43,8546,[2],[2],101,"Warbands",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,10986,0,306,1155,"","","",0,2288
72,6,44,18875,[2],[6],101,"Legion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,11050,0,303,1155,"","","",0,6608
73,6,45,20789,[2],[6],101,"Heist",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],0,0,11112,0,1105,1155,"","","",0,7352
74,6,46,4832,[2],[2],101,"Monster Life I",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,11192,0,1155,1155,"","","",0,683
75,6,47,4833,[2],[2],101,"Monster Life II",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,11274,0,1155,1155,"","","",0,683
76,6,48,4834,[2],[2],101,"Monster Life III",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,11358,0,1155,1155,"","","",0,683
77,6,49,4835,[2],[2],101,"Monster Life IV",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,11440,0,1155,1155,"","","",0,683
78,6,50,4856,[2],[2],101,"Monster Damage I",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,11524,0,1155,1155,"","","",0,687
79,6,51,4857,[2],[2],101,"Monster Damage II",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,11610,0,1155,1155,"","","",0,687
80,6,52,4858,[2],[2],101,"Monster Damage III",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,11698,0,1155,1155,"","","",0,687
81,6,53,4859,[2],[2],101,"Monster Damage IV",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,11784,0,1155,1155,"","","",0,687
82,6,54,4699,[2],[6],101,"Area is inhabited by Spiders",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,11892,0,1155,1155,"","","",0,629
83,6,55,4700,[2],[6],101,"Area is inhabited by Blackguards",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,12008,0,1155,1155,"","","",0,630
84,6,56,4698,[2],[6],101,"Area is inhabited by Bandits",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,12116,0,1155,1155,"","","",0,602
85,6,57,4669,[2],[2],101,"Additional Totems",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,12202,0,1155,1155,"","","",1,594
86,6,58,4676,[2],[3],101,"Additional Rogue Exiles",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,12300,0,1155,1155,"","","",1,1565
87,6,59,4727,[2],[3],101,"Monsters from Beyond",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,12392,0,1155,1155,"","","",1,1819
88,6,60,4734,[2],[3],101,"Twinned Unique Bosses",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],0,0,12486,0,1155,1155,"","","",1,646
89,3,0,16350,[11],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],0,0,12646,0,1155,1155,"","","",1,0
90,3,1,16314,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],0,0,12870,0,1155,1155,"","","",2,110
91,3,2,16317,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],0,0,13094,0,1155,1155,"","","",2,111
92,3,3,16320,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],0,0,13318,0,1155,1155,"","","",2,112
93,3,4,16336,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[742],0,0,13558,0,1155,1155,"","","",2,348
94,3,5,16339,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",0,"",0,0,[],[743],0,0,13782,0,1155,1155,"","","",2,352
95,3,6,16342,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",0,"",0,0,[],[744],0,0,14006,0,1155,1155,"","","",2,356
96,3,7,"",[12],[1],0,"Remove Crafted Mods",0,[],0,"",0,0,[],"","","",[],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],0,0,14272,0,1155,1155,"","","",3,""
