"rownum","BaseItemTypesKey","VirtualFile","[i32]"
0,7258,"Art/2DItems/Divination/Images/ThreeFacesInTheDark",[]
1,7259,"Art/2DItems/Divination/Images/TheDoctor",[]
2,7260,"Art/2DItems/Divination/Images/TheHermit",[]
3,7261,"Art/2DItems/Divination/Images/LantadorsLostLove",[]
4,7262,"Art/2DItems/Divination/Images/TheMetalsmithsGift",[]
5,7263,"Art/2DItems/Divination/Images/TheBattleBorn",[]
6,7264,"Art/2DItems/Divination/Images/TheGladiator",[]
7,7265,"Art/2DItems/Divination/Images/TheScholar",[]
8,7266,"Art/2DItems/Divination/Images/TheBrittleEmperor",[]
9,7267,"Art/2DItems/Divination/Images/ThePoet",[]
10,7268,"Art/2DItems/Divination/Images/TheCarrionCrow",[]
11,7269,"Art/2DItems/Divination/Images/Hope",[]
12,7270,"Art/2DItems/Divination/Images/TheFiend",[]
13,7271,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
14,7272,"Art/2DItems/Divination/Images/ViniasToken",[]
15,7273,"Art/2DItems/Divination/Images/TheSummoner",[]
16,7274,"Art/2DItems/Divination/Images/TheCataclysm",[]
17,7275,"Art/2DItems/Divination/Images/TheHunger",[]
18,7276,"Art/2DItems/Divination/Images/TheHoarder",[]
19,7277,"Art/2DItems/Divination/Images/TheDrunkenAristocrat",[]
20,7278,"Art/2DItems/Divination/Images/TheSun",[]
21,7279,"Art/2DItems/Divination/Images/TheWarden",[]
22,7280,"Art/2DItems/Divination/Images/TheScarredMeadow",[]
23,7281,"Art/2DItems/Divination/Images/TheDarkMage",[]
24,7282,"Art/2DItems/Divination/Images/TheGemcutter",[]
25,7283,"Art/2DItems/Divination/Images/TheGambler",[]
26,7284,"Art/2DItems/Divination/Images/TheLover",[]
27,7285,"Art/2DItems/Divination/Images/ChaoticDisposition",[]
28,7286,"Art/2DItems/Divination/Images/TheRoadToPower",[]
29,7287,"Art/2DItems/Divination/Images/TheAvenger",[]
30,7288,"Art/2DItems/Divination/Images/EmperorsLuck",[]
31,7289,"Art/2DItems/Divination/Images/TimeLostRelic",[]
32,7290,"Art/2DItems/Divination/Images/LuckyConnections",[]
33,7291,"Art/2DItems/Divination/Images/TheFeast",[]
34,7292,"Art/2DItems/Divination/Images/RainOfChaos",[]
35,7293,"Art/2DItems/Divination/Images/TheWatcher",[]
36,7294,"Art/2DItems/Divination/Images/TheIncantation",[]
37,7295,"Art/2DItems/Divination/Images/CovetedPossession",[]
38,7296,"Art/2DItems/Divination/Images/TheKingsHeart",[]
39,7297,"Art/2DItems/Divination/Images/AbandonedWealth",[]
40,7298,"Art/2DItems/Divination/Images/TheWind",[]
41,7299,"Art/2DItems/Divination/Images/ThePact",[]
42,7300,"Art/2DItems/Divination/Images/GemcuttersPromise",[]
43,7301,"Art/2DItems/Divination/Images/TheCelestialJusticar",[]
44,7302,"Art/2DItems/Divination/Images/TheChainsThatBind",[]
45,7303,"Art/2DItems/Divination/Images/TheArtist",[]
46,7304,"Art/2DItems/Divination/Images/TheInventor",[]
47,7305,"Art/2DItems/Divination/Images/ThePackLeader",[]
48,7306,"Art/2DItems/Divination/Images/JackInTheBox",[]
49,7307,"Art/2DItems/Divination/Images/TheUnion",[]
50,7308,"Art/2DItems/Divination/Images/TheQueen",[]
51,7309,"Art/2DItems/Divination/Images/Humility",[]
52,7310,"Art/2DItems/Divination/Images/TheExplorer",[]
53,7311,"Art/2DItems/Divination/Images/TheSpoiledPrince",[]
54,7312,"Art/2DItems/Divination/Images/TheBetrayal",[]
55,7313,"Art/2DItems/Divination/Images/TheFlorasGift",[]
56,7314,"Art/2DItems/Divination/Images/TheSiren",[]
57,7315,"Art/2DItems/Divination/Images/TheOneWithAll",[]
58,7316,"Art/2DItems/Divination/Images/TheLastOneStanding",[]
59,7317,"Art/2DItems/Divination/Images/DoedresMadness",[]
60,7318,"Art/2DItems/Divination/Images/TheEncroachingDarkness",[]
61,7319,"Art/2DItems/Divination/Images/TheWrath",[]
62,7320,"Art/2DItems/Divination/Images/TheKingsBlade",[]
63,7321,"Art/2DItems/Divination/Images/TheTrial",[]
64,7322,"Art/2DItems/Divination/Images/TheGentleman",[]
65,7323,"Art/2DItems/Divination/Images/HouseOfMirrors",[]
66,7324,"Art/2DItems/Divination/Images/WealthAndPower",[]
67,7325,"Art/2DItems/Divination/Images/TheCatalyst",[]
68,7326,"Art/2DItems/Divination/Images/TheVast",[]
69,7327,"Art/2DItems/Divination/Images/GiftOfTheGemlingQueen",[]
70,7328,"Art/2DItems/Divination/Images/TheDragonsHeart",[]
71,7329,"Art/2DItems/Divination/Images/TheFox",[]
72,7330,"Art/2DItems/Divination/Images/TheDoppelganger",[]
73,7331,"Art/2DItems/Divination/Images/TheSurvivalist",[]
74,7332,"Art/2DItems/Divination/Images/Death",[]
75,7333,"Art/2DItems/Divination/Images/GraveKnowledge",[]
76,7334,"Art/2DItems/Divination/Images/TheJester",[]
77,7335,"Art/2DItems/Divination/Images/TheMercenary",[]
78,7336,"Art/2DItems/Divination/Images/TheInoculated",[]
79,7337,"Art/2DItems/Divination/Images/Loyalty",[]
80,7338,"Art/2DItems/Divination/Images/PrideBeforeTheFall",[]
81,7339,"Art/2DItems/Divination/Images/Audacity",[]
82,7340,"Art/2DItems/Divination/Images/AssassinsFavor",[]
83,7341,"Art/2DItems/Divination/Images/HuntersResolve",[]
84,7342,"Art/2DItems/Divination/Images/ScholarOfTheSeas",[]
85,7343,"Art/2DItems/Divination/Images/TheConduit",[]
86,7344,"Art/2DItems/Divination/Images/TheTower",[]
87,7345,"Art/2DItems/Divination/Images/TheTwins",[]
88,7346,"Art/2DItems/Divination/Images/AnarchysPrice",[]
89,7347,"Art/2DItems/Divination/Images/TheLich",[]
90,7348,"Art/2DItems/Divination/Images/TheThaumaturgist",[]
91,7349,"Art/2DItems/Divination/Images/TheAesthete",[]
92,7350,"Art/2DItems/Divination/Images/TheEnlightened",[]
93,7351,"Art/2DItems/Divination/Images/HuntersReward",[]
94,7352,"Art/2DItems/Divination/Images/TheFletcher",[]
95,7353,"Art/2DItems/Divination/Images/TheSurveyor",[]
96,7354,"Art/2DItems/Divination/Images/BowyersDream",[]
97,7355,"Art/2DItems/Divination/Images/TheSurgeon",[]
98,7356,"Art/2DItems/Divination/Images/VolatilePower",[]
99,7357,"Art/2DItems/Divination/Images/LastHope",[]
100,7358,"Art/2DItems/Divination/Images/Hubris",[]
101,7359,"Art/2DItems/Divination/Images/BlindVenture",[]
102,7360,"Art/2DItems/Divination/Images/MercilessArmament",[]
103,7361,"Art/2DItems/Divination/Images/TheMapmaker",[]
104,7362,"Art/2DItems/Divination/Images/TheWarlord",[]
105,7363,"Art/2DItems/Divination/Images/TheDemoness",[]
106,7364,"Art/2DItems/Divination/Images/TheTraitor",[]
107,7365,"Art/2DItems/Divination/Images/TheOffering",[]
108,7366,"Art/2DItems/Divination/Images/LostWorlds",[]
109,7367,"Art/2DItems/Divination/Images/TheLordInBlack",[]
110,7368,"Art/2DItems/Divination/Images/AMothersPartingGift",[]
111,7369,"Art/2DItems/Divination/Images/TheBody",[]
112,7370,"Art/2DItems/Divination/Images/TurnTheOtherCheek",[]
113,7371,"Art/2DItems/Divination/Images/GlimmerOfHope",[]
114,7372,"Art/2DItems/Divination/Images/TheEthereal",[]
115,7373,"Art/2DItems/Divination/Images/Prosperity",[]
116,7374,"Art/2DItems/Divination/Images/TheSigil",[]
117,7375,"Art/2DItems/Divination/Images/TheDapperProdigy",[]
118,7376,"Art/2DItems/Divination/Images/TheRabidRhoa",[]
119,7377,"Art/2DItems/Divination/Images/TheSoul",[]
120,7378,"Art/2DItems/Divination/Images/TheLion",[]
121,7379,"Art/2DItems/Divination/Images/TheDragon",[]
122,7380,"Art/2DItems/Divination/Images/Rats",[]
123,7381,"Art/2DItems/Divination/Images/TheRisk",[]
124,7382,"Art/2DItems/Divination/Images/Tranquillity",[]
125,7383,"Art/2DItems/Divination/Images/HerMask",[]
126,7384,"Art/2DItems/Divination/Images/TreasureHunter",[]
127,7385,"Art/2DItems/Divination/Images/EarthDrinker",[]
128,7386,"Art/2DItems/Divination/Images/TheWolfsShadow",[]
129,7387,"Art/2DItems/Divination/Images/TheArenaChampion",[]
130,7388,"Art/2DItems/Divination/Images/TheSephirot",[]
131,7389,"Art/2DItems/Divination/Images/TheVisionary",[]
132,7390,"Art/2DItems/Divination/Images/ThunderousSkies",[]
133,7391,"Art/2DItems/Divination/Images/DyingAnguish",[]
134,7392,"Art/2DItems/Divination/Images/TheImmortal",[]
135,7394,"Art/2DItems/Divination/Images/BoundlessRealms",[]
136,7393,"Art/2DItems/Divination/Images/TheThrone",[]
137,7395,"Art/2DItems/Divination/Images/TheDevastator",[]
138,7396,"Art/2DItems/Divination/Images/DestinedtoCrumble",[]
139,7397,"Art/2DItems/Divination/Images/ShardofFate",[]
140,7398,"Art/2DItems/Divination/Images/Heterochromia",[]
141,7399,"Art/2DItems/Divination/Images/RainTempter",[]
142,7400,"Art/2DItems/Divination/Images/TheVoid",[]
143,7401,"Art/2DItems/Divination/Images/TheTyrant",[]
144,7402,"Art/2DItems/Divination/Images/TheWeb",[]
145,7403,"Art/2DItems/Divination/Images/TheHarvester",[]
146,7404,"Art/2DItems/Divination/Images/TheLunarisPriestess",[]
147,7405,"Art/2DItems/Divination/Images/EmperorOfPurity",[]
148,7406,"Art/2DItems/Divination/Images/TheCursedKing",[]
149,7407,"Art/2DItems/Divination/Images/TheStormcaller",[]
150,7408,"Art/2DItems/Divination/Images/LysahsRespite",[]
151,7409,"Art/2DItems/Divination/Images/CartographersDelight",[]
152,7411,"Art/2DItems/Divination/Images/LuckyDeck",[]
153,7412,"Art/2DItems/Divination/Images/LigthAndTruth",[]
154,7413,"Art/2DItems/Divination/Images/LuckOfTheVaal",[]
155,7414,"Art/2DItems/Divination/Images/TheEndurance",[]
156,7415,"Art/2DItems/Divination/Images/ThePenitent",[]
157,7416,"Art/2DItems/Divination/Images/TheWolf",[]
158,7417,"Art/2DItems/Divination/Images/DiallasSubjugation",[]
159,7418,"Art/2DItems/Divination/Images/TheCalling",[]
160,7419,"Art/2DItems/Divination/Images/TheValkyrie",[]
161,7420,"Art/2DItems/Divination/Images/TheFormlessSea",[]
162,7421,"Art/2DItems/Divination/Images/TheOath",[]
163,7422,"Art/2DItems/Divination/Images/TheScavenger",[]
164,7423,"Art/2DItems/Divination/Images/RussiaDivinationCard",[]
165,7424,"Art/2DItems/Divination/Images/ThePorcupine",[]
166,7425,"Art/2DItems/Divination/Images/TheComingStorm",[]
167,7426,"Art/2DItems/Divination/Images/ThePolymath",[]
168,7427,"Art/2DItems/Divination/Images/TheWolverine",[]
169,7428,"Art/2DItems/Divination/Images/Mitts",[]
170,7429,"Art/2DItems/Divination/Images/TheWretched",[]
171,7430,"Art/2DItems/Divination/Images/TheWolvenKingsBite",[]
172,7431,"Art/2DItems/Divination/Images/TheStandOff",[]
173,7432,"Art/2DItems/Divination/Images/TheForsaken",[]
174,7433,"Art/2DItems/Divination/Images/GarishPower",[]
175,7434,"Art/2DItems/Divination/Images/LingeringRemnants",[]
176,7435,"Art/2DItems/Divination/Images/TheSparkAndTheFlame",[]
177,7436,"Art/2DItems/Divination/Images/TheSaintsTreasure",[]
178,7437,"Art/2DItems/Divination/Images/CallToTheFirstOnes",[]
179,7438,"Art/2DItems/Divination/Images/TheValleyOfSteelBoxes",[]
180,7439,"Art/2DItems/Divination/Images/MightIsRight",[]
181,7440,"Art/2DItems/Divination/Images/TheOpulecent",[]
182,7441,"Art/2DItems/Divination/Images/StruckbyLightning",[]
183,7442,"Art/2DItems/Divination/Images/AtzirisArmory",[]
184,7443,"Art/2DItems/Divination/Images/TheRuthlessCeinture",[]
185,7444,"Art/2DItems/Divination/Images/NoTraces",[]
186,7445,"Art/2DItems/Divination/Images/TheRealm",[]
187,7446,"Art/2DItems/Divination/Images/TheEyeOfTheDragon",[]
188,7447,"Art/2DItems/Divination/Images/TheBlazingFire",[]
189,7448,"Art/2DItems/Divination/Images/LeftToFate",[]
190,7449,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
191,7450,"Art/2DItems/Divination/Images/TheInsatiable",[]
192,7451,"Art/2DItems/Divination/Images/TheObscured",[]
193,7452,"Art/2DItems/Divination/Images/TheIronBard",[]
194,7453,"Art/2DItems/Divination/Images/ForbiddenPower",[]
195,7454,"Art/2DItems/Divination/Images/TheBreach",[]
196,7455,"Art/2DItems/Divination/Images/TheDreamer",[]
197,7456,"Art/2DItems/Divination/Images/TheWorldEater",[0]
198,7457,"Art/2DItems/Divination/Images/TheDeceiver",[]
199,7458,"Art/2DItems/Divination/Images/BlessingOfGod",[]
200,7459,"Art/2DItems/Divination/Images/ThePuzzle",[]
201,7460,"Art/2DItems/Divination/Images/TheWitch",[]
202,7461,"Art/2DItems/Divination/Images/ImmortalResolve",[]
203,7462,"Art/2DItems/Divination/Images/TheJewellersBoon",[]
204,7463,"Art/2DItems/Divination/Images/TheDarkestDream",[]
205,7464,"Art/2DItems/Divination/Images/TheMaster",[]
206,7465,"Art/2DItems/Divination/Images/TheFathomlessDepths",[]
207,7466,"Art/2DItems/Divination/Images/TheUndaunted",[]
208,7467,"Art/2DItems/Divination/Images/TheAdmirer",[]
209,7468,"Art/2DItems/Divination/Images/TheSwordKingsSalute",[]
210,7469,"Art/2DItems/Divination/Images/TheArmyOfBlood",[]
211,7470,"Art/2DItems/Divination/Images/TheCelestialStone",[0]
212,7471,"Art/2DItems/Divination/Images/Perfection",[0]
213,7472,"Art/2DItems/Divination/Images/TheDreamland",[]
214,7473,"Art/2DItems/Divination/Images/HarmonyOfSouls",[]
215,7474,"Art/2DItems/Divination/Images/TheSamuraisEye",[1]
216,7475,"Art/2DItems/Divination/Images/TheHaleHeart",[1]
217,7476,"Art/2DItems/Divination/Images/TheMayor",[]
218,7477,"Art/2DItems/Divination/Images/TheUndisputed",[1]
219,7478,"Art/2DItems/Divination/Images/TheRiteofElements",[]
220,7479,"Art/2DItems/Divination/Images/ThreeVoices",[]
221,7480,"Art/2DItems/Divination/Images/TheProfessor",[]
222,7481,"Art/2DItems/Divination/Images/TheBeast",[]
223,7482,"Art/2DItems/Divination/Images/TheInnocent",[]
224,7483,"Art/2DItems/Divination/Images/TheWiltedRose",[]
225,7484,"Art/2DItems/Divination/Images/TheEndlessDarkness",[1]
226,7485,"Art/2DItems/Divination/Images/BeautyThroughDeath",[]
227,7486,"Art/2DItems/Divination/Images/ThePriceofProtection",[]
