"rownum","GrantedEffectsKey","string","bool","bool","bool","MiscAnimated","bool","bool","i32","bool","bool","bool","bool"
0,1310,"<lock>",1,1,1,17,"",1,0,"","",1,""
1,1311,"<lock>",1,1,1,18,"",1,0,"","",1,""
2,568,"<lock>",1,1,1,39,"",1,0,"","",1,""
3,1630,"<lock>",1,1,1,9,"",1,0,"","",1,""
4,1640,"<lock>",1,1,1,12,"",1,0,"","",1,""
5,1642,"<lock>",1,1,1,7,"",1,0,"","",1,""
6,1649,"<lock>",1,1,1,12,"",1,0,"","",1,""
7,1654,"<lock>",1,1,1,10,"",1,0,"","",1,""
8,1661,"<lock>",1,1,1,11,"",1,0,"","",1,""
9,1664,"<lock>",1,1,1,39,"",1,0,"","",1,""
10,1671,"<lock>",1,1,1,40,"",1,0,"","",1,""
11,1680,"<lock>",1,1,1,41,"",1,0,"","",1,""
12,1701,"<lock>",1,1,1,12,"",1,0,"","",1,""
13,5343,"<lock>",1,1,1,4,"",1,0,"","",1,""
14,1948,"<lock>",1,1,1,40,"",1,0,"","",1,""
15,2566,"<lock>",1,1,1,39,"",1,0,"","",1,""
16,2569,"<lock>",1,1,1,40,"",1,0,"","",1,""
17,2572,"<lock>",1,1,1,41,"",1,0,"","",1,""
18,3297,"<lock>",1,1,1,39,"",1,0,"","",1,""
19,3298,"<lock>",1,1,1,40,"",1,0,"","",1,""
20,3299,"<lock>",1,1,1,41,"",1,0,"","",1,""
21,3300,"<lock>",1,1,1,6,"",1,0,"","",1,""
22,3301,"<lock>",1,1,1,5,"",1,0,"","",1,""
23,935,"<lock>","",1,"",57,"",1,0,"","",1,""
24,955,"<lock>","",1,"",57,"",1,0,"","",1,""
25,963,"<lock>","",1,"",7,"",1,0,"","",1,""
26,969,"<lock>","",1,"",57,"",1,0,"","",1,""
27,972,"<lock>","",1,"",57,"",1,0,"","",1,""
28,983,"<lock>","",1,"",9,"",1,0,"","",1,""
29,991,"<lock>","",1,"",19,"",1,0,"","",1,""
30,996,"<lock>","",1,"",57,"",1,0,"","",1,""
31,2012,"<lock>","",1,"",57,"",1,0,"","",1,""
32,2025,"<lock>","",1,"",57,"",1,0,"","",1,""
33,2032,"<lock>","",1,"",57,"",1,0,"","",1,""
34,3308,"<lock>","",1,"",19,"",1,0,"","",1,""
35,4270,"<lock>","",1,"",57,"",1,0,"","",1,""
36,7386,"<lock>","",1,"",57,"",1,0,"","",1,""
37,4822,"<lock>","",1,1,14,"",1,0,1,"",1,""
38,7908,"Head_Attachment",1,1,1,13,"",1,0,"","",1,""
39,8130,"<lock>",1,1,1,12,"",1,0,"","",1,""
40,8126,"<lock>",1,1,1,11,"",1,0,"","",1,""
41,8122,"<lock>",1,1,1,5,"",1,0,1,"","",""
42,8085,"<lock>",1,1,1,5,"",1,0,1,"","",""
43,1635,"<lock>",1,1,1,9,"",1,0,"","",1,""
44,1658,"<lock>",1,1,1,10,"",1,0,"","",1,""
45,1650,"<lock>",1,1,1,12,"",1,0,"","",1,""
46,1703,"<lock>",1,1,1,12,"",1,0,"","",1,""
47,7054,"<lock>",1,1,1,39,"",1,0,"","",1,""
48,7055,"<lock>",1,1,1,40,"",1,0,"","",1,""
49,7056,"<lock>",1,1,1,41,"",1,0,"","",1,""
50,8169,"<lock>",1,1,1,9,"",1,0,"","",1,""
51,8233,"<lock>",1,1,1,19,"",1,0,"","",1,""
52,8346,"<lock>",1,1,1,20,"",1,0,"","",1,""
53,2890,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
54,1689,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
55,305,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
56,550,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
57,912,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
58,1890,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
59,1621,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
60,1606,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
61,4404,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
62,330,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
63,3262,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
64,8644,"<lock>",1,1,1,30,"",1,0,1,"","",""
65,2780,"<lock>",1,1,1,38,"",1,0,"","","",""
66,8863,"<lock>",1,1,1,42,"",1,0,"","","",""
67,9056,"<lock>",1,1,"",49,"",1,0,"","","",""
68,0,"<lock>",1,1,"",45,"",1,0,"","","",""
69,845,"<lock>",1,1,"",52,"",1,0,"","","",""
70,1925,"<lock>",1,1,"",51,"",1,0,"","","",""
71,9228,"<lock>",1,1,1,7,"",1,0,"","",1,""
72,1123,"<lock>",1,1,"",64,"",1,0,"","","",""
73,9314,"<root>",1,1,"",67,"","",0,"","","",""
74,9320,"<lock>",1,1,1,68,"",1,0,"","",1,""
75,2719,"<lock>",1,1,1,73,"",1,0,"","","",""
76,9373,"<lock>",1,1,1,74,"",1,0,"","",1,""
77,9339,"<lock>",1,1,1,76,"",1,0,"","","",""
78,9452,"<lock>",1,1,1,77,"",1,0,"","","",""
79,9457,"<lock>",1,1,"",80,"",1,0,"","","",""
