"rownum","Id","MiscAnimated","i32","PreloadGroupsKeys","i32"
0,"SoulEaterBeam",274,1128792064,[],3
1,"VaalOversoulBeam",90,1138327552,[],4
2,"AtziriOversoulBeam",91,1138327552,[],4
3,"Arc",2141,1140733051,[],4
4,"PietyArc",163,1140733051,[],4
5,"GuardianArc",162,1125187584,[],4
6,"ArcPurpleMTX",1211,1140733051,[],4
7,"SearingBond",185,1140457472,[],4
8,"SearingBondGreen",189,1140457472,[],4
9,"SearingBondBlue",445,1140457472,[],4
10,"PulseBeamFire",455,1140457472,[1],4
11,"PulseBeamCold",456,1140457472,[1],4
12,"PulseBeamLightning",457,1140457472,[1],4
13,"BallLightningBeam",150,1125187584,[],4
14,"SummonStormsBeam",468,1128792064,[],4
15,"AnimatedGuardianBeam",474,1138327552,[1],4
16,"PhylacteralLinkBeam",476,1138327552,[1],4
17,"ChillingBondBeam",191,1140457472,[],4
18,"SeawitchLightningBeam",301,1140457472,[],4
19,"BallLightningBeamPlayer",382,1125187584,[],4
20,"BallLightningGroundBeam",151,1125187584,[],4
21,"InfernalSwarmBeam",375,1128792064,[],4
22,"ColdChargedBeam",501,1140457472,[],4
23,"CorruptedBallLightningBeam",523,1125187584,[],4
24,"CorruptedLightningBeam",524,1133903872,[],4
25,"ElementalStrikeLightningBeam",591,1140733051,[],4
26,"TempestShieldBeam",594,1140733051,[],4
27,"EyeBallLightningBeam",601,1125187584,[],4
28,"StaticTetherBolt",645,1125187584,[],4
29,"StormCloudBeam",679,1140457472,[],4
30,"VinktarLightningBond",301,1140457472,[],4
31,"IzaroGargoyleBeam",857,1140457472,[],4
32,"LightningGolemOrbBeam",865,1125187584,[],4
33,"PerandusChestBeam",892,1128792064,[4],4
34,"GoddessBeam",982,1140457472,[],4
35,"MinotaurArcTrapBeam",1007,1140733051,[],4
36,"ZanaDisruptionBeam",1053,1140457472,[],4
37,"FireBeam",1085,1133576192,[],4
38,"SkeletalChainsBeam",1104,1133248512,[],4
39,"BreachLightningBeam",1107,1142358016,[],4
40,"SolarisBackflipBeam",1159,1141964800,[],4
41,"SolarisSkyBeamBeam",1160,1133903872,[],4
42,"AvariusDivineBeam",1173,1144094720,[],4
43,"TukohamaShieldBeam",1179,1140457472,[],4
44,"BrutusChainBeam",1193,1140457472,[],4
45,"ShavronneLevitationBeam",1194,1140457472,[],4
46,"ShavronneEmpoweringBeam",1195,1140457472,[],4
47,"FireBeamMonster",1204,1133576192,[],4
48,"TemplarBallLightningBeam",1208,1125187584,[],4
49,"TemplarBallLightningGroundBeam",1209,1120403456,[],4
50,"KitavaBeam",1294,1145569280,[],4
51,"RighteousFireSacrificeBeam",445,1140457472,[],4
52,"SpiderGodLaserBeam",1327,1128792064,[],4
53,"SignOfPurityBeam",1333,1142292480,[],4
54,"ArakaaliLaserBeam",1376,1120403456,[],4
55,"SpecialBeamCannon",1439,1143930880,[],4
56,"FireBeamDivine",1447,1133576192,[],4
57,"InfernalSwarmBeamCold",1467,1128792064,[],4
58,"SinBeam",1522,1142292480,[],4
59,"SinDeathBeam",1524,1142292480,[],4
60,"InnocenceDeathBeam",1526,1142292480,[],4
61,"KitavaBeamBallBeam",1540,1135542272,[],4
62,"GeneralAdusCharge",1547,1140457472,[],4
63,"StoneGaze",1571,1140457472,[],4
64,"HarbingerChill",1572,1140457472,[],4
65,"HarbingerShock",1573,1140457472,[],4
66,"HarbingerSpecialBeamCannon",1579,1143930880,[],4
67,"HarbingerSkyBeamBeam",1581,1133903872,[],4
68,"LightningTendrilsChannelledBeam",1589,1149452288,[],4
69,"StormCloudBeamCelestial",1605,1137180672,[],4
70,"UnholyTrioBallLightningBolt",1610,1125515264,[],4
71,"UnholyTrioBallLightningGroundBolt",1610,1125515264,[],4
72,"BallLightningCelestialBeam",1615,1125187584,[],4
73,"SpiritChargeBeam",1646,1142292480,[],4
74,"KitavaBeamBallBeamLightning",1721,1135542272,[],4
75,"ElderGuardianLightningBeam",1728,1149452288,[],4
76,"ElderGuardianLightningBoltBeam",1731,1149452288,[],4
77,"ElderGuardianLightningDegenBeam",1733,1149616128,[],4
78,"ElderGuardianChaosVineBeam",1754,1133903872,[],3
79,"AbyssLichTravelBeam",1786,1150681088,[],4
80,"ToraRope",1831,1134536622,[],4
81,"FireBeamStygian",1832,1133576192,[],4
82,"VilentaBeam",1869,1140785152,[],4
83,"VilentaRageBeam",1882,1140457472,[],4
84,"NemesisConstrictingGraspVine",1889,1133903872,[],3
85,"BestiarySpiderBossVenomBeam",1866,1133903872,[],4
86,"ColdBeamRetaliation",2011,1143930880,[],4
87,"LightningTowerTrapBeam",1983,1138819072,[],4
88,"AutomatonLightningTowerTrapBeam",1986,1138819072,[],4
89,"IceSiphonTrapBeam",1998,1133903872,[],4
90,"ArchitectHealingTotemBeam",2056,1133903872,[],4
91,"IncursionNovasoulChannelledBeam",2120,1140785152,[],4
92,"IncursionNovasoulMassChannelledBeam",2121,1140785152,[],4
93,"IncursionNovasoulTriggerBeam",2122,1138327552,[],4
94,"IncursionNovasoulMassTriggerBeam",2123,1140457472,[],4
95,"ArchitectBloodBeam",2131,1138491392,[],4
96,"ArcAutomaton",2143,1142456320,[],4
97,"IncursionArcTrapBeam",2209,1140733051,[],4
98,"DelveLightBeam",2224,1134536622,[],4
99,"FireBeamShaper",2251,1140457472,[],4
100,"FireBeamMachinarium",2265,1140457472,[],4
101,"DelveAbyssLich3ReflectionBeam",2295,1140457472,[],4
102,"DelveAbyssLich3ChannelledBeam",2334,1140457472,[],4
103,"StaticStrikeBeamMoving",2344,1142292480,[],4
104,"StaticStrikeBeamStationary",2345,1132068864,[],4
105,"RainOfSporesVineBeam",2348,1133903872,[],4
106,"RainOfSporesVineBeamBlackLotus",2349,1133903872,[],4
107,"RainOfSporesVineBeamSuffering",2350,1133903872,[],4
108,"DelveBatBeam",2366,1140457472,[],4
109,"DelveAbyssLichTotemPurpleBeam",2431,1140457472,[],4
110,"DelveAbyssSoulTransferBeam",2432,1150681088,[],4
111,"SulphiteArcBeam",2450,1140457472,[],4
112,"ZanaImmunityShieldBeam",2472,1144750080,[],4
113,"ConduitSigilAttachBeam",2467,1140457472,[],4
114,"ConduitSigilBeamEffect",2469,1140457472,[],4
115,"ProtoVaalMapBossSoul1",2491,1137180672,[],4
116,"ProtoVaalMapBossSoul2",2492,1137180672,[],4
117,"ProtoVaalMapBossSoul3",2493,1137180672,[],4
118,"BetrayalScientistBeam",2511,1140785152,[],4
119,"CataclysmSigilAttachBeam",2533,1140457472,[],4
120,"BetrayalBallistaBeam",2526,1143930880,[],4
121,"BetrayalCartBeam",2537,1140457472,[],4
122,"BetrayalBallistaLaserSight",2543,1143930880,[],4
123,"BetrayalLeoChainBeam",2605,1140457472,[],4
124,"BetrayalCatarinaStaffBeam",2676,1145569280,[46],4
125,"BetrayalBallistaBeamFire",2700,1143930880,[],4
126,"BetrayalBallistaLaserSightFire",2702,1143930880,[],4
127,"BetrayalBallistaBeamCold",2704,1143930880,[],4
128,"BetrayalBallistaLaserSightCold",2706,1143930880,[],4
129,"BetrayalBallistaBeamLightning",2708,1143930880,[],4
130,"BetrayalBallistaLaserSightLightning",2710,1143930880,[],4
131,"BetrayalBallistaBeamMetalPhys",2712,1143930880,[],4
