"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,5998,[7200],"[1583,7005]",15,"","","","","",1
1,5999,[7200],"[1583,7005]",15,"","","","","",1
2,6000,[7200],"[1583,7005]",15,"","","","","",1
3,6001,[7200],"[1583,7005]",15,"","","","","",1
4,6003,[7201],[1583],15,"","","","","",1
5,6004,[7201],[1583],15,"","","","","",1
6,6005,[7201],[1583],15,"","","","","",1
7,6006,[7201],[1583],15,"","","","","",1
8,6008,[7203],[],15,"","","","","",1
9,6009,[7203],[],15,"","","","","",1
10,6010,[7203],[],15,"","","","","",1
11,6011,[7203],[],15,"","","","","",1
12,6013,[7204],[],15,"","","","","",1
13,6014,[7204],[],15,"","","","","",1
14,6015,[7204],[],15,"","","","","",1
15,6016,[7204],[],15,"","","","","",1
16,6018,[7205],[],15,"","","","","",1
17,6019,[7205],[],15,"","","","","",1
18,6020,[7205],[],15,"","","","","",1
19,6021,[7205],[],15,"","","","","",1
20,6023,[7206],[],15,"","","","","",1
21,6024,[7206],[],15,"","","","","",1
22,6025,[7206],[],15,"","","","","",1
23,6026,[7206],[],15,"","","","","",1
24,6028,[7207],[],15,"","","","","",""
25,7768,[16808],[7006],1,1,"","","","",""
26,7769,[16809],[7006],1,1,"","","","",""
27,7770,[16810],[7006],1,1,"","","","",""
28,7771,[16811],"[7006,7144]",1,1,"","","","",""
29,7772,[16812],[7006],2,1,"","","","",""
30,7773,[16813],[7006],2,1,"","","","",""
31,7774,[16814],[7006],2,1,"","","","",""
32,7775,[16815],"[7006,7145]",2,1,"","","","",""
33,7776,[16816],[7006],3,1,"","","","",""
34,7777,[16817],[7006],3,1,"","","","",""
35,7778,[16818],[7006],3,1,"","","","",""
36,7779,[16819],"[7006,7146]",3,1,"","","","",""
37,7780,[16820],[7006],0,1,"","","","",""
38,7781,[16821],[7006],0,1,"","","","",""
39,7782,[16822],[7006],0,1,"","","","",""
40,7783,[16823],"[7006,7147]",0,1,"","","","",""
41,7784,[16824],[7006],0,1,"","","","",""
42,7785,[16825],[7006],0,1,"","","","",""
43,7786,[16826],[7006],0,1,"","","","",""
44,7787,[16827],[7006],0,1,"","","","",""
45,7788,[16828],[7006],4,1,1,"","","",""
46,7789,[16829],[7006],4,1,1,"","","",""
47,7790,[16830],[7006],4,1,1,"","","",""
48,7791,[16831],"[7006,7148]",4,1,1,"","","",""
49,7792,[16832],[7006],5,1,"",1,"","",""
50,7793,[16833],[7006],5,1,"",1,"","",""
51,7794,[16834],[7006],5,1,"",1,"","",""
52,7795,[16835],"[7006,7149]",5,1,"",1,"","",""
53,7796,[16836],[7006],0,1,"","","","",""
54,7797,[16837],[7006],0,1,"","","","",""
55,7798,[16838],[7006],0,1,"","","","",""
56,7799,[16839],"[7006,7150]",0,1,"","","","",""
57,7800,[16840],[7006],6,1,"","","","",""
58,7801,[16841],[7006],6,1,"","","","",""
59,7802,[16842],[7006],6,1,"","","","",""
60,7803,[16843],"[7006,7151]",6,1,"","","","",""
61,7804,[16844],[7006],7,1,"","","","",""
62,7805,[16845],[7006],7,1,"","","","",""
63,7806,[16846],[7006],7,1,"","","","",""
64,7807,[16847],"[7006,7152]",7,1,"","","","",""
65,7808,[16848],[7006],8,1,"","","","",""
66,7809,[16849],[7006],8,1,"","","","",""
67,7810,[16850],[7006],8,1,"","","","",""
68,7811,[16851],"[7006,7153]",8,1,"","","","",""
69,7812,[16852],[7006],9,1,"","","","",""
70,7813,[16853],[7006],9,1,"","","","",""
71,7814,[16854],[7006],9,1,"","","","",""
72,7815,[16855],"[7006,7154]",9,1,"","","","",""
73,7816,[16856],[7006],10,1,"","","","",""
74,7817,[16857],[7006],10,1,"","","","",""
75,7818,[16858],[7006],10,1,"","","","",""
76,7819,[16859],"[7006,7155]",10,1,"","","","",""
77,7820,[16860],[7006],11,1,"","","","",""
78,7821,[16861],[7006],11,1,"","","","",""
79,7822,[16862],[7006],11,1,"","","","",""
80,7823,[16863],"[7006,7156]",11,1,"","","","",""
81,7824,[16864],[7006],12,1,"","","","",""
82,7825,[16865],[7006],12,1,"","","","",""
83,7826,[16866],[7006],12,1,"","","","",""
84,7827,[16867],"[7006,7157]",12,1,"","","","",""
85,7828,[16868],[],13,1,"","","","",""
86,7829,[16869],[],13,1,"","","","",""
87,7830,[16870],[],13,1,"","","","",""
88,7831,[16871],[],13,1,"","","","",""
89,7832,[16872],[],14,1,"","","","",""
90,7833,[16873],[],14,1,"","","","",""
91,7834,[16874],[],14,1,"","","","",""
92,7835,[16875],[],14,1,"","","","",""
93,6049,"[18688,18693]",[],15,"","","",1,"",""
94,6050,"[18689,18694]",[],15,"","","",1,"",""
95,6051,"[18690,18695]",[],15,"","","",1,"",""
96,6052,"[18691,18696]",[],15,"","","",1,"",""
97,6053,"[18692,18697]",[],15,"","","",1,"",""
98,7837,[19001],[],15,"","","","","",""
99,7838,[19002],[],15,"","","","","",""
100,7839,[19003],[],15,"","","","","",""
101,7840,[19004],[],15,"","","","","",""
102,7841,[19005],[],15,"","","","","",""
103,7842,[19006],[],15,"","","","","",""
104,7843,[19007],[],15,"","","","","",""
105,7844,[19008],[],15,"","","","","",""
106,7845,[19009],[],15,"","","","","",""
107,7846,[19010],[],15,"","","","","",""
108,7847,[19011],[],15,"","","","","",""
109,7848,[19012],[],15,"","","","","",""
110,7849,[19013],[],15,"","","","","",""
111,6054,[7202],[],15,"","","",1,"",""
112,6062,[22285],[7776],15,1,"","","",1,""
