"rownum","Id","MinLevel","BestiaryFamiliesKey","BestiaryGroupsKey","ModsKey","BestiaryCapturableMonstersKey","RarityKey","i32","i32","i32","rid"
0,"LegendaryBeastTiger",0,"","","",272,-16843010,-16843010,-16843010,-16843010,""
1,"LegendaryBeastHellionFire",0,"","","",273,-16843010,-16843010,-16843010,-16843010,""
2,"LegendaryBeastHellionIce",0,"","","",274,-16843010,-16843010,-16843010,-16843010,""
3,"LegendaryBeastLynx",0,"","","",275,-16843010,-16843010,-16843010,-16843010,""
4,"LegendaryBeastChieftain",0,"","","",276,-16843010,-16843010,-16843010,-16843010,""
5,"LegendaryBeastMonkey",0,"","","",277,-16843010,-16843010,-16843010,-16843010,""
6,"LegendaryBeastGoatman",0,"","","",278,-16843010,-16843010,-16843010,-16843010,""
7,"LegendaryBeastWolf",0,"","","",279,-16843010,-16843010,-16843010,-16843010,""
8,"LegendaryBeastHound",0,"","","",280,-16843010,-16843010,-16843010,-16843010,""
9,"LegendaryBeastPitbull",0,"","","",281,-16843010,-16843010,-16843010,-16843010,""
10,"LegendaryBeastBeast",0,"","","",282,-16843010,-16843010,-16843010,-16843010,""
11,"LegendaryBeastUrsa",0,"","","",283,-16843010,-16843010,-16843010,-16843010,""
12,"LegendaryBeastBull",0,"","","",284,-16843010,-16843010,-16843010,-16843010,""
13,"LegendaryBeastSpiker",0,"","","",285,-16843010,-16843010,-16843010,-16843010,""
14,"LegendaryBeastKiweth",0,"","","",286,-16843010,-16843010,-16843010,-16843010,""
15,"LegendaryBeastVulture",0,"","","",287,-16843010,-16843010,-16843010,-16843010,""
16,"LegendaryBeastRhoa",0,"","","",271,-16843010,-16843010,-16843010,-16843010,""
17,"LegendaryBeastRhex",0,"","","",288,-16843010,-16843010,-16843010,-16843010,""
18,"LegendaryBeastForestSnake",0,"","","",289,-16843010,-16843010,-16843010,-16843010,""
19,"LegendaryBeastSandSnake",0,"","","",290,-16843010,-16843010,-16843010,-16843010,""
20,"LegendaryBeastIguana",0,"","","",291,-16843010,-16843010,-16843010,-16843010,""
21,"LegendaryBeastCarrionQueen",0,"","","",292,-16843010,-16843010,-16843010,-16843010,""
22,"LegendaryBeastSandLeaper",0,"","","",293,-16843010,-16843010,-16843010,-16843010,""
23,"LegendaryBeastDevourer",0,"","","",294,-16843010,-16843010,-16843010,-16843010,""
24,"LegendaryBeastPlagueSpider",0,"","","",295,-16843010,-16843010,-16843010,-16843010,""
25,"LegendaryBeastPlatedSpider",0,"","","",296,-16843010,-16843010,-16843010,-16843010,""
26,"LegendaryBeastSpider",0,"","","",297,-16843010,-16843010,-16843010,-16843010,""
27,"LegendaryBeastScorpion",0,"","","",298,-16843010,-16843010,-16843010,-16843010,""
28,"LegendaryBeastParasiticSquid",0,"","","",299,-16843010,-16843010,-16843010,-16843010,""
29,"LegendaryBeastSirenSpawn",0,"","","",300,-16843010,-16843010,-16843010,-16843010,""
30,"LegendaryBeastSquid",0,"","","",301,-16843010,-16843010,-16843010,-16843010,""
31,"LegendaryBeastSandSpitter",0,"","","",302,-16843010,-16843010,-16843010,-16843010,""
32,"LegendaryBeastShieldCrab",0,"","","",303,-16843010,-16843010,-16843010,-16843010,""
33,"LegendaryBeastCrab",0,"","","",304,-16843010,-16843010,-16843010,-16843010,""
34,"LegendaryBeastCrab2",0,"","","",305,-16843010,-16843010,-16843010,-16843010,""
35,"LegendaryBeastFrog",0,"","","",306,-16843010,-16843010,-16843010,-16843010,""
36,"LegendaryBeastGemFrog",0,"","","",307,-16843010,-16843010,-16843010,-16843010,""
37,"RareFeline",0,"",0,"","",2,0,0,0,""
38,"RarePrimate",0,"",1,"","",2,0,0,0,""
39,"RareCanine",0,"",2,"","",2,0,0,0,""
40,"RareUrsa",0,"",3,"","",2,0,0,0,""
41,"RareUnnatural",0,"",4,"","",2,0,0,0,""
42,"RareAvian",0,"",5,"","",2,0,0,0,""
43,"RareReptile",0,"",6,"","",2,0,0,0,""
44,"RareInsect",0,"",7,"","",2,0,0,0,""
45,"RareArachnid",0,"",8,"","",2,0,0,0,""
46,"RareCephalopod",0,"",9,"","",2,0,0,0,""
47,"RareCrustacean",0,"",10,"","",2,0,0,0,""
48,"RareAmphibian",0,"",11,"","",2,0,0,0,""
49,"RareWilds",0,0,"","","",2,0,0,0,""
50,"RareSands",0,1,"","","",2,0,0,0,""
51,"RareCaverns",0,2,"","","",2,0,0,0,""
52,"RareDepths",0,3,"","","",2,0,0,0,""
53,"RareWildsLevel70Plus",70,0,"","","",2,0,0,0,""
54,"RareSandsLevel70Plus",70,1,"","","",2,0,0,0,""
55,"RareCavernsLevel70Plus",70,2,"","","",2,0,0,0,""
56,"RareDepthsLevel70Plus",70,3,"","","",2,0,0,0,""
57,"UniqueOozebackBloom",0,"","","",312,3,0,0,0,""
58,"UniqueTheDeepDweller",0,"","","",314,3,0,0,0,""
59,"UniqueUngulath",0,"","","",316,3,0,0,0,""
60,"UniqueTheBurningMenace",0,"","","",317,3,0,0,0,""
61,"UniqueBroodPrincess",0,"","","",313,3,0,0,0,""
62,"UniqueTheFaun",0,"","","",315,3,0,0,0,""
63,"UniqueAmarissaDaughterOfMerveil",0,"","","",319,3,0,0,0,""
64,"UniqueAmbrosiaDaughterOfMerveil",0,"","","",318,3,0,0,0,""
65,"UniqueTheGreatWhiteBeast",0,"","","",320,3,0,0,0,""
66,"UniqueBlackDeath",0,"","","",321,3,0,0,0,""
67,"UniqueTheWeaver",0,"","","",322,3,0,0,0,""
68,"UniqueNadiaTheSoothing",0,"","","",323,3,0,0,0,""
69,"UniqueAidanTheFrenzied",0,"","","",324,3,0,0,0,""
70,"UniqueQuru",0,"","","",325,3,0,0,0,""
71,"UniqueThistlesage",0,"","","",326,3,0,0,0,""
72,"UniqueTheConquerorWurm",0,"","","",327,3,0,0,0,""
73,"UniqueParadisaeVenenum",0,"","","",328,3,0,0,0,""
74,"UniqueTheHundredFootShadow",0,"","","",329,3,0,0,0,""
75,"UniqueEyepecker",0,"","","",330,3,0,0,0,""
76,"UniqueSteelchaw",0,"","","",331,3,0,0,0,""
77,"UniqueRaiharaTukohamasLoyal",0,"","","",332,3,0,0,0,""
78,"UniqueHollowskullTheWillingHost",0,"","","",333,3,0,0,0,""
79,"UniqueBrinecrack",0,"","","",335,3,0,0,0,""
80,"UniqueTheGreatWhiteBones",0,"","","",336,3,0,0,0,""
81,"UniqueTunnelworm",0,"","","",337,3,0,0,0,""
82,"UniqueBoulderback",0,"","","",338,3,0,0,0,""
83,"UniqueTheBasilisk",0,"","","",339,3,0,0,0,""
84,"RareWithBestiaryMod1",0,4,"",14365,"",2,0,0,0,""
85,"RareWithBestiaryMod2",0,4,"",14350,"",2,0,0,0,""
86,"RareWithBestiaryMod3",0,4,"",14352,"",2,0,0,0,""
87,"RareWithBestiaryMod4",0,4,"",14355,"",2,0,0,0,""
88,"RareWithBestiaryMod5",0,4,"",14348,"",2,0,0,0,""
89,"RareWithBestiaryMod6",0,4,"",14364,"",2,0,0,0,""
90,"RareWithBestiaryMod7",0,4,"",14347,"",2,0,0,0,""
91,"RareWithBestiaryMod8",0,4,"",14342,"",2,0,0,0,""
92,"RareWithBestiaryMod9",0,4,"",14363,"",2,0,0,0,""
93,"RareWithBestiaryMod10",0,4,"",14353,"",2,0,0,0,""
94,"RareWithBestiaryMod11",0,4,"",14349,"",2,0,0,0,""
95,"RareWithBestiaryMod12",0,4,"",14343,"",2,0,0,0,""
96,"RareWithBestiaryMod13",0,4,"",14351,"",2,0,0,0,""
97,"RareWithBestiaryMod14",0,4,"",14346,"",2,0,0,0,""
98,"RareWithBestiaryMod15",0,4,"",14362,"",2,0,0,0,""
99,"RareWithBestiaryMod16",0,4,"",14357,"",2,0,0,0,""
100,"RareWithBestiaryMod17",0,4,"",14354,"",2,0,0,0,""
101,"RareWithBestiaryMod18",0,4,"",14359,"",2,0,0,0,""
102,"RareWithBestiaryMod19",0,4,"",14358,"",2,0,0,0,""
103,"RareWithBestiaryMod20",0,4,"",14345,"",2,0,0,0,""
104,"RareWithBestiaryMod21",0,4,"",14344,"",2,0,0,0,""
105,"RareWithBestiaryMod23",0,4,"",14356,"",2,0,0,0,""
106,"RareWithBestiaryMod24",0,4,"",14361,"",2,0,0,0,""
107,"SpiritBossTiger",0,"","","",308,-16843010,-16843010,-16843010,-16843010,""
108,"SpiritBossAvian",0,"","","",309,-16843010,-16843010,-16843010,-16843010,""
109,"SpiritBossSpider",0,"","","",310,-16843010,-16843010,-16843010,-16843010,""
110,"SpiritBossCrab",0,"","","",311,-16843010,-16843010,-16843010,-16843010,""
111,"Rhoa",0,"","","","",-16843010,-16843010,-16843010,-16843010,6
112,"SeaWitch",0,"","","","",-16843010,-16843010,-16843010,-16843010,8
113,"ShieldCrab",0,"","","","",-16843010,-16843010,-16843010,-16843010,9
114,"Goatman",0,"","","","",-16843010,-16843010,-16843010,-16843010,1
115,"GoatShaman",0,"","","","",-16843010,-16843010,-16843010,-16843010,2
116,"Hellion",0,"","","","",-16843010,-16843010,-16843010,-16843010,3
117,"MagicGargantuan",0,"","","","",1,0,0,0,0
118,"MagicSpider",0,"","","","",1,0,0,0,12
119,"MagicApe",0,"","","","",1,0,0,0,5
120,"MagicPlummetingUrsa",0,"","","","",1,0,0,0,21
121,"MagicGoliath",0,"","","","",1,0,0,0,18
122,"MagicDevourer",0,"","","","",1,0,0,0,19
123,"MagicChimeral",0,"","","","",1,0,0,0,14
124,"MagicVulture",0,"","","","",1,0,0,0,22
125,"MagicCockerel",0,"","","","",1,0,0,0,26
126,"MagicPitbull",0,"","","","",1,0,0,0,25
127,"MagicKaruiHound",0,"","","","",1,0,0,0,24
128,"MagicApeChieftain",0,"","","","",1,0,0,0,28
129,"RareLurcher",0,"","","","",2,0,0,0,32
130,"RareGargantuan",0,"","","","",2,0,0,0,0
131,"RareDevourer",0,"","","","",2,0,0,0,19
132,"RareBull",0,"","","","",2,0,0,0,27
133,"RareChimeral",0,"","","","",2,0,0,0,14
134,"AlbinoRhoa",0,"","","",58,-16843010,-16843010,-16843010,-16843010,""
135,"Level70RareSeaWitchesWithBestiaryMod22",70,"","",14360,"",2,0,0,0,8
136,"Level70RareOctopusesWithBestiaryMod22",70,"","",14360,"",2,0,0,0,39
137,"Level70RareLurcherWithBestiaryMod22",70,"","",14360,"",2,0,0,0,32
138,"Level70RareMawWithBestiaryMod22",70,"","",14360,"",2,0,0,0,13
139,"Level70RareAmphibianWithBestiaryMod22",70,"",11,14360,"",2,0,0,0,""
140,"Level70RareCrustaceanWithBestiaryMod22",70,"",10,14360,"",2,0,0,0,""
141,"Level70RareCephalopodWithBestiaryMod22",70,"",9,14360,"",2,0,0,0,""
142,"Level70RareUnnaturalWithBestiaryMod22",70,"",4,14360,"",2,0,0,0,""
143,"Level70RareSandsWithBestiaryMod22",70,1,"",14360,"",2,0,0,0,""
144,"Level70RareDepthsWithBestiaryMod22",70,3,"",14360,"",2,0,0,0,""
145,"Level70RareCavernsWithBestiaryMod22",70,2,"",14360,"",2,0,0,0,""
146,"Level70RareWildsWithBestiaryMod22",70,0,"",14360,"",2,0,0,0,""
147,"Level70RareWatchersWithBestiaryMod22",70,"","",14360,"",2,0,0,0,20
148,"Level70RareGemFrogsWithBestiaryMod22",70,"","",14360,"",2,0,0,0,40
149,"RareWolf",0,"","","","",2,0,0,0,4
150,"Level80RareDevourerWithBestiaryMod7",80,"","",14347,"",2,0,0,0,19
151,"Level80RareArachnoscorpionWithBestiaryMod13",80,"","",14351,"",2,0,0,0,33
152,"Level80RareSpiderWithBestiaryMod11",80,"","",14349,"",2,0,0,0,12
153,"Level80RareScorpionWithBestiaryMod15",80,"","",14362,"",2,0,0,0,35
154,"Level80RareLeaperWithBestiaryMod10",80,"","",14353,"",2,0,0,0,23
155,"Level80RareCarrionQueenWithBestiaryMod2",80,"","",14350,"",2,0,0,0,15
156,"Level80RareSeaWitchWithBestiaryMod9",80,"","",14363,"",2,0,0,0,8
157,"Level80RareCrabWithBestiaryMod6",80,"","",14364,"",2,0,0,0,30
158,"Level80RareMawWithBestiaryMod24",80,"","",14361,"",2,0,0,0,13
159,"Level80RareSandSpitterWithBestiaryMod4",80,"","",14355,"",2,0,0,0,7
160,"Level80RareOctopusWithBestiaryMod22",80,"","",14360,"",2,0,0,0,39
161,"Level80RareSpawnWithBestiaryMod20",80,"","",14345,"",2,0,0,0,11
162,"Level80RareChimeralWithBestiaryMod3",80,"","",14352,"",2,0,0,0,14
163,"Level80RareVultureWithBestiaryMod17",80,"","",14354,"",2,0,0,0,22
164,"Level80RareRetchWithBestiaryMod16",80,"","",14357,"",2,0,0,0,17
165,"Level80RareSnakeWithBestiaryMod1",80,"","",14365,"",2,0,0,0,10
166,"Level80RareRhoaWithBestiaryMod14",80,"","",14346,"",2,0,0,0,6
167,"Level80RareHellionWithBestiaryMod21",80,"","",14344,"",2,0,0,0,3
168,"Level80RareGoatShamanWithBestiaryMod12",80,"","",14344,"",2,0,0,0,2
169,"Level80RarePitbullWithBestiaryMod5",80,"","",14348,"",2,0,0,0,25
170,"Level80RareGoliathWithBestiaryMod19",80,"","",14358,"",2,0,0,0,18
171,"Level80RareGargantuanWithBestiaryMod8",80,"","",14342,"",2,0,0,0,0
172,"Level80RareApeChieftainWithBestiaryMod18",80,"","",14359,"",2,0,0,0,28
173,"Level80RareKaruiHoundWithBestiaryMod23",80,"","",14356,"",2,0,0,0,24
174,"Level78RareWolfWithBestiaryMod5",78,"","",14348,"",2,0,0,0,4
175,"Level78RareWolfWithBestiaryMod18",78,"","",14359,"",2,0,0,0,4
176,"Level78RareWolfWithBestiaryMod21",78,"","",14344,"",2,0,0,0,4
177,"Level70RareCephalopodWithBestiaryMod4",70,"",9,14355,"",2,0,0,0,""
178,"Level70RareDepthsWithBestiaryMod20",70,3,"",14345,"",2,0,0,0,""
179,"Level70RareDepthsWithBestiaryMod6",70,3,"",14364,"",2,0,0,0,""
180,"Level70RareSnakeWithBestiaryMod1",70,"","",14365,"",2,0,0,0,10
181,"Level70RareGargantuansWithBestiaryMod18",70,"","",14359,"",2,0,0,0,0
182,"Level70RareCarrionQueensWithBestiaryMod2",70,"","",14350,"",2,0,0,0,15
183,"AnyRare",0,4,"","","",2,0,0,0,""
184,"AnyRareLevel20Plus",20,4,"","","",2,0,0,0,""
