"rownum","Id","Mod","PassiveSkill"
0,"InverseWeighting3","",4827
1,"InverseWeighting4","",4826
2,"InverseWeighting5","",4824
3,"InverseWeighting6","",4823
4,"InverseWeighting6_2","",2449
5,"InverseWeighting7","",4828
6,"InverseWeighting8","",2452
7,"InverseWeighting8_2","",4825
8,"InverseWeighting9","",2504
9,"InverseWeighting9_2","",2493
10,"InverseWeighting10","",70
11,"InverseWeighting10_2","",1343
12,"InverseWeighting11","",2459
13,"InverseWeighting11_2","",925
14,"InverseWeighting12","",35
15,"InverseWeighting12_2","",918
16,"InverseWeighting12_3","",917
17,"InverseWeighting13","",919
18,"InverseWeighting13_2","",1166
19,"InverseWeighting14","",886
20,"InverseWeighting14_2","",101
21,"InverseWeighting14_3","",1108
22,"InverseWeighting15","",314
23,"InverseWeighting16","",858
24,"InverseWeighting16_2","",1167
25,"InverseWeighting16_3","",350
26,"InverseWeighting17","",1068
27,"InverseWeighting17_2","",958
28,"InverseWeighting17_3","",1087
29,"InverseWeighting18","",2276
30,"InverseWeighting18_2","",1295
31,"InverseWeighting19","",248
32,"InverseWeighting19_2","",916
33,"InverseWeighting19_3","",317
34,"InverseWeighting20","",1735
35,"InverseWeighting20_2","",540
36,"InverseWeighting20_3","",2474
37,"InverseWeighting21","",1067
38,"InverseWeighting21_2","",707
39,"InverseWeighting21_3","",2477
40,"InverseWeighting22","",1069
41,"InverseWeighting22_2","",1760
42,"InverseWeighting22_3","",13
43,"InverseWeighting22_4","",2404
44,"InverseWeighting23","",2318
45,"InverseWeighting24","",1029
46,"InverseWeighting24_2","",784
47,"InverseWeighting24_3","",332
48,"InverseWeighting24_4","",148
49,"InverseWeighting24_5","",2314
50,"InverseWeighting25","",1974
51,"InverseWeighting25_2","",1088
52,"InverseWeighting25_3","",989
53,"InverseWeighting26","",2177
54,"InverseWeighting26_2","",170
55,"InverseWeighting26_3","",2344
56,"InverseWeighting26_4","",2485
57,"InverseWeighting27","",340
58,"InverseWeighting27_2","",2254
59,"InverseWeighting27_3","",2155
60,"InverseWeighting28","",883
61,"InverseWeighting28_2","",2403
62,"InverseWeighting28_3","",2426
63,"InverseWeighting29","",200
64,"InverseWeighting29_2","",2153
65,"InverseWeighting29_3","",921
66,"InverseWeighting29_4","",2365
67,"InverseWeighting30","",261
68,"InverseWeighting30_2","",124
69,"InverseWeighting30_3","",986
70,"InverseWeighting30_4","",1858
71,"InverseWeighting31","",1888
72,"InverseWeighting32","",2431
73,"InverseWeighting32_2","",1970
74,"InverseWeighting32_3","",1875
75,"InverseWeighting32_4","",2129
76,"InverseWeighting33","",2195
77,"InverseWeighting33_2","",417
78,"InverseWeighting34","",894
79,"InverseWeighting34_2","",32
80,"InverseWeighting35","",228
81,"InverseWeighting36","",2499
82,"InverseWeighting37","",1763
83,"InverseWeighting37_2","",347
84,"InverseWeighting37_3","",1801
85,"InverseWeighting37_4","",1889
86,"InverseWeighting38","",2072
87,"InverseWeighting38_2","",178
88,"InverseWeighting40","",2108
89,"InverseWeighting40_2","",112
90,"InverseWeighting40_3","",1338
91,"InverseWeighting42","",2192
92,"InverseWeighting42_2","",2007
93,"InverseWeighting42_3","",45
94,"InverseWeighting42_4","",1723
95,"InverseWeighting41","",294
96,"InverseWeighting45_4","",835
97,"InverseWeighting44_2","",2016
98,"InverseWeighting46_3","",2044
99,"InverseWeighting43","",582
100,"InverseWeighting44","",487
101,"InverseWeighting45","",1796
102,"InverseWeighting45_2","",2056
103,"InverseWeighting45_3","",722
104,"InverseWeighting46","",945
105,"InverseWeighting46_2","",127
106,"InverseWeighting47","",2187
107,"InverseWeighting48","",2139
108,"InverseWeighting48_2","",2076
109,"InverseWeighting48_3","",259
110,"InverseWeighting49","",2220
111,"InverseWeighting50","",2125
112,"InverseWeighting50_2","",887
113,"InverseWeighting50_3","",2068
114,"InverseWeighting50_4","",19
115,"InverseWeighting51","",2037
116,"InverseWeighting52","",2083
117,"InverseWeighting53","",8
118,"InverseWeighting53_2","",1757
119,"InverseWeighting54","",2216
120,"InverseWeighting55","",254
121,"InverseWeighting55_2","",44
122,"InverseWeighting56","",913
123,"InverseWeighting58","",2040
124,"InverseWeighting58_2","",106
125,"InverseWeighting58_3","",2060
126,"InverseWeighting58_4","",2455
127,"InverseWeighting58_5","",2090
128,"InverseWeighting59","",2333
129,"InverseWeighting60","",1280
130,"InverseWeighting63","",123
131,"InverseWeighting63_2","",2170
132,"InverseWeighting63_3","",952
133,"InverseWeighting64","",1847
134,"InverseWeighting66","",2043
135,"InverseWeighting66_2","",1926
136,"InverseWeighting66_3","",2287
137,"InverseWeighting68","",351
138,"InverseWeighting68_2","",574
139,"InverseWeighting71","",104
140,"InverseWeighting75","",2248
141,"InverseWeighting76","",1883
142,"InverseWeighting79","",2273
143,"InverseWeighting81","",920
144,"InverseWeighting82","",1000
145,"InverseWeighting82_2","",1063
146,"InverseWeighting83","",378
147,"InverseWeighting84","",152
148,"InverseWeighting84_2","",216
149,"InverseWeighting84_3","",1719
150,"InverseWeighting85","",1070
151,"InverseWeighting86","",334
152,"InverseWeighting86_2","",408
153,"InverseWeighting87","",1066
154,"InverseWeighting88","",1646
155,"InverseWeighting88_2","",1898
156,"InverseWeighting89","",346
157,"InverseWeighting90","",1933
158,"InverseWeighting90_2","",1314
159,"InverseWeighting91","",1897
160,"InverseWeighting92","",653
161,"InverseWeighting93","",1152
162,"InverseWeighting94","",922
163,"InverseWeighting95","",645
164,"InverseWeighting95_2","",1927
165,"InverseWeighting96","",867
166,"InverseWeighting96_2","",368
167,"InverseWeighting97","",2279
168,"InverseWeighting98","",343
169,"InverseWeighting98_2","",91
170,"InverseWeighting98_3","",776
171,"InverseWeighting100","",2117
172,"InverseWeighting100_2","",2296
173,"InverseWeighting102","",1165
174,"InverseWeighting102_2","",2014
175,"InverseWeighting103","",319
176,"InverseWeighting103_2","",619
177,"InverseWeighting104","",1064
178,"InverseWeighting105","",2294
179,"InverseWeighting106","",1048
180,"InverseWeighting108","",2113
181,"InverseWeighting108_2","",1164
182,"InverseWeighting111","",1299
183,"InverseWeighting114","",2271
184,"InverseWeighting116","",1982
185,"InverseWeighting118","",2302
186,"InverseWeighting120","",777
187,"InverseWeighting121","",541
188,"InverseWeighting122","",88
189,"InverseWeighting122_2","",1197
190,"InverseWeighting123","",644
191,"InverseWeighting124","",1105
192,"InverseWeighting124_2","",596
193,"InverseWeighting124_3","",1284
194,"InverseWeighting125","",1961
195,"InverseWeighting126","",1965
196,"InverseWeighting126_2","",235
