"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32","rid","rid","rid","MapDevice","[rid]","Tags"
0,4,0,"",[21],[1],0,"Two Sockets",7,[],0,"",2,0,[],"","","",[234],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10416],1470,1470,"","",3,"","",0,"","","","",[],[]
1,4,1,"",[21],[3],0,"Three Sockets",7,[],0,"",3,0,[],"","","",[234],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10416],1470,1470,"","",3,"","",0,"","","","",[],[]
2,4,2,"",[21],[10],0,"Four Sockets",7,[],0,"",4,0,[],"","","",[234],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10416],1470,1470,"","",3,"","",0,"","","","",[],[]
3,4,3,"",[21],[70],0,"Five Sockets",7,[],0,"",5,0,[],"","","",[237],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10416],1470,1470,"","",3,"","",0,"","","","",[],[]
4,4,4,"",[21],[350],0,"Six Sockets",7,[],0,"",6,0,[],"","","",[238],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10416],1470,1470,"","",3,"","",0,"","","","",[],[]
5,4,5,"",[20],[1],0,"Two Linked Sockets",7,[],2,"",0,0,[],"","","",[239],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10415],1470,1470,"","",3,"","",0,"","","","",[],[]
6,4,6,"",[20],[3],0,"Three Linked Sockets",7,[],3,"",0,0,[],"","","",[239],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10415],1470,1470,"","",3,"","",0,"","","","",[],[]
7,4,7,"",[20],[5],0,"Four Linked Sockets",7,[],4,"",0,0,[],"","","",[239],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10415],1470,1470,"","",3,"","",0,"","","","",[],[]
8,4,8,"",[20],[150],0,"Five Linked Sockets",7,[],5,"",0,0,[],"","","",[242],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10415],1470,1470,"","",3,"","",0,"","","","",[],[]
9,4,9,"",[20],[1500],0,"Six Linked Sockets",7,[],6,"",0,0,[],"","","",[243],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10415],1470,1470,"","",3,"","",0,"","","","",[],[]
10,4,10,"",[19],[4],0,"At Least One Red Socket",7,[],0,"R",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4,9,10]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
11,4,11,"",[19],[25],0,"At Least Two Red Sockets",7,[],0,"RR",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
12,4,12,"",[19],[120],0,"At Least Three Red Sockets",7,[],0,"RRR",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
13,4,13,"",[19],[4],0,"At Least One Green Socket",7,[],0,"G",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4,9,10]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
14,4,14,"",[19],[25],0,"At Least Two Green Sockets",7,[],0,"GG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
15,4,15,"",[19],[120],0,"At Least Three Green Sockets",7,[],0,"GGG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
16,4,16,"",[19],[4],0,"At Least One Blue Socket",7,[],0,"B",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4,9,10]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
17,4,17,"",[19],[25],0,"At Least Two Blue Sockets",7,[],0,"BB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
18,4,18,"",[19],[120],0,"At Least Three Blue Sockets",7,[],0,"BBB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
19,4,19,"",[19],[15],0,"At Least One Red and One Green Socket",7,[],0,"RG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
20,4,20,"",[19],[15],0,"At Least One Red and One Blue Socket",7,[],0,"RB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
21,4,21,"",[19],[15],0,"At Least One Green and One Blue Socket",7,[],0,"GB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
22,4,22,"",[19],[100],0,"At Least Two Red and One Green Socket",7,[],0,"RRG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
23,4,23,"",[19],[100],0,"At Least Two Red and One Blue Socket",7,[],0,"RRB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
24,4,24,"",[19],[100],0,"At Least Two Green and One Red Socket",7,[],0,"GGR",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
25,4,25,"",[19],[100],0,"At Least Two Green and One Blue Socket",7,[],0,"GGB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
26,4,26,"",[19],[100],0,"At Least Two Blue and One Green Socket",7,[],0,"BBG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
27,4,27,"",[19],[100],0,"At Least Two Blue and One Red Socket",7,[],0,"BBR",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[10417],1470,1470,"","",3,"","",0,"","","","",[],[]
28,6,0,8977,[],[],68,"",7,"[35,38,85]",0,"",0,69,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1470,1470,"","",0,1743,"",0,"","","","",[],[]
29,6,1,8978,[],[],70,"",7,"[35,38,85]",0,"",0,71,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1470,1470,"","",0,1743,"",0,"","","","",[],[]
30,6,2,8979,[],[],72,"",7,"[35,38,85]",0,"",0,73,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1470,1470,"","",0,1743,"",0,"","","","",[],[]
31,6,3,8980,[],[],74,"",7,"[35,38,85]",0,"",0,75,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1470,1470,"","",0,1743,"",0,"","","","",[],[]
32,6,4,8981,[],[],76,"",7,"[35,38,85]",0,"",0,77,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1470,1470,"","",0,1743,"",0,"","","","",[],[]
33,6,5,8982,[],[],78,"",7,"[35,38,85]",0,"",0,79,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1470,1470,"","",0,1743,"",0,"","","","",[],[]
34,6,6,8983,[],[],80,"",7,"[35,38,85]",0,"",0,81,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1470,1470,"","",0,1743,"",0,"","","","",[],[]
35,6,7,8984,[],[],82,"",7,"[35,38,85]",0,"",0,100,[],"",1,1,[],0,"[14,15,17]",0,"",0,0,[],[],1470,1470,"","",0,1743,"",0,"","","","",[],[]
36,6,8,"",[2],[3],72,"Fortune Favours the Brave",2,[35],0,"",0,0,[],"One of the options available from this device will be applied at random, including options you have not yet unlocked.",1,"",[],0,[14],0,"",0,0,[],[8035],1470,1470,"","",3,"","",0,"","","","",[],[]
