"rownum","Id","MinLevel","BestiaryFamiliesKey","BestiaryGroupsKey","ModsKey","BestiaryCapturableMonstersKey","BeastRarity","BestiaryGenusKey"
0,"LegendaryBeastTiger",0,"","","",272,"",""
1,"LegendaryBeastHellionFire",0,"","","",273,"",""
2,"LegendaryBeastHellionIce",0,"","","",274,"",""
3,"LegendaryBeastLynx",0,"","","",275,"",""
4,"LegendaryBeastChieftain",0,"","","",276,"",""
5,"LegendaryBeastMonkey",0,"","","",277,"",""
6,"LegendaryBeastGoatman",0,"","","",278,"",""
7,"LegendaryBeastWolf",0,"","","",279,"",""
8,"LegendaryBeastHound",0,"","","",280,"",""
9,"LegendaryBeastPitbull",0,"","","",281,"",""
10,"LegendaryBeastBeast",0,"","","",282,"",""
11,"LegendaryBeastUrsa",0,"","","",283,"",""
12,"LegendaryBeastBull",0,"","","",284,"",""
13,"LegendaryBeastSpiker",0,"","","",285,"",""
14,"LegendaryBeastKiweth",0,"","","",286,"",""
15,"LegendaryBeastVulture",0,"","","",287,"",""
16,"LegendaryBeastRhoa",0,"","","",271,"",""
17,"LegendaryBeastRhex",0,"","","",288,"",""
18,"LegendaryBeastForestSnake",0,"","","",289,"",""
19,"LegendaryBeastSandSnake",0,"","","",290,"",""
20,"LegendaryBeastIguana",0,"","","",291,"",""
21,"LegendaryBeastCarrionQueen",0,"","","",292,"",""
22,"LegendaryBeastSandLeaper",0,"","","",293,"",""
23,"LegendaryBeastDevourer",0,"","","",294,"",""
24,"LegendaryBeastPlagueSpider",0,"","","",295,"",""
25,"LegendaryBeastPlatedSpider",0,"","","",296,"",""
26,"LegendaryBeastSpider",0,"","","",297,"",""
27,"LegendaryBeastScorpion",0,"","","",298,"",""
28,"LegendaryBeastParasiticSquid",0,"","","",299,"",""
29,"LegendaryBeastSirenSpawn",0,"","","",300,"",""
30,"LegendaryBeastSquid",0,"","","",301,"",""
31,"LegendaryBeastSandSpitter",0,"","","",302,"",""
32,"LegendaryBeastShieldCrab",0,"","","",303,"",""
33,"LegendaryBeastCrab",0,"","","",304,"",""
34,"LegendaryBeastCrab2",0,"","","",305,"",""
35,"LegendaryBeastFrog",0,"","","",306,"",""
36,"LegendaryBeastGemFrog",0,"","","",307,"",""
37,"RareFeline",0,"",0,"","",2,""
38,"RarePrimate",0,"",1,"","",2,""
39,"RareCanine",0,"",2,"","",2,""
40,"RareUrsa",0,"",3,"","",2,""
41,"RareUnnatural",0,"",4,"","",2,""
42,"RareAvian",0,"",5,"","",2,""
43,"RareReptile",0,"",6,"","",2,""
44,"RareInsect",0,"",7,"","",2,""
45,"RareArachnid",0,"",8,"","",2,""
46,"RareCephalopod",0,"",9,"","",2,""
47,"RareCrustacean",0,"",10,"","",2,""
48,"RareAmphibian",0,"",11,"","",2,""
49,"RareWilds",0,0,"","","",2,""
50,"RareSands",0,1,"","","",2,""
51,"RareCaverns",0,2,"","","",2,""
52,"RareDepths",0,3,"","","",2,""
53,"RareWildsLevel70Plus",70,0,"","","",2,""
54,"RareSandsLevel70Plus",70,1,"","","",2,""
55,"RareCavernsLevel70Plus",70,2,"","","",2,""
56,"RareDepthsLevel70Plus",70,3,"","","",2,""
57,"UniqueOozebackBloom",0,"","","",312,3,""
58,"UniqueTheDeepDweller",0,"","","",314,3,""
59,"UniqueUngulath",0,"","","",316,3,""
60,"UniqueTheBurningMenace",0,"","","",317,3,""
61,"UniqueBroodPrincess",0,"","","",313,3,""
62,"UniqueTheFaun",0,"","","",315,3,""
63,"UniqueAmarissaDaughterOfMerveil",0,"","","",319,3,""
64,"UniqueAmbrosiaDaughterOfMerveil",0,"","","",318,3,""
65,"UniqueTheGreatWhiteBeast",0,"","","",320,3,""
66,"UniqueBlackDeath",0,"","","",321,3,""
67,"UniqueTheWeaver",0,"","","",322,3,""
68,"UniqueNadiaTheSoothing",0,"","","",323,3,""
69,"UniqueAidanTheFrenzied",0,"","","",324,3,""
70,"UniqueQuru",0,"","","",325,3,""
71,"UniqueThistlesage",0,"","","",326,3,""
72,"UniqueTheConquerorWurm",0,"","","",327,3,""
73,"UniqueParadisaeVenenum",0,"","","",328,3,""
74,"UniqueTheHundredFootShadow",0,"","","",329,3,""
75,"UniqueEyepecker",0,"","","",330,3,""
76,"UniqueSteelchaw",0,"","","",331,3,""
77,"UniqueRaiharaTukohamasLoyal",0,"","","",332,3,""
78,"UniqueHollowskullTheWillingHost",0,"","","",333,3,""
79,"UniqueBrinecrack",0,"","","",335,3,""
80,"UniqueTheGreatWhiteBones",0,"","","",336,3,""
81,"UniqueTunnelworm",0,"","","",337,3,""
82,"UniqueBoulderback",0,"","","",338,3,""
83,"UniqueTheBasilisk",0,"","","",339,3,""
84,"RareWithBestiaryMod1",0,4,"",15577,"",2,""
85,"RareWithBestiaryMod2",0,4,"",15562,"",2,""
86,"RareWithBestiaryMod3",0,4,"",15564,"",2,""
87,"RareWithBestiaryMod4",0,4,"",15567,"",2,""
88,"RareWithBestiaryMod5",0,4,"",15560,"",2,""
89,"RareWithBestiaryMod6",0,4,"",15576,"",2,""
90,"RareWithBestiaryMod7",0,4,"",15559,"",2,""
91,"RareWithBestiaryMod8",0,4,"",15554,"",2,""
92,"RareWithBestiaryMod9",0,4,"",15575,"",2,""
93,"RareWithBestiaryMod10",0,4,"",15565,"",2,""
94,"RareWithBestiaryMod11",0,4,"",15561,"",2,""
95,"RareWithBestiaryMod12",0,4,"",15555,"",2,""
96,"RareWithBestiaryMod13",0,4,"",15563,"",2,""
97,"RareWithBestiaryMod14",0,4,"",15558,"",2,""
98,"RareWithBestiaryMod15",0,4,"",15574,"",2,""
99,"RareWithBestiaryMod16",0,4,"",15569,"",2,""
100,"RareWithBestiaryMod17",0,4,"",15566,"",2,""
101,"RareWithBestiaryMod18",0,4,"",15571,"",2,""
102,"RareWithBestiaryMod19",0,4,"",15570,"",2,""
103,"RareWithBestiaryMod20",0,4,"",15557,"",2,""
104,"RareWithBestiaryMod21",0,4,"",15556,"",2,""
105,"RareWithBestiaryMod23",0,4,"",15568,"",2,""
106,"RareWithBestiaryMod24",0,4,"",15573,"",2,""
107,"SpiritBossTiger",0,"","","",308,"",""
108,"SpiritBossAvian",0,"","","",309,"",""
109,"SpiritBossSpider",0,"","","",310,"",""
110,"SpiritBossCrab",0,"","","",311,"",""
111,"Rhoa",0,"","","","","",6
112,"SeaWitch",0,"","","","","",8
113,"ShieldCrab",0,"","","","","",9
114,"Goatman",0,"","","","","",1
115,"GoatShaman",0,"","","","","",2
116,"Hellion",0,"","","","","",3
117,"MagicGargantuan",0,"","","","",1,0
118,"MagicSpider",0,"","","","",1,12
119,"MagicApe",0,"","","","",1,5
120,"MagicPlummetingUrsa",0,"","","","",1,21
121,"MagicGoliath",0,"","","","",1,18
122,"MagicDevourer",0,"","","","",1,19
123,"MagicChimeral",0,"","","","",1,14
124,"MagicVulture",0,"","","","",1,22
125,"MagicCockerel",0,"","","","",1,26
126,"MagicPitbull",0,"","","","",1,25
127,"MagicKaruiHound",0,"","","","",1,24
128,"MagicApeChieftain",0,"","","","",1,28
129,"RareLurcher",0,"","","","",2,32
130,"RareGargantuan",0,"","","","",2,0
131,"RareDevourer",0,"","","","",2,19
132,"RareBull",0,"","","","",2,27
133,"RareChimeral",0,"","","","",2,14
134,"AlbinoRhoa",0,"","","",58,"",""
135,"Level70RareSeaWitchesWithBestiaryMod22",70,"","",15572,"",2,8
136,"Level70RareOctopusesWithBestiaryMod22",70,"","",15572,"",2,39
137,"Level70RareLurcherWithBestiaryMod22",70,"","",15572,"",2,32
138,"Level70RareMawWithBestiaryMod22",70,"","",15572,"",2,13
139,"Level70RareAmphibianWithBestiaryMod22",70,"",11,15572,"",2,""
140,"Level70RareCrustaceanWithBestiaryMod22",70,"",10,15572,"",2,""
141,"Level70RareCephalopodWithBestiaryMod22",70,"",9,15572,"",2,""
142,"Level70RareUnnaturalWithBestiaryMod22",70,"",4,15572,"",2,""
143,"Level70RareSandsWithBestiaryMod22",70,1,"",15572,"",2,""
144,"Level70RareDepthsWithBestiaryMod22",70,3,"",15572,"",2,""
145,"Level70RareCavernsWithBestiaryMod22",70,2,"",15572,"",2,""
146,"Level70RareWildsWithBestiaryMod22",70,0,"",15572,"",2,""
147,"Level70RareWatchersWithBestiaryMod22",70,"","",15572,"",2,20
148,"Level70RareGemFrogsWithBestiaryMod22",70,"","",15572,"",2,40
149,"RareWolf",0,"","","","",2,4
150,"Level80RareDevourerWithBestiaryMod7",80,"","",15559,"",2,19
151,"Level80RareArachnoscorpionWithBestiaryMod13",80,"","",15563,"",2,33
152,"Level80RareSpiderWithBestiaryMod11",80,"","",15561,"",2,12
153,"Level80RareScorpionWithBestiaryMod15",80,"","",15574,"",2,35
154,"Level80RareLeaperWithBestiaryMod10",80,"","",15565,"",2,23
155,"Level80RareCarrionQueenWithBestiaryMod2",80,"","",15562,"",2,15
156,"Level80RareSeaWitchWithBestiaryMod9",80,"","",15575,"",2,8
157,"Level80RareCrabWithBestiaryMod6",80,"","",15576,"",2,30
158,"Level80RareMawWithBestiaryMod24",80,"","",15573,"",2,13
159,"Level80RareSandSpitterWithBestiaryMod4",80,"","",15567,"",2,7
160,"Level80RareOctopusWithBestiaryMod22",80,"","",15572,"",2,39
161,"Level80RareSpawnWithBestiaryMod20",80,"","",15557,"",2,11
162,"Level80RareChimeralWithBestiaryMod3",80,"","",15564,"",2,14
163,"Level80RareVultureWithBestiaryMod17",80,"","",15566,"",2,22
164,"Level80RareRetchWithBestiaryMod16",80,"","",15569,"",2,17
165,"Level80RareSnakeWithBestiaryMod1",80,"","",15577,"",2,10
166,"Level80RareRhoaWithBestiaryMod14",80,"","",15558,"",2,6
167,"Level80RareHellionWithBestiaryMod21",80,"","",15556,"",2,3
168,"Level80RareGoatShamanWithBestiaryMod12",80,"","",15556,"",2,2
169,"Level80RarePitbullWithBestiaryMod5",80,"","",15560,"",2,25
170,"Level80RareGoliathWithBestiaryMod19",80,"","",15570,"",2,18
171,"Level80RareGargantuanWithBestiaryMod8",80,"","",15554,"",2,0
172,"Level80RareApeChieftainWithBestiaryMod18",80,"","",15571,"",2,28
173,"Level80RareKaruiHoundWithBestiaryMod23",80,"","",15568,"",2,24
174,"Level78RareWolfWithBestiaryMod5",78,"","",15560,"",2,4
175,"Level78RareWolfWithBestiaryMod18",78,"","",15571,"",2,4
176,"Level78RareWolfWithBestiaryMod21",78,"","",15556,"",2,4
177,"Level70RareCephalopodWithBestiaryMod4",70,"",9,15567,"",2,""
178,"Level70RareDepthsWithBestiaryMod20",70,3,"",15557,"",2,""
179,"Level70RareDepthsWithBestiaryMod6",70,3,"",15576,"",2,""
180,"Level70RareSnakeWithBestiaryMod1",70,"","",15577,"",2,10
181,"Level70RareGargantuansWithBestiaryMod18",70,"","",15571,"",2,0
182,"Level70RareCarrionQueensWithBestiaryMod2",70,"","",15562,"",2,15
183,"AnyRare",0,4,"","","",2,""
184,"AnyRareLevel20Plus",20,4,"","","",2,""
185,"MemoryLineLegendaryBeastHarvestBeastT3",0,"","","",470,"",""
186,"MemoryLineLegendaryBeastHarvestHellionT3",0,"","","",471,"",""
187,"MemoryLineLegendaryBeastHarvestBrambleHulkT3",0,"","","",472,"",""
188,"MemoryLineLegendaryBeastHarvestSquidT3",0,"","","",473,"",""
189,"MemoryLineLegendaryBeastHarvestVultureParasiteT3",0,"","","",474,"",""
190,"MemoryLineLegendaryBeastHarvestPlatedScorpionT3",0,"","","",475,"",""
191,"MemoryLineLegendaryBeastHarvestRhexT3",0,"","","",476,"",""
192,"MemoryLineLegendaryBeastHarvestNessaCrabT3",0,"","","",477,"",""
193,"MemoryLineLegendaryBeastHarvestGoatmanT3",0,"","","",478,"",""
