"rownum","Id","RecipeItems","WorldArea","MicrotransactionPortalVariation","AreaLevel","rid","i32","bool","bool","bool","OpenAchievemnts","bool"
0,"Disabled","[7346,7347,7348,7349]",0,"",0,"",1,"","","",[],""
1,"Atziri1","[7274,7275,7276,7277]",756,24,0,"",0,"","","",[],""
2,"Atziri2","[7279,7280,7281,7282]",757,24,0,"",0,"","","",[],""
3,"VaalFragment1_1",[7274],1504,"",72,"",0,"","","",[],1
4,"VaalFragment1_2",[7275],1504,"",70,"",0,"","","",[],1
5,"VaalFragment1_3",[7276],1504,"",71,"",0,"","","",[],1
6,"VaalFragment1_4",[7277],1504,"",69,"",0,"","","",[],1
7,"VaalFragment2_1",[7279],1504,"",74,"",0,"","","",[],1
8,"VaalFragment2_2",[7280],1504,"",76,"",0,"","","",[],1
9,"VaalFragment2_3",[7281],1504,"",75,"",0,"","","",[],1
10,"VaalFragment2_4",[7282],1504,"",73,"",0,"","","",[],1
11,"Disabled2","[7284,7285,7286,7287]",0,"",0,"",0,"","","",[],""
12,"ShapersRealm","[7289,7290,7291,7292]",1250,20,0,"",0,"",1,"",[],""
13,"EldersRealm","[7294,7295,7296,7297]",1283,108,0,"",0,"",1,"",[],""
14,"UberEldersRealm","[7299,7300,7301,7302]",1284,20,0,"",0,"",1,"",[],""
15,"BreachDomainFire",[7310],1063,"",0,"",0,"","","",[],""
16,"BreachDomainCold",[7311],1064,"",0,"",0,"","","",[],""
17,"BreachDomainLightning",[7312],1065,"",0,"",0,"","","",[],""
18,"BreachDomainPhysical",[7313],1061,"",0,"",0,"","","",[],""
19,"BreachDomainChaos",[7314],1062,"",0,"",0,"","","",[],""
20,"ClassicVault",[7350],278,27,0,"",0,"","","",[],""
21,"MaligaroMap",[5955],109,"",0,1282,0,"","","",[],""
22,"340Vault",[7351],279,27,0,"",0,"","","",[],""
23,"UberVenariusVault",[7353],281,27,0,"",0,"","","",[],""
24,"UberEaterOfWorldsVault",[7354],282,27,0,"",0,"","","",[],""
25,"UberMavenVault",[7355],283,27,0,"",0,"","","",[],""
26,"UberSearingExarchVault",[7356],284,27,0,"",0,"","","",[],""
27,"UberSirusVault",[7357],285,27,0,"",0,"","","",[],""
28,"UberShaperVault",[7358],286,27,0,"",0,"","","",[],""
29,"UberUberElderVault",[7359],287,27,0,"",0,"","","",[],""
30,"CelestialReliquaryVault",[7360],288,"",0,"",0,"","","",[],""
31,"CelestialReliquaryVaultTencent",[7361],288,"",0,"",0,"","","",[],""
32,"BreachDomainFire2",[7315],1068,"",0,"",0,"","","",[],""
33,"BreachDomainCold2",[7316],1069,"",0,"",0,"","","",[],""
34,"BreachDomainLightning2",[7317],1070,"",0,"",0,"","","",[],""
35,"BreachDomainPhysical2",[7318],1066,"",0,"",0,"","","",[],""
36,"BreachDomainChaos2",[7319],1067,"",0,"",0,"","","",[],""
37,"BreachDomainFire3",[7320],1073,"",0,"",0,"","","",[],""
38,"BreachDomainCold3",[7321],1074,"",0,"",0,"","","",[],""
39,"BreachDomainLightning3",[7322],1075,"",0,"",0,"","","",[],""
40,"BreachDomainPhysical3",[7323],1071,"",0,"",0,"","","",[],""
41,"BreachDomainChaos3",[7324],1072,"",0,"",0,"","","",[],""
42,"BreachDomainFire4",[7325],1078,"",0,"",0,"","","",[],""
43,"BreachDomainCold4",[7326],1079,"",0,"",0,"","","",[],""
44,"BreachDomainLightning4",[7327],1080,"",0,"",0,"","","",[],""
45,"BreachDomainPhysical4",[7328],1076,"",0,"",0,"","","",[],""
46,"BreachDomainChaos4",[7329],1077,"",0,"",0,"","","",[],""
47,"BreachDomainFire5",[7330],1083,"",0,"",0,"","","",[],""
48,"BreachDomainCold5",[7331],1084,"",0,"",0,"","","",[],""
49,"BreachDomainLightning5",[7332],1085,"",0,"",0,"","","",[],""
50,"BreachDomainPhysical5",[7333],1081,"",0,"",0,"","","",[],""
51,"BreachDomainChaos5",[7334],1082,"",0,"",0,"","","",[],""
52,"EndgameLegionMap","[7335,7337,7338,7339,7336,7340,7341,7342,7343,7344]",1298,86,0,"",2,1,"","",[],""
53,"EndgameLegionMap2","[7335,7337,7338,7339,7336,7340,7341,7342,7343,7344]",1299,86,0,"",3,1,"","",[],""
54,"EndgameLegionMap3","[7335,7337,7338,7339,7336,7340,7341,7342,7343,7344]",1300,86,0,"",4,1,"","",[],""
55,"EndgameLegionMap4","[7335,7337,7338,7339,7336,7340,7341,7342,7343,7344]",1301,86,0,"",5,1,"","",[],""
56,"AfflictionBoss",[7345],1505,122,0,"",0,"","","",[],""
57,"MavenFight","[9727,9728,9729,9730,9731,9732,9733,9734,9735,9736,9737]",1735,157,0,"",1,1,"",1,[],""
58,"MavenBoss",[9778],1736,157,0,"",0,1,"",1,[],""
59,"VaalVault",[7352],280,24,0,"",0,"","","",[],""
60,"IncursionTemple",[9804],295,50,0,"",0,"","","",[8347],""
61,"UltimatumTrial",[9805],1746,159,0,"",0,"","",1,[],""
62,"HarvestBoss",[9806],1305,135,0,"",0,"","","",[],""
63,"SirusBoss","[7304,7305,7306,7307]",1639,110,0,"",0,"",1,"",[],""
64,"TangleMiniBossQuest",[10269],1285,197,79,986,0,"","","",[],""
65,"TangleMiniBoss",[10270],1285,197,83,"",0,1,"","",[],""
66,"TangleBossQuest",[10271],1288,198,83,986,0,"","","",[],""
67,"TangleBoss",[10272],1288,198,84,"",0,1,"","",[],""
68,"CleansingFireMiniBossQuest",[10273],1286,195,79,987,0,"","","",[],""
69,"CleansingFireMiniBoss",[10274],1286,195,83,"",0,1,"","",[],""
70,"CleansingFireBossQuest",[10275],1287,196,83,987,0,"","","",[],""
71,"CleansingFireBoss",[10276],1287,196,84,"",0,1,"","",[],""
72,"Lake",[10338],1777,205,0,"",0,"","","",[],""
73,"Crucible",[7249],1848,"",0,"",0,"","","",[],""
74,"CrucibleUber",[7250],1849,"",0,"",0,"","","",[],""
