"rownum","BaseItemTypesKey","VirtualFile","Influences"
0,8727,"Art/2DItems/Divination/Images/ThreeFacesInTheDark",[]
1,8728,"Art/2DItems/Divination/Images/TheDoctor",[]
2,8729,"Art/2DItems/Divination/Images/TheHermit",[]
3,8730,"Art/2DItems/Divination/Images/LantadorsLostLove",[]
4,8731,"Art/2DItems/Divination/Images/TheMetalsmithsGift",[]
5,8732,"Art/2DItems/Divination/Images/TheBattleBorn",[]
6,8733,"Art/2DItems/Divination/Images/TheGladiator",[]
7,8734,"Art/2DItems/Divination/Images/TheScholar",[]
8,8735,"Art/2DItems/Divination/Images/TheBrittleEmperor",[]
9,8736,"Art/2DItems/Divination/Images/ThePoet",[]
10,8737,"Art/2DItems/Divination/Images/TheCarrionCrow",[]
11,8738,"Art/2DItems/Divination/Images/Hope",[]
12,8739,"Art/2DItems/Divination/Images/TheFiend",[]
13,8740,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
14,8741,"Art/2DItems/Divination/Images/ViniasToken",[]
15,8742,"Art/2DItems/Divination/Images/TheSummoner",[]
16,8743,"Art/2DItems/Divination/Images/TheCataclysm",[]
17,8744,"Art/2DItems/Divination/Images/TheHunger",[]
18,8745,"Art/2DItems/Divination/Images/TheHoarder",[]
19,8746,"Art/2DItems/Divination/Images/TheDrunkenAristocrat",[]
20,8747,"Art/2DItems/Divination/Images/TheSun",[]
21,8748,"Art/2DItems/Divination/Images/TheWarden",[]
22,8749,"Art/2DItems/Divination/Images/TheScarredMeadow",[]
23,8750,"Art/2DItems/Divination/Images/TheDarkMage",[]
24,8751,"Art/2DItems/Divination/Images/TheGemcutter",[]
25,8752,"Art/2DItems/Divination/Images/TheGambler",[]
26,8753,"Art/2DItems/Divination/Images/TheLover",[]
27,8754,"Art/2DItems/Divination/Images/ChaoticDisposition",[]
28,8755,"Art/2DItems/Divination/Images/TheRoadToPower",[]
29,8756,"Art/2DItems/Divination/Images/TheAvenger",[]
30,8757,"Art/2DItems/Divination/Images/EmperorsLuck",[]
31,8758,"Art/2DItems/Divination/Images/TimeLostRelic",[]
32,8759,"Art/2DItems/Divination/Images/LuckyConnections",[]
33,8760,"Art/2DItems/Divination/Images/TheFeast",[]
34,8761,"Art/2DItems/Divination/Images/RainOfChaos",[]
35,8762,"Art/2DItems/Divination/Images/TheWatcher",[]
36,8763,"Art/2DItems/Divination/Images/TheIncantation",[]
37,8764,"Art/2DItems/Divination/Images/CovetedPossession",[]
38,8765,"Art/2DItems/Divination/Images/TheKingsHeart",[]
39,8766,"Art/2DItems/Divination/Images/AbandonedWealth",[]
40,8767,"Art/2DItems/Divination/Images/TheWind",[]
41,8768,"Art/2DItems/Divination/Images/ThePact",[]
42,8769,"Art/2DItems/Divination/Images/GemcuttersPromise",[]
43,8770,"Art/2DItems/Divination/Images/TheCelestialJusticar",[]
44,8771,"Art/2DItems/Divination/Images/TheChainsThatBind",[]
45,8772,"Art/2DItems/Divination/Images/TheArtist",[]
46,8773,"Art/2DItems/Divination/Images/TheInventor",[]
47,8774,"Art/2DItems/Divination/Images/ThePackLeader",[]
48,8775,"Art/2DItems/Divination/Images/JackInTheBox",[]
49,8776,"Art/2DItems/Divination/Images/TheUnion",[]
50,8777,"Art/2DItems/Divination/Images/TheQueen",[]
51,8778,"Art/2DItems/Divination/Images/Humility",[]
52,8779,"Art/2DItems/Divination/Images/TheExplorer",[]
53,8780,"Art/2DItems/Divination/Images/TheSpoiledPrince",[]
54,8781,"Art/2DItems/Divination/Images/TheBetrayal",[]
55,8782,"Art/2DItems/Divination/Images/TheFlorasGift",[]
56,8783,"Art/2DItems/Divination/Images/TheSiren",[]
57,8784,"Art/2DItems/Divination/Images/TheOneWithAll",[]
58,8785,"Art/2DItems/Divination/Images/TheLastOneStanding",[]
59,8786,"Art/2DItems/Divination/Images/DoedresMadness",[]
60,8787,"Art/2DItems/Divination/Images/TheEncroachingDarkness",[]
61,8788,"Art/2DItems/Divination/Images/TheWrath",[]
62,8789,"Art/2DItems/Divination/Images/TheKingsBlade",[]
63,8790,"Art/2DItems/Divination/Images/TheTrial",[]
64,8791,"Art/2DItems/Divination/Images/TheGentleman",[]
65,8792,"Art/2DItems/Divination/Images/HouseOfMirrors",[]
66,8793,"Art/2DItems/Divination/Images/WealthAndPower",[]
67,8794,"Art/2DItems/Divination/Images/TheCatalyst",[]
68,8795,"Art/2DItems/Divination/Images/TheVast",[]
69,8796,"Art/2DItems/Divination/Images/GiftOfTheGemlingQueen",[]
