"rownum","Contract_BaseItemTypesKey","Level","Cost","CostHardmode"
0,0,1,0,""
1,2,1,1,""
2,4,1,2,""
3,5,1,3,""
4,6,1,4,""
5,7,1,5,""
6,8,1,6,""
7,10,1,7,37
8,11,1,8,""
9,12,1,9,""
10,13,1,10,""
11,14,1,11,""
12,15,1,12,""
13,16,1,13,""
14,17,1,14,""
15,18,1,15,""
16,19,1,16,""
17,20,1,17,""
18,21,1,18,""
19,22,1,19,""
20,23,1,20,""
21,24,1,21,""
22,42,1,22,""
23,44,1,23,""
24,179,1,24,""
25,180,1,25,""
26,181,1,26,""
27,9,1,27,121
28,222,1,28,""
29,223,1,29,""
30,224,1,30,""
31,225,1,31,""
32,226,1,32,""
33,227,1,33,""
34,228,1,34,""
35,229,1,35,""
36,230,1,36,""
37,4883,1,38,114
38,4884,1,39,114
39,4885,1,40,114
40,4886,1,41,114
41,4887,1,42,114
42,4888,1,42,114
43,4890,1,42,114
44,4891,1,42,114
45,4892,1,43,115
46,4893,1,43,115
47,4894,1,43,115
48,4896,1,43,115
49,4897,1,43,115
50,4898,1,44,116
51,4899,1,44,116
52,4900,1,44,116
53,4908,1,38,""
54,4905,1,40,114
55,4906,1,42,115
56,4907,1,44,116
57,4909,1,38,114
58,4910,1,39,114
59,4911,1,40,114
60,4912,1,41,114
61,4913,1,42,114
62,4914,1,42,114
63,4915,1,42,114
64,4916,1,42,114
65,4918,1,42,114
66,4919,1,42,114
67,4920,1,42,114
68,4921,1,43,115
69,4922,1,43,115
70,4923,1,43,115
71,4924,1,43,115
72,4926,1,43,115
73,4927,1,43,115
74,4928,1,44,116
75,4929,1,44,116
76,4930,1,44,116
77,4931,1,44,116
78,4932,1,44,116
79,4940,1,38,114
80,4941,1,45,114
81,4942,1,40,114
82,4943,1,41,114
83,4944,1,42,114
84,4945,1,42,114
85,4946,1,42,114
86,4947,1,42,114
87,4949,1,42,114
88,4950,1,42,114
89,4951,1,43,115
90,4952,1,43,115
91,4953,1,43,115
92,4954,1,43,115
93,4955,1,43,115
94,4957,1,43,115
95,4958,1,44,116
96,4959,1,44,116
97,4960,1,44,116
98,4961,1,44,116
99,4962,1,44,116
100,4963,1,44,116
101,4968,1,38,114
102,4969,1,39,114
103,4970,1,40,114
104,4971,1,41,114
105,4972,1,42,114
106,4973,1,42,114
107,4974,1,42,114
108,4975,1,42,114
109,4977,1,42,114
110,4978,1,42,114
111,4979,1,42,114
112,4980,1,43,115
113,4981,1,43,115
114,4982,1,43,115
115,4983,1,43,115
116,4985,1,43,115
117,4986,1,43,115
118,4987,1,44,116
119,4988,1,44,116
120,4989,1,44,116
121,4990,1,44,116
122,4991,1,44,116
123,4998,1,38,114
124,4999,1,39,114
125,5000,1,40,114
126,5001,1,41,114
127,5002,1,42,114
128,5003,1,42,114
129,5004,1,42,114
130,5005,1,42,114
131,5007,1,42,114
132,5008,1,42,114
133,5009,1,42,114
134,5010,1,43,115
135,5011,1,43,115
136,5012,1,43,115
137,5013,1,43,115
138,5015,1,43,115
139,5016,1,43,115
140,5017,1,44,116
141,5018,1,44,116
142,5019,1,44,116
143,5020,1,44,116
144,5021,1,44,116
145,5026,1,38,114
146,5027,1,45,114
147,5028,1,40,114
