"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32","i32","OverrideWidth","OverrideHeight","ShowIfEmptyChallengeLeague","ShowIfEmptyStandard","RenamedVersion","BaseVersion","IsAlternateArt"
0,41,7283,7,0,0,0,0,1,1,"","",""
1,42,7284,6,0,0,1,3,1,1,"","",""
2,43,7285,1,0,0,0,0,1,1,"","",""
3,44,7286,2,0,0,0,0,1,1,"","",""
4,45,7287,2,1,0,0,0,1,1,"","",""
5,47,7288,2,2,0,0,0,1,1,"","",""
6,48,7289,9,0,0,0,0,1,1,"","",""
7,49,7290,1,1,0,0,0,"","","","",""
8,50,7291,15,0,0,0,0,1,1,"","",""
9,51,7292,4,0,0,0,0,1,1,"","",""
10,52,7293,9,2,0,0,0,1,1,"","",""
11,53,7294,6,2,0,2,3,1,1,"","",""
12,54,7295,16,0,0,0,0,1,1,"","",""
13,55,7296,16,2,0,0,0,1,1,"","",""
14,56,7297,9,4,0,0,0,1,1,"","",""
15,58,7299,8,0,0,0,0,1,1,"","",""
16,59,7300,8,2,0,0,0,1,1,"","",""
17,60,7302,6,4,0,0,0,1,1,"","",""
18,61,7303,6,6,0,0,0,1,1,"","",""
19,62,7304,2,3,0,0,0,1,1,"","",""
20,64,7306,2,4,0,0,0,1,1,"","",""
21,66,7308,11,0,0,0,0,"","","","",""
22,67,7309,1,2,0,0,0,1,1,"","",""
23,68,7310,1,3,0,0,0,1,1,"","",""
24,70,7312,1,4,0,0,0,1,1,"","",""
25,71,7313,15,2,0,0,0,1,1,"","",""
26,72,7314,15,4,0,0,0,1,1,"","",""
27,74,7316,16,4,0,0,0,1,1,"","",""
28,75,7317,16,6,0,0,0,1,1,"","",""
29,76,7318,16,8,0,0,0,1,1,"","",""
30,77,7319,16,10,0,0,0,1,1,"","",""
31,78,7320,16,12,0,0,0,1,1,"","",""
32,79,7321,16,14,0,0,0,1,1,"","",""
33,80,7322,16,16,0,0,0,"","","","",""
34,81,7323,16,18,0,0,0,1,1,"","",""
35,82,7324,16,20,0,0,0,1,1,"","",""
36,83,7325,1,5,0,0,0,1,1,"","",""
37,84,7326,14,0,0,0,0,1,1,"","",""
38,85,7327,4,1,0,0,0,1,1,"","",""
39,86,7328,14,2,0,0,0,1,1,"","",""
40,88,7330,14,4,0,0,0,1,1,"","",""
41,89,7331,14,6,0,0,0,1,1,"","",""
42,90,7332,14,8,0,0,0,1,1,"","",""
43,91,7333,14,10,0,0,0,1,1,"","",""
44,92,7334,14,12,0,0,0,1,1,"","",""
45,93,7335,13,0,0,0,0,1,1,"","",""
46,94,7336,13,2,0,0,0,1,1,"","",""
47,95,7337,13,4,0,0,0,1,1,"","",""
48,96,7338,13,6,0,0,0,1,1,"","",""
49,97,7339,13,8,0,0,0,1,1,"","",""
50,98,7340,13,10,0,0,0,1,1,"","",""
51,99,7341,13,12,0,0,0,1,1,"","",""
52,100,7342,13,14,0,0,0,1,1,"","",""
53,101,7870,1,6,0,0,0,1,1,"","",""
54,102,7871,1,7,0,0,0,1,1,"","",""
55,103,7872,12,0,0,0,0,1,1,"","",""
56,104,7873,12,2,0,0,0,1,1,"","",""
57,105,7874,12,4,0,0,0,1,1,"","",""
58,106,7875,12,6,0,0,0,1,1,"","",""
59,107,7876,17,0,0,0,0,1,1,"","",""
60,108,7877,17,2,0,0,0,1,1,"","",""
61,109,7878,17,4,0,0,0,1,1,"","",""
62,110,7879,17,6,0,0,0,1,1,"","",""
63,111,7880,17,8,0,0,0,1,1,"","",""
64,112,8274,7,2,0,0,0,1,1,"","",""
65,113,8275,6,8,0,2,4,1,1,"","",""
66,263,8276,6,10,0,1,4,1,1,"","",""
67,114,8276,6,0,0,0,0,"","",66,"",""
68,115,8277,15,6,0,0,0,1,1,"","",""
69,117,8279,17,10,0,0,0,1,1,"","",""
70,118,8280,16,22,0,0,0,1,1,"","",""
71,119,8281,5,0,0,1,3,1,1,"","",""
72,129,8282,16,24,0,0,0,1,1,"","",""
73,121,8283,17,12,0,0,0,1,1,"","",""
74,122,8284,17,14,0,0,0,1,1,"","",""
75,123,8285,8,4,0,0,0,1,1,"","",""
76,124,8286,1,8,0,0,0,1,1,"","",""
77,126,8287,13,16,0,0,0,1,1,"","",""
78,127,8288,13,18,0,0,0,1,1,"","",""
79,128,8289,14,14,0,0,0,1,1,"","",""
80,130,8290,4,2,0,0,0,1,1,"","",""
81,132,8292,14,16,0,0,0,1,1,"","",""
82,133,8293,14,18,0,0,0,1,1,"","",""
83,135,8295,8,6,0,2,3,1,1,"","",""
84,136,8296,15,8,0,0,0,1,1,"","",""
85,137,8297,9,6,0,0,0,1,1,"","",""
86,139,8299,9,8,0,0,0,1,1,"","",""
87,140,8300,7,4,0,0,0,1,1,"","",""
88,141,8301,8,8,0,0,0,1,1,"","",""
89,142,8302,5,1,0,0,0,1,1,"","",""
90,144,8304,9,10,0,0,0,1,1,"","",""
91,145,8305,14,20,0,0,0,1,1,"","",""
92,146,8306,15,10,0,0,0,1,1,"","",""
93,148,8308,15,12,0,0,0,1,1,"","",""
94,149,8309,15,14,0,0,0,1,1,"","",""
95,150,8310,9,12,0,0,0,1,1,"","",""
96,152,8312,3,0,0,0,0,1,1,"","",""
