"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32"
0,4882,500,833,1,1,13,0
1,4883,700,714,5,9,120,0
2,4884,700,833,9,16,120,0
3,4885,700,667,9,17,120,0
4,4886,700,769,14,27,120,0
5,4887,700,769,12,37,120,0
6,4888,800,833,23,42,120,0
7,4889,700,741,22,40,120,0
8,4890,700,833,26,48,120,0
9,4891,700,667,21,38,120,0
10,4892,700,769,28,52,120,0
11,4893,700,769,21,64,120,0
12,4894,800,833,33,61,120,0
13,4895,700,741,31,57,120,0
14,4896,700,833,38,71,120,0
15,4897,700,667,29,53,120,0
16,4898,700,769,35,65,120,0
17,4899,700,769,25,75,120,0
18,4900,800,833,35,64,120,0
19,4901,700,741,33,61,120,0
20,4902,750,714,16,30,120,0
21,4903,750,714,25,46,120,0
22,4904,750,714,29,54,120,0
23,4905,700,714,13,25,120,0
24,4906,700,714,27,50,120,0
25,4907,700,714,30,55,120,0
26,4908,700,800,5,9,120,0
27,4909,600,667,6,10,10,0
28,4910,600,690,4,17,10,0
29,4911,630,690,3,26,10,0
30,4912,610,667,7,27,10,0
31,4913,630,690,8,34,10,0
32,4914,650,769,10,41,10,0
33,4915,630,690,11,43,10,0
34,4916,650,833,15,59,10,0
35,4917,620,741,14,54,10,0
36,4918,600,714,11,45,10,0
37,4919,630,714,7,62,10,0
38,4920,610,667,13,52,10,0
39,4921,630,714,15,59,10,0
40,4922,650,833,19,75,10,0
41,4923,630,690,16,64,10,0
42,4924,650,833,22,87,10,0
43,4925,650,741,19,74,10,0
44,4926,650,714,19,76,10,0
45,4927,630,714,10,86,10,0
46,4928,610,667,19,74,10,0
47,4929,630,714,20,79,10,0
48,4930,650,833,24,95,10,0
49,4931,630,667,18,73,10,0
50,4932,650,833,24,97,10,0
51,4933,620,741,22,88,10,0
52,4934,630,714,12,46,10,0
53,4935,630,714,18,71,10,0
54,4936,630,714,20,79,10,0
55,4937,630,690,12,47,10,0
56,4938,630,690,18,73,10,0
57,4939,630,690,21,85,10,0
58,4940,620,625,4,11,11,0
59,4941,650,667,6,17,11,0
60,4942,630,645,7,23,11,0
61,4943,600,625,12,22,11,0
62,4944,630,645,12,31,11,0
63,4945,650,769,16,43,11,0
64,4946,600,625,14,38,11,0
65,4947,630,667,12,46,11,0
66,4948,630,667,15,44,11,0
67,4949,650,769,20,53,11,0
68,4950,630,667,15,51,11,0
69,4951,600,625,23,43,11,0
70,4952,630,667,20,53,11,0
71,4953,650,769,26,68,11,0
72,4954,600,625,21,56,11,0
73,4955,630,667,17,69,11,0
74,4956,630,667,21,64,11,0
75,4957,650,769,30,78,11,0
76,4958,630,667,21,73,11,0
77,4959,600,625,29,55,11,0
78,4960,630,667,26,68,11,0
79,4961,650,769,29,76,11,0
80,4962,600,625,25,65,11,0
81,4963,630,667,18,71,11,0
82,4964,630,667,23,68,11,0
83,4965,600,625,13,24,11,0
84,4966,600,625,20,37,11,0
85,4967,600,625,22,41,11,0
86,4968,500,667,6,11,11,0
87,4969,500,690,10,15,11,0
88,4970,500,667,11,21,11,0
89,4971,500,769,12,35,11,0
90,4972,500,741,19,34,11,0
91,4973,500,714,14,42,11,0
92,4974,500,833,27,50,11,0
93,4975,500,769,29,48,11,0
94,4976,500,741,26,46,11,0
95,4977,500,769,32,50,11,0
96,4978,500,667,25,46,11,0
97,4979,500,833,26,79,11,0
98,4980,500,769,35,65,11,0
99,4981,500,714,24,71,11,0
100,4982,500,833,45,83,11,0
101,4983,500,769,45,75,11,0
102,4984,500,741,40,71,11,0
103,4985,500,769,49,77,11,0
104,4986,500,667,38,70,11,0
105,4987,500,833,38,114,11,0
106,4988,500,769,47,87,11,0
107,4989,500,714,30,90,11,0
108,4990,500,833,54,100,11,0
109,4991,500,769,51,85,11,0
110,4992,500,741,44,79,11,0
111,4993,500,769,21,44,11,0
112,4994,500,769,32,67,11,0
113,4995,500,769,38,79,11,0
114,4996,500,690,5,11,11,0
115,4997,500,909,3,23,11,0
116,4998,500,645,4,9,11,0
117,4999,500,667,6,14,11,0
118,5000,500,645,5,22,11,0
119,5001,500,690,15,21,11,0
120,5002,500,714,16,30,11,0
121,5003,500,690,18,33,11,0
122,5004,500,667,20,33,11,0
123,5005,500,769,19,54,11,0
124,5006,500,870,28,60,11,0
125,5007,500,769,25,53,11,0
