"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,7274,[8057],"[1583,7005]",20,"","","","","",1
1,7275,[8057],"[1583,7005]",20,"","","","","",1
2,7276,[8057],"[1583,7005]",20,"","","","","",1
3,7277,[8057],"[1583,7005]",20,"","","","","",1
4,7279,[8058],[1583],20,"","","","","",1
5,7280,[8058],[1583],20,"","","","","",1
6,7281,[8058],[1583],20,"","","","","",1
7,7282,[8058],[1583],20,"","","","","",1
8,7289,[8061],[],20,"","","","","",1
9,7290,[8061],[],20,"","","","","",1
10,7291,[8061],[],20,"","","","","",1
11,7292,[8061],[],20,"","","","","",1
12,7294,[8062],[],20,"","","","","",1
13,7295,[8062],[],20,"","","","","",1
14,7296,[8062],[],20,"","","","","",1
15,7297,[8062],[],20,"","","","","",1
16,7299,[8063],[],20,"","","","","",1
17,7300,[8063],[],20,"","","","","",1
18,7301,[8063],[],20,"","","","","",1
19,7302,[8063],[],20,"","","","","",1
20,7304,[8064],[],20,"","","","","",1
21,7305,[8064],[],20,"","","","","",1
22,7306,[8064],[],20,"","","","","",1
23,7307,[8064],[],20,"","","","","",1
24,7309,[8065],[],20,"","","","","",""
25,9398,[18168],[7006],1,1,"","","","",""
26,9399,[18169],[7006],1,1,"","","","",""
27,9400,[18170],[7006],1,1,"","","","",""
28,9401,[18171],"[7006,7144]",1,1,"","","","",""
29,9402,[18172],[7006],2,1,"","","","",""
30,9403,[18173],[7006],2,1,"","","","",""
31,9404,[18174],[7006],2,1,"","","","",""
32,9405,[18175],"[7006,7145]",2,1,"","","","",""
33,9406,[18176],[7006],3,1,"","","","",""
34,9407,[18177],[7006],3,1,"","","","",""
35,9408,[18178],[7006],3,1,"","","","",""
36,9409,[18179],"[7006,7146]",3,1,"","","","",""
37,9410,[18180],[7006],0,1,"","","","",""
38,9411,[18181],[7006],0,1,"","","","",""
39,9412,[18182],[7006],0,1,"","","","",""
40,9413,[18183],"[7006,7147]",0,1,"","","","",""
41,9414,[18184],[7006],0,1,"","","","",""
42,9415,[18185],[7006],0,1,"","","","",""
43,9416,[18186],[7006],0,1,"","","","",""
44,9417,[18187],[7006],0,1,"","","","",""
45,9418,[18188],[7006],4,1,1,"","","",""
46,9419,[18189],[7006],4,1,1,"","","",""
47,9420,[18190],[7006],4,1,1,"","","",""
48,9421,[18191],"[7006,7148]",4,1,1,"","","",""
49,9422,[18192],[7006],5,1,"",1,"","",""
50,9423,[18193],[7006],5,1,"",1,"","",""
51,9424,[18194],[7006],5,1,"",1,"","",""
52,9425,[18195],"[7006,7149]",5,1,"",1,"","",""
53,9426,[18196],[7006],0,1,"","","","",""
54,9427,[18197],[7006],0,1,"","","","",""
55,9428,[18198],[7006],0,1,"","","","",""
56,9429,[18199],"[7006,7150]",0,1,"","","","",""
57,9430,[18200],[7006],6,1,"","","","",""
58,9431,[18201],[7006],6,1,"","","","",""
59,9432,[18202],[7006],6,1,"","","","",""
60,9433,[18203],"[7006,7151]",6,1,"","","","",""
61,9434,[18204],[7006],7,1,"","","","",""
62,9435,[18205],[7006],7,1,"","","","",""
63,9436,[18206],[7006],7,1,"","","","",""
64,9437,[18207],"[7006,7152]",7,1,"","","","",""
65,9438,[18208],[7006],8,1,"","","","",""
66,9439,[18209],[7006],8,1,"","","","",""
67,9440,[18210],[7006],8,1,"","","","",""
68,9441,[18211],"[7006,7153]",8,1,"","","","",""
69,9442,[18212],[7006],9,1,"","","","",""
70,9443,[18213],[7006],9,1,"","","","",""
71,9444,[18214],[7006],9,1,"","","","",""
72,9445,[18215],"[7006,7154]",9,1,"","","","",""
73,9446,[18216],[7006],10,1,"","","","",""
74,9447,[18217],[7006],10,1,"","","","",""
75,9448,[18218],[7006],10,1,"","","","",""
76,9449,[18219],"[7006,7155]",10,1,"","","","",""
77,9450,[18220],[7006],11,1,"","","","",""
78,9451,[18221],[7006],11,1,"","","","",""
79,9452,[18222],[7006],11,1,"","","","",""
80,9453,[18223],"[7006,7156]",11,1,"","","","",""
81,9454,[18224],[7006],12,1,"","","","",""
82,9455,[18225],[7006],12,1,"","","","",""
83,9456,[18226],[7006],12,1,"","","","",""
84,9457,[18227],"[7006,7157]",12,1,"","","","",""
