"rownum","ModsKey","AtlasModTiers"
0,9468,2
1,9469,2
2,9470,3
3,9471,2
4,9472,3
5,9473,2
6,9474,3
7,9475,2
8,9476,3
9,9477,2
10,9478,2
11,9479,3
12,9480,2
13,9481,3
14,9482,2
15,9483,3
16,9484,2
17,9485,3
18,9486,2
19,9487,3
20,9488,2
21,9489,3
22,9490,2
23,9491,2
24,9492,2
25,9493,2
26,9494,3
27,9495,2
28,9496,3
29,9497,2
30,9498,3
31,9499,2
32,9500,3
33,9501,2
34,9502,3
35,9503,2
36,9504,3
37,9505,2
38,9506,3
39,9507,2
40,9508,2
41,9509,3
42,9510,2
43,9511,3
44,9512,2
45,9513,3
46,9514,2
47,9515,3
48,9516,2
49,9517,3
50,9518,2
51,9519,3
52,9520,2
53,9521,3
54,9522,2
55,9523,3
56,9524,2
57,9525,3
58,9526,2
59,9527,3
60,9528,2
61,9529,3
62,9530,2
63,9531,3
64,9532,2
65,9533,3
66,9534,2
67,9535,3
68,9536,2
69,9537,3
70,9538,2
71,9539,3
72,9540,2
73,9541,3
74,9542,2
75,9543,3
76,9544,2
77,9545,3
78,9546,2
79,9547,3
80,9548,2
81,9549,3
82,9550,2
83,9551,3
84,9552,2
85,9553,3
86,9554,2
87,9555,3
88,9556,2
89,9557,3
90,9558,2
91,9559,3
92,9560,2
93,9561,3
94,9562,2
95,9563,3
96,9564,2
97,9565,3
98,9566,2
99,9567,3
100,9568,2
101,9569,2
102,9570,2
103,9571,3
104,9572,3
105,9573,3
106,9574,2
107,9575,3
108,9576,2
109,9577,3
110,11177,2
111,11178,3
112,11188,2
113,11189,3
114,11192,2
115,11193,3
116,11194,2
117,11195,3
118,11196,2
119,11197,2
120,11198,2
121,11199,3
122,11200,2
123,11201,3
124,11202,2
125,11203,2
126,11204,3
127,11207,2
128,11208,3
129,11292,2
130,11293,3
131,11417,2
132,11418,3
133,11327,2
134,11328,3
135,11366,2
136,11367,3
137,11543,2
138,11544,3
139,11539,2
140,11540,3
141,12467,2
142,12468,3
