"rownum","BaseItemTypesKey","BK2File","BoxId","BundleId","bool","string","string"
0,6781,"Art/Videos/LightDarkBox_Opening.bk2","","","","",""
1,6783,"Art/Videos/LightDarkBox_Opening.bk2","","","","",""
2,6778,"Art/Videos/LightDarkBox_Opening.bk2","","","","",""
3,6779,"Art/Videos/LightDarkBox_Opening.bk2","","","","",""
4,6785,"Art/Videos/LightDarkBox_Opening.bk2","","","","",""
5,6787,"Art/Videos/LightDarkBox_Opening.bk2","","","","",""
6,6789,"Art/Videos/LightDarkBox_Opening.bk2","","","","",""
7,6791,"Art/Videos/LightDarkBox_Opening.bk2","","","","",""
8,6793,"Art/Videos/LightDarkBox_Opening.bk2","","","","",""
9,6795,"Art/Videos/LightDarkBox_Opening.bk2","","","","",""
10,6797,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackChaosVsOrderBox","MysteryPackChaosVsOrderBoxBundle","","",""
11,6800,"Art/Videos/FireIceBox_Opening.bk2","MysteryPackFireAndIceBox","MysteryPackFireAndIceBoxBundle","","",""
12,6803,"Art/Videos/InnocenceSinBox_Opening.bk2","MysteryPackSinAndInnocenceBox","MysteryPackSinAndInnocenceBoxBundle","","",""
13,6806,"Art/Videos/MysteryBox_Opening_Apocalypse.bk2","MysteryPackApocalypseBox","MysteryPackApocalypseBoxBundle","","",""
14,6809,"Art/Videos/MysteryBox_Opening_Oriathan.bk2","MysteryPackOriathanBox","MysteryPackOriathanBoxBundle","","",""
15,6812,"Art/Videos/MysteryBox_Opening_Corsair .bk2","MysteryPackFairgravesBox","MysteryPackFairgravesBoxBundle","","",""
16,6815,"Art/Videos/MysteryBox_Opening_Darkwood.bk2","MysteryPackGlimmerwoodBox","MysteryPackGlimmerwoodBoxBundle","","",""
17,6818,"Art/Videos/MysteryBox_Opening_Frontier.bk2","MysteryPackFrontierBox","MysteryPackFrontierBoxBundle","","",""
18,6821,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackCircusBox","MysteryPackCircusBoxBundle","","",""
19,6826,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentChiyouBox","","","",""
20,6827,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentGoddessBox","","","",""
