"rownum","Id","[rid]","i32","i32","rid"
0,"divine_cry_weapon",[473],1,0,""
1,"divine_cry_weapon",[505],1,2,""
2,"divine_cry_weapon",[309],1,3,""
3,"storm_rain_beam",[478],3,0,""
4,"chain_strike",[187],3,0,""
5,"chain_strike",[480],3,1,""
6,"orb_of_storms",[760],1,0,""
7,"orb_of_storms",[69],1,1,""
8,"orb_of_storms",[481],1,2,""
9,"orb_of_storms",[649],1,1000,""
10,"exsanguinate_beam",[427],1,0,""
11,"exsanguinate_beam_lite",[472],1,0,""
12,"exsanguinate_beam",[482],1,1,""
13,"exsanguinate_beam_lite",[483],1,1,""
14,"exsanguinate_beam",[525],1,2,""
15,"exsanguinate_beam_lite",[526],1,2,""
16,"exsanguinate_beam",[608],1,1000,""
17,"exsanguinate_beam_lite",[609],1,1000,""
18,"earthshatter_spike_beam",[429],1,1,""
19,"earthshatter_spike_beam_ancestral",[430],1,1,11244
20,"arc",[3],1,0,""
21,"arc",[5],1,1,""
22,"arc",[4],1,2,""
23,"arc",[39],1,3,""
24,"arc",[6],1,4,""
25,"arc",[3],1,5,""
26,"arc",[96],1,6,""
27,"arc",[111],1,7,""
28,"arc",[201],1,8,""
29,"arc",[202],1,9,""
30,"arc",[229],1,10,""
31,"arc",[318],1,11,""
32,"arc",[499],1,12,""
33,"arc",[517],1,13,""
34,"arc",[230],1,14,""
35,"arc_explode",[788],1,0,""
36,"arc_explode",[788],1,1,""
37,"arc_explode",[788],1,2,""
38,"arc_explode",[788],1,3,""
39,"arc_explode",[788],1,4,""
40,"arc_explode",[788],1,5,""
41,"arc_explode",[788],1,6,""
42,"arc_explode",[788],1,7,""
43,"arc_explode",[788],1,8,""
44,"arc_explode",[788],1,9,""
45,"arc_explode",[789],1,10,""
46,"arc_explode",[788],1,11,""
47,"arc_explode",[788],1,12,""
48,"arc_explode",[788],1,13,""
49,"arc_explode",[788],1,14,""
50,"storm_brand_attached_beam",[113],3,0,""
51,"storm_brand_attached_beam",[199],3,1,""
52,"storm_brand_attached_beam",[501],3,2,""
53,"storm_brand_attack_beam",[114],3,0,""
54,"storm_brand_attack_beam",[200],3,1,""
55,"storm_brand_attack_beam",[502],3,2,""
56,"armageddon_attached_beam",[119],3,0,""
57,"armageddon_attached_beam",[501],3,2,""
58,"arcanist_brand_attached_beam",[267],3,0,""
59,"arcanist_brand_attached_beam",[501],3,2,""
60,"penance_brand_attached_beam",[269],3,0,""
61,"penance_brand_attached_beam",[501],3,2,""
62,"penance_brand_charge_beam",[270],3,0,""
63,"penance_brand_charge_beam",[503],3,2,""
64,"winter_brand_attached_beam",[277],3,0,""
65,"winter_brand_attached_beam",[501],3,2,""
66,"winter_brand_charge_beam",[288],3,0,""
67,"winter_brand_charge_beam",[504],3,2,""
68,"tempest_shield_beam",[26],1,0,""
69,"tempest_shield_beam",[518],1,1,""
70,"soul_link_beam",[506],1,0,""
71,"flame_link_beam",[507],1,0,""
72,"remora_link_beam",[508],1,0,""
73,"bulwark_link_beam",[509],1,0,""
74,"trigger_link_beam",[510],1,0,""
75,"critical_link_beam",[511],1,0,""
76,"brand_surge_cast_beam",[293],1,0,""
77,"brand_surge_cast_beam",[512],1,1,""
78,"brand_surge_cast_beam",[513],1,2,""
79,"crackling_lance_main_beam",[316],1,0,""
80,"crackling_lance_main_beam",[385],1,1,""
81,"crackling_lance_main_beam",[514],1,2,""
82,"crackling_lance_final_beam",[358],1,0,""
83,"crackling_lance_final_beam",[386],1,1,""
84,"crackling_lance_final_beam",[515],1,2,""
85,"toxic_rain_vine",[105],1,0,""
86,"toxic_rain_vine",[106],1,1,""
87,"toxic_rain_vine",[105],1,2,""
88,"toxic_rain_vine",[107],1,3,""
89,"toxic_rain_vine",[423],1,4,""
90,"toxic_rain_vine",[439],1,5,""
91,"toxic_rain_vine",[521],1,6,""
92,"toxic_rain_vine",[529],1,7,""
93,"toxic_rain_vine",[530],1,1000,""
94,"sentinel_beam_laser",[535],1,0,""
95,"sentinel_beam_laser",[536],1,1,""
96,"sentinel_beam_laser",[537],1,2,""
97,"laser_spears_beam",[523],1,0,""
98,"laser_spears_beam",[610],1,1,""
99,"ball_lightning_target",[19],1,0,""
100,"ball_lightning_target",[13],1,1,""
101,"ball_lightning_target",[27],1,2,""
102,"ball_lightning_target",[48],1,3,""
103,"ball_lightning_target",[72],1,4,""
104,"ball_lightning_target","[156,157,158]",1,5,""
105,"ball_lightning_target",[222],1,6,""
106,"ball_lightning_target","[156,157,158]",1,7,""
107,"ball_lightning_target",[280],1,8,""
108,"ball_lightning_target",[307],1,9,""
109,"ball_lightning_target",[354],1,10,""
110,"ball_lightning_target",[612],1,1000,""
111,"ball_lightning_target",[696],1,1001,""
112,"ball_lightning_ground",[20],1,0,""
113,"ball_lightning_ground",[20],1,1,""
114,"ball_lightning_ground",[20],1,2,""
115,"ball_lightning_ground",[49],1,3,""
116,"ball_lightning_ground",[72],1,4,""
117,"ball_lightning_ground","[156,157,158]",1,5,""
118,"ball_lightning_ground",[222],1,6,""
119,"ball_lightning_ground","[156,157,158]",1,7,""
120,"ball_lightning_ground",[281],1,8,""
121,"ball_lightning_ground",[308],1,9,""
122,"ball_lightning_ground",[355],1,10,""
123,"ball_lightning_ground",[612],1,1000,""
124,"ball_lightning_ground",[696],1,1001,""
125,"monster_soulrend_beam",[160],1,0,""
126,"monster_soulrend_beam",[196],1,1,""
127,"monster_soulrend_beam",[442],1,1000,""
