"rownum","rid","rid","rid"
0,1707,16995,13806
1,1704,16995,13806
2,1703,16995,13806
3,1708,16995,13806
4,1702,16995,13806
5,1706,16995,13806
6,1705,16995,13806
7,1666,16995,13805
8,1668,16995,13805
9,1671,16995,13805
10,1673,16995,13805
11,1674,16995,13804
12,1670,16995,13805
13,1669,16995,13804
14,1667,16995,13804
15,1672,16995,13804
16,884,16995,13806
17,885,16995,13806
18,886,16995,13807
19,887,16995,13806
20,888,16995,13805
21,889,16995,13805
22,890,16995,13805
23,891,16995,13804
24,892,16995,13804
25,893,16995,13804
26,0,16995,13803
27,33,16995,13803
28,111,16995,13804
29,7,16995,13804
30,11,16995,13803
31,8,16995,13803
32,15,16995,13804
33,1131,16995,13806
34,115,16995,13805
35,114,16995,13804
36,35,16995,13807
37,116,16995,13806
38,54,16995,13807
39,22,16995,13803
40,21,16995,13803
41,20,16995,13803
42,53,16995,13807
43,4,16995,13806
44,3,16995,13805
45,112,16995,13804
46,12,16995,13803
47,27,16995,13804
48,28,16995,13807
49,110,16995,13806
50,1218,16995,13806
51,17,16995,13803
52,9,16995,13803
53,26,16995,13807
54,29,16995,13803
55,191,16995,13806
56,192,16995,13806
57,193,16995,13806
58,194,16995,13805
59,195,16995,13805
60,196,16995,13805
61,197,16995,13805
62,198,16995,13804
63,199,16995,13804
64,200,16995,13804
65,201,16995,13804
66,202,16995,13804
67,1217,16995,13805
68,141,16995,13805
69,143,16995,13805
70,146,16995,13805
71,144,16995,13805
72,142,16995,13805
73,145,16995,13805
74,148,16995,13807
75,147,16995,13806
76,149,16995,13805
77,762,16995,13806
78,732,16995,13806
79,746,16995,13806
80,716,16995,13806
81,748,16995,13806
82,718,16995,13806
83,760,16995,13806
84,730,16995,13807
85,763,16995,13806
86,733,16995,13806
87,756,16995,13806
88,726,16995,13806
89,751,16995,13806
90,721,16995,13806
91,754,16995,13806
92,724,16995,13806
93,772,16995,13806
94,742,16995,13806
95,747,16995,13806
96,717,16995,13806
97,764,16995,13806
98,734,16995,13806
99,757,16995,13806
100,727,16995,13806
101,766,16995,13806
102,736,16995,13806
103,768,16995,13806
104,738,16995,13806
105,767,16995,13806
106,769,16995,13806
107,739,16995,13806
108,737,16995,13806
109,750,16995,13806
110,720,16995,13806
111,753,16995,13806
112,723,16995,13806
113,744,16995,13806
114,752,16995,13806
115,722,16995,13806
116,714,16995,13806
117,755,16995,13806
118,725,16995,13806
119,773,16995,13806
120,743,16995,13806
121,745,16995,13806
122,759,16995,13806
123,729,16995,13806
124,715,16995,13806
125,765,16995,13806
126,735,16995,13806
127,771,16995,13806
128,741,16995,13806
129,770,16995,13806
130,740,16995,13806
131,761,16995,13806
132,731,16995,13806
133,758,16995,13806
134,728,16995,13806
135,749,16995,13806
136,719,16995,13806
137,2,16995,13803
138,1230,16995,13806
139,1228,16995,13806
140,1231,16995,13807
141,1225,16995,13805
142,1224,16995,13805
143,1223,16995,13805
144,1226,16995,13806
145,1229,16995,13805
146,1227,16995,13806
147,55,16995,13807
148,56,16995,13807
149,206,16995,13806
150,207,16995,13806
151,208,16995,13806
152,204,16995,13806
153,205,16995,13806
154,203,16995,13807
155,19,16995,13805
156,128,16995,13807
157,117,16995,13807
158,18,16995,13803
159,1675,16995,13805
160,1216,16995,13804
161,1654,16995,13806
162,1656,16995,13806
163,219,16995,13807
164,218,16995,13806
165,217,16995,13805
166,216,16995,13804
167,215,16995,13807
168,214,16995,13806
169,213,16995,13805
170,212,16995,13804
171,1655,16995,13806
172,125,16995,13807
173,6,16995,13807
174,168,16995,13805
175,162,16995,13805
176,166,16995,13805
177,174,16995,13806
178,172,16995,13805
179,164,16995,13806
180,153,16995,13805
181,170,16995,13807
182,163,16995,13806
183,161,16995,13805
184,173,16995,13806
185,152,16995,13805
186,155,16995,13805
187,167,16995,13807
188,150,16995,13805
189,165,16995,13805
190,158,16995,13805
191,156,16995,13805
192,171,16995,13805
193,151,16995,13805
194,154,16995,13805
195,159,16995,13805
196,157,16995,13805
197,160,16995,13805
198,169,16995,13805
199,42,16995,13805
200,13,16995,13804
201,220,16995,13807
202,102,16995,13805
203,101,16995,13805
204,99,16995,13805
205,100,16995,13806
206,103,16995,13807
207,10,16995,13805
208,5,16995,13804
209,14,16995,13806
210,16,16995,13803
211,209,16995,13807
212,935,16995,13807
213,934,16995,13807
214,932,16995,13807
215,933,16995,13807
216,931,16995,13807
217,1723,16995,13806
218,1724,16995,13807
219,1725,16995,13806
220,1726,16995,13807
