"rownum","Strongbox","rid_16","AOFile"
0,0,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiBlacksmithStrongbox01.ao"
1,1,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiBlacksmithStrongbox01.ao"
2,2,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiBlacksmithStrongbox01.ao"
3,3,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiBlacksmithStrongbox01.ao"
4,4,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiDivinersStrongbox01.ao"
5,5,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiDivinersStrongbox01.ao"
6,6,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiDivinersStrongbox01.ao"
7,7,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiDivinersStrongbox01.ao"
8,8,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiArmourerStrongbox01.ao"
9,9,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiArmourerStrongbox01.ao"
10,10,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiArmourerStrongbox01.ao"
11,11,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiArmourerStrongbox01.ao"
12,12,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiJewellersStrongbox01.ao"
13,13,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiJewellersStrongbox01.ao"
14,14,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiJewellersStrongbox01.ao"
15,15,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiJewellersStrongbox01.ao"
16,16,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiArcanistStrongbox01.ao"
17,17,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiArcanistStrongbox01.ao"
18,18,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiArcanistStrongbox01.ao"
19,19,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiArcanistStrongbox01.ao"
20,20,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiCartographersStrongbox01.ao"
21,21,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiCartographersStrongbox01.ao"
22,22,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiLargeStrongbox01.ao"
23,23,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiLargeStrongbox01.ao"
24,24,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiLargeStrongbox01.ao"
25,25,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiLargeStrongbox01.ao"
26,26,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiBasicStrongbox01.ao"
27,27,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiBasicStrongbox01.ao"
28,28,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiBasicStrongbox01.ao"
29,29,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiBasicStrongbox01.ao"
30,31,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiOrnateStrongbox01.ao"
31,32,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiOrnateStrongbox01.ao"
32,33,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiOrnateStrongbox01.ao"
33,34,1161,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Karui/KaruiOrnateStrongbox01.ao"
34,0,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
35,1,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
36,2,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
37,3,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
38,4,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethDivinersStrongbox.ao"
39,5,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethDivinersStrongbox.ao"
40,6,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethDivinersStrongbox.ao"
41,7,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethDivinersStrongbox.ao"
42,8,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArmourersStrongbox.ao"
43,9,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArmourersStrongbox.ao"
44,10,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArmourersStrongbox.ao"
45,11,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArmourersStrongbox.ao"
46,12,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethJewellersStrongbox.ao"
47,13,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethJewellersStrongbox.ao"
48,14,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethJewellersStrongbox.ao"
49,15,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethJewellersStrongbox.ao"
50,16,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArcanistStrongbox.ao"
51,17,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArcanistStrongbox.ao"
52,18,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArcanistStrongbox.ao"
53,19,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArcanistStrongbox.ao"
54,20,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethCartographersStrongbox.ao"
55,21,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethCartographersStrongbox.ao"
56,22,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethLargeStrongbox.ao"
57,23,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethLargeStrongbox.ao"
58,24,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethLargeStrongbox.ao"
59,25,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethLargeStrongbox.ao"
60,26,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
61,27,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
62,28,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
63,29,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
64,31,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethOrnateStrongbox.ao"
65,32,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethOrnateStrongbox.ao"
66,33,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethOrnateStrongbox.ao"
67,34,33,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethOrnateStrongbox.ao"
68,0,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBlacksmithStrongbox01.ao"
69,1,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBlacksmithStrongbox01.ao"
70,2,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBlacksmithStrongbox01.ao"
71,3,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBlacksmithStrongbox01.ao"
72,4,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalDivinersStrongbox01.ao"
73,5,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalDivinersStrongbox01.ao"
74,6,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalDivinersStrongbox01.ao"
75,7,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalDivinersStrongbox01.ao"
76,8,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArmourerStrongbox01.ao"
