"rownum","StatsKey","bool_16","bool_17","bool_18","bool_19"
0,23,"","",1,""
1,11770,1,"",1,""
2,11771,1,"",1,""
3,11774,1,"",1,""
4,11775,1,"",1,""
5,11772,1,"",1,""
6,11773,1,"",1,""
7,11776,1,"",1,""
8,11777,1,"",1,""
9,11778,1,"","",""
10,444,1,"","",""
11,11779,1,"","",""
12,1352,"","",1,""
13,4757,"","",1,""
14,24,"","",1,""
15,538,"","",1,""
16,11639,"","","",1
17,11640,"","","",1
18,11747,"","",1,""
19,11748,"","",1,""
20,11641,"","","",1
21,11749,"","",1,""
22,11750,"","",1,""
23,11751,"","",1,""
24,11752,"","",1,""
25,11753,"","",1,""
26,11754,"","",1,""
27,11755,"","",1,""
28,11756,"","",1,""
29,11757,"","",1,""
30,11758,"","",1,""
31,11759,"","",1,""
32,11760,"","",1,""
33,11767,"","",1,""
34,11764,"","",1,""
35,11766,"","",1,""
36,11769,"","",1,""
37,11768,"","",1,""
38,11765,"","",1,""
39,11787,"","",1,""
40,11788,"","",1,""
41,11789,"","",1,""
42,11790,"","",1,""
43,11791,"","",1,""
44,11792,"","",1,""
45,11793,"","",1,""
46,11794,"","",1,""
47,11795,"","",1,""
48,11796,"","",1,""
49,11797,"","",1,""
50,11798,"","",1,""
51,11799,"","",1,""
52,11600,"","","",1
53,11601,"","","",1
54,11602,"","","",1
55,11801,"","","",1
56,11642,"","","",1
57,11607,"","","",1
58,11606,"","","",1
59,12274,"","","",1
60,12275,"","","",1
61,12276,"","","",1
62,12278,1,"",1,""
63,12279,1,"",1,""
64,12280,1,"",1,""
65,12281,1,"",1,""
66,12161,1,"",1,""
67,12282,"",1,"",""
68,12283,"","","",1
69,12284,"","","",1
70,12285,"","",1,""
71,12286,"","",1,""
72,12287,"","",1,""
73,12288,"","",1,""
74,12289,"","",1,""
75,12290,"","",1,""
76,12291,"","","",1
77,12292,"","","",1
78,12293,"","","",1
79,12294,"","","",1
80,12295,"","","",1
81,12296,"","","",1
82,12297,"","","",1
83,12298,"","","",1
84,12299,"","","",1
85,12300,"","",1,""
86,12301,"","",1,""
87,12302,"","",1,""
88,12303,"","",1,""
89,12304,"","",1,""
90,12305,"","",1,""
91,12306,"","",1,""
92,12307,"","",1,""
93,12308,"","",1,""
94,12309,"",1,"",""
95,12324,"","","",1
96,12325,"","","",1
97,12330,"","",1,""
98,12331,"","",1,""
99,12332,"","",1,""
100,12333,"","",1,""
101,12334,"","",1,""
102,12335,"","",1,""
103,12336,"","",1,""
104,12337,"","",1,""
105,12338,"","",1,""
106,12005,"","","",1
107,12006,"","","",1
108,12405,"","","",""
109,12008,"","","",1
110,11604,"","","",1
111,12007,"","","",""
112,12406,"",1,"",""
113,12407,"","","",1
114,12408,"","","",1
115,12409,"","","",1
116,12410,"","","",1
117,12413,"","",1,""
118,11944,"","","",1
119,11945,"","","",1
120,11977,"","","",1
121,11978,"","","",1
122,11979,"","","",1
123,11982,"","","",1
124,11983,"","","",1
125,11984,"","","",1
126,11985,"","","",1
127,11986,"","","",1
128,11987,"","","",1
129,11988,"","","",1
130,11989,"","","",1
131,11990,"","","",1
132,11991,"","","",1
133,11992,"","","",1
134,12443,"","","",1
