"rownum","Id"
0,"IncreasedLife"
1,"IncreasedMana"
2,"IncreasedEnergyShield"
3,"FireDamage"
4,"ColdDamage"
5,"LightningDamage"
6,"PhysicalDamage"
7,"LifeLeech"
8,"ManaLeech"
9,"LocalIncreasedPhysicalDamagePercentAndAccuracyRating"
10,"AdditionalArrows"
11,"AdditionalAmmo"
12,"Knockback"
13,"CannotBeFrozen"
14,"CannotBeSlowedBelowValue"
15,"ShieldArmourIncrease"
16,"IncreasedQuality"
17,"IncreasedShieldBlockPercentage"
18,"IncreasedShieldBlockPercentageAndStunRecovery"
19,"IncreasedShieldBlockPercentageAndStunThreshold"
20,"IncreasedBucklerDeflectPercentage"
21,"IncreasedBucklerDeflectPercentageAndStunRecovery"
22,"IncreasedBucklerDeflectPercentageAndStunThreshold"
23,"IncreasedEvasionRating"
24,"IncreasedPhysicalDamageReductionRating"
25,"SpellDamage"
26,"ReducedAilmentDuration"
27,"ReducedChillDuration"
28,"ReducedFreezeDuration"
29,"ReducedBurnDuration"
30,"LocalEvasionRatingAndStunRecoveryIncreasePercent"
31,"LocalPhysicalDamageReductionRatingAndStunRecoveryPercent"
32,"LocalEnergyShieldAndStunRecoveryPercent"
33,"ReducedShockDuration"
34,"ReducedStunDuration"
35,"IncreasedCastSpeed"
36,"AlliesIncreasedCastSpeed"
37,"IncreasedAttackSpeed"
38,"IncreasedAccuracy"
39,"RepeatAttack"
40,"LifeRegeneration"
41,"ManaRegeneration"
42,"Surrounded"
43,"EnergyShieldRegeneration"
44,"ArrowSpeed"
45,"StunDurationIncreasePercent"
46,"ChanceToPierce"
47,"StunRecovery"
48,"FireResistance"
49,"ColdResistance"
50,"LightningResistance"
51,"FireResistancePrefix"
52,"ColdResistancePrefix"
53,"LightningResistancePrefix"
54,"LocalIncreasedSpirit"
55,"LocalIncreasedSpiritPercent"
56,"LocalIncreasedSpiritAndMana"
57,"BaseSpirit"
58,"CannotDie"
59,"AllResistances"
60,"AllResistancesWithChaos"
61,"ArrowPierce"
62,"MovementVelocity"
63,"ItemFoundQuantityIncrease"
64,"ItemFoundRarityIncrease"
65,"EnergyShieldDelay"
66,"FireDamagePercentage"
67,"FireDamagePercentagePrefix"
68,"ColdDamagePercentage"
69,"ColdDamagePercentagePrefix"
70,"LightningDamagePercentage"
71,"LightningDamagePercentagePrefix"
72,"Other"
73,"MonsterDamage"
74,"MonsterDamageLifeIncrease"
75,"MonsterDroppedItemQuantity"
76,"MonsterDroppedItemRarity"
77,"MonsterSlainExperience"
78,"MonsterSlainExperienceIncreaseFinal"
