"rownum","Id","Area","RequiredStats","IgnoreStats","RequiredTag","IgnoreTag","MinLevel","MaxLevel","TagStats","Tags","i32_128"
0,"TestConditionTag","",[],[],[1074],[],1,100,[],[],0
1,"TestConditionIgnoreTag","",[],[],[],[1074],1,100,[],[],0
2,"TestConditionStat","",[7865],[],[],[],1,100,[],[],0
3,"TestConditionIgnoreStats","",[],[7865],[],[],1,100,[],[],0
4,"TestConditionArea",289,[],[],[],[],1,100,[],[],0
5,"TestConditionLevel","",[],[],[],[],60,65,[],[],0
6,"CorruptedMap","",[2464],[],[],[],1,100,[],[],0
7,"CorruptedWaystone","",[26883],[],[],[],1,100,[],[],0
8,"CoalescedCorruption","","[2464,2292]",[],[],[],1,100,[],[],0
9,"CorruptedNexus","","[2464,2292,21809]",[],[],[],1,100,[],[],0
10,"Cleansed","",[21935],[],[],[],1,100,[],[],0
11,"BiomeIsWater","",[25856],[],[1070],[],1,100,[],[],2
12,"BiomeIsMountain","",[25857],[],[1071],[],1,100,[],[],2
13,"BiomeIsGrass","",[25858],[],[1072],[],1,100,[],[],2
14,"BiomeIsForest","",[25859],[],[1073],[],1,100,[],[],2
15,"BiomeIsSwamp","",[25860],[],[1074],[],1,100,[],[],2
16,"BiomeIsDesert","",[25861],[],[1075],[],1,100,[],[],2
17,"BiomeIsEzomyteCity","",[25862],[],[1076],[],1,100,[],[],2
18,"BiomeIsFaridunCity","",[25863],[],[1077],[],1,100,[],[],2
19,"BiomeIsVaalCity","",[25864],[],[1078],[],1,100,[],[],2
20,"BiomeIsCity","",[],[],[],[],1,100,"[25862,25863,25864]","[1078,1076,1077]",2
21,"BiomeIsNotCity","",[],"[25862,25863,25864]",[],"[1078,1076,1077]",1,100,[],[],0
22,"MapUniqueMerchant03_Beach",348,[],[],[],[],1,100,[],[],0
23,"MapUniqueMerchant03_Tropical",349,[],[],[],[],1,100,[],[],0
24,"MapUniqueMerchant03_Raft",350,[],[],[],[],1,100,[],[],0
25,"MapUniqueSelenite",341,[],[],[],[],1,100,[],[],0
26,"MapUniqueUntaintedParadise",336,[],[],[],[],1,100,[],[],0
27,"IsMarakethCultureArea","",[],[],[1222],[],1,100,[],[],0
28,"IsVaalCultureArea","",[],[],[1223],[],1,100,[],[],0
29,"IsNeutralCultureArea","",[],[],[1224],[],1,100,[],[],0
30,"IsKaruiCultureArea","",[],[],[1225],[],1,100,[],[],0
31,"IsEzomyteCultureArea","",[],[],[1226],[],1,100,[],[],0
32,"IsTwilightOrderCultureArea","",[],[],[1227],[],1,100,[],[],0
33,"IsPrecursorCultureArea","",[],[],[1228],[],1,100,[],[],0
34,"IsOriathanCultureArea","",[],[],[1230],[],1,100,[],[],0
35,"IsCarverCultureArea","",[],[],[1231],[],1,100,[],[],0
36,"IsLostMenCultureArea","",[],[],[1232],[],1,100,[],[],0
37,"IsFaridunCultureArea","",[],[],[1233],[],1,100,[],[],0
38,"MapUniqueLake",340,[],[],[],[],1,100,[],[],0
39,"HasMapbossAugment","",[24969],[],[],[],1,100,[],[],0
40,"HasBreachAugment","",[24970],[],[],[],1,100,[],[],0
41,"HasExpeditionAugment","",[24971],[],[],[],1,100,[],[],0
42,"HasDeliriumAugment","",[24972],[],[],[],1,100,[],[],0
43,"HasRitualAugment","",[24973],[],[],[],1,100,[],[],0
44,"HasGenericAugment","",[24974],[],[],[],1,100,[],[],0
45,"HasAbyssAugment","",[24975],[],[],[],1,100,[],[],0
46,"HasIncursionAugment","",[24976],[],[],[],1,100,[],[],0
47,"NoMapbossAugment","",[],[24969],[],[],1,100,[],[],0
48,"NoBreachAugment","",[],[24970],[],[],1,100,[],[],0
49,"NoExpeditionAugment","",[],[24971],[],[],1,100,[],[],0
50,"NoDeliriumAugment","",[],[24972],[],[],1,100,[],[],0
51,"NoRitualAugment","",[],[24973],[],[],1,100,[],[],0
52,"NoGenericAugment","",[],[24974],[],[],1,100,[],[],0
53,"NoAbyssAugment","",[],[24975],[],[],1,100,[],[],0
54,"NoIncursionAugment","",[],[24976],[],[],1,100,[],[],0
55,"NoAbyssAugmentNoOverrun","",[],"[24975,22823]",[],[],1,100,[],[],0
56,"HasStat_map_monsters_%_all_damage_to_gain_as_fire","",[19619],[],[],[],1,100,[],[],0
57,"HasStat_map_monsters_%_all_damage_to_gain_as_cold","",[19620],[],[],[],1,100,[],[],0
58,"HasStat_map_monsters_%_all_damage_to_gain_as_lightning","",[19621],[],[],[],1,100,[],[],0
59,"HasStat_map_monsters_damage_+%","",[996],[],[],[],1,100,[],[],0
60,"HasStat_map_monster_attack_cast_and_movement_speed_+%","",[5423],[],[],[],1,100,[],[],0
61,"HasStat_map_monsters_critical_strike_chance_+%","",[3135],[],[],[],1,100,[],[],0
62,"HasStat_map_monsters_life_+%","",[995],[],[],[],1,100,[],[],0
63,"HasStat_map_monsters_additional_elemental_resistance","",[5098],[],[],[],1,100,[],[],0
64,"HasStat_map_monsters_chance_to_poison_on_hit_%","",[19627],[],[],[],1,100,[],[],0
65,"HasStat_map_monsters_chance_to_inflict_bleeding_%","",[19628],[],[],[],1,100,[],[],0
66,"HasStat_map_monsters_stun_threshold_+%","",[19629],[],[],[],1,100,[],[],0
67,"HasStat_map_monsters_ailment_threshold_+%","",[19630],[],[],[],1,100,[],[],0
68,"HasStat_map_monsters_armour_break_physical_damage_%_dealt_as_armour_break","",[19990],[],[],[],1,100,[],[],0
69,"HasStat_map_monsters_accuracy_rating_+%","",[5067],[],[],[],1,100,[],[],0
70,"HasStat_map_monsters_%_all_damage_to_gain_as_chaos","",[19622],[],[],[],1,100,[],[],0
71,"HasStat_map_monsters_hit_damage_stun_multiplier_+%","",[19626],[],[],[],1,100,[],[],0
72,"HasStat_map_monsters_elemental_ailment_chance_+%","",[24816],[],[],[],1,100,[],[],0
73,"HasStat_map_monsters_additional_number_of_projecitles","",[1002],[],[],[],1,100,[],[],0
74,"HasStat_map_base_ground_fire_damage_to_deal_per_10_seconds","",[10095],[],[],[],1,100,[],[],0
75,"HasStat_map_ground_ice_base_magnitude","",[10096],[],[],[],1,100,[],[],0
76,"HasStat_map_ground_lightning","",[1976],[],[],[],1,100,[],[],0
77,"HasStat_map_monsters_penetrate_elemental_resistances_%","",[7886],[],[],[],1,100,[],[],0
78,"HasStat_map_additional_player_maximum_resistances_%","",[1014],[],[],[],1,100,[],[],0
79,"HasStat_map_player_charges_gained_+%","",[5054],[],[],[],1,100,[],[],0
80,"HasStat_map_player_life_and_es_recovery_speed_+%_final","",[5075],[],[],[],1,100,[],[],0
81,"HasStat_map_player_cooldown_speed_+%_final","",[14489],[],[],[],1,100,[],[],0
82,"HasStat_map_monsters_base_self_critical_strike_multiplier_-%","",[3785],[],[],[],1,100,[],[],0
83,"HasStat_map_monsters_curse_effect_on_self_+%_final","",[5056],[],[],[],1,100,[],[],0
84,"HasStat_map_monsters_steal_charges","",[4734],[],[],[],1,100,[],[],0
85,"PowerfulMapBoss","",[19543],[],[],[],1,100,[],[],0
86,"InvadedByFaridun","",[25871],[25863],[],[],1,100,[],[],0
87,"InvadedByEzomyte","",[25872],[25862],[],[],1,100,[],[],0
88,"InvadedByVaal","",[25873],[25864],[],[],1,100,[],[],0
89,"DeliriumGigaMirror","",[24918],[],[],[],1,100,[],[],0
90,"DeliriumSimulacrum",400,[],[],[],[],1,100,[],[],0
91,"PinnacleBoss","",[25878],[],[],[],1,100,[],[],0
92,"IncursionTemple",424,[],[],[],[],1,100,[],[],0
93,"MapArea","",[9369],[],[],[],1,100,[],[],0
94,"OnlyMapbossAugment","",[24969],"[24970,24971,24972,24973,24974,24975,24976]",[],[],1,100,[],[],0
95,"OnlyBreachAugment","",[24970],"[24969,24971,24972,24973,24974,24975,24976]",[],[],1,100,[],[],0
96,"OnlyExpeditionAugment","",[24971],"[24969,24970,24972,24973,24974,24975,24976]",[],[],1,100,[],[],0
97,"OnlyDeliriumAugment","",[24972],"[24969,24970,24971,24973,24974,24975,24976]",[],[],1,100,[],[],0
98,"OnlyRitualAugment","",[24973],"[24969,24970,24971,24972,24974,24975,24976]",[],[],1,100,[],[],0
99,"OnlyGenericAugment","",[24974],"[24969,24970,24971,24972,24973,24975,24976]",[],[],1,100,[],[],0
100,"OnlyAbyssAugment","",[24975],"[24969,24970,24971,24972,24973,24974,24976]",[],[],1,100,[],[],0
101,"OnlyIncursionAugment","",[24976],"[24969,24970,24971,24972,24973,24974,24975]",[],[],1,100,[],[],0
