"rownum","BaseItemType","Cost"
0,2,25
1,27,25
2,13,273
3,14,273
4,15,273
5,24,273
6,25,273
7,26,273
8,10,273
9,9,273
10,3,273
11,4,273
12,5,273
13,52,273
14,37,273
15,21,273
16,22,273
17,23,273
18,18,273
19,19,273
20,20,273
21,36,273
22,196,273
23,7,273
24,8,273
25,30,273
26,32,273
27,33,273
28,34,273
29,35,273
30,6,273
31,0,273
32,1,273
33,28,273
34,29,273
35,203,273
36,277,273
37,278,273
38,279,273
39,280,273
40,281,273
41,282,273
42,283,273
43,284,273
44,285,273
45,286,273
46,287,273
47,288,273
48,289,273
49,290,273
50,291,273
51,292,273
52,293,273
53,294,273
54,295,273
55,296,273
56,297,273
57,298,273
58,299,273
59,300,273
60,301,273
61,302,273
62,623,273
63,624,273
64,625,273
65,626,273
66,627,273
67,628,273
68,629,273
69,630,273
70,631,273
71,632,273
72,633,204
73,634,204
74,635,204
75,636,204
76,637,204
77,638,204
78,639,204
79,640,204
80,641,204
81,642,204
82,643,341
83,644,341
84,645,341
85,646,341
86,647,341
87,648,341
88,649,341
89,650,341
90,651,341
91,652,341
92,678,341
93,679,341
94,680,341
95,681,341
96,682,341
97,683,341
98,684,341
99,685,341
100,686,341
101,687,341
102,688,341
103,689,341
104,690,341
105,691,341
106,692,341
107,693,341
108,694,341
109,695,341
110,696,341
111,697,341
112,698,341
113,699,341
114,700,341
115,701,341
116,702,341
117,703,341
118,739,341
119,740,341
120,741,341
121,742,341
122,743,341
123,744,341
124,745,341
125,746,341
126,747,341
127,748,341
128,749,341
129,750,341
130,751,341
131,752,341
132,753,341
133,724,341
134,725,341
135,726,341
136,727,341
137,728,341
138,729,341
139,730,341
140,731,341
141,732,341
142,733,341
143,734,341
144,735,341
145,736,341
146,737,341
147,738,341
148,663,204
149,664,273
150,665,341
151,667,204
152,668,273
153,669,341
154,671,204
155,672,273
156,673,341
157,675,204
158,676,273
159,677,341
160,754,341
161,755,341
162,756,341
163,757,341
164,758,341
165,759,341
166,760,341
167,761,341
168,762,341
169,763,341
170,764,341
171,704,341
172,705,341
173,706,341
174,707,341
175,708,341
176,709,341
177,710,341
178,711,341
179,712,341
180,713,341
181,714,341
182,715,341
183,716,341
184,717,341
185,718,341
186,719,341
187,720,341
188,721,341
189,722,341
190,723,341
191,5068,204
192,5069,273
193,5070,341
194,5071,341
195,5072,204
196,5073,273
197,5074,341
198,5075,341
199,5076,341
200,5077,341
201,5078,341
202,5079,341
203,5080,341
204,5081,341
205,5082,341
206,5083,341
207,5084,341
208,5085,341
209,5086,341
210,5087,341
211,5088,341
212,5089,341
213,5090,341
214,5091,341
215,5092,341
216,5097,341
217,5098,341
218,5099,341
219,5100,341
220,5101,341
221,5102,341
222,5103,341
223,5104,341
224,5105,341
225,5106,341
226,5107,341
227,5108,341
228,5109,341
229,5110,341
230,5111,341
231,5112,341
232,5113,341
233,5114,341
234,5115,341
235,5116,341
236,5117,341
237,5118,341
238,5119,341
239,5120,341
240,5121,341
241,5122,341
242,5123,341
243,5124,341
244,5125,341
245,5126,341
246,5127,341
247,5128,341
248,5129,341
249,5130,341
250,653,341
251,654,341
252,655,341
253,656,341
254,657,341
255,658,341
256,659,341
257,660,341
258,661,341
259,662,341
260,666,341
261,670,341
262,674,341
263,5093,341
264,5094,341
265,5095,341
266,5096,341
267,781,455
268,5132,455
269,5133,455
270,5134,455
271,5135,455
272,5136,455
273,5137,455
274,5138,455
275,5139,455
276,5140,455
277,5141,1500
278,5142,455
279,5143,455
280,5144,455
281,5145,455
282,5146,455
283,5147,455
284,5148,455
285,5149,455
286,5150,455
287,5151,455
288,5152,455
289,5153,455
290,5154,455
291,5155,455
292,5156,455
293,5157,455
294,5158,455
295,5159,455
296,5160,455
297,5161,455
298,5162,455
299,5163,455
300,5164,455
301,5165,455
302,5166,455
303,5167,455
304,5168,455
305,5169,455
306,5170,455
307,5171,455
308,5172,455
309,5173,455
310,5174,455
311,5175,455
312,5176,455
313,5177,455
314,5178,455
315,5179,455
316,5180,455
317,5181,455
318,5182,455
319,5183,455
320,5184,455
321,5185,455
322,5186,455
323,5187,455
324,5188,455
325,5189,455
326,5190,455
327,5191,455
328,5192,455
329,5193,455
330,5194,455
331,5195,455
332,5196,455
333,5197,455
334,5198,455
335,5199,455
336,5200,455
337,5201,455
338,5202,455
339,5203,455
340,5204,455
341,1937,33
342,1938,86
343,1939,191
344,1940,341
345,1941,409
346,1942,540
347,1943,727
348,1944,953
349,1945,1325
350,1946,1490
351,1947,1798
352,1948,1934
353,1949,2478
354,1950,2448
355,1951,2780
356,1952,3144
357,1953,3221
358,1954,3299
359,1955,3144
360,1956,3221
361,1957,3561
362,1958,48
363,1959,124
364,1960,278
365,1961,496
366,1962,596
367,1963,786
368,1964,1058
369,1965,1447
370,1966,1928
371,1967,2339
372,1968,2615
373,1969,2814
374,1970,3605
375,1971,3561
376,1972,4044
377,1973,4573
378,1974,4684
379,1975,4798
380,1976,4573
381,1977,4573
382,1978,4684
383,1979,33
384,1980,61
385,1981,169
386,1982,341
387,1983,459
388,1984,540
389,1985,727
390,1986,995
391,1987,1325
392,1988,1669
393,1989,1798
394,1990,2006
395,1991,2478
396,1992,2448
397,1993,2780
398,1994,3144
399,1995,3221
400,1996,3299
401,1997,3144
402,1998,3221
403,1999,3561
404,2000,48
405,2001,89
406,2002,246
407,2003,496
408,2004,596
409,2005,827
410,2006,1058
411,2007,1386
412,2008,1928
413,2009,2167
414,2010,2615
415,2011,3246
416,2012,3605
417,2013,3561
418,2014,4044
419,2015,4573
420,2016,4684
421,2017,4798
422,2018,4573
423,2019,4573
424,2020,4684
425,2021,33
426,2022,61
427,2023,169
428,2024,341
429,2025,459
430,2026,540
431,2027,727
432,2028,912
433,2029,1325
434,2030,1433
435,2031,1798
436,2032,2006
437,2033,2478
438,2041,48
439,2042,89
440,2043,278
441,2044,496
442,2045,596
443,2046,786
444,2047,1058
445,2048,1447
446,2049,1928
447,2050,2167
448,2051,2615
449,2052,2814
450,2053,3605
451,2054,33
452,2055,73
453,2056,169
454,2057,341
455,2058,459
456,2059,569
457,2060,727
458,2061,953
459,2062,1325
460,2063,1548
461,2064,1798
462,2065,2232
463,2066,2478
464,2067,33
465,2068,86
466,2069,215
467,2070,341
468,2071,409
469,2072,569
470,2073,727
471,2074,1038
472,2075,1325
473,2076,1608
474,2077,1798
475,2078,1934
476,2079,2478
477,2080,33
478,2081,86
479,2082,215
480,2083,341
481,2084,459
482,2085,512
483,2086,727
484,2087,953
485,2088,1325
486,2089,1548
487,2090,1798
488,2091,2006
489,2092,2478
490,2093,2448
491,2094,2780
492,2095,3144
493,2096,3221
494,2097,3299
495,2098,3144
496,2099,3221
497,2100,3561
498,2101,48
499,2102,89
500,2103,278
501,2104,496
502,2105,596
503,2106,745
504,2107,1058
505,2108,1270
506,2109,1928
507,2110,2252
508,2111,2615
509,2112,2917
510,2113,3605
511,2114,33
512,2115,86
513,2116,191
514,2117,341
515,2118,409
516,2119,540
517,2120,727
518,2121,912
519,2122,1325
520,2123,1490
521,2124,1798
522,2125,2006
523,2126,2478
524,2127,2448
525,2128,2780
526,2129,3144
527,2130,3221
528,2131,3299
529,2132,3144
530,2133,3221
531,2134,3561
532,2135,10
533,2136,10
534,2137,10
535,2138,10
536,2139,10
537,2140,10
538,2141,10
539,2142,10
540,2143,10
541,2144,10
542,2145,10
543,2146,10
544,2147,10
545,2153,15
546,2154,15
547,2155,15
548,2156,15
549,2157,15
550,2158,15
551,2159,15
552,2160,15
553,2161,15
554,2162,15
555,2163,15
556,2164,15
557,2165,15
558,2166,15
559,2167,15
560,2168,15
561,2169,15
562,2170,15
563,2171,33
564,2172,73
565,2173,191
566,2174,341
567,2175,409
568,2176,540
569,2177,727
570,2178,1038
571,2179,1325
572,2180,1669
573,2181,1798
574,2182,2079
575,2183,2478
576,2184,48
577,2185,89
578,2186,246
579,2187,497
580,2188,633
581,2189,873
582,2190,1217
583,2191,1513
584,2192,2011
585,2193,2258
586,2194,2623
587,2195,3032
588,2196,3615
589,2197,10
590,2198,10
591,2199,10
592,2200,10
593,2201,10
594,2202,10
595,2203,10
596,2204,10
597,2205,10
598,2206,10
599,2207,10
600,2208,10
601,2209,10
602,2210,10
603,2211,10
604,2212,10
605,2213,175
606,2214,175
607,2215,175
608,2216,175
609,2217,175
610,2218,175
611,2219,175
612,2220,175
613,2221,175
614,2222,175
615,2223,175
616,2224,175
617,2225,175
618,2226,33
619,2227,73
620,2228,191
621,2229,341
622,2230,409
623,2231,540
624,2232,727
625,2233,1038
626,2234,1325
627,2235,1669
628,2236,1798
629,2237,2079
630,2239,50
631,2240,93
632,2241,289
633,2242,516
634,2243,657
635,2244,862
636,2245,1102
637,2246,1507
638,2247,2008
639,2248,2257
640,2249,2724
641,2250,3264
642,2251,3755
643,2252,4162
644,2253,4604
645,2254,50
646,2255,93
647,2256,289
648,2257,516
649,2258,620
650,2259,818
651,2260,1102
652,2261,1507
653,2262,2008
654,2263,2529
655,2264,2724
656,2265,3264
657,2266,3755
658,2267,4305
659,2268,4920
660,2269,50
661,2270,111
662,2271,289
663,2272,516
664,2273,696
665,2274,862
666,2275,1102
667,2276,1572
668,2277,2008
669,2278,2257
670,2279,2724
671,2280,3039
672,2281,3755
673,2282,4452
674,2283,5084
675,2284,93
676,2285,289
677,2286,516
678,2287,776
679,2288,1102
680,2289,1507
681,2290,2008
682,2291,2529
683,2292,2724
684,2293,2931
685,2294,3755
686,2295,4452
687,2296,4452
688,2297,4452
689,2298,5084
690,2299,111
691,2300,256
692,2301,516
693,2302,776
694,2303,1102
695,2304,1444
696,2305,2008
697,2306,2436
698,2307,2724
699,2308,3039
700,2309,3755
701,2310,4162
702,2311,4760
703,2312,5641
704,2313,5641
705,2314,93
706,2315,289
707,2316,516
708,2317,862
709,2318,1102
710,2319,1323
711,2320,2008
712,2321,2529
713,2322,2724
714,2323,2931
715,2324,3755
716,2325,4305
717,2326,4920
718,2327,30
719,2328,195
720,2329,310
721,2330,466
722,2331,661
723,2332,794
724,2333,1205
725,2334,1354
726,2335,1635
727,2336,1959
728,2337,2253
729,2338,30
730,2339,153
731,2340,310
732,2341,491
733,2342,661
734,2343,829
735,2344,1205
736,2345,1354
737,2346,1635
738,2347,1890
739,2348,2253
740,2349,30
741,2350,153
742,2351,310
743,2352,517
744,2353,661
745,2354,829
746,2355,1205
747,2356,1462
748,2357,1635
749,2358,1823
750,2359,2253
751,2360,78
752,2361,174
753,2362,310
754,2363,491
755,2364,661
756,2365,1205
757,2366,1635
758,2367,2253
759,2368,4832
760,2369,67
761,2370,153
762,2371,310
763,2372,517
764,2373,661
765,2374,1205
766,2375,1635
767,2376,2253
768,2377,4291
769,2378,67
770,2379,153
771,2380,310
772,2381,517
773,2382,661
774,2383,1205
775,2384,1635
776,2385,2253
777,2386,25
778,2387,145
779,2388,258
780,2389,431
781,2390,551
782,2391,1004
783,2392,1362
784,2393,1878
785,2394,25
786,2395,145
787,2396,258
788,2397,431
789,2398,551
790,2399,1004
791,2400,1362
792,2401,1878
793,2402,25
794,2403,163
795,2404,258
796,2405,388
797,2406,551
798,2407,1004
799,2408,1362
800,2409,1878
801,2410,65
802,2411,258
803,2412,551
804,2413,1004
805,2414,1362
806,2415,1878
807,2416,4381
808,2417,56
809,2418,258
810,2419,551
811,2420,1004
812,2421,1362
813,2422,1878
814,2423,46
815,2424,258
816,2425,551
817,2426,1004
818,2427,1362
819,2428,1878
820,2429,25
821,2430,145
822,2431,258
823,2432,409
824,2433,551
825,2434,1004
826,2435,1362
827,2436,1878
828,2437,25
829,2438,145
830,2439,258
831,2440,388
832,2441,551
833,2442,1004
834,2443,1362
835,2444,1878
836,2445,25
837,2446,145
838,2447,258
839,2448,431
840,2449,551
841,2450,1004
842,2451,1362
843,2452,1878
844,2453,65
845,2454,258
846,2455,551
847,2456,1004
848,2457,1362
849,2458,1878
850,2459,56
851,2460,258
852,2461,551
853,2462,1004
854,2463,1362
855,2464,1878
856,2465,4281
857,2466,56
858,2467,258
859,2468,551
860,2469,1004
861,2470,1362
862,2471,1878
863,2472,30
864,2473,78
865,2474,195
866,2475,310
867,2476,417
868,2477,517
869,2478,661
870,2479,794
871,2480,1205
872,2481,1303
873,2482,1635
874,2483,1890
875,2484,2253
876,2485,30
877,2486,118
878,2487,310
879,2488,491
880,2489,661
881,2490,904
882,2491,1205
883,2492,1518
884,2493,1635
885,2494,1759
886,2495,2253
887,2496,30
888,2497,98
889,2498,310
890,2499,517
891,2500,661
892,2501,829
893,2502,1205
894,2503,1462
895,2504,1635
896,2505,1759
897,2506,2253
898,2507,30
899,2508,67
900,2509,174
901,2510,310
902,2511,394
903,2512,517
904,2513,661
905,2514,829
906,2515,1205
907,2516,1462
908,2517,1635
909,2518,1823
910,2519,2253
911,2520,30
912,2521,78
913,2522,153
914,2523,310
915,2524,372
916,2525,466
917,2526,661
918,2527,794
919,2528,1205
920,2529,1462
921,2530,1635
922,2531,1823
923,2532,2253
924,2533,250
925,2534,250
926,2535,250
927,2536,250
928,2537,250
929,2538,250
930,2539,250
931,2540,250
932,2541,250
933,2542,250
934,2543,250
935,2544,1500
936,2545,1500
937,2546,1500
938,2547,1500
939,2548,1500
940,2549,1500
941,2550,1500
942,2551,1500
943,2552,1500
944,2553,1500
945,2554,1500
946,2555,4500
947,2563,1000
948,2564,1000
949,2565,1000
950,2566,1000
951,2567,1000
952,2568,1000
953,2569,1000
954,2570,1000
955,2571,1000
956,2572,1000
957,2573,1000
958,2584,800
959,2585,800
960,2586,800
961,2587,800
962,2588,800
963,2589,800
964,2590,800
965,2591,800
966,2592,800
967,2597,800
968,2598,800
969,2603,30
970,2604,50
971,2605,80
972,2606,120
973,2607,200
974,2608,350
975,2609,700
976,2610,1400
977,2611,2500
978,2612,30
979,2613,50
980,2614,80
981,2615,120
982,2616,200
983,2617,350
984,2618,700
985,2619,1400
986,2620,2500
987,2621,750
988,2622,750
989,2623,750
990,2624,750
991,2625,750
992,2626,600
993,2627,750
994,2628,600
995,2629,600
996,2630,600
997,2631,900
998,2632,900
999,613,1000
1000,614,1000
1001,615,1000
1002,616,1000
1003,617,5000
1004,618,5000
1005,619,5000
1006,620,5000
1007,2646,5000
1008,2647,5000
1009,2648,5000
1010,2649,5000
1011,2650,5000
1012,2651,5000
1013,2652,5000
1014,2653,5000
1015,2654,5000
1016,2655,5000
1017,2656,5000
1018,2657,5000
1019,2658,2500
1020,2659,2000
1021,2660,2000
1022,2634,1000
1023,2635,1000
1024,2636,1000
1025,2637,1000
1026,2638,1000
1027,2639,1500
1028,2640,1500
1029,2641,1500
1030,2642,1500
1031,2645,3000
1032,2661,3000
1033,2662,3000
1034,2663,3000
1035,2664,3000
1036,2665,3000
1037,2666,3000
1038,2667,1000
1039,2668,1500
1040,2669,300
1041,2670,360
1042,2671,300
1043,2672,360
1044,2673,300
1045,2674,360
1046,2675,300
1047,2676,300
1048,2677,300
1049,2678,360
1050,2679,300
1051,2680,300
1052,2681,360
1053,2682,300
1054,2683,360
1055,2684,300
1056,2685,350
1057,2686,360
1058,2687,350
1059,2688,350
1060,2689,350
1061,2690,350
1062,2691,350
1063,2692,350
1064,2693,300
1065,2694,300
1066,2695,300
1067,2696,300
1068,2697,300
1069,2698,300
1070,2699,250
1071,2700,250
1072,2701,250
1073,2702,250
1074,2703,250
1075,2704,250
1076,2705,250
1077,2706,250
1078,2707,250
1079,2708,250
1080,2709,250
1081,2710,250
1082,2711,300
1083,2712,300
1084,2713,300
1085,2714,300
1086,2715,300
1087,2716,500
1088,2717,1500
1089,2718,1000
1090,2719,800
1091,2720,300
1092,3790,11
1093,3792,11
1094,4879,11
1095,4880,161
1096,4881,237
1097,4882,314
1098,4883,391
1099,4884,477
1100,4885,559
1101,4886,642
1102,4887,728
1103,4888,927
1104,4889,1032
1105,4890,1186
1106,4891,1310
1107,4892,1505
1108,4893,1886
1109,4894,2124
1110,4895,2432
1111,4896,2779
1112,4897,3397
1113,4898,13750
1114,4921,11
1115,4922,161
1116,4923,237
1117,4924,314
1118,4925,391
1119,4926,477
1120,4927,559
1121,4928,642
1122,4929,728
1123,4930,927
1124,4931,1032
1125,4932,1186
1126,4933,1310
1127,4934,1505
1128,4935,1886
1129,4936,2124
1130,4937,2432
1131,4938,2779
1132,4939,3397
1133,4940,13750
1134,3793,228
1135,4899,228
1136,4900,228
1137,4901,228
1138,4902,228
1139,4903,228
1140,4268,576
1141,4904,576
1142,4905,654
1143,4906,746
1144,4907,830
1145,4908,915
1146,4909,1004
1147,4910,1243
1148,4911,1353
1149,4912,1524
1150,4913,1654
1151,4914,1873
1152,4915,2317
1153,4916,2579
1154,4917,2922
1155,4918,3309
1156,4919,4010
1157,4920,16107
1158,2721,1300
1159,2722,1429
1160,2723,1565
1161,2724,1760
1162,2726,1970
1163,2727,2138
1164,2728,1891
1165,2729,2078
1166,2730,2277
1167,2731,2560
1168,2732,2865
1169,2733,3110
1170,2734,1891
1171,2735,2078
1172,2736,2277
1173,2737,2560
1174,2738,2865
1175,2739,3110
1176,2740,1300
1177,2741,1429
1178,2742,1565
1179,2743,1760
1180,2744,1970
1181,2745,2138
1182,2746,1891
1183,2747,2078
1184,2748,2277
1185,2749,2560
1186,2750,2865
1187,2751,3110
1188,2752,1300
1189,2753,1429
1190,2754,1565
1191,2755,1760
1192,2756,1970
1193,2757,2138
1194,2758,2560
1195,2759,2865
1196,2760,3110
1197,2761,1969
1198,2762,2165
1199,2763,2372
1200,2764,2667
1201,2765,2985
1202,2766,3239
1203,2767,1969
1204,2768,2165
1205,2769,2372
1206,2770,2667
1207,2771,2985
1208,2772,3239
1209,2773,1969
1210,2774,2165
1211,2775,2372
1212,2776,2667
1213,2777,2985
1214,2778,3239
1215,2779,1969
1216,2780,2165
1217,2781,2372
1218,2782,2667
1219,2783,2985
1220,2784,3239
1221,2785,1969
1222,2786,2165
1223,2787,2372
1224,2788,2667
1225,2789,2985
1226,2790,3239
1227,2791,1969
1228,2792,2165
1229,2793,2372
1230,2794,2667
1231,2795,2985
1232,2796,3239
1233,2797,1182
1234,2798,1299
1235,2799,1423
1236,2800,1600
1237,2801,1791
1238,2802,1182
1239,2803,1299
1240,2804,1423
1241,2805,1600
1242,2806,1791
1243,2807,1182
1244,2808,1299
1245,2809,1466
1246,2810,1600
1247,2811,1791
1248,2812,1182
1249,2813,1299
1250,2814,1423
1251,2815,1600
1252,2816,1791
1253,2817,1182
1254,2818,1299
1255,2819,1423
1256,2820,1600
1257,2821,1791
1258,2822,1182
1259,2823,1299
1260,2824,1423
1261,2825,1600
1262,2826,1791
1263,2827,985
1264,2828,1186
1265,2829,1333
1266,2830,1492
1267,2831,985
1268,2832,1186
1269,2833,1333
1270,2834,1492
1271,2835,985
1272,2836,1186
1273,2837,1333
1274,2838,1492
1275,2839,985
1276,2840,1186
1277,2841,1492
1278,2842,985
1279,2843,1186
1280,2844,1492
1281,2845,985
1282,2846,1186
1283,2847,1492
1284,2848,985
1285,2849,1186
1286,2850,1333
1287,2851,1492
1288,2852,985
1289,2853,1186
1290,2854,1333
1291,2855,1492
1292,2856,985
1293,2857,1186
1294,2858,1333
1295,2859,1492
1296,2860,985
1297,2861,1186
1298,2862,1492
1299,2863,985
1300,2864,1186
