"rownum","Id","i32_16"
0,1396,3
1,1394,3
2,1397,3
3,1401,3
4,1395,3
5,1393,3
6,1400,3
7,1399,3
8,1398,3
9,895,3
10,893,3
11,896,3
12,894,3
13,892,3
14,905,3
15,881,3
16,901,3
17,785,3
18,1472,3
19,1454,3
20,1452,3
21,1460,3
22,1480,3
23,1453,3
24,1451,3
25,1477,3
26,4293,3
27,1465,3
28,1690,3
29,1457,3
30,1271,3
31,1269,3
32,1267,3
33,1273,3
34,1270,3
35,1268,3
36,1272,3
37,1276,3
38,1274,3
39,1719,3
40,1275,3
41,4276,3
42,1266,3
43,1608,3
44,1606,3
45,1615,3
46,1610,3
47,1614,3
48,1607,3
49,1605,3
50,1612,3
51,1611,3
52,1613,3
53,1609,3
54,1791,3
55,1789,3
56,1786,3
57,1792,3
58,1794,3
59,1790,3
60,1788,3
61,1787,3
62,1793,3
63,1785,3
64,209,2
65,562,2
66,576,2
67,391,2
68,1381,2
69,1384,2
70,1382,2
71,1387,2
72,1390,2
73,1392,2
74,1383,2
75,541,2
76,610,2
77,1470,2
78,1446,2
79,1466,2
80,1458,2
81,1463,2
82,1461,2
83,1455,2
84,495,2
85,502,2
86,566,2
87,1590,2
88,1595,2
89,1598,2
90,1591,2
91,1599,2
92,1603,2
93,1601,2
94,1450,2
95,1471,2
96,1467,2
97,1459,2
98,1464,2
99,1462,2
100,1456,2
101,885,2
102,833,2
103,886,2
104,879,2
105,899,2
106,821,2
107,786,2
108,440,2
109,428,2
110,503,2
111,596,2
112,1781,2
113,1772,2
114,1778,2
115,1779,2
116,1780,2
117,1771,2
118,890,2
119,834,2
120,891,2
121,880,2
122,900,2
123,822,2
124,787,2
125,333,2
126,1256,2
127,1258,2
128,1252,2
129,1265,2
130,1260,2
131,1259,2
132,1251,2
133,654,2
134,1767,2
135,1758,2
136,1764,2
137,1765,2
138,1766,2
139,1757,2
140,1580,2
141,1583,2
142,1577,2
143,1584,2
144,1588,2
145,1586,2
146,1576,2
147,221,2
148,721,2
149,696,2
150,722,2
151,724,2
152,697,2
153,731,2
154,4245,2
155,572,2
156,407,2
157,1241,2
158,1243,2
159,1237,2
160,1250,2
161,1245,2
162,1244,2
163,1236,2
164,540,2
165,703,2
166,699,2
167,704,2
168,723,2
169,716,2
170,709,2
171,705,2
172,498,2
173,1366,2
174,1369,2
175,1367,2
176,1372,2
177,1375,2
178,1377,2
179,1368,2
180,210,1
181,212,1
182,211,1
183,536,1
184,564,1
185,563,1
186,565,1
187,530,1
188,389,1
189,390,1
190,388,1
191,793,1
192,4223,1
193,1379,1
194,1380,1
195,1378,1
196,1386,1
197,1385,1
198,4284,1
199,4285,1
200,329,1
201,608,1
202,609,1
203,607,1
204,605,1
205,1444,1
206,1445,1
207,1443,1
208,1468,1
209,1473,1
210,4291,1
211,739,1
212,493,1
