"rownum","SkillGem","i32_16","Icon","Family","IsLineage","FlavourText","rid_61","VisualIdentity","bool_93"
0,284,50,"Art/2DArt/SkillIcons/Support/IgnitionSupport.dds",[1],"","","","",""
1,285,50,"Art/2DArt/SkillIcons/Support/IgnitionSupport.dds",[1],"","","","",""
2,286,50,"Art/2DArt/SkillIcons/Support/IgnitionSupport.dds",[1],"","","","",""
3,67,50,"Art/2DArt/SkillIcons/Support/FirePenetrationSupport.dds",[2],"","","","",""
4,68,50,"Art/2DArt/SkillIcons/Support/FirePenetrationSupport.dds",[2],"","","","",""
5,287,50,"Art/2DArt/SkillIcons/Support/SearingFlameSupport.dds",[3],"","","","",""
6,288,50,"Art/2DArt/SkillIcons/Support/SearingFlameSupport.dds",[3],"","","","",""
7,232,50,"Art/2DArt/SkillIcons/Support/MoreDurationSupport.dds",[4],"","","","",""
8,233,50,"Art/2DArt/SkillIcons/Support/MoreDurationSupport.dds",[4],"","","","",""
9,234,50,"Art/2DArt/SkillIcons/Support/MoreDurationSupport.dds",[4],"","","","",""
10,226,50,"Art/2DArt/SkillIcons/Support/LessDurationSupport.dds",[5],"","","","",""
11,227,50,"Art/2DArt/SkillIcons/Support/LessDurationSupport.dds",[5],"","","","",""
12,231,50,"Art/2DArt/SkillIcons/Support/UnbreakableSupport.dds",[6],"","","","",""
13,129,50,"Art/2DArt/SkillIcons/Support/ChanceToBleedSupport.dds",[7],"","","","",""
14,130,50,"Art/2DArt/SkillIcons/Support/ChanceToBleedSupport.dds",[7],"","","","",""
15,131,50,"Art/2DArt/SkillIcons/Support/ChanceToBleedSupport.dds",[7],"","","","",""
16,132,50,"Art/2DArt/SkillIcons/Support/ChanceToBleedSupport.dds",[7],"","","","",""
17,27,50,"Art/2DArt/SkillIcons/Support/KnockbackSupport.dds",[8],"","","","",""
18,442,50,"Art/2DArt/SkillIcons/Support/OverpowerSupport.dds",[9],"","","","",""
19,443,50,"Art/2DArt/SkillIcons/Support/OverpowerSupport.dds",[9],"","","","",""
20,444,50,"Art/2DArt/SkillIcons/Support/OverpowerSupport.dds",[9],"","","","",""
21,225,50,"Art/2DArt/SkillIcons/Support/RuthlessSupport.dds",[10],"","","","",""
22,152,50,"Art/2DArt/SkillIcons/Support/RageSupport.dds",[11],"","","","",""
23,153,50,"Art/2DArt/SkillIcons/Support/RageSupport.dds",[11],"","","","",""
24,154,50,"Art/2DArt/SkillIcons/Support/RageSupport.dds",[11],"","","","",""
25,221,50,"Art/2DArt/SkillIcons/Support/JaggedGroundSupport.dds",[12],"","","","",""
26,222,50,"Art/2DArt/SkillIcons/Support/JaggedGroundSupport.dds",[12],"","","","",""
27,305,50,"Art/2DArt/SkillIcons/Support/ExploitWeaknessSupport.dds",[13],"","","","",""
28,356,50,"Art/2DArt/SkillIcons/Support/EnragedWarcrySupport.dds",[14],"","","","",""
29,357,50,"Art/2DArt/SkillIcons/Support/EnragedWarcrySupport.dds",[14],"","","","",""
30,228,50,"Art/2DArt/SkillIcons/Support/FistOfWarSupport.dds",[15],"","","","",""
31,229,50,"Art/2DArt/SkillIcons/Support/FistOfWarSupport.dds",[15],"","","","",""
32,230,50,"Art/2DArt/SkillIcons/Support/FistOfWarSupport.dds",[15],"","","","",""
33,235,50,"Art/2DArt/SkillIcons/Support/ImpactShockwaveSupport.dds",[16],"","","","",""
34,306,50,"Art/2DArt/SkillIcons/Support/DevastateSupport.dds",[17],"","","","",""
35,177,50,"Art/2DArt/SkillIcons/Support/BloodMagicSupport.dds",[18],"","","","",""
36,178,50,"Art/2DArt/SkillIcons/Support/BloodMagicSupport.dds",[18],1,3394,"",19,""
37,179,50,"Art/2DArt/SkillIcons/Support/BeheadSupport.dds",[19],"","","","",""
38,180,50,"Art/2DArt/SkillIcons/Support/BeheadSupport.dds",[19],"","","","",""
39,181,50,"Art/2DArt/SkillIcons/Support/BeheadSupport.dds",[19],1,3419,"",42,""
40,182,50,"Art/2DArt/SkillIcons/Support/ExecuteSupport.dds",[20],"","","","",""
41,183,50,"Art/2DArt/SkillIcons/Support/ExecuteSupport.dds",[20],"","","","",""
42,184,50,"Art/2DArt/SkillIcons/Support/ExecuteSupport.dds",[20],"","","","",""
43,102,50,"Art/2DArt/SkillIcons/Support/ConductionSupport.dds",[21],"","","","",""
44,70,50,"Art/2DArt/SkillIcons/Support/LightningPenetrationSupport.dds",[22],"","","","",""
45,188,50,"Art/2DArt/SkillIcons/Support/OverchargeSupport.dds",[23],"","","","",""
46,14,50,"Art/2DArt/SkillIcons/Support/FasterProjectilesSupport.dds",[24],"","","","",""
47,15,50,"Art/2DArt/SkillIcons/Support/FasterProjectilesSupport.dds",[24],"","","","",""
48,16,50,"Art/2DArt/SkillIcons/Support/FasterProjectilesSupport.dds",[24],"","","","",""
49,82,50,"Art/2DArt/SkillIcons/Support/SlowerProjectilesSupport.dds",[24],"","","","",""
50,83,50,"Art/2DArt/SkillIcons/Support/SlowerProjectilesSupport.dds",[24],"","","","",""
51,84,50,"Art/2DArt/SkillIcons/Support/SlowerProjectilesSupport.dds",[24],1,3395,"",23,""
52,425,50,"Art/2DArt/SkillIcons/Support/KnockbackWaveSupport.dds",[25],"","","","",""
53,133,50,"Art/2DArt/SkillIcons/Support/ChanceToPoisonSupport.dds",[26],"","","","",""
54,134,50,"Art/2DArt/SkillIcons/Support/ChanceToPoisonSupport.dds",[26],"","","","",""
55,135,50,"Art/2DArt/SkillIcons/Support/ChanceToPoisonSupport.dds",[26],"","","","",""
56,136,50,"Art/2DArt/SkillIcons/Support/MaimSupport.dds",[27],"","","","",""
57,62,50,"Art/2DArt/SkillIcons/Support/BlindSupport.dds",[28],"","","","",""
58,63,50,"Art/2DArt/SkillIcons/Support/BlindSupport.dds",[28],"","","","",""
59,10,50,"Art/2DArt/SkillIcons/Support/MultipleProjectilesSupport.dds",[29],"","","","",""
60,11,50,"Art/2DArt/SkillIcons/Support/MultipleProjectilesSupport.dds",[29],"","","","",""
61,12,50,"Art/2DArt/SkillIcons/Support/NovaProjectilesSupport.dds",[379],"","","","",""
62,13,50,"Art/2DArt/SkillIcons/Support/SpiralProjectilesSupport.dds",[29],"","","","",""
63,36,50,"Art/2DArt/SkillIcons/Support/PierceSupport.dds",[30],"","","","",""
64,37,50,"Art/2DArt/SkillIcons/Support/PierceSupport.dds",[30],"","","","",""
65,38,50,"Art/2DArt/SkillIcons/Support/PierceSupport.dds",[30],"","","","",""
66,71,50,"Art/2DArt/SkillIcons/Support/ChainSupport.dds",[31],"","","","",""
67,72,50,"Art/2DArt/SkillIcons/Support/ChainSupport.dds",[31],"","","","",""
68,73,50,"Art/2DArt/SkillIcons/Support/ChainSupport.dds",[31],"","","","",""
69,165,50,"Art/2DArt/SkillIcons/Support/SecondWindSupport.dds",[32],"","","","",""
70,166,50,"Art/2DArt/SkillIcons/Support/SecondWindSupport.dds",[32],"","","","",""
71,167,50,"Art/2DArt/SkillIcons/Support/SecondWindSupport.dds",[32],"","","","",""
72,386,50,"Art/2DArt/SkillIcons/Support/PerpetualChargeSupport.dds",[33],"","","","",""
73,411,50,"Art/2DArt/SkillIcons/Support/BurstingPlagueSupport.dds",[34],"","","","",""
74,387,50,"Art/2DArt/SkillIcons/Support/CorrosionSupport.dds",[35],"","","","",""
75,421,50,"Art/2DArt/SkillIcons/Support/ElectrocuteSupport.dds",[36],"","","","",""
76,422,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[36],1,3396,"",24,""
77,384,50,"Art/2DArt/SkillIcons/Support/NeuralOverloadSupport.dds",[36],"","","","",""
78,418,50,"Art/2DArt/SkillIcons/Support/IncreaseLimitSupport.dds",[37],"","","","",""
79,419,50,"Art/2DArt/SkillIcons/Support/IncreaseLimitSupport.dds",[37],"","","","",""
80,420,50,"Art/2DArt/SkillIcons/Support/IncreaseLimitSupport.dds",[37],"","","","",""
81,441,50,"Art/2DArt/SkillIcons/Support/LockdownSupport.dds",[38],"","","","",""
82,446,50,"Art/2DArt/SkillIcons/Support/PinSupport.dds",[39],"","","","",""
83,447,50,"Art/2DArt/SkillIcons/Support/PinSupport.dds",[39],"","","","",""
84,448,50,"Art/2DArt/SkillIcons/Support/PinSupport.dds",[39],"","","","",""
85,445,50,"Art/2DArt/SkillIcons/Support/MobilitySupport.dds",[40],"","","","",""
86,101,50,"Art/2DArt/SkillIcons/Support/HypothermiaSupport.dds",[41],"","","","",""
87,69,50,"Art/2DArt/SkillIcons/Support/ColdPenetrationSupport.dds",[42],"","","","",""
88,145,50,"Art/2DArt/SkillIcons/Support/WitheringTouchSupport.dds",[43],"","","","",""
89,20,50,"Art/2DArt/SkillIcons/Support/IncreasedAreaOfEffectSupport.dds",[44],"","","","",""
90,21,50,"Art/2DArt/SkillIcons/Support/IncreasedAreaOfEffectSupport.dds",[44],"","","","",""
91,54,50,"Art/2DArt/SkillIcons/Support/ConcentratedEffectSupport.dds",[45],"","","","",""
92,424,50,"Art/2DArt/SkillIcons/Support/EnergyBarrierSupport.dds",[46],"","","","",""
93,128,50,"Art/2DArt/SkillIcons/Support/IgniteProliferationSupport.dds",[47],"","","","",""
94,259,50,"Art/2DArt/SkillIcons/Support/FrozenNexusSupport.dds",[48],"","","","",""
95,279,50,"Art/2DArt/SkillIcons/Support/ShockingProliferationSupport.dds",[49],"","","","",""
96,280,50,"Art/2DArt/SkillIcons/Support/ShockingProliferationSupport.dds",[49],"","","","",""
97,80,50,"Art/2DArt/SkillIcons/Support/SpellEchoSupport.dds",[50],"","","","",""
98,147,50,"Art/2DArt/SkillIcons/Support/ExpandSupport.dds","[51,44]","","","","",""
99,148,50,"Art/2DArt/SkillIcons/Support/UnleashSupport.dds",[51],"","","","",""
100,149,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[51],1,3386,"",1,""
101,430,50,"Art/2DArt/SkillIcons/Support/FieryDeathSupport.dds",[52],"","","","",""
102,260,50,"Art/2DArt/SkillIcons/Support/FrozenVortexSupport.dds",[53],"","","","",""
103,277,50,"Art/2DArt/SkillIcons/Support/ShockSiphonSupport.dds",[54],"","","","",""
104,416,50,"Art/2DArt/SkillIcons/Support/FrostfireSupport.dds",[55],"","","","",""
105,417,50,"Art/2DArt/SkillIcons/Support/StormfireSupport.dds",[56],"","","","",""
106,426,50,"Art/2DArt/SkillIcons/Support/BitingFrostSupport.dds",[57],"","","","",""
107,427,50,"Art/2DArt/SkillIcons/Support/BitingFrostSupport.dds",[57],"","","","",""
108,223,50,"Art/2DArt/SkillIcons/Support/InevitableCriticalsSupport.dds",[58],"","","","",""
109,224,50,"Art/2DArt/SkillIcons/Support/InevitableCriticalsSupport.dds",[58],"","","","",""
110,413,50,"Art/2DArt/SkillIcons/Support/WallFortressSupport.dds",[59],"","","","",""
111,414,50,"Art/2DArt/SkillIcons/Support/WallFortressSupport.dds",[59],"","","","",""
112,415,50,"Art/2DArt/SkillIcons/Support/WallFortressSupport.dds",[59],1,3397,"",22,""
113,449,50,"Art/2DArt/SkillIcons/Support/AmbushSupport.dds",[60],"","","","",""
114,428,50,"Art/2DArt/SkillIcons/Support/ElementalDischargeSupport.dds",[61],"","","","",""
115,440,50,"Art/2DArt/SkillIcons/Support/ManaFlareSupport.dds",[62],"","","","",""
116,429,50,"Art/2DArt/SkillIcons/Support/HourglassSupport.dds",[186],"","","","",""
117,453,50,"Art/2DArt/SkillIcons/Support/LifeFlaskSupport.dds",[64],"","","","",""
118,454,50,"Art/2DArt/SkillIcons/Support/LifeFlaskSupport.dds",[64],"","","","",""
119,455,50,"Art/2DArt/SkillIcons/Support/ManaFlaskSupport.dds",[64],"","","","",""
120,456,50,"Art/2DArt/SkillIcons/Support/LifeFlaskSupport.dds",[64],"","","","",""
121,28,50,"Art/2DArt/SkillIcons/Support/LifeLeechSupport.dds",[65],"","","","",""
122,29,50,"Art/2DArt/SkillIcons/Support/LifeLeechSupport.dds",[65],"","","","",""
123,30,50,"Art/2DArt/SkillIcons/Support/LifeLeechSupport.dds",[65],"","","","",""
124,42,50,"Art/2DArt/SkillIcons/Support/MeleePhysicalDamageSupport.dds",[66],"","","","",""
125,55,50,"Art/2DArt/SkillIcons/Support/BloodlustSupport.dds",[67],"","","","",""
126,139,50,"Art/2DArt/SkillIcons/Support/BrutalitySupport.dds",[0],"","","","",""
127,140,50,"Art/2DArt/SkillIcons/Support/BrutalitySupport.dds",[0],"","","","",""
128,141,50,"Art/2DArt/SkillIcons/Support/BrutalitySupport.dds",[0],"","","","",""
129,158,50,"Art/2DArt/SkillIcons/Support/MeatShield.dds",[68],"","","","",""
130,159,50,"Art/2DArt/SkillIcons/Support/MeatShield.dds",[68],"","","","",""
131,160,50,"Art/2DArt/SkillIcons/Support/MeatShield.dds",[68],1,3400,"",16,""
132,459,50,"Art/2DArt/SkillIcons/Support/BreakEndurance.dds",[69],"","","","",""
133,74,50,"Art/2DArt/SkillIcons/Support/ForkSupport.dds",[70],"","","","",""
134,236,50,"Art/2DArt/SkillIcons/Support/HexBloomSupport.dds",[71],"","","","",""
135,31,50,"Art/2DArt/SkillIcons/Support/ManaLeechSupport.dds",[72],"","","","",""
136,32,50,"Art/2DItems/Gems/New/NewSupport/Lineage/WalkeroftheWilds.dds",[72],1,3444,"",15,""
137,115,50,"Art/2DArt/SkillIcons/Support/ElementalFocusSupport.dds",[73],"","","","",""
138,81,50,"Art/2DArt/SkillIcons/Support/ElementalArmySupport.dds",[74],"","","","",""
139,458,50,"Art/2DArt/SkillIcons/Support/MinionInstabilitySupport.dds",[75],"","","","",""
140,289,50,"Art/2DArt/SkillIcons/Support/EternalFlameSupport.dds",[76],"","","","",""
141,290,50,"Art/2DArt/SkillIcons/Support/EternalFlameSupport.dds",[76],"","","","",""
142,291,50,"Art/2DArt/SkillIcons/Support/EternalFlameSupport.dds",[76],"","","","",""
143,138,50,"Art/2DArt/SkillIcons/Support/LastingShockSupport.dds",[77],"","","","",""
144,281,50,"Art/2DArt/SkillIcons/Support/DeepFreezeSupport.dds",[78],"","","","",""
145,161,50,"Art/2DArt/SkillIcons/Support/InfernalLegionSupport.dds",[79],"","","","",""
146,162,50,"Art/2DArt/SkillIcons/Support/InfernalLegionSupport.dds",[79],"","","","",""
147,163,50,"Art/2DArt/SkillIcons/Support/InfernalLegionSupport.dds",[79],"","","","",""
148,156,50,"Art/2DArt/SkillIcons/Support/FeedingFrenzySupport.dds",[80],"","","","",""
149,157,50,"Art/2DArt/SkillIcons/Support/FeedingFrenzySupport.dds",[80],"","","","",""
150,143,50,"Art/2DArt/SkillIcons/Support/ArcaneSurgeSupport.dds",[81],"","","","",""
151,461,50,"Art/2DArt/SkillIcons/Support/CorpseConservationSupport.dds",[82],"","","","",""
152,460,50,"Art/2DArt/SkillIcons/Support/CurseEffectSupport.dds",[84],"","","","",""
153,1072,50,"Art/2DArt/SkillIcons/Support/CreepingChillSupport.dds",[85],"","","","",""
154,6,50,"Art/2DArt/SkillIcons/Support/AddedFireDamageSupport.dds",[86],"","","","",""
155,17,50,"Art/2DArt/SkillIcons/Support/AddedColdDamageSupport.dds",[87],"","","","",""
156,22,50,"Art/2DArt/SkillIcons/Support/AddedLightningDamageSupport.dds",[88],"","","","",""
157,33,50,"Art/2DArt/SkillIcons/Support/AddedChaosDamageSupport.dds",[89],"","","","",""
158,24,50,"Art/2DArt/SkillIcons/Support/Inspiration.dds",[90],"","","","",""
159,25,50,"Art/2DArt/SkillIcons/Support/Inspiration.dds",[90],"","","","",""
160,469,50,"Art/2DArt/SkillIcons/Support/LifeOnCull.dds",[91],"","","","",""
161,470,50,"Art/2DArt/SkillIcons/Support/ManaOnCull.dds",[92],"","","","",""
162,7,50,"Art/2DArt/SkillIcons/Support/FasterAttack.dds",[93],"","","","",""
163,8,50,"Art/2DArt/SkillIcons/Support/FasterAttack.dds",[93],"","","","",""
164,9,50,"Art/2DArt/SkillIcons/Support/FasterAttack.dds",[93],"","","","",""
165,18,50,"Art/2DArt/SkillIcons/Support/AdditionalAccuracy.dds",[94],"","","","",""
166,19,50,"Art/2DArt/SkillIcons/Support/AdditionalAccuracy.dds",[94],"","","","",""
167,43,50,"Art/2DArt/SkillIcons/Support/FasterCastSupport.dds",[95],"","","","",""
168,44,50,"Art/2DArt/SkillIcons/Support/FasterCastSupport.dds",[95],"","","","",""
169,45,50,"Art/2DArt/SkillIcons/Support/FasterCastSupport.dds",[95],"","","","",""
