"rownum","Id","EffectPack","i32_24"
0,"steelskin_hit",[19],0
1,"steelskin_hit",[251],1
2,"steelskin_hit",[20],2
3,"steelskin_fadeout",[13],0
4,"steelskin_fadeout",[252],1
5,"steelskin_fadeout",[14],2
6,"divine_cry_weapon_left",[303],0
7,"divine_cry_weapon_left",[361],2
8,"divine_cry_weapon_left",[363],3
9,"divine_cry_weapon_right",[302],0
10,"divine_cry_weapon_right",[362],2
11,"divine_cry_weapon_right",[364],3
12,"chain_strike_dash",[10],0
13,"chain_strike_dash",[305],1
14,"chain_strike_hit",[11],0
15,"chain_strike_hit",[306],1
16,"arcane_cloak_block",[74],0
17,"arcane_cloak_block",[307],1
18,"arcane_cloak_fade_out",[73],0
19,"arcane_cloak_fade_out",[308],1
20,"igniting_flask_in_hand",[309],0
21,"igniting_flask_in_hand_scion_pls",[310],0
22,"weapon_trap_weapon",[314],0
23,"ambush_teleport_in",[320],0
24,"ambush_teleport_out",[321],0
25,"rage_slash_weapon",[322],0
26,"rage_slash_weapon",[505],1
27,"soulfeast_hand_surge",[323],0
28,"soulfeast_hand_surge",[470],1
29,"lightning_strike_proj_hit",[324],0
30,"lightning_strike_proj_hit",[324],1
31,"lightning_strike_proj_hit",[325],2
32,"lightning_strike_proj_hit",[433],3
33,"lightning_strike_proj_hit",[501],4
34,"lightning_strike_proj_hit",[589],5
35,"lightning_strike_vaal_blade",[326],0
36,"lightning_strike_vaal_blade",[326],1
37,"lightning_strike_vaal_blade",[338],2
38,"lightning_strike_vaal_blade",[434],3
39,"lightning_strike_vaal_blade",[502],4
40,"lightning_strike_vaal_blade",[590],5
41,"burning_arrow_stuck_fade",[67],0
42,"burning_arrow_stuck_fade",[329],1
43,"dash_afterimage",[57],0
44,"dash_char",[54],0
45,"dash_afterimage",[58],1
46,"dash_char",[55],1
47,"dash_afterimage",[59],2
48,"dash_char",[56],2
49,"dash_afterimage",[59],3
50,"dash_char",[56],3
51,"dash_afterimage",[156],4
52,"dash_char",[155],4
53,"dash_afterimage",[331],5
54,"dash_char",[330],5
55,"dash_char",[435],6
56,"dash_char_end",[436],6
57,"spectral_helix_weapon_effect",[337],0
58,"leap_slam",[340],10
59,"leap_slam",[343],12
60,"leap_slam",[341],14
61,"leap_slam",[342],16
62,"leap_slam",[343],21
63,"leap_slam_warp_out",[41],22
64,"leap_slam_warp_in",[42],22
65,"arc_hit",[34],8
66,"arc_hit",[142],10
67,"arc_hit",[344],12
68,"arc_lucky_begin",[35],8
69,"chronomancer_after_image",[345],0
70,"chronomancer_after_image",[872],1
71,"chronomancer_rewind_in_place",[365],0
72,"chronomancer_rewind_in_place",[873],1
73,"chronomancer_clone_rewind",[366],0
74,"chronomancer_clone_rewind",[874],1
75,"chronomancer_blink",[934],0
76,"chronomancer_blink",[934],1
77,"attached_projectile_effect_arrow_loop",[181],1
78,"attached_projectile_effect_arrow_loop",[222],2
79,"attached_projectile_effect_arrow_loop",[292],3
80,"attached_projectile_effect_arrow_loop",[346],4
81,"attached_projectile_effect_arrow_loop",[458],5
82,"attached_projectile_effect_arrow_once",[182],1
83,"attached_projectile_effect_arrow_once",[223],2
84,"attached_projectile_effect_arrow_once",[293],3
85,"attached_projectile_effect_arrow_once",[347],4
86,"attached_projectile_effect_arrow_once",[459],5
87,"attached_projectile_effect_spell_loop",[183],1
88,"attached_projectile_effect_spell_loop",[224],2
89,"attached_projectile_effect_spell_loop",[294],3
90,"attached_projectile_effect_spell_loop",[348],4
91,"attached_projectile_effect_spell_loop",[460],5
92,"attached_projectile_effect_spell_once",[185],1
93,"attached_projectile_effect_spell_once",[225],2
94,"attached_projectile_effect_spell_once",[295],3
95,"attached_projectile_effect_spell_once",[349],4
96,"attached_projectile_effect_spell_once",[461],5
97,"attached_projectile_effect_mortar_1",[189],1
98,"attached_projectile_effect_mortar_1",[226],2
99,"attached_projectile_effect_mortar_1",[296],3
100,"attached_projectile_effect_mortar_1",[350],4
101,"attached_projectile_effect_mortar_1",[462],5
102,"attached_projectile_effect_mortar_2",[191],1
103,"attached_projectile_effect_mortar_2",[227],2
104,"attached_projectile_effect_mortar_2",[297],3
105,"attached_projectile_effect_mortar_2",[351],4
106,"attached_projectile_effect_mortar_2",[463],5
107,"attached_projectile_effect_mortar_3",[192],1
108,"attached_projectile_effect_mortar_3",[228],2
109,"attached_projectile_effect_mortar_3",[298],3
110,"attached_projectile_effect_mortar_3",[352],4
111,"attached_projectile_effect_mortar_3",[464],5
112,"attached_projectile_effect_mortar_4",[193],1
113,"attached_projectile_effect_mortar_4",[229],2
114,"attached_projectile_effect_mortar_4",[299],3
115,"attached_projectile_effect_mortar_4",[353],4
116,"attached_projectile_effect_mortar_4",[465],5
117,"attached_projectile_effect_spark",[184],1
118,"attached_projectile_effect_arrow_loop",[996],6
119,"attached_projectile_effect_arrow_once",[997],6
120,"attached_projectile_effect_spell_loop",[998],6
121,"attached_projectile_effect_spell_once",[999],6
122,"attached_projectile_effect_mortar_1",[1000],6
123,"attached_projectile_effect_mortar_2",[1001],6
124,"attached_projectile_effect_mortar_3",[1002],6
125,"attached_projectile_effect_mortar_4",[1003],6
126,"attached_projectile_effect_spark",[1004],6
127,"attached_projectile_effect_arrow_loop",[1395],7
128,"attached_projectile_effect_arrow_once",[1396],7
129,"attached_projectile_effect_spell_loop",[1397],7
130,"attached_projectile_effect_spell_once",[1398],7
131,"attached_projectile_effect_mortar_1",[1399],7
132,"attached_projectile_effect_mortar_2",[1400],7
133,"attached_projectile_effect_mortar_3",[1401],7
134,"attached_projectile_effect_mortar_4",[1402],7
135,"attached_projectile_effect_spark",[1403],7
136,"poisonous_concoction_in_hand",[354],0
137,"poisonous_concoction_in_hand_scion_pls",[355],0
138,"poisonous_concoction_in_hand",[475],1
139,"poisonous_concoction_in_hand_scion_pls",[476],1
140,"poisonous_concoction_in_hand",[503],2
141,"poisonous_concoction_in_hand_scion_pls",[504],2
142,"shield_charge_charge",[256],0
143,"shield_charge_charge",[260],4
144,"shield_charge_charge",[356],5
145,"shield_charge_hit_flash",[23],0
146,"shield_charge_hit_flash",[33],2
147,"shield_charge_hit_flash",[23],3
148,"shield_charge_hit_flash",[263],4
149,"shield_charge_hit_flash",[357],5
150,"shield_charge_shield",[253],0
151,"shield_charge_shield",[257],2
152,"shield_charge_shield",[253],3
153,"shield_charge_shield",[253],4
154,"shield_charge_shield",[253],5
155,"shield_charge_shield_fadein",[254],0
156,"shield_charge_shield_fadein",[258],2
157,"shield_charge_shield_fadein",[254],3
158,"shield_charge_shield_fadein",[254],4
159,"shield_charge_shield_fadein",[254],5
160,"shield_charge_shield_fadeout",[255],0
161,"shield_charge_shield_fadeout",[259],2
162,"shield_charge_shield_fadeout",[255],3
163,"shield_charge_shield_fadeout",[255],4
164,"shield_charge_shield_fadeout",[255],5
165,"flame_dash_epk",[218],11
166,"virulent_arrow_epk",[367],0
167,"virulent_arrow_epk",[368],1
168,"virulent_arrow_epk",[370],2
169,"virulent_arrow_epk",[399],3
170,"tempest_shield_shield",[369],0
171,"tempest_shield_shield",[398],1
172,"tornado_shot_epk",[371],0
173,"tornado_shot_epk",[371],2
174,"tornado_shot_epk",[382],3
175,"tornado_shot_epk",[441],4
176,"soul_link",[376],0
177,"flame_link",[377],0
178,"remora_link",[378],0
179,"bulwark_link",[379],0
180,"trigger_link",[380],0
181,"critical_link",[381],0
182,"expanding_fire_cone_epk",[383],1
183,"crackling_lance_sparkle_boi_first_stage_epk",[196],0
184,"crackling_lance_sparkle_boi_first_stage_epk",[230],1
185,"crackling_lance_sparkle_boi_first_stage_epk",[386],2
186,"crackling_lance_sparkle_boi_second_stage_epk",[197],0
187,"crackling_lance_sparkle_boi_second_stage_epk",[231],1
188,"crackling_lance_sparkle_boi_second_stage_epk",[387],2
189,"crackling_lance_sparkle_boi_third_stage_epk",[198],0
190,"crackling_lance_sparkle_boi_third_stage_epk",[232],1
191,"crackling_lance_sparkle_boi_third_stage_epk",[388],2
192,"crackling_lance_sparkle_boi_fourth_stage_epk",[199],0
193,"crackling_lance_sparkle_boi_fourth_stage_epk",[233],1
194,"crackling_lance_sparkle_boi_fourth_stage_epk",[389],2
195,"crackling_lance_on_hit_epk",[180],0
196,"crackling_lance_on_hit_epk",[221],1
197,"crackling_lance_on_hit_epk",[385],2
198,"molten_shell_shell_epk",[237],4
199,"bubble_shield_hit",[445],0
200,"hydrosphere_revert_epk",[241],0
201,"hydrosphere_revert_epk",[455],1
202,"slither_wither",[37],0
203,"slither_wither",[274],1
204,"laser_spears_spear_glow",[444],0
205,"boneshatter_target_hit",[496],1
206,"cobra_lash_crit",[39],0
207,"cobra_lash_crit",[497],1
208,"venom_gyre_whirling_blades",[60],0
209,"venom_gyre_whirling_blades",[498],1
210,"whirling_blades_fade_out",[499],7
211,"whirling_blades_fade_in",[500],7
212,"kinetic_blast_wand_effect",[68],0
213,"kinetic_blast_wand_effect",[68],1
214,"kinetic_blast_wand_effect",[506],2
215,"ring_of_ice_statue_shatter",[529],0
216,"ring_of_ice_weapon_shatter",[530],0
217,"vaal_flicker_cut_wound",[531],0
218,"vaal_flicker_cut_wound",[544],1
219,"vaal_flicker_cut_wound",[547],2
220,"vaal_flicker_cut_wound",[550],4
221,"vaal_flicker_cut_wound2",[532],0
222,"vaal_flicker_cut_wound2",[545],1
223,"vaal_flicker_cut_wound2",[548],2
224,"vaal_flicker_cut_wound2",[551],4
225,"vaal_flicker_cut_wound3",[533],0
226,"vaal_flicker_cut_wound3",[546],1
227,"vaal_flicker_cut_wound3",[549],2
228,"vaal_flicker_cut_wound3",[552],4
229,"vaal_flicker_cut_wound",[596],8
230,"vaal_flicker_cut_wound2",[597],8
231,"vaal_flicker_cut_wound3",[598],8
232,"smite_weapon_effect",[538],0
233,"smite_weapon_effect",[543],1
234,"smite_weapon_effect",[601],3
235,"laser_spears_spear_glow",[648],1
236,"fire_wake_spear_shatter",[633],0
237,"fire_wake_spear_shatter",[649],1000
238,"fire_wake_spear_shatter",[633],1001
239,"fire_wake_spear_shatter",[633],1002
