"rownum","Id","i32_8","i32_12","bool_16"
0,"SkillDialogue",100000,240000,""
1,"SavageHit",3000,4000,""
2,"AlvaUtzaalAttack",25000,40000,""
3,"OpenShop",10000,15000,""
4,"ShopGeneric",10000,15000,""
5,"ZarokhProjectileSweep",6000,7500,""
6,"RareCurrencyDrop",250000,500000,""
7,"MediumHit",1000,2000,""
8,"AdrienneCombat",4000,12000,""
9,"BronnachCombat",4000,12000,""
10,"SondarCombat",4000,12000,""
11,"DoranCombat",4000,12000,""
12,"DoranCombatDodge",5000,15000,""
13,"DoranHeavyHit",10000,20000,""
14,"UlfredCombat",4000,12000,""
15,"DrusianCombat",4000,12000,""
16,"EngageDialogue",90000,300000,""
17,"NyassaCombat",4000,12000,""
18,"HesperiaCombat",4000,12000,""
19,"TauaCombat",4000,12000,""
20,"RaokCombat",4000,12000,""
21,"VasaCombat",4000,12000,""
22,"CiaraCombat",4000,12000,""
23,"TrialmasterHideout",6000,10000,""
24,"KalandraCallout",40000,60000,1
25,"DjinnPortalApproach",60000,60000,""
26,"GelidaCombat",4000,8000,""
27,"IgnatiaCombat",4000,8000,""
28,"BalbalaCoin",20000,20000,""
29,"AlvaWhereGoing",20000,20000,""
30,"TwilightOrderGuardBoss",5000,10000,""
31,"SioraBoss",4000,8000,""
32,"BloodTwinsBoss",3500,10000,""
33,"Tavakai_Callouts",5000,6000,""
34,"Tavakai_Bossfight",5000,8000,""
35,"CurrencyExchangePlaceOrder",15000,20000,""
36,"CurrencyExchangeRecieveShipment",15000,20000,""
37,"AsyncTradePriceChange",15000,18000,""
38,"AsyncTradeListItem",8000,15000,""
39,"AsyncTradeBuyItem",15000,20000,""
40,"AsyncTradeSellItemWild",60000,60000,""
41,"OswinBoss",3000,6000,""
42,"AbyssVoice_Vessel",20000,20000,""
43,"AbyssVoice_Vessel_Amanamu",20000,20000,""
44,"GambleRare",5000,5000,""
45,"GambleUnique",2000,2000,""
46,"GambleGeneric",8000,8000,""
47,"JadoBossCallouts",15000,25000,""
48,"MapOpenDialogue",20000,20000,""
49,"PaperBoyKanuDead",600000,600000,""
50,"PaperBoyGeneric",400000,400000,""
51,"PaperBoy_SecondVisit",400000,400000,""
52,"PaperBoy_TavakaiDefeated",400000,400000,""
53,"PaperBoy_CaptainHartlinDead",400000,400000,""
54,"PaperBoy_DeceiverReleased",400000,400000,""
55,"PaperBoy_ElderFreed",400000,400000,""
56,"PaperBoy_FirstVisit",400000,400000,""
57,"PaperBoy_FirstWeaponPieceFound",400000,400000,""
58,"PaperBoy_InterludesComplete",400000,400000,""
59,"NgakanuGuards",400000,400000,""
60,"TavakaiApproach",10000,10000,""
61,"WildBreachBoss_Vruun",5000,7500,""
62,"Treasurer_ControlZone",20000,20000,""
63,"Treasurer_BoughtOrSold",20000,30000,""
64,"MatikiCooldown",10000,20000,""
65,"DrillSergeantCooldown",30000,45000,""
66,"Incursion_Xolotl_RoyalCommander",8000,15000,""
67,"Incursion_Kulka_RoyalThaumaturge",5000,10000,""
68,"Architect",6000,12000,""
69,"Spymaster",8000,16000,""
70,"DjinnAbilities",30000,120000,""
71,"AtziriMirrorPortalMTX",300000,500000,""
72,"DoryaniRunDialogue",20000,30000,""
73,"AtziriCombat",4000,8000,""
74,"FlameSeedPinnacleBoss",4000,8000,""
75,"Tang_Minions",30000,30000,""
76,"Tang_General",5000,5000,""
77,"Bodach_Skills",5000,7500,""
78,"Farrow_Craft",30000,45000,""
79,"VampireTraderApproach",300000,450000,""
80,"Tang_BigHeadLaser",45000,60000,""
81,"VampireServantIdle",300000,450000,""
82,"Ailith_Ability",15000,15000,""
83,"Ailith_BeingHit",15000,15000,""
84,"Ailith_Wombgift",30000,30000,""
85,"ArbiterOfDivinity_Skill_Short",8000,12000,""
86,"Tang_PurpleShard",45000,45000,""
87,"Tang_CyanShard",45000,45000,""
88,"Tang_SavageHit",300000,300000,""
89,"Ritual_Wendigo_Solaris_PhaseChange",5000,5000,""
90,"Ritual_Wendigo_Lunaris_PhaseChange",5000,5000,""
91,"Ritual_Wendigo_Viridi_PhaseChange",5000,5000,""
92,"Finnegan_Approach",600000,600000,""
93,"Finnegan_Idle",300000,300000,""
94,"Bodach_Emerge",500,500,""
95,"Bodach_Goddess_Orb",4500,6000,""
96,"VoranaExpedition_ShadowStorm",12000,12000,""
97,"Bodach_Orb_Corrupt",20000,25000,""
98,"Bodach_Orb_Activate",1000,2000,""
99,"VoranaExpedition_WaveSlash",20000,20000,""
100,"Farrow_SpecialSell",60000,90000,""
101,"RogueExileEngage",10000,10000,""
102,"Tang_OoM",120000,120000,""
103,"Zarokh_Sekhema",750000,750000,""
104,"DavinBossHead_Approach",300000,450000,""
105,"DavinBossHead_Idle",300000,450000,""
106,"TimeRewindMTX",30000,60000,""
