"rownum","Id","MinLevel","BestiaryFamiliesKey","BestiaryGroupsKey","ModsKey","BestiaryCapturableMonstersKey","BeastRarity","BestiaryGenusKey"
0,"LegendaryBeastTiger",0,"","","","","",""
1,"LegendaryBeastHellionFire",0,"","","","","",""
2,"LegendaryBeastHellionIce",0,"","","","","",""
3,"LegendaryBeastLynx",0,"","","","","",""
4,"LegendaryBeastChieftain",0,"","","","","",""
5,"LegendaryBeastMonkey",0,"","","","","",""
6,"LegendaryBeastGoatman",0,"","","","","",""
7,"LegendaryBeastWolf",0,"","","","","",""
8,"LegendaryBeastHound",0,"","","","","",""
9,"LegendaryBeastPitbull",0,"","","","","",""
10,"LegendaryBeastBeast",0,"","","","","",""
11,"LegendaryBeastUrsa",0,"","","","","",""
12,"LegendaryBeastBull",0,"","","","","",""
13,"LegendaryBeastSpiker",0,"","","","","",""
14,"LegendaryBeastKiweth",0,"","","","","",""
15,"LegendaryBeastVulture",0,"","","","","",""
16,"LegendaryBeastRhoa",0,"","","","","",""
17,"LegendaryBeastRhex",0,"","","","","",""
18,"LegendaryBeastForestSnake",0,"","","","","",""
19,"LegendaryBeastSandSnake",0,"","","","","",""
20,"LegendaryBeastIguana",0,"","","","","",""
21,"LegendaryBeastCarrionQueen",0,"","","","","",""
22,"LegendaryBeastSandLeaper",0,"","","","","",""
23,"LegendaryBeastDevourer",0,"","","","","",""
24,"LegendaryBeastPlagueSpider",0,"","","","","",""
25,"LegendaryBeastPlatedSpider",0,"","","","","",""
26,"LegendaryBeastSpider",0,"","","","","",""
27,"LegendaryBeastScorpion",0,"","","","","",""
28,"LegendaryBeastParasiticSquid",0,"","","","","",""
29,"LegendaryBeastSirenSpawn",0,"","","","","",""
30,"LegendaryBeastSquid",0,"","","","","",""
31,"LegendaryBeastSandSpitter",0,"","","","","",""
32,"LegendaryBeastShieldCrab",0,"","","","","",""
33,"LegendaryBeastCrab",0,"","","","","",""
34,"LegendaryBeastCrab2",0,"","","","","",""
35,"LegendaryBeastFrog",0,"","","","","",""
36,"LegendaryBeastGemFrog",0,"","","","","",""
37,"RareFeline",0,"",0,"","",2,""
38,"RarePrimate",0,"",1,"","",2,""
39,"RareCanine",0,"",2,"","",2,""
40,"RareUrsa",0,"",3,"","",2,""
41,"RareUnnatural",0,"",4,"","",2,""
42,"RareAvian",0,"",5,"","",2,""
43,"RareReptile",0,"",6,"","",2,""
44,"RareInsect",0,"",7,"","",2,""
45,"RareArachnid",0,"",8,"","",2,""
46,"RareCephalopod",0,"",9,"","",2,""
47,"RareCrustacean",0,"",10,"","",2,""
48,"RareAmphibian",0,"",11,"","",2,""
49,"RareWilds",0,0,"","","",2,""
50,"RareSands",0,1,"","","",2,""
51,"RareCaverns",0,2,"","","",2,""
52,"RareDepths",0,3,"","","",2,""
53,"RareWildsLevel70Plus",70,0,"","","",2,""
54,"RareSandsLevel70Plus",70,1,"","","",2,""
55,"RareCavernsLevel70Plus",70,2,"","","",2,""
56,"RareDepthsLevel70Plus",70,3,"","","",2,""
57,"UniqueOozebackBloom",0,"","","","",3,""
58,"UniqueTheDeepDweller",0,"","","","",3,""
59,"UniqueUngulath",0,"","","","",3,""
60,"UniqueTheBurningMenace",0,"","","","",3,""
61,"UniqueBroodPrincess",0,"","","","",3,""
62,"UniqueTheFaun",0,"","","","",3,""
