"rownum","MtxTypeGameSpecific","Id","BK2File"
0,192,1,""
1,193,2,""
2,194,3,""
3,195,4,""
4,196,5,""
5,197,6,""
6,345,7,""
7,346,8,""
8,347,9,""
9,348,10,""
10,370,11,""
11,371,12,""
12,372,13,""
13,373,14,""
14,428,15,""
15,459,16,""
16,460,17,""
17,461,18,""
18,462,19,""
19,525,20,""
20,526,21,""
21,586,22,""
22,587,23,""
23,621,24,""
24,622,25,""
25,623,26,""
26,624,27,""
27,625,28,""
28,626,29,""
29,685,30,""
30,686,31,""
31,687,32,""
32,688,33,""
33,689,34,""
34,690,35,""
35,691,36,""
36,739,37,""
37,740,38,""
38,837,39,""
39,844,40,""
40,851,41,""
41,859,42,""
42,867,43,""
43,875,44,""
44,895,45,""
45,896,46,""
46,936,47,""
47,937,48,""
48,938,49,""
49,939,50,""
50,940,51,""
51,941,52,""
52,942,53,""
53,943,54,""
54,944,55,""
55,945,56,""
56,946,57,""
57,947,58,""
58,948,59,""
59,949,60,""
60,950,61,""
61,951,62,""
62,952,63,""
63,953,64,""
64,954,65,""
65,955,66,""
66,956,67,""
67,957,68,""
68,958,69,""
69,959,70,""
70,960,71,""
71,961,72,""
72,962,73,""
73,963,74,""
74,964,75,""
75,965,76,""
76,966,77,""
77,967,78,""
78,968,79,""
79,969,80,""
80,970,81,""
81,971,82,""
82,972,83,""
83,973,84,""
84,974,85,""
85,975,86,""
86,976,87,""
87,977,88,""
88,978,89,""
89,979,90,""
90,980,91,""
91,981,92,""
92,982,93,""
93,983,94,""
94,984,95,""
95,985,96,""
96,986,97,""
97,987,98,""
98,988,99,""
99,989,100,""
100,990,101,""
101,991,102,""
102,992,103,""
103,993,104,""
104,994,105,""
105,995,106,""
106,996,107,""
107,997,108,""
108,998,109,""
109,999,110,""
110,1000,111,""
111,1001,112,""
112,1002,113,""
113,1003,114,""
114,1004,115,""
115,1005,116,""
116,1294,117,""
117,1295,118,""
118,1296,119,""
119,1297,120,""
120,1347,121,""
121,1348,122,""
122,1342,123,""
123,1343,124,""
124,928,125,""
125,929,126,""
126,930,127,""
127,925,128,""
128,926,129,""
129,927,130,""
130,1486,131,""
131,1487,132,""
132,1494,133,""
133,1495,134,""
134,931,135,""
135,1630,136,""
136,1635,137,""
137,1622,138,""
138,1624,139,""
139,1637,140,""
140,1646,141,""
141,1655,142,""
142,1664,143,""
143,1674,144,""
144,1736,145,""
145,1741,146,""
146,1729,147,""
147,1734,148,""
148,1852,149,""
149,1845,150,""
150,1839,151,""
151,1837,152,""
152,933,153,""
153,934,154,""
154,935,155,""
155,1980,156,""
156,1974,157,""
157,1972,158,""
158,1966,159,""
159,2075,160,"Art/Videos/ChinaMTX/MTX_Chiyou_Portrait_Frame.bk2"
160,932,161,""
161,2138,162,""
162,2144,163,""
163,2147,164,""
164,2153,165,""
165,2094,166,""
166,2104,167,""
167,2112,168,""
168,2121,169,""
169,2135,170,""
170,2227,171,"Art/Videos/ChinaMTX/MTX_DarkDecide_Portrait_Frame.bk2"
171,2260,172,""
172,2265,173,""
173,2252,174,""
174,2257,175,""
175,2463,176,"Art/Videos/ChinaMTX/MTX_Goddess_Portrait_Frame.bk2"
176,1006,177,""
177,1007,178,""
178,1008,179,""
179,1009,180,""
180,1010,181,""
181,1011,182,""
