"rownum","rid_0","string_16","f32_24"
0,0,"root_jntBnd",1
1,0,"aux_camera_position",1
2,0,"aux_position",1
3,0,"head_jntBnd",1
4,0,"aux_Head_attachment",1
5,0,"face_jntBnd",1
6,0,"neck_jntBnd",1
7,0,"aux_Back_attachment",1
8,0,"chest_jntBnd",1
9,0,"L_chest_jntBnd",1
10,0,"phys_skinned_L_chest_jntBnd",1
11,0,"R_chest_jntBnd",1
12,0,"phys_skinned_R_chest_jntBnd",1
13,0,"L_clavicle_jntBnd",1
14,0,"L_shoulder_jntBnd",1
15,0,"L_shoulder_attachment_jntBnd",1
16,0,"L_upperArm_attachment_jntBnd",1
17,0,"L_shoulder_cTwist_jntBnd_1",1
18,0,"L_elbow_jntBnd",1
19,0,"L_elbow_attachment_jntBnd",1
20,0,"L_elbow_Twist_jntBnd_1",1
21,0,"L_elbow_Twist_jntBnd_2",1
22,0,"L_elbow_Twist_jntBnd_3",1
23,0,"L_wrist_jntBnd",1
24,0,"aux_L_Weapon_attachment_jntBnd",1
25,0,"L_thumb_1_jntBnd_1",1
26,0,"L_thumb_1_jntBnd_2",1
27,0,"L_thumb_1_jntBnd_3",1
28,0,"L_finger_1_jntBnd_1",1
29,0,"L_finger_1_jntBnd_2",1
30,0,"L_finger_1_jntBnd_3",1
31,0,"L_finger_2_jntBnd_1",1
32,0,"L_finger_2_jntBnd_2",1
33,0,"L_finger_2_jntBnd_3",1
34,0,"L_finger_3_jntBnd_1",1
35,0,"L_finger_3_jntBnd_2",1
36,0,"L_finger_3_jntBnd_3",1
37,0,"L_finger_4_jntBnd_1",1
38,0,"L_finger_4_jntBnd_2",1
39,0,"L_finger_4_jntBnd_3",1
40,0,"R_clavicle_jntBnd",1
41,0,"R_shoulder_jntBnd",1
42,0,"R_shoulder_attachment_jntBnd",1
43,0,"R_upperArm_attachment_jntBnd",1
44,0,"R_shoulder_cTwist_jntBnd_1",1
45,0,"R_elbow_jntBnd",1
46,0,"R_elbow_attachment_jntBnd",1
47,0,"R_elbow_Twist_jntBnd_1",1
48,0,"R_elbow_Twist_jntBnd_2",1
49,0,"R_elbow_Twist_jntBnd_3",1
50,0,"R_wrist_jntBnd",1
51,0,"aux_R_Weapon_attachment_jntBnd",1
52,0,"R_thumb_1_jntBnd_1",1
53,0,"R_thumb_1_jntBnd_2",1
54,0,"R_thumb_1_jntBnd_3",1
55,0,"R_finger_1_jntBnd_1",1
56,0,"R_finger_1_jntBnd_2",1
57,0,"R_finger_1_jntBnd_3",1
58,0,"R_finger_2_jntBnd_1",1
59,0,"R_finger_2_jntBnd_2",1
60,0,"R_finger_2_jntBnd_3",1
61,0,"R_finger_3_jntBnd_1",1
62,0,"R_finger_3_jntBnd_2",1
63,0,"R_finger_3_jntBnd_3",1
64,0,"R_finger_4_jntBnd_1",1
65,0,"R_finger_4_jntBnd_2",1
66,0,"R_finger_4_jntBnd_3",1
67,0,"spine_2_jntBnd",1
68,0,"spine_1_jntBnd",1
69,0,"hip_jntBnd",1
70,0,"L_thigh_jntBnd",1
71,0,"L_knee_jntBnd",1
72,0,"L_knee_attachment_jntBnd",1
73,0,"L_ankle_jntBnd",1
74,0,"L_foot_jntBnd",1
75,0,"aux_L_foot_attachment",1
76,0,"L_toe_jntBnd",1
77,0,"R_thigh_jntBnd",1
78,0,"R_knee_jntBnd",1
79,0,"R_knee_attachment_jntBnd",1
80,0,"R_ankle_jntBnd",1
81,0,"R_foot_jntBnd",1
82,0,"aux_R_foot_attachment",1
83,0,"R_toe_jntBnd",1
84,1,"root_jntBnd",1
85,1,"hip_jntBnd",2
86,1,"spine_1_jntBnd",3
87,1,"butt_jntBnd",2.3
88,1,"spine_2_jntBnd",4
89,1,"belly_jntBnd",2.5
90,1,"L_thigh_jntBnd",2.5
91,1,"tail_jntBnd",2.3
92,1,"R_thigh_jntBnd",2.5
93,1,"chest_jntBnd",2.5
94,1,"L_knee_jntBnd",2.5
95,1,"L_butt_jntBnd",1.6
96,1,"R_knee_jntBnd",2.5
97,1,"R_butt_jntBnd",1.6
98,1,"L_clavicle_jntBnd",3
99,1,"R_clavicle_jntBnd",3
100,1,"L_chest_jntBnd",1
101,1,"R_chest_jntBnd",1
102,1,"hump_jntBnd",2.5
103,1,"R_shoulderblade_jntBnd",2.5
104,1,"L_shoulderblade_jntBnd",2.5
105,1,"neck_jntBnd",5
106,1,"L_ankle_jntBnd",1
107,1,"R_ankle_jntBnd",1
108,1,"L_shoulder_jntBnd",2
109,1,"R_shoulder_jntBnd",2
110,1,"neck_mid_jntBnd",5
111,1,"L_foot_jntBnd",3
112,1,"R_foot_jntBnd",3
113,1,"L_elbow_jntBnd",4
114,1,"L_shoulder_cTwist_jntBnd_1",4
115,1,"R_elbow_jntBnd",4
116,1,"R_shoulder_cTwist_jntBnd_1",4
117,1,"head_jntBnd",3
118,1,"neck_fur_jntBnd",5
119,1,"L_wrist_jntBnd",4
120,1,"L_elbow_Twist_jntBnd_1",3
121,1,"L_elbow_Twist_jntBnd_2",3
122,1,"L_elbow_Twist_jntBnd_3",3
123,1,"L_bicep_jntBnd",1
124,1,"R_wrist_jntBnd",4
125,1,"R_elbow_Twist_jntBnd_1",3
126,1,"R_elbow_Twist_jntBnd_2",3
127,1,"R_elbow_Twist_jntBnd_3",3
128,1,"R_bicep_jntBnd",1
129,1,"nose_jntBnd",3
130,1,"jaw_jntBnd_1",3
131,1,"R_ear_jntBnd",3
132,1,"L_ear_jntBnd",3
133,1,"L_thumb_jntBnd_5",4
134,1,"L_finger_jntBnd_2",4
135,1,"L_finger_jntBnd_1",4
136,1,"L_finger_jntBnd_3",4
137,1,"L_finger_jntBnd_4",4
138,1,"R_thumb_jntBnd_5",4
139,1,"R_finger_jntBnd_3",4
140,1,"R_finger_jntBnd_4",4
141,1,"R_finger_jntBnd_2",4
142,1,"R_finger_jntBnd_1",4
143,1,"jaw_jntBnd_2",3
144,1,"aux_position",1
145,1,"aux_camera_position",1
146,4,"aux_animation_control_ratio",1
147,4,"aux_camera_position",1
148,4,"aux_position",1
149,4,"chest_jntBnd",2
150,4,"diaphram_jntBnd",2
151,4,"head_jntBnd",1.5
152,4,"hip_jntBnd",1
153,4,"jaw_jntBnd",1
154,4,"root_jntBnd",1
155,4,"spine_1_jntBnd",2.7
156,4,"spine_2_jntBnd",2.9
157,4,"L_eye_jntBnd",1
158,4,"L_top_eyelid_jntBnd",1
159,4,"L_bot_eyelid_jntBnd",1
160,4,"L_eye_membrane_jntBnd",1
161,4,"L_mouth_membrane_jntBnd",1
162,4,"R_eye_jntBnd",1
163,4,"R_top_eyelid_jntBnd",1
164,4,"R_bot_eyelid_jntBnd",1
165,4,"R_eye_membrane_jntBnd",1
166,4,"R_mouth_membrane_jntBnd",1
167,4,"neck_jntBnd_1",3.5
168,4,"neck_jntBnd_2",3.5
169,4,"neck_jntBnd_3",3.5
170,4,"neck_jntBnd_4",3.5
171,4,"neck_jntBnd_5",3.5
172,4,"neck_jntBnd_6",3.5
173,4,"neck_skin_jntBnd_1",1
174,4,"neck_skin_jntBnd_2",1
175,4,"neck_skin_jntBnd_3",1
176,4,"neck_skin_jntBnd_4",1
177,4,"neck_skin_jntBnd_5",1
178,4,"nose_jntBnd",1
179,4,"tongue_jntBnd_1",1
180,4,"tongue_jntBnd_2",1
181,4,"tongue_jntBnd_3",1
182,4,"tongue_jntBnd_4",1
183,4,"tongue_jntBnd_5",1
184,4,"tongue_jntBnd_6",1
185,4,"tongue_jntBnd_7",1
186,4,"tongue_jntBnd_8",1
