"rownum","Id","MonsterVarietiesKey","MonsterGroupNamesId"
0,"492",442,121
1,"493",443,121
2,"494",445,121
3,"758",918,146
4,"759",920,146
5,"ProxyKey1000",317,137
6,"ProxyKey1001",318,137
7,"ProxyKey1002",319,137
8,"ProxyKey1003",320,138
9,"ProxyKey1004",321,138
10,"1005",704,139
11,"1006",705,139
12,"1007",706,139
13,"1009",1091,141
14,"1010",1092,141
15,"750",192,143
16,"751",193,143
17,"752",194,143
18,"753",195,143
19,"760",1612,147
20,"761",1612,147
21,"762",1616,148
22,"763",1618,149
23,"764",1618,149
24,"765",1618,149
25,"766",1618,149
26,"767",1618,149
27,"768",1620,150
28,"769",1622,150
29,"770",1622,150
30,"771",1622,150
31,"772",1622,150
32,"773",1622,150
33,"774",1624,149
34,"775",1626,148
35,"776",1626,148
36,"777",1626,148
37,"778",1626,148
38,"779",1626,148
39,"780",1622,151
40,"781",1626,151
41,"782",1649,152
42,"783",258,153
43,"784",260,153
44,"785",262,153
45,"786",1632,154
46,"787",1633,154
47,"788",1634,154
48,"789",1635,154
49,"790",1617,155
50,"791",1627,155
51,"792",1627,155
52,"793",1627,155
53,"794",1627,155
54,"795",1627,155
55,"796",1619,156
56,"797",1619,156
57,"798",1619,156
58,"799",1619,156
59,"800",1619,156
60,"801",1625,156
61,"802",1621,157
62,"803",1623,157
63,"804",1623,157
64,"805",1623,157
65,"806",1623,157
66,"807",1623,157
67,"74",1977,158
68,"75",1978,158
69,"76",1979,158
70,"77",1980,159
71,"78",1981,159
72,"79",1982,159
73,"80",1983,160
74,"81",1984,160
75,"82",1985,160
