"rownum","Id","AOFile","PreloadGroupsKeys","EffectCategory","i32_36","HASH32"
0,"NPCQuestMarker","Metadata/Effects/misc/Quest_Indicator/Indicator_01.ao",[],1,0,1958576222
1,"NPCQuestMarkerOrange","Metadata/Effects/misc/Quest_Indicator/orange_Indicator_01.ao",[],2,0,3372819582
2,"NPCQuestMarkerBlue","Metadata/Effects/misc/Quest_Indicator/blue_Indicator_01.ao",[],2,0,4246384371
3,"CounterEndurance","Metadata/Effects/Spells/skill_charges/chargeFloat_E.ao",[],2,0,2675355425
4,"CounterCharge","Metadata/Effects/Spells/skill_charges/chargeFloat_P.ao",[],2,0,3152051206
5,"CounterFrenzy","Metadata/Effects/Spells/skill_charges/chargeFloat_F.ao",[],2,0,1682897042
6,"TownPortal","Metadata/Effects/Spells/portal/town_portal.ao",[],1,0,2368650790
7,"MapDevicePortalSmall","Metadata/Effects/Spells/portal/portal2.ao",[],1,0,864074752
8,"MapDevicePortalLarge","Metadata/Effects/Spells/portal/portal2.ao",[],1,0,223081550
9,"Quiver","Metadata/Items/Quivers/DefaultQuiver.ao",[],1,0,2516488380
10,"DefaultArrow","Metadata/Items/Quivers/Arrow.ao",[],1,0,3257037012
11,"DefaultBolt","Metadata/Items/Quivers/CrossbowBolt.ao",[],1,0,1861637743
12,"DefaultSpear","Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/BaseTypes/IronheadSpearHeld.ao",[],1,0,1715138554
13,"LevelUp","Metadata/Effects/Spells/level_up_02/Level_Up.ao",[],3,0,4280584025
14,"RevivePlayerEffect","Metadata/Effects/Spells/party_effects/revive/AOs/revive_Blast.ao",[],3,0,2394619103
15,"FloatingCheckpointBlue","Metadata/MiscellaneousObjects/Checkpoints/EzomytePlayerCheckpoint_Blue.ao",[],4,0,2791658729
16,"BloodRageEffect","Metadata/Effects/Spells/blood_rage/rig.ao",[],4,0,4222230926
17,"EnduringCryEffect","Metadata/Effects/Spells/warcries/enduring_cry/enduring_cry.ao",[],4,400,240748885
18,"WaterNovaEffect","Metadata/Effects/Spells/monsters_effects/waternova/rig.ao",[],4,260,321998091
19,"IceNovaEffect","Metadata/Effects/Spells/cold_icenova/iceNova.ao",[],4,500,4066385562
20,"FlickerStrikeEffect","Metadata/Effects/Spells/flicker_strike_new/rig.ao",[],4,0,2998848949
21,"FlickerStrikeOutEffect","Metadata/Effects/Spells/flicker_strike_new/Flicker_Out.ao",[],4,0,4211873716
22,"FlickerStrikeInEffect","Metadata/Effects/Spells/flicker_strike_new/Flicker_In.ao",[],4,0,1006669798
23,"ShieldChargeEnd","Metadata/Effects/Spells/shield_charge/rig.ao",[],4,0,2537335503
24,"RaiseSpectreEffect","Metadata/Effects/Spells/raise_specter_02/rig.ao",[],3,0,3791232352
25,"RaiseSpectreSummonEffect","Metadata/Effects/Spells/raise_specter_02/summon.ao",[],3,0,3885970488
26,"InfernalBlowEffect","Metadata/Effects/Spells/inner_fire_player/rig.ao",[],4,0,4261518550
27,"GlacialHammerOneHand","Metadata/Effects/Spells/icehammer/Onehander/rig.ao",[],4,0,2221584017
28,"GlacialHammerTwoHand","Metadata/Effects/Spells/icehammer/Twohanded/rig.ao",[],4,0,319940684
29,"GlacialHammerStaff","Metadata/Effects/Spells/icehammer/Staff/rig.ao",[],4,0,2937451073
30,"RaisedZombie","Metadata/Monsters/Zombies/Raised/Raised.ao",[],4,0,748149779
31,"ShockNovaEffect","Metadata/Effects/Spells/shock_nova/rig.ao",[],4,0,2227067672
32,"ViperStrikeOrb","Metadata/Effects/Spells/orbs/rig_poisonstrikes.ao",[],4,0,3436448129
33,"ViperStrikeEffect","Metadata/Effects/Spells/viper_strike/rig.ao",[],4,0,3081851164
34,"PhaseRunEffect","Metadata/Effects/Spells/phase_run/rig.ao",[],4,0,3806277643
35,"FuseArrow","Metadata/Effects/Spells/explosivearrow_2/projectile/arrow_base_stuck.ao",[],3,0,2786102529
36,"FuseArrowExplode","Metadata/Effects/Spells/explosivearrow_2/explosion/explosion.ao",[],4,165,1681772990
37,"IncaBossExplosion","Metadata/Effects/Spells/monsters_effects/inca_shadow/red/largeslam.ao",[],4,0,1677068079
38,"IncaBossSummon","Metadata/Effects/Spells/monsters_effects/inca_shadow/black/rig.ao",[],4,0,558268571
39,"TemporalChainsOrb","Metadata/Effects/Spells/curses/temporal_chains.ao",[],4,0,3289586973
40,"ElementalWeaknessOrb","Metadata/Effects/Spells/curses/reduce_resistance.ao",[],4,0,4142156310
41,"FireWeaknessOrb","Metadata/Effects/Spells/curses/ele_weakness/fire.ao",[],4,0,3767183306
42,"ColdWeaknessOrb","Metadata/Effects/Spells/curses/ele_weakness/ice.ao",[],4,0,3061578464
43,"LightningWeaknessOrb","Metadata/Effects/Spells/curses/ele_weakness/light.ao",[],4,0,2001116390
44,"WarlordsMarkOrb","Metadata/Effects/Spells/curses_02/marks/mark_warlord.ao",[],4,0,1877035532
45,"PunishmentOrb","Metadata/Effects/Spells/curses/punishment.ao",[],4,0,3057635180
46,"EnfeebleOrb","Metadata/Effects/Spells/curses/enfeeble.ao",[],4,0,3151969978
47,"AssassinsMarkOrb","Metadata/Effects/Spells/curses_02/marks/mark_assassin.ao",[],4,0,3481332523
48,"ProjectileWeaknessOrb","Metadata/Effects/Spells/curses_02/marks/mark_sniper.ao",[],4,0,1688788628
49,"VulnerabilityOrb","Metadata/Effects/Spells/curses/vulnerability.ao",[],4,0,3731188064
50,"PoachersMarkOrb","Metadata/Effects/Spells/curses_02/marks/mark_poacher.ao",[],4,0,115418229
51,"AlchemistsMarkOrb","Metadata/Effects/Spells/curses_02/marks/mark_alchemy.ao",[],4,0,3222903469
52,"PacifyOrb","Metadata/Effects/Spells/curses_02/marks/mark_alchemy.ao",[],4,0,1636971593
53,"TemporalChainsCast","Metadata/Effects/Spells/curses_02/area/temporal_chains_aoe.ao",[],4,300,1131452644
54,"ElementalWeaknessCast","Metadata/Effects/Spells/curses_02/area/elemental_weakness_aoe.ao",[],4,300,858825092
55,"FireWeaknessCast","Metadata/Effects/Spells/curses_02/area/flammability_aoe.ao",[],4,300,1983381802
56,"ColdWeaknessCast","Metadata/Effects/Spells/curses_02/area/frostbite_aoe.ao",[],4,300,711321843
57,"LightningWeaknessCast","Metadata/Effects/Spells/curses_02/area/conductivity_aoe.ao",[],4,300,2140727851
58,"DrainEssenceCast","Metadata/Effects/Spells/curses/area/mark/mark_warlord.ao",[],4,0,3340139643
59,"PunishmentCast","Metadata/Effects/Spells/curses_02/area/punishment_aoe.ao",[],4,300,1300810275
60,"EnfeebleCast","Metadata/Effects/Spells/curses_02/area/enfeeble_aoe.ao",[],4,300,2976398163
61,"CriticalWeaknessCast","Metadata/Effects/Spells/curses/area/mark/mark_assassin.ao",[],4,0,3825410163
62,"ProjectileWeaknessCast","Metadata/Effects/Spells/curses/area/projectile_weakness.ao",[],4,0,3398763328
63,"VulnerabilityCast","Metadata/Effects/Spells/curses_02/area/vulnerability_aoe.ao",[],4,300,1102344911
64,"PoachersMarkCast","Metadata/Effects/Spells/curses/area/mark/mark_hunter.ao",[],4,0,2543481857
65,"TeleportBallEffect","Metadata/Effects/Spells/fade/rig.ao",[],4,0,4159815743
66,"RaiseSkeletonEffect","Metadata/Effects/Spells/raise_skeleton_02/rig.ao",[],3,0,1223116327
67,"HeavyStrikeEffect","Metadata/Effects/Spells/heavy_strike_02/heavy_strike_hit.ao",[],4,0,3742766633
68,"ConversionStrikeHit","Metadata/Effects/Spells/dominating_blow/monster_hit/monster_hit.ao",[],4,0,1209439309
69,"ConversionStrikeConvert","Metadata/Effects/Spells/dominating_blow/monster_covert/monster_convert.ao",[],4,0,4146932165
70,"RainOfArrows","Metadata/Effects/Spells/rain_of_arrows/rig.ao",[],4,0,2954009993
71,"BladeFlurry","Metadata/Effects/Spells/flurry/rig.ao",[],4,0,3190303331
72,"BladeFlurryTrail","Metadata/Effects/Spells/flurry/trail/rig.ao",[],4,0,2492441873
73,"FireStormEffect","Metadata/Effects/Spells/firestorm/rig.ao",[],4,0,2963172868
74,"ImmortalCallCast","Metadata/Effects/Spells/immortal_call/rig.ao",[],4,0,1750845284
75,"DischargeFire","Metadata/Effects/Spells/discharge_03/discharge_core.ao",[],4,200,1282324092
76,"DischargeCold","Metadata/Effects/Spells/discharge_03/discharge_core_ice.ao",[],4,0,2836283182
77,"DischargeLightning","Metadata/Effects/Spells/discharge_03/discharge_core_lightning.ao",[],4,0,3492085569
78,"DischargeFireNoSound","Metadata/Effects/Spells/discharge/fire_discharge_NoSound.ao",[],4,0,2626023829
79,"DischargeColdNoSound","Metadata/Effects/Spells/discharge/ice_discharge_NoSound.ao",[],4,0,3101107120
80,"DischargeLightningNoSound","Metadata/Effects/Spells/discharge/light_discharge_NoSound.ao",[],4,0,2524329612
81,"GlacialHammerShatter","Metadata/Effects/Spells/icehammer_explosion/rig.ao",[],4,0,3834907226
82,"LightningWarpTarget","Metadata/Effects/Spells/lightning_warp_02/marker.ao",[],4,0,1211236602
83,"LightningWarpUp","Metadata/Effects/Spells/lightning_lightningbolt/bolt_upwards.ao",[],4,0,2090490654
84,"LightningWarpDown","Metadata/Effects/Spells/lightning_warp_02/warp_Down.ao",[],4,0,2921990853
85,"VileDisruptionTarget","Metadata/Effects/misc/Uniques/weapons/TwoHandWeapons/Staves/VileDisruption/marker.ao",[],4,0,3940460502
86,"VileDisruptionUp","Metadata/Effects/misc/Uniques/weapons/TwoHandWeapons/Staves/VileDisruption/warpup.ao",[],4,0,1630778744
87,"VileDisruptionDown","Metadata/Effects/misc/Uniques/weapons/TwoHandWeapons/Staves/VileDisruption/warpdown.ao",[],4,0,354296531
88,"VileDisruptionExplosion","Metadata/Effects/misc/Uniques/weapons/TwoHandWeapons/Staves/VileDisruption/explosion.ao",[],4,130,2543295581
89,"VileDisruptionWhiff","Metadata/Effects/misc/Uniques/weapons/TwoHandWeapons/Staves/VileDisruption/whiff.ao",[],4,0,2186755085
90,"VileDisruptionGibs","Metadata/Effects/misc/Uniques/weapons/TwoHandWeapons/Staves/VileDisruption/explosion.ao",[],4,0,196362642
91,"QuestReward","Metadata/Effects/misc/quest_hand_in/blue.ao",[],3,0,73685695
92,"ForsakenRainOfArrows","Metadata/Effects/Spells/monsters_effects/forsaken_skeleton/rain.ao",[],4,0,3942980134
93,"FireShield","Metadata/Effects/Spells/molten_armour/spinner.ao",[],4,0,301495872
94,"GemLevelUpStr","Metadata/Effects/misc/gem_levelup/red.ao",[],3,0,3605665372
95,"GemLevelUpDex","Metadata/Effects/misc/gem_levelup/green.ao",[],3,0,4016725304
96,"GemLevelUpInt","Metadata/Effects/misc/gem_levelup/blue.ao",[],3,0,2776219480
97,"PowerSiphonPlayer1","Metadata/Effects/Spells/wand_power_siphon/siphon.ao",[],4,200,4035063454
98,"PowerSiphonPlayer2","Metadata/Effects/Spells/wand_power_siphon/siphon.ao",[],4,200,203083463
99,"PowerSiphonPlayer3","Metadata/Effects/Spells/wand_power_siphon/siphon.ao",[],4,200,3786366955
100,"PowerSiphonMonster","Metadata/Effects/Spells/power_siphon/onkill/main/siphon_main.ao",[],4,0,3043540918
101,"PowerSiphonMonsterSubtle","Metadata/Effects/Spells/power_siphon/onkill/subtle/siphon_sub.ao",[],4,0,2536540743
102,"PowerSiphonMonsterHit","Metadata/Effects/Spells/power_siphon/projectile/soul_hit.ao",[],4,0,1484534509
103,"IncaBossLaser","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/bluebeam.ao",[],4,0,1572373651
104,"IncaBossLaserAtziri","Metadata/Effects/Spells/monsters_effects/act2/AtziriOversoul/laser.ao",[],4,0,1966892374
105,"LightningSlashEffect1","Metadata/Effects/Spells/lightning_blade/lightninglong.ao",[],4,0,2001697980
106,"LightningSlashEffect2","Metadata/Effects/Spells/lightning_blade/lightninglong1.ao",[],4,0,2181758685
107,"LightningSlashStrike","Metadata/Effects/Spells/monk_lightningstrike/lightningStrike_impact_01.ao",[],4,310,1844141954
108,"LightningSlashStrikeLite","Metadata/Effects/Spells/lightning_strike_02/lite/strike.ao",[],4,0,122980523
109,"LightningSlashStrikePowered","Metadata/Effects/Spells/monk_lightningstrike/lightningStrike_impact_02.ao",[],4,310,1352426020
110,"FireShieldCast","Metadata/Effects/Spells/molten_armour/moltsheild_cast.ao",[],4,0,1205789722
111,"LightningArrowMainHit","Metadata/Effects/Spells/bow_lightning_arrow/impact_01.ao",[],4,0,1243146284
112,"LightningArrowHit","Metadata/Effects/Spells/soul_siphon/rig.ao",[],4,0,1682495318
113,"LightningArrow","Metadata/Effects/Spells/lightning_arrows/rig.ao",[],4,0,1420959379
114,"LightningArrowBloodMTXExplode","Metadata/Effects/Spells/blood_arrow/explode.ao",[],4,0,3782646972
115,"LightningArrowBloodMTXBeam","Metadata/Effects/Spells/blood_arrow/small_beams.ao",[],4,0,528368734
116,"RighteousFireOrb","Metadata/Effects/Spells/ri_fire/firebuff.ao",[],4,0,946749918
117,"RighteousFireRing","Metadata/Effects/Spells/ri_fire/rifire.ao",[],4,400,80442054
118,"RaiseSkeletonBigEffect","Metadata/Effects/Spells/raise_skeleton_large/raiseskelington.ao",[],4,0,1279108040
119,"BurningArrow","Metadata/Effects/Spells/firearrow/rig.ao",[],4,0,2805091325
120,"KiwiUnsummon","Metadata/Effects/Microtransactions/pets/summon/unsummon.ao",[],3,0,3448509365
121,"GroundFireTrapExplode","Metadata/Effects/Spells/traps/fireground_trap/rig.ao",[],4,0,3411680486
122,"GroundCausticTrapExplode","Metadata/Effects/Spells/monsters_effects/act3/pyro/trap_explode_poison.ao",[],4,0,2105229602
123,"GroundIceTrapExplode","Metadata/Effects/Spells/traps/cold_trap/rig.ao",[],4,0,1706042182
124,"IceTrapEffect","Metadata/Effects/Spells/traps/ice_trap/rig.ao",[],4,0,1900185277
125,"BearTrapEffect","Metadata/Effects/Spells/bear_trap/bear_trap.ao",[],4,0,2922221036
126,"ConvertTrapEffect","Metadata/Effects/Spells/traps/gas_trap/gastrap.ao",[],4,0,507684914
127,"TotemEarthquakeSpell","Metadata/Effects/Spells/totems/spells/earthshock.ao",[],4,0,3431411778
128,"NecromancerReviveCast","Metadata/Effects/Spells/monsters_effects/necro_cast/rig.ao",[],4,0,848653540
129,"ShadowProjectileHitGround","Metadata/Effects/Spells/ninja_shotgun/ninjashotgunground.ao",[],4,0,766854003
130,"GroundFireOnDeathEffect","Metadata/Effects/Spells/monsters_effects/hell_lion_death/rig.ao",[],3,0,2508691499
131,"PietyPortalRunes","Metadata/Effects/Environment/piety_portal/circle.ao",[],4,0,3915687406
132,"PietyPortal","Metadata/Effects/Environment/piety_portal/close.ao",[],4,0,1679203443
133,"BlindOrb","Metadata/Effects/Spells/curses/blinded.ao",[],3,0,279204848
134,"IncaRock1","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_01.ao",[],4,0,3061807369
135,"IncaRock2","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_02.ao",[],4,0,2126790828
136,"IncaRock3","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_03.ao",[],4,0,670027782
137,"IncaRock4","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_04.ao",[],4,0,910051078
138,"IncaTeleportEnd","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/teleportup.ao",[],4,0,3796455237
139,"IncaTeleportEndAtziri","Metadata/Effects/Spells/monsters_effects/act2/AtziriOversoul/teleportup.ao",[],4,0,1202770722
140,"IceShotArrow","Metadata/Effects/Spells/icearrow/rig.ao",[],4,0,3872205745
141,"IceShotHit","Metadata/Effects/Spells/icearrow_02/cone.ao",[],4,0,1641020163
142,"IceShotHitVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/cone.ao",[],4,0,1946952582
143,"IceShotWideVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/cone_lv1.ao",[],4,0,1844125829
144,"IceShotVeryWideVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/cone_lv2.ao",[],4,0,3081890899
145,"IceShotSurgeVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/surge_ice.ao",[],4,0,222950819
146,"IceShotMuzzleFlashVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/ice_flash.ao",[],4,0,3802568772
147,"IceShield","Metadata/Effects/Spells/frozen_barrier/rig.ao",[],4,0,3732489377
148,"IceShieldDemon","Metadata/Effects/Spells/monsters_effects/act3/demon_icesheild/icefeet.ao",[],4,0,3113379995
149,"ArcticBreathExplosion","Metadata/Effects/Spells/arcticbreath/explosion.ao",[],4,120,1962339864
150,"Arc","Metadata/Effects/Spells/arc/rig.ao",[],4,0,1950446294
151,"ArcHitSoundEffect","Metadata/Effects/impact_sounds/ArcImpact.ao",[],4,0,2766041521
152,"BrutusHook","Metadata/Effects/Spells/monsters_effects/act1/brute/chain.ao",[],4,0,562065829
153,"BrutusHookBlood","Metadata/Effects/Spells/monsters_effects/brute_hook/player_hit.ao",[],4,0,3147300128
154,"BrutusHookBleeding","Metadata/Effects/Spells/monsters_effects/brute_hook/playerdrag.ao",[],4,0,3460256607
155,"ConsumeCorpseEffect","Metadata/Effects/Spells/totems/spells/devouringtotem.ao",[],4,0,4248414984
156,"FireballExplosion","Metadata/Effects/Spells/fire_fireball/ao/impact.ao",[],4,200,1432603515
157,"FireballExplosionLarge","Metadata/Effects/Spells/fire_fireball/ao/impact.ao",[],4,210,3976965583
158,"DragonFireballExplosion","Metadata/Effects/Microtransactions/Spells/fireball/dragon_fireball/mid.ao",[],4,175,3018614547
159,"StygianFireballExplosion","Metadata/Effects/Microtransactions/Spells/fireball/stygian/aoe.ao",[],4,175,4166640912
