"rownum","BaseItemType","ReqStr","ReqInt","ReqDex"
0,373,0,0,0
1,374,0,0,0
2,375,0,0,0
3,376,7,7,7
4,377,0,0,0
5,378,0,0,0
6,2681,0,0,0
7,2682,0,0,0
8,2683,0,0,0
9,2684,0,0,0
10,2685,0,0,0
11,2686,0,0,0
12,2259,0,0,0
13,2260,10,0,0
14,2261,21,0,0
15,2262,28,0,0
16,2263,34,0,0
17,2264,45,0,0
18,2265,54,0,0
19,2266,60,0,0
20,2267,72,0,0
21,2268,80,0,0
22,2269,83,0,0
23,2270,92,0,0
24,2271,121,0,0
25,2272,121,0,0
26,2273,121,0,0
27,2274,0,0,0
28,2275,0,0,10
29,2276,0,0,21
30,2277,0,0,28
31,2278,0,0,37
32,2279,0,0,43
33,2280,0,0,54
34,2281,0,0,59
35,2282,0,0,72
36,2283,0,0,82
37,2284,0,0,83
38,2285,0,0,89
39,2286,0,0,121
40,2287,0,0,121
41,2288,0,0,121
42,2289,0,0,0
43,2290,0,11,0
44,2291,0,21,0
45,2292,0,28,0
46,2293,0,37,0
47,2294,0,47,0
48,2295,0,54,0
49,2296,0,65,0
50,2297,0,72,0
51,2298,0,78,0
52,2299,0,83,0
53,2300,0,92,0
54,2301,0,121,0
55,2302,0,121,0
56,2303,0,121,0
57,2304,0,0,0
58,2305,13,0,13
59,2306,17,0,17
60,2307,25,0,25
61,2308,31,0,31
62,2309,34,0,34
63,2310,41,0,41
64,2311,44,0,44
65,2312,46,0,46
66,2313,51,0,51
67,2314,67,0,67
68,2315,67,0,67
69,2316,67,0,67
70,2317,67,0,67
71,2318,67,0,67
72,2319,0,0,0
73,2320,12,12,0
74,2321,17,17,0
75,2322,26,26,0
76,2323,31,31,0
77,2324,33,33,0
78,2325,41,41,0
79,2326,45,45,0
80,2327,46,46,0
81,2328,48,48,0
82,2329,67,67,0
83,2330,67,67,0
84,2331,67,67,0
85,2332,45,45,0
86,2333,67,67,0
87,2334,0,0,0
88,2335,0,13,13
89,2336,0,17,17
90,2337,0,26,26
91,2338,0,31,31
92,2339,0,35,35
93,2340,0,41,41
94,2341,0,45,45
95,2342,0,46,46
96,2343,0,50,50
97,2344,0,67,67
98,2345,0,67,67
99,2346,0,67,67
100,2347,0,0,0
101,2348,19,0,0
102,2349,25,0,0
103,2350,40,0,0
104,2351,48,0,0
105,2352,52,0,0
106,2353,64,0,0
107,2354,73,0,0
108,2355,74,0,0
109,2356,81,0,0
110,2357,91,0,0
111,2358,0,0,0
112,2359,0,0,17
113,2360,0,0,25
114,2361,0,0,38
115,2362,0,0,48
116,2363,0,0,54
117,2364,0,0,64
118,2365,0,0,71
119,2366,0,0,74
120,2367,0,0,79
121,2368,0,0,91
122,2369,0,0,0
123,2370,0,17,0
124,2371,0,25,0
125,2372,0,38,0
126,2373,0,48,0
127,2374,0,58,0
128,2375,0,64,0
129,2376,0,71,0
130,2377,0,74,0
131,2378,0,82,0
132,2379,0,91,0
133,2380,7,0,7
134,2381,11,0,11
135,2382,15,0,15
136,2383,22,0,22
137,2384,27,0,27
138,2385,36,0,36
139,2386,41,0,41
140,2387,50,0,50
141,2388,59,0,59
142,2389,7,7,0
143,2390,10,10,0
144,2391,15,15,0
145,2392,23,23,0
146,2393,27,27,0
147,2394,36,36,0
148,2395,41,41,0
149,2396,50,50,0
150,2397,59,59,0
151,2398,0,7,7
152,2399,0,10,10
153,2400,0,15,15
154,2401,0,23,23
155,2402,0,27,27
156,2403,0,36,36
157,2404,0,41,41
158,2405,0,50,50
159,2406,0,0,0
160,2407,16,0,0
161,2408,22,0,0
162,2409,35,0,0
163,2410,42,0,0
164,2411,56,0,0
165,2412,64,0,0
166,2413,80,0,0
167,2414,0,0,0
168,2415,0,0,16
169,2416,0,0,22
170,2417,0,0,36
171,2418,0,0,42
172,2419,0,0,56
173,2420,0,0,64
174,2421,0,0,80
175,2422,0,0,0
176,2423,0,17,0
177,2424,0,22,0
178,2425,0,34,0
179,2426,0,42,0
180,2427,0,56,0
181,2428,0,64,0
182,2429,0,80,0
183,2430,6,0,6
184,2431,13,0,13
185,2432,24,0,24
186,2433,32,0,32
187,2434,36,0,36
188,2435,44,0,44
189,2436,52,0,52
190,2437,6,6,0
191,2438,13,13,0
192,2439,24,24,0
193,2440,32,32,0
194,2441,36,36,0
195,2442,44,44,0
196,2443,0,6,6
197,2444,0,13,13
198,2445,0,24,24
199,2446,0,32,32
200,2447,0,36,36
201,2448,0,44,44
202,2449,0,0,0
203,2450,17,0,0
204,2451,23,0,0
205,2452,38,0,0
206,2453,45,0,0
207,2454,60,0,0
208,2455,69,0,0
209,2456,86,0,0
210,2457,0,0,0
211,2458,0,0,17
212,2459,0,0,23
213,2460,0,0,39
214,2461,0,0,45
215,2462,0,0,60
216,2463,0,0,69
217,2464,0,0,86
218,2465,0,0,0
219,2466,0,17,0
220,2467,0,23,0
221,2468,0,38,0
222,2469,0,45,0
223,2470,0,60,0
224,2471,0,69,0
225,2472,0,86,0
226,2473,7,0,7
227,2474,14,0,14
228,2475,26,0,26
229,2476,34,0,34
230,2477,38,0,38
231,2478,47,0,47
232,2479,7,7,0
233,2480,14,14,0
234,2481,26,26,0
235,2482,34,34,0
236,2483,38,38,0
237,2484,47,47,0
238,2485,56,56,0
239,2486,0,7,7
240,2487,0,14,14
241,2488,0,26,26
242,2489,0,34,34
243,2490,0,38,38
244,2491,0,47,47
245,2492,0,0,0
246,2493,11,0,0
247,2494,19,0,0
248,2495,25,0,0
249,2496,32,0,0
250,2497,42,0,0
251,2498,48,0,0
252,2499,52,0,0
253,2500,64,0,0
254,2501,71,0,0
255,2502,74,0,0
256,2503,82,0,0
257,2504,91,0,0
258,2505,0,0,0
259,2506,9,0,9
260,2507,15,0,15
261,2508,22,0,22
262,2509,27,0,27
