"rownum","Id","MiscObject","i32_24","i32_28","Stat"
0,"storm_rain_ground_object",[65],3,0,""
1,"earthshatter_spike",[65],3,0,""
2,"earthshatter_spike",[65],3,1,""
3,"earthshatter_spike",[65],3,2,""
4,"earthshatter_spike",[65],3,3,""
5,"earthshatter_spike_ancestral",[65],3,0,11095
6,"earthshatter_spike_ancestral",[65],3,1,11095
7,"earthshatter_spike_ancestral",[65],3,2,11095
8,"earthshatter_spike_ancestral",[65],3,3,11095
9,"flame_wall",[73],3,0,""
10,"flame_wall",[73],3,1,""
11,"flame_wall",[73],3,2,""
12,"flame_wall",[73],3,3,""
13,"flame_wall",[676],3,4,""
14,"flame_wall",[1045],3,5,""
15,"toxic_rain_spore",[46],3,0,""
16,"toxic_rain_spore",[46],3,1,""
17,"toxic_rain_spore",[46],3,2,""
18,"toxic_rain_spore",[46],3,3,""
19,"toxic_rain_spore",[46],3,4,""
20,"toxic_rain_spore",[46],3,5,""
21,"toxic_rain_spore",[46],3,6,""
22,"toxic_rain_spore",[46],3,7,""
23,"toxic_rain_spore",[448],3,1000,""
24,"hydrosphere_sphere",[448],3,0,""
25,"hydrosphere_sphere",[448],3,1,""
26,"fire_wake_spear_wake",[140],3,0,""
27,"fire_wake_spear_wake",[140],3,1000,""
28,"fire_wake_spear_wake",[425],3,1001,""
29,"fire_wake_spear_wake",[772],3,1002,""
30,"ring_of_ice_statue",[339],3,0,""
31,"frost_wall_segment",[23],3,0,""
32,"frost_wall_segment",[442],3,1,""
33,"frost_wall_segment",[443],3,2,""
34,"frost_wall_segment",[1076],3,3,""
35,"volcano_geyser",[403],3,0,""
36,"volcano_geyser",[404],3,1,""
37,"volcano_geyser",[909],3,2,""
38,"bladestorm_object",[],3,0,""
39,"bladestorm_object",[],3,1,""
40,"perma_frost_wall_segment",[163],3,0,""
41,"perma_frost_wall_segment",[1099],3,2,""
42,"tempest_bell",[415],3,0,""
43,"tempest_bell",[416],3,1,""
44,"tempest_bell",[417],3,2,""
45,"tempest_bell",[1035],3,3,""
46,"tempest_bell",[1154],3,4,""
47,"tempest_bell",[1155],3,5,""
48,"spectral_bell",[418],3,0,""
49,"ice_ambush_wall",[419],3,0,""
50,"ice_ambush_wall",[420],3,1,""
51,"midnight_star_ice_crystal",[421],3,0,""
52,"lightning_rod_pillar",[427],3,0,""
53,"lightning_rod_pillar",[679],3,1,""
54,"shockchain_arrow_pillar",[427],3,0,""
55,"shockchain_arrow_pillar",[679],3,1,""
56,"poisonbloom_arrow_bloom",[438],3,0,""
57,"poisonbloom_arrow_bloom",[439],3,1,""
58,"poisonbloom_arrow_bloom",[1041],3,2,""
59,"poison_vine_arrow_plant",[441],3,0,""
60,"poison_vine_arrow_plant",[1002],3,10,""
61,"poison_vine_arrow_plant",[1040],3,11,""
62,"volcanic_slam_crack",[444],3,0,""
63,"spearstorm",[458],3,0,""
64,"spearstorm",[735],3,2,""
65,"spearstorm",[736],3,3,""
66,"shield_barricade_segment",[493],3,0,""
67,"solar_orb_orb",[440],3,0,""
68,"solar_orb_orb",[440],3,1,""
69,"solar_orb_orb",[440],3,2,""
70,"sigil_of_power_effect",[71],3,0,""
71,"sigil_of_power_effect",[71],3,1,""
72,"sigil_of_life_effect",[72],3,0,""
73,"war_banner",[540],3,0,""
74,"defiance_banner",[541],3,0,""
75,"dread_banner",[542],3,0,""
76,"stormblast_rod",[559],3,0,""
77,"stormblast_rod",[688],3,2,""
78,"stormblast_rod",[938],3,3,""
79,"tornado_shot_tornado",[573],3,0,""
80,"storm_caller_invis_object",[598],3,0,""
81,"storm_caller_invis_object",[598],3,1,""
82,"storm_caller_invis_object",[598],3,2,""
83,"windstorm",[130],3,0,""
84,"spear_mine",[658],3,0,""
85,"spear_mine",[1043],3,1,""
86,"spear_mine",[1115],3,2,""
87,"overcharged_spear_stuck",[666],3,0,""
88,"overcharged_spear_stuck",[667],3,1,""
89,"overcharged_spear_stuck",[668],3,2,""
90,"overcharged_spear_stuck",[1021],3,3,""
91,"overcharged_spear_stuck",[1022],3,4,""
92,"caltrop",[686],3,0,""
93,"briarpatch_thorn",[687],3,0,""
94,"spear_wall",[698],3,0,""
95,"permafrost_shard",[700],3,0,""
96,"permafrost_shard",[701],3,2,""
97,"hoarfrost",[24],3,0,""
98,"glacial_lance_mine",[728],3,0,""
99,"glacial_lance_mine",[968],3,1,""
100,"glacial_lance_mine",[1012],3,2,""
101,"glacial_lance_mine",[1126],3,3,""
102,"windstorm",[130],3,1,""
103,"windstorm",[130],3,3,""
104,"forge_hammer_hammer",[784],3,0,""
105,"forge_hammer_hammer",[784],3,10,""
106,"fire_djinn_fire_rune",[781],3,0,""
107,"djinn_water_bubble",[799],3,0,""
108,"toxic_domain_area",[829],3,0,""
109,"toxic_domain_area",[1000],3,1,""
110,"toxic_domain_area",[1001],3,2,""
111,"djinn_hand_slam",[893],3,0,""
112,"fungal_terrain_mushroom",[915],3,0,""
113,"fungal_terrain_cloud",[916],3,0,""
114,"thunderstorm_indicator",[943],3,0,""
115,"thunderstorm_indicator",[944],3,1,""
116,"thunderstorm_indicator",[945],3,2,""
117,"mirror_of_refraction_mirror",[574],3,0,""
118,"vivid_stag",[1080],3,0,""
119,"bitter_core_rune",[1114],3,0,""
120,"rune_hazard",[1121],3,0,""
121,"ice_volcano",[1125],3,0,""
122,"grim_pillar",[1133],3,0,""
123,"voltaic_barrier_pylon",[1134],3,0,""
124,"voltaic_barrier_segment",[1135],3,0,""
125,"leyline_ground",[1146],3,0,""
