"rownum","Id","Projectile","Animation","ImpactAnimation","i32_52","bool_56","bool_57","bool_58","bool_59","i32_60","i32_64","i32_68","bool_72","i32_73","bool_77","bool_78","BounceAnimation","i32_95","f32_99","f32_103","f32_107","bool_111","ImpactAnimation2","string_128"
0,0,126,31,459,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
1,1,136,31,522,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
2,2,137,31,527,0,"","","","",10,15,0,"",4,"","","",0,1,1,1,1,"",""
3,3,145,31,563,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
4,4,152,31,586,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
5,5,136,31,522,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
6,6,193,31,773,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
7,7,226,31,1017,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
8,8,293,31,1228,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
9,9,312,31,1362,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
10,10,318,42,1387,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
11,11,138,42,527,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
12,12,352,31,1520,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
13,13,359,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
14,14,360,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
15,15,378,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
16,16,378,42,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
17,17,382,42,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
18,18,394,35,1725,0,"","","",1,0,15,0,"",4,"","","",0,1,1,1,1,"",""
19,19,402,42,1733,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
20,20,379,42,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
21,21,380,42,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
22,22,404,31,1752,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
23,23,411,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
24,24,411,42,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
25,25,417,31,1799,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
26,26,418,31,1800,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
27,27,408,31,1776,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
28,28,383,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
29,29,405,31,1752,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
30,30,437,42,1870,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
31,31,439,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
32,32,453,31,527,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
33,33,433,31,1851,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
34,34,460,31,2016,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
35,35,483,37,2112,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
36,36,463,31,2055,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
37,37,464,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
38,38,465,31,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
39,39,480,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
40,40,485,37,2113,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
41,41,484,36,2112,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
42,42,507,31,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
43,43,508,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
44,44,509,31,800,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
45,45,538,42,2391,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
46,46,507,56,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
47,47,516,31,1752,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
48,48,522,31,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
49,49,529,31,"",0,"",1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
50,50,533,31,2385,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
51,51,534,31,2387,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
52,52,535,31,2386,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
53,53,539,42,2420,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
54,54,540,42,2421,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
55,55,557,56,2441,0,"","","","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
56,56,559,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
57,57,560,31,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
58,58,562,42,2451,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
59,59,581,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
60,60,584,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
61,61,591,42,2529,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
62,62,588,42,"",0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
63,63,604,31,2597,20,1,1,"","",0,8,0,"",2,"","","",0,1,1,1,1,"",""
64,64,605,31,2589,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
65,65,615,31,2714,50,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
66,66,614,31,"",0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
67,67,617,31,2640,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
68,68,619,31,2641,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
69,69,625,37,"",0,"","","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
70,70,652,35,2780,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
71,71,659,35,2780,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
72,72,663,31,2809,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
73,73,664,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
74,74,665,35,2827,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
75,75,666,35,2828,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
76,76,670,31,2846,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
77,77,674,31,2923,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
78,78,564,42,2947,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
79,79,686,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
80,80,692,31,3131,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
81,81,588,31,2846,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
82,82,691,31,3194,25,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
83,83,698,31,3159,0,1,"","","",0,18,0,"",4,"","","",0,1,1,1,1,"",""
84,84,715,31,3214,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
85,85,713,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
86,86,731,31,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
87,87,732,31,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
88,88,735,31,3291,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
89,89,566,42,3027,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
90,90,417,31,1799,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
91,91,754,31,3445,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
92,92,755,31,"",25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
93,93,758,31,2589,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
94,94,760,31,563,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
95,95,770,31,1798,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
96,96,754,31,3445,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
97,97,568,42,3488,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
98,98,94,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
99,99,780,31,2589,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
100,100,781,35,2640,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
101,101,783,31,3523,0,"","","","",0,9,0,"",4,"","","",0,1,1,1,1,"",""
102,102,786,37,3535,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
103,103,287,39,1190,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
104,105,812,31,3598,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
105,106,816,31,3607,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
106,107,817,31,3608,20,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
107,109,826,31,3663,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
108,110,830,31,3654,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
109,112,833,31,3682,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
110,113,858,31,3766,0,1,"","","",4,20,0,"",4,"","","",0,1,1,1,1,"",""
111,114,859,31,3779,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
112,115,862,42,3799,0,"","",1,"",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
113,116,871,31,"",0,1,"","","",0,10,400,"",4,"","","",0,1,1,1,1,"",""
114,117,870,31,"",10,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
115,118,861,31,3868,0,1,"","","",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
116,119,872,31,3779,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
117,120,869,31,"",0,"","",1,"",0,3,0,1,4,"","","",0,1,1,1,1,"",""
118,121,873,42,3877,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
119,122,882,42,3936,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
120,123,887,42,4016,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
121,124,889,31,4164,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
122,125,890,31,4039,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
123,126,892,31,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
124,127,893,31,4042,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
125,128,894,31,4043,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
126,129,897,31,4074,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
127,130,898,31,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
128,131,902,31,4145,0,1,1,1,"",0,7,100,1,4,"","","",0,1,1,1,1,"",""
129,132,903,40,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
130,133,907,31,4350,0,1,"","","",0,15,0,"",3,"","","",0,1,1,1,1,"",""
131,134,915,31,"",0,"",1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
132,135,922,31,"",0,1,1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
133,136,923,31,4234,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
134,137,912,31,4179,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
135,138,943,31,3779,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
136,139,1048,31,5107,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
137,140,946,31,3779,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
138,141,947,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
139,142,948,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
140,143,949,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
