"rownum","Id","MonsterPacksKey","Flag","Weight","MonsterVarietiesKey","string_45"
0,"UBQlk6Rz",0,1,100,329,""
1,"1",1,1,100,454,""
2,"2",2,1,40,442,""
3,"3",2,1,40,443,""
4,"4",2,1,20,445,""
5,"5",3,1,50,446,""
6,"6",3,1,14,447,""
7,"7",3,1,36,450,""
8,"8",4,1,40,445,""
9,"9",4,1,20,447,""
10,"10",4,1,40,461,""
11,"11",5,1,50,452,""
12,"12",5,1,50,453,""
13,"13",6,1,100,460,""
14,"14",7,1,100,448,""
15,"15",8,1,100,455,""
16,"16",9,1,100,462,""
17,"17",10,1,100,459,""
18,"18",11,1,100,463,""
19,"19",12,1,100,456,""
20,"20",13,1,100,458,""
21,"21",14,1,60,454,""
22,"22",14,1,20,452,""
23,"23",14,1,20,453,""
24,"24",15,1,34,442,""
25,"25",15,1,33,443,""
26,"26",15,1,33,445,""
27,"27",16,1,30,447,""
28,"28",16,1,70,450,""
29,"29",17,1,30,445,""
30,"30",17,1,5,447,""
31,"31",17,1,30,450,""
32,"32",17,1,35,454,""
33,"33",18,1,20,452,""
34,"34",18,1,80,453,""
35,"35",19,1,100,454,""
36,"36",20,1,40,442,""
37,"37",20,1,40,443,""
38,"38",20,1,20,445,""
39,"39",21,1,14,447,""
40,"40",21,1,34,448,""
41,"41",21,1,52,450,""
42,"42",22,1,14,447,""
43,"43",22,1,34,448,""
44,"44",22,1,52,450,""
45,"45",23,1,40,442,""
46,"46",23,1,40,443,""
47,"47",23,1,20,445,""
48,"48",24,1,100,454,""
49,"49",25,1,20,452,""
50,"50",25,1,80,453,""
51,"51",40,1,100,355,""
52,"52",50,1,100,283,""
53,"53",90,1,80,616,""
54,"54",90,1,20,620,""
55,"55",91,1,60,628,""
56,"56",91,1,40,629,""
57,"57",92,1,60,630,""
58,"58",92,1,40,631,""
59,"59",101,1,25,414,""
60,"60",101,1,25,408,""
61,"61",101,1,25,402,""
62,"62",101,1,25,417,""
63,"63",102,"",1,411,""
64,"64",102,"",1,405,""
65,"65",102,"",2,403,""
66,"66",102,"",1,409,""
67,"67",102,"",1,413,""
68,"68",103,"",1,407,""
69,"69",103,"",1,411,""
70,"70",103,"",1,403,""
71,"71",103,"",1,416,""
72,"72",121,1,100,580,""
73,"73",123,1,100,598,""
74,"74",122,1,100,582,""
75,"75",158,1,100,798,""
76,"76",215,1,33,806,""
77,"77",215,1,33,807,""
78,"78",215,1,34,808,""
79,"1834",216,1,33,806,""
80,"1833",216,1,33,807,""
81,"1832",216,1,34,808,""
82,"1835",217,1,100,1565,""
83,"G2ALUYOq",218,1,100,2,""
84,"79",219,1,100,837,""
85,"1816",220,1,100,837,""
86,"80",221,1,100,589,""
87,"81",222,1,30,816,""
88,"82",222,1,35,817,""
89,"83",222,1,35,818,""
90,"84",223,1,100,879,""
91,"85",224,"",1,5,""
92,"86",224,1,100,1,""
93,"87",225,1,33,895,""
94,"88",225,1,33,896,""
95,"89",225,1,34,892,""
96,"90",226,1,100,854,""
97,"91",227,1,100,854,""
98,"ADgJ3j_A",228,1,100,854,""
99,"92",229,1,100,855,""
100,"93",230,1,100,923,""
101,"94",231,1,100,922,""
102,"95",232,1,25,867,""
103,"96",232,1,25,868,""
104,"97",232,1,25,869,""
105,"98",232,1,25,870,""
106,"99",233,1,25,871,""
107,"100",233,1,25,872,""
108,"101",233,1,25,873,""
109,"102",233,1,25,874,""
110,"103",234,1,25,875,""
111,"104",234,1,25,876,""
112,"105",234,1,25,877,""
113,"106",234,1,25,878,""
114,"107",235,1,100,354,""
115,"108",236,1,100,899,""
116,"109",237,1,100,"",""
117,"110",238,1,45,826,""
118,"111",238,1,45,824,""
119,"112",238,1,10,830,""
120,"113",239,1,100,830,""
121,"114",240,1,60,831,""
122,"115",240,1,40,856,""
123,"116",241,1,100,856,""
124,"117",242,1,85,826,""
125,"118",242,1,15,822,""
126,"119",243,1,80,826,""
127,"120",243,1,20,822,""
128,"121",244,1,43,823,""
129,"122",244,1,32,824,""
130,"123",244,1,15,822,""
131,"124",244,1,10,822,""
132,"125",245,1,60,823,""
133,"126",245,1,40,824,""
134,"127",246,1,100,822,""
135,"128",248,1,20,833,""
136,"129",248,1,40,824,""
137,"130",248,1,40,823,""
138,"131",249,1,50,859,""
139,"132",249,1,50,860,""
140,"133",250,1,100,860,""
141,"134",251,1,30,862,""
142,"135",251,1,70,859,""
143,"136",252,1,100,962,""
144,"137",253,1,100,849,""
145,"138",261,1,100,849,""
146,"139",254,1,100,949,""
147,"140",255,1,100,953,""
148,"141",262,1,100,966,""
149,"142",263,1,50,968,""
150,"143",263,1,50,966,""
151,"144",264,1,50,967,""
152,"145",264,1,50,966,""
153,"146",265,1,100,964,""
154,"1817",266,1,100,964,""
155,"147",258,1,40,859,""
156,"148",258,1,40,860,""
157,"149",258,1,20,862,""
158,"150",259,1,45,859,""
159,"151",259,1,45,860,""
160,"152",259,1,10,861,""
161,"153",260,1,30,862,""
162,"154",260,1,70,859,""
163,"155",256,"",1,957,""
164,"156",267,1,30,892,""
165,"157",268,"",1,891,""
166,"158",269,1,100,893,""
167,"159",270,1,100,"",""
168,"160",271,1,100,894,""
169,"161",267,1,50,896,""
170,"162",267,1,20,895,""
171,"163",273,1,100,897,""
172,"18405",275,1,100,898,""
173,"1822",274,1,100,897,""
174,"164",272,1,100,963,""
175,"165",257,"",1,956,""
176,"166",276,"",1,1042,""
177,"167",276,"",2,1039,""
178,"168",276,"",2,1038,""
179,"169",276,"",2,1041,""
180,"170",277,"",2,1042,""
181,"171",277,"",2,1038,""
182,"172",277,"",2,1041,""
183,"173",278,"",0,1055,""
184,"174",278,"",2,1039,""
185,"175",278,"",2,1041,""
186,"176",279,"",0,1055,""
187,"177",279,"",4,1037,""
188,"178",279,"",0,1055,""
189,"179",280,"",1,1056,""
190,"180",281,1,25,1042,""
191,"181",281,1,25,1039,""
192,"182",281,1,25,1038,""
193,"183",281,1,25,1041,""
194,"184",282,1,0,1055,""
195,"185",282,1,38,1037,""
196,"186",282,1,62,1041,""
197,"187",285,1,50,1079,""
198,"188",285,1,50,1081,""
199,"189",286,1,50,1080,""
200,"190",286,1,50,1079,""
201,"191",283,1,33,1085,""
202,"192",283,1,33,1086,""
