"rownum","Id","WorldAreasKey","MonsterVarietiesKeys","[i32]"
0,"ProxyKey1",6,"[1252,1253,1254]","[78,0,122,0,160]"
1,"ProxyKey2",7,[1084],"[78,0,122]"
2,"ProxyKey3",16,[491],"[446,0,480]"
3,"ProxyKey16",33,[973],"[630,0]"
4,"ProxyKey17",36,[1096],[764]
5,"ProxyKey11",47,"[1543,1544]","[862,0]"
6,"ProxyKey13",49,[1936],[984]
7,"ProxyKey229",129,"[1953,2032,2086,1573,1648,3131]",[1152]
8,"ProxyKey8",483,"[4827,4826,4829]",[1274]
9,"ProxyKey15",484,"[4827,4826,4829]",[1274]
10,"ProxyKey18",485,"[4827,4826,4829]",[1274]
11,"ProxyKey19",486,"[4827,4826,4829]",[1274]
12,"ProxyKey21",487,"[4827,4826,4829]",[1274]
13,"ProxyKey22",488,"[4827,4826,4829]",[1274]
14,"ProxyKey31",489,"[4827,4826,4829]",[1274]
15,"ProxyKey32",490,"[4827,4826,4829]",[1274]
16,"ProxyKey33",491,"[4827,4826,4829]",[1274]
17,"ProxyKey34",492,"[4827,4826,4829]",[1274]
18,"ProxyKey36",493,"[4827,4826,4829]",[1274]
19,"ProxyKey37",483,[4846],[2158]
20,"ProxyKey43",484,[4846],[2158]
21,"ProxyKey44",485,[4846],[2158]
22,"ProxyKey7",486,[4846],[2158]
23,"ProxyKey12",487,[4846],[2158]
24,"ProxyKey20",488,[4846],[2158]
25,"ProxyKey23",489,[4846],[2158]
26,"ProxyKey26",490,[4846],[2158]
27,"ProxyKey29",491,[4846],[2158]
28,"ProxyKey35",492,[4846],[2158]
29,"ProxyKey39",493,[4846],[2158]
30,"ProxyKey51",556,"[4827,4826,4829]",[1274]
31,"ProxyKey52",557,"[4827,4826,4829]",[1274]
32,"ProxyKey53",558,"[4827,4826,4829]",[1274]
33,"ProxyKey54",559,"[4827,4826,4829]",[1274]
34,"ProxyKey55",560,"[4827,4826,4829]",[1274]
35,"ProxyKey56",561,"[4827,4826,4829]",[1274]
36,"ProxyKey57",562,"[4827,4826,4829]",[1274]
37,"ProxyKey58",563,"[4827,4826,4829]",[1274]
38,"ProxyKey59",564,"[4827,4826,4829]",[1274]
39,"ProxyKey60",565,"[4827,4826,4829]",[1274]
40,"ProxyKey61",566,"[4827,4826,4829]",[1274]
41,"ProxyKey65",556,[4846],[2158]
42,"ProxyKey68",557,[4846],[2158]
43,"ProxyKey70",558,[4846],[2158]
44,"ProxyKey71",559,[4846],[2158]
45,"ProxyKey72",560,[4846],[2158]
46,"ProxyKey73",561,[4846],[2158]
47,"ProxyKey74",562,[4846],[2158]
48,"ProxyKey75",563,[4846],[2158]
49,"ProxyKey76",564,[4846],[2158]
50,"ProxyKey77",565,[4846],[2158]
51,"ProxyKey78",566,[4846],[2158]
52,"ProxyKey79",628,"[4827,4826,4829]",[1274]
53,"ProxyKey80",629,"[4827,4826,4829]",[1274]
54,"ProxyKey81",630,"[4827,4826,4829]",[1274]
55,"ProxyKey82",631,"[4827,4826,4829]",[1274]
56,"ProxyKey83",632,"[4827,4826,4829]",[1274]
57,"ProxyKey84",633,"[4827,4826,4829]",[1274]
58,"ProxyKey45",634,"[4827,4826,4829]",[1274]
59,"ProxyKey46",635,"[4827,4826,4829]",[1274]
60,"ProxyKey47",636,"[4827,4826,4829]",[1274]
61,"ProxyKey48",637,"[4827,4826,4829]",[1274]
62,"ProxyKey49",638,"[4827,4826,4829]",[1274]
63,"ProxyKey50",628,[4846],[2158]
64,"ProxyKey85",629,[4846],[2158]
65,"ProxyKey86",630,[4846],[2158]
66,"ProxyKey87",631,[4846],[2158]
67,"ProxyKey88",632,[4846],[2158]
68,"ProxyKey89",633,[4846],[2158]
69,"ProxyKey90",634,[4846],[2158]
70,"ProxyKey91",635,[4846],[2158]
71,"ProxyKey92",636,[4846],[2158]
72,"ProxyKey93",637,[4846],[2158]
73,"ProxyKey94",638,[4846],[2158]
74,"ProxyKey95",700,"[4827,4826,4829]",[1274]
75,"ProxyKey96",701,"[4827,4826,4829]",[1274]
76,"ProxyKey97",702,"[4827,4826,4829]",[1274]
77,"ProxyKey98",703,"[4827,4826,4829]",[1274]
78,"ProxyKey99",704,"[4827,4826,4829]",[1274]
79,"ProxyKey100",705,"[4827,4826,4829]",[1274]
80,"ProxyKey101",706,"[4827,4826,4829]",[1274]
81,"ProxyKey102",707,"[4827,4826,4829]",[1274]
82,"ProxyKey103",708,"[4827,4826,4829]",[1274]
83,"ProxyKey104",709,"[4827,4826,4829]",[1274]
84,"ProxyKey105",710,"[4827,4826,4829]",[1274]
85,"ProxyKey106",700,[4846],[2158]
86,"ProxyKey107",701,[4846],[2158]
87,"ProxyKey108",702,[4846],[2158]
88,"ProxyKey109",703,[4846],[2158]
89,"ProxyKey110",704,[4846],[2158]
90,"ProxyKey111",705,[4846],[2158]
91,"ProxyKey112",706,[4846],[2158]
92,"ProxyKey113",707,[4846],[2158]
93,"ProxyKey114",708,[4846],[2158]
94,"ProxyKey115",709,[4846],[2158]
95,"ProxyKey116",710,[4846],[2158]
