"rownum","rid","rid","rid","bool","bool","bool","bool"
0,10907,17652,14052,1,"","",""
1,10904,17652,14052,1,"","",""
2,10903,17652,14052,1,"","",""
3,10908,17652,14052,1,"","",""
4,10902,17652,14052,1,"","",""
5,10906,17652,14052,1,"","",""
6,10905,17652,14052,1,"","",""
7,10866,17652,14051,1,"","",""
8,10868,17652,14051,1,"","",""
9,10871,17652,14051,1,"","",""
10,10873,17652,14051,1,"","",""
11,10874,17652,14050,1,"","",""
12,10870,17652,14051,1,"","",""
13,10869,17652,14050,1,"","",""
14,10867,17652,14050,1,"","",""
15,10872,17652,14050,1,"","",""
16,10041,17652,14052,1,"","",""
17,10040,17652,14052,1,"","",""
18,10051,17652,14053,1,"","",""
19,10050,17652,14052,1,"","",""
20,10049,17652,14051,1,"","",""
21,10048,17652,14051,1,"","",""
22,10047,17652,14051,1,"","",""
23,10046,17652,14050,1,"","",""
24,10045,17652,14050,1,"","",""
25,10044,17652,14050,1,"","",""
26,10043,17652,14050,1,"","",""
27,10054,17652,14049,1,"","",""
28,10053,17652,14049,1,"","",""
29,10052,17652,14049,1,"","",""
30,10042,17652,14049,1,"","",""
31,0,17652,14049,1,"","",""
32,29,17652,14049,1,"","",""
33,207,17652,14050,1,"","",""
34,6,17652,14050,1,"","",""
35,10,17652,14049,1,"","",""
36,7,17652,14049,1,"","",""
37,14,17652,14050,1,"","",""
38,10297,17652,14052,1,"","",""
39,211,17652,14051,1,"","",""
40,210,17652,14050,1,"","",""
41,30,17652,14053,1,"","",""
42,212,17652,14052,1,"","",""
43,49,17652,14053,1,"","",""
44,21,17652,14049,1,"","",""
45,20,17652,14049,1,"","",""
46,19,17652,14049,1,"","",""
47,48,17652,14053,1,"","",""
48,3,17652,14052,1,"","",""
49,2,17652,14051,1,"","",""
50,208,17652,14050,1,"","",""
51,11,17652,14049,1,"","",""
52,23,17652,14050,1,"","",""
53,24,17652,14053,1,"","",""
54,206,17652,14052,1,"","",""
55,10406,17652,14052,1,"","",""
56,10405,17652,14052,1,"","",""
57,10404,17652,14052,1,"","",""
58,10403,17652,14052,1,"","",""
59,16,17652,14049,1,"","",""
60,8,17652,14049,1,"","",""
61,22,17652,14053,1,"","",""
62,25,17652,14049,1,"","",""
63,35,17652,14052,1,"","",""
64,294,17652,14052,1,"","",""
65,290,17652,14052,1,"","",""
66,291,17652,14052,1,"","",""
67,293,17652,14051,1,"","",""
68,286,17652,14051,1,"","",""
69,289,17652,14051,1,"","",""
70,295,17652,14051,1,"","",""
71,287,17652,14050,1,"","",""
72,292,17652,14050,1,"","",""
73,288,17652,14050,1,"","",""
74,10402,17652,14051,1,"","",""
75,236,17652,14051,1,"","",""
76,238,17652,14051,1,"","",""
77,241,17652,14051,1,"","",""
78,239,17652,14051,1,"","",""
79,237,17652,14051,1,"","",""
80,240,17652,14051,1,"","",""
81,243,17652,14053,1,"","",""
82,242,17652,14052,1,"","",""
83,244,17652,14051,1,"","",""
84,9692,17652,14052,1,"","",""
85,9662,17652,14052,1,"","",""
86,9676,17652,14052,1,"","",""
87,9646,17652,14052,1,"","",""
88,9678,17652,14052,1,"","",""
89,9648,17652,14052,1,"","",""
90,9690,17652,14052,1,"","",""
91,9660,17652,14053,1,"","",""
92,9693,17652,14052,1,"","",""
93,9663,17652,14052,1,"","",""
94,9686,17652,14052,1,"","",""
95,9656,17652,14052,1,"","",""
96,9681,17652,14052,1,"","",""
97,9651,17652,14052,1,"","",""
98,9684,17652,14052,1,"","",""
99,9654,17652,14052,1,"","",""
100,9702,17652,14052,1,"","",""
101,9672,17652,14052,1,"","",""
102,9677,17652,14052,1,"","",""
103,9647,17652,14052,1,"","",""
104,9694,17652,14052,1,"","",""
105,9664,17652,14052,1,"","",""
106,9687,17652,14052,1,"","",""
107,9657,17652,14052,1,"","",""
108,9696,17652,14052,1,"","",""
109,9666,17652,14052,1,"","",""
110,9698,17652,14052,1,"","",""
111,9668,17652,14052,1,"","",""
112,9697,17652,14052,1,"","",""
113,9699,17652,14052,1,"","",""
114,9669,17652,14052,1,"","",""
115,9667,17652,14052,1,"","",""
116,9680,17652,14052,1,"","",""
117,9650,17652,14052,1,"","",""
118,9683,17652,14052,1,"","",""
119,9653,17652,14052,1,"","",""
120,9674,17652,14052,1,"","",""
121,9682,17652,14052,1,"","",""
122,9652,17652,14052,1,"","",""
123,9644,17652,14052,1,"","",""
124,9685,17652,14052,1,"","",""
125,9655,17652,14052,1,"","",""
126,9703,17652,14052,1,"","",""
127,9673,17652,14052,1,"","",""
128,9675,17652,14052,1,"","",""
129,9689,17652,14052,1,"","",""
130,9659,17652,14052,1,"","",""
131,9645,17652,14052,1,"","",""
132,9695,17652,14052,1,"","",""
133,9665,17652,14052,1,"","",""
134,9701,17652,14052,1,"","",""
135,9671,17652,14052,1,"","",""
136,9700,17652,14052,1,"","",""
137,9670,17652,14052,1,"","",""
138,9691,17652,14052,1,"","",""
139,9661,17652,14052,1,"","",""
