"rownum","ModsKey","AtlasModTiers"
0,9425,2
1,9426,2
2,9427,3
3,9428,2
4,9429,3
5,9430,2
6,9431,3
7,9432,2
8,9433,3
9,9434,2
10,9435,2
11,9436,3
12,9437,2
13,9438,3
14,9439,2
15,9440,3
16,9441,2
17,9442,3
18,9443,2
19,9444,3
20,9445,2
21,9446,3
22,9447,2
23,9448,2
24,9449,2
25,9450,2
26,9451,3
27,9452,2
28,9453,3
29,9454,2
30,9455,3
31,9456,2
32,9457,3
33,9458,2
34,9459,3
35,9460,2
36,9461,3
37,9462,2
38,9463,3
39,9464,2
40,9465,2
41,9466,3
42,9467,2
43,9468,3
44,9469,2
45,9470,3
46,9471,2
47,9472,3
48,9473,2
49,9474,3
50,9475,2
51,9476,3
52,9477,2
53,9478,3
54,9479,2
55,9480,3
56,9481,2
57,9482,3
58,9483,2
59,9484,3
60,9485,2
61,9486,3
62,9487,2
63,9488,3
64,9489,2
65,9490,3
66,9491,2
67,9492,3
68,9493,2
69,9494,3
70,9495,2
71,9496,3
72,9497,2
73,9498,3
74,9499,2
75,9500,3
76,9501,2
77,9502,3
78,9503,2
79,9504,3
80,9505,2
81,9506,3
82,9507,2
83,9508,3
84,9509,2
85,9510,3
86,9511,2
87,9512,3
88,9513,2
89,9514,3
90,9515,2
91,9516,3
92,9517,2
93,9518,3
94,9519,2
95,9520,3
96,9521,2
97,9522,3
98,9523,2
99,9524,3
100,9525,2
101,9526,2
102,9527,2
103,9528,3
104,9529,3
105,9530,3
106,9531,2
107,9532,3
108,9533,2
109,9534,3
110,11134,2
111,11135,3
112,11145,2
113,11146,3
114,11149,2
115,11150,3
116,11151,2
117,11152,3
118,11153,2
119,11154,2
120,11155,2
121,11156,3
122,11157,2
123,11158,3
124,11159,2
125,11160,2
126,11161,3
127,11164,2
128,11165,3
129,11249,2
130,11250,3
131,11374,2
132,11375,3
133,11284,2
134,11285,3
135,11323,2
136,11324,3
137,11500,2
138,11501,3
139,11496,2
140,11497,3
141,12424,2
142,12425,3
