"rownum","Id","HASH32"
0,"a1q1-KilledHillock",1350944260
1,"Act4HoodedMentorSummonedSolitaryConfinement",592398867
2,"PrisonerWeaponPartAcquired",-1465073311
3,"Act4ThreeWeaponPiecesAcquiredSeen",-413607668
4,"G4CaptainSpearPiecesAcquiredSeen",-285615321
5,"a1q2-KilledBrutus",-1769526351
6,"IsleOfKinSulphiteSpireActivated",-598880809
7,"IsleOfKinDelveRoomGlyphRead",61815990
8,"TreasureDeedHeldBefore",2068734301
9,"a1q3-KilledSeaWitch",1701463055
10,"VolcanicWarrensRattlecageLandmarkComplete",388115902
11,"CompletedSkillGemTutorial",-731165841
12,"Act4MapFragment1Held",750521103
13,"Act4MapFragment1Used",-1386635646
14,"Act4MapFragment2Held",786523794
15,"Act4MapFragment2Used",1755226592
16,"Act4MapFragment3Held",1610003247
17,"Act4MapFragment3Used",-1044636004
18,"Act4MapFragment4Held",-815974376
19,"Act4MapFragment4Used",619367008
20,"Act4TreasureMapShovelHeld",629359223
21,"Act4TreasureMapShovelUsed",-1876451499
22,"CompletedLifeFlaskTutorial",203445153
23,"EnterMapMineshaft",-1067639108
24,"EnterMapTowerMesa",-703553252
25,"EnterMapTowerSinkingSpire",-1870475860
26,"Act4MapFragment1Seen",-1060146473
27,"Act4MapFragment2Seen",-2129453767
28,"Act4MapFragment3Seen",916236447
29,"Act4MapFragment4Seen",1931227981
30,"Act4TreasureMapsTurnedIn1",-2052146003
31,"Act4TreasureMapsTurnedIn2",-646468665
32,"Act4TreasureMapsTurnedIn3",-1630061930
33,"Act4TreasureMapsTurnedIn4",1357637231
34,"EnterMapTowerAlpineRidge",960490627
35,"EnterMapTowerBluff",-369900642
36,"EnterUniqueMapUntainted",1254206925
37,"EnterUniqueMapVaults",796416843
38,"EnterUniqueMapAzmeriBossRush",1050043571
39,"UniqueMapPirateIslandFindTreasure",-858016832
40,"EnterUniqueMapLakeOfKalandra",1978702090
41,"UberDoryaniSeen",-829223930
42,"a1q5-NessaCongratulated",-1675248334
43,"UberJamanraSeen",-279286969
44,"UberCountSeen",-1546485917
45,"EnterReliquary",-486635477
46,"EnteredHideout",1417565713
47,"a1q6-KilledFairgraves",-1124754459
48,"JamanraSiteSeen",-590764393
49,"WaterGoddessSeenGlyph",-1355759876
50,"WaterGoddessSeenWithoutSeeingGlyph",-484267909
51,"WaterGoddessBurnedSeenGlyph",-824380364
52,"WaterGoddessBurnedWithoutSeeingGlyph",-505353205
53,"BreachstoneBreachStarted",1212572969
54,"BreachstoneAreaEntered",-2043051135
55,"AfterBanditFight",-1284711592
56,"SimulacrumAreaEntered",1621659107
57,"SimulacrumDeliriumStarted",-1166347386
58,"BanditAfterFightTalk",229437564
59,"EndGameAvailable",1195369339
60,"EndGameEnabled",-436201321
61,"HeistHubAvailable",-1420827148
62,"DristanMet",926102572
63,"FirstWispFound",1342585960
64,"FirstSacredWispFound",23087412
65,"AfterFirstSacredWispDefeated",79329065
66,"BreachQuestFirstBreachCompletedSeen",1948000134
67,"BreachstoneHeldBefore",800666171
68,"RitualAreaEntered",-798568391
69,"BreachQuestBreachstoneBossDefeatedSeen",1148021092
70,"DeliriumQuestFirstDeliriumCompletedSeen",716318785
71,"SimulacrumHeldBefore",-1768831680
72,"NEVER_SET",-1182099882
73,"SimulacrumDeliriumCompleted",-1858555393
74,"EnterMapLostTowersAudio",780008331
75,"LogbookAreaEntered",-495037102
76,"ExpeditionOlrothSeen",-1827341429
77,"LogbookHeldBefore",-1690161039
78,"LogbookHeldBeforeWithoutQuest",201090021
79,"ExpeditionQuestFirstExpeditionCompletedSeen",-822750457
