"rownum","Id","i32","IsSummoned","Armour","Evasion","EnergyShieldFromLife","DamageSpread","i32","i32","[rid]","bool","i32"
0,"BloodMonkeyJungle",46,"",1677721600,0,0,30,0,20,[0],1,0
1,"BloodMonkeyTamed",172,"",1677721600,0,0,30,0,20,[0],1,0
2,"ZombieBasic",316,"",1677721600,0,0,0,0,20,[0],1,0
3,"SkeletonBasic",466,"",1677721600,0,0,0,0,20,[0],1,0
4,"SkeletonBasicSanctumTrial",466,"",1677721600,0,0,0,0,20,[0],1,0
5,"SkeletonBasicOneHandWeapon",466,"",1677721600,0,0,0,0,30,[0],1,0
6,"SkeletonBasicRanged",466,"",1677721600,0,0,0,0,30,[0],1,0
7,"SkeletonBasicRangedSanctumTrial",466,"",1677721600,0,0,0,0,30,[0],1,0
8,"SkeletonBasicCaster",466,"",1677721600,0,0,0,10,30,[0],1,0
9,"SkeletonBasicCasterFire",466,"",1677721600,0,0,0,10,30,[5],1,0
10,"SkeletonBasicCasterCold",466,"",1677721600,0,0,0,10,30,[1],1,0
11,"SkeletonBasicCasterLightning",466,"",1677721600,0,0,0,10,30,[9],1,0
12,"Spiker",1150,"",1677721600,0,0,0,0,20,[0],1,0
13,"SpikerSanctumTrial",1150,"",1677721600,0,0,0,0,20,[0],1,0
14,"BloodChieftainUpdatedRig",1346,"",1677721600,0,25,0,0,20,[1],1,0
15,"BrambleBurrower",1500,"",1677721600,0,50,0,0,20,"[7,1]",1,0
16,"RitualBurrower",1500,"",1677721600,0,50,0,0,20,"[7,1]",1,0
17,"SpiresBurrower",1500,"",1677721600,0,80,0,0,20,[0],1,0
18,"SpiresBurrowerSanctumTrial",1500,"",1677721600,0,80,0,0,20,[0],1,0
19,"BrambleRhoa",1842,"",1677721600,0,0,25,0,20,[0],1,0
20,"BrambleRhoaRitual",1842,"",1677721600,0,0,25,0,20,[0],1,0
21,"Totem",2022,"",1677721600,16777216,100,0,0,0,[0],"",0
22,"BallistaTotem",2138,"",1677721600,16777216,100,0,0,0,[0],"",0
23,"AncestorTotem",2022,"",1677721600,16777216,100,0,0,0,[0],"",0
24,"MonsterTotemArchnemesisObelisk",2350,"",1677721600,0,100,0,0,0,[0],"",0
25,"InsectTest",2510,"",1677721600,0,0,0,0,0,[0],"",0
26,"Frog",2626,"",1677721600,0,0,20,0,20,[1],1,0
27,"Daemon",2722,"",1677721600,16777216,0,0,0,20,[0],1,0
28,"DaemonUseSkillOnce",2850,"",1677721600,16777216,0,0,0,0,[0],"",0
29,"RagingSpiritPlayerSummoned",3018,"",1677721600,16777216,0,0,0,20,[0],1,0
30,"InvisibleFire",3188,"",1677721600,0,0,0,0,0,[0],"",0
31,"InvisibleFireDamageRange",3188,"",1677721600,0,0,0,0,20,[0],"",0
32,"InvisibleFireStationary",3188,"",1677721600,0,0,0,0,0,[0],"",0
33,"MoveDaemon",3462,"",1677721600,0,0,0,0,0,[0],"",0
34,"Double",3582,"",1677721600,16777216,0,0,0,0,[15],"",0
35,"MineBat",3688,"",1677721600,0,0,30,0,20,"[3,9]",1,0
36,"MineBatSanctumTrial",3688,"",1677721600,0,0,30,0,20,"[3,9]",1,0
37,"Miner",3904,"",1677721600,0,0,0,0,20,[0],1,0
38,"DummyFixedLife",4020,"",1677721600,0,0,0,0,0,[0],"",0
39,"DesertPhantasm",4174,"",1677721600,0,0,0,20,20,"[3,9]",1,0
40,"DesertPhantasmSanctumTrial",4174,"",1677721600,0,0,0,20,20,"[3,9]",1,0
41,"HusbandWifeSpiritPhantasm",4456,"",1677721600,0,0,0,0,20,"[10,3]",1,0
42,"Clone",4672,"",1409286144,16777217,0,0,0,0,[0],"",0
43,"Mirage",4772,"",1409286144,16777217,0,0,0,0,[0],"",0
44,"SandLeaper",4884,"",1677721600,0,0,60,0,20,[9],1,0
45,"VolatileCore",5020,"",1677721600,0,0,0,0,20,[0],"",0
46,"VolatileCoreSlow",5020,"",1677721600,0,0,0,0,20,[0],"",0
47,"VolatileCoreFast",5020,"",1677721600,0,0,0,0,20,[0],"",0
48,"VolatileDeadCore",5020,"",1677721600,16777216,0,0,0,20,[0],"",0
49,"VolatileCoreNoMovement",5020,"",1677721600,0,0,0,0,0,[0],"",0
50,"PlagueCorpseWheel",5390,"",1677721600,0,0,0,0,20,[0],"",0
51,"TombStalker",5524,"",1677721600,0,0,0,0,20,[9],1,0
52,"PitCrawler",5656,"",1677721600,0,0,0,18,20,[0],"",0
53,"VaalWraithRanged",5830,"",1677721600,0,0,0,10,20,[0],"",0
54,"VaalWraithUltimatum",5976,"",1677721600,0,0,0,10,20,[0],"",0
55,"OmnitectUltimatum",6142,"",1677721600,0,50,0,50,20,[0],"",0
56,"TurretUltimatum",6304,"",1677721600,0,0,0,0,20,[0],"",0
57,"PetrificationStatueUltimatum",6506,"",1677721600,0,0,0,0,20,[0],"",0
58,"BoneGolemCultist",6690,"",1409286144,1,60,0,0,20,[9],1,0
59,"SnakeFlowerMan",6836,"",1677721600,0,0,20,0,20,[7],1,0
60,"CrowBellBoss",6984,"",1677721600,0,0,0,0,20,[0],1,0
61,"CrowBellBossCRUEL",7118,"",1677721600,0,40,0,0,20,[0],1,0
62,"CrowBellBossMap",7258,"",1677721600,0,0,0,0,20,[0],1,0
63,"CrowBellBossSTANDALONE",7408,"",1677721600,0,0,0,0,20,[0],1,0
64,"GuillotineExecutioner",7570,"",-939524096,0,0,0,0,20,[5],1,0
65,"GuillotineExecutionerCRUEL",7774,"",-939524096,0,40,0,0,20,[5],1,0
66,"GuillotineExecutionerMap",7984,"",-939524096,0,40,0,0,20,[5],1,0
67,"GuillotineExecutionerSTANDALONE",8206,"",-939524096,0,40,0,0,20,[5],1,0
68,"CorruptedEliteGuardMage",8424,"",1677721600,0,0,0,30,20,[5],1,0
69,"CorruptedEliteToothy",8660,"",1677721600,0,50,50,0,20,[0],1,0
70,"CorruptedEliteSpear",8880,"",1677721600,0,50,50,0,20,[0],1,0
71,"CorruptedEliteRanger",9100,"",1677721600,0,0,60,0,20,[0],1,0
72,"CorruptedEliteBloater",9320,"",1677721600,0,0,0,0,20,[1],1,0
73,"BloodCretin",9536,"",1677721600,0,0,30,0,20,[0],1,0
74,"MudBurrowerBossTail",9680,"",1677721600,0,100,0,0,20,[0],1,0
75,"MudBurrowerBossHead",9846,"",1677721600,0,35,0,0,20,[0],1,0
