"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem"
0,"Accuracy1",57597,[14653],40,0,0,8709
1,"Accuracy2",51147,[17659],1,0,0,8709
2,"Accuracy3",64775,[451],1,0,0,8709
3,"Accuracy4",9632,[17032],1,0,0,8709
4,"Accuracy5",39178,[17469],50,0,0,8709
5,"Accuracy6",9755,"[83,558]",500,-2,0,8709
6,"Armour1",46180,[17123],1,0,0,8709
7,"Armour2",48720,[97],30,0,0,8709
8,"Armour3",59754,[7830],20,0,0,8709
9,"Armour4",7137,[17127],1,0,0,8709
10,"Armour5",59936,[17129],20,0,0,8709
11,"Armour6",10680,[17124],100,0,0,8709
12,"ArmourEvasion1",49522,"[17225,17226]",120,5,0,8709
13,"ArmourEvasion2",62285,"[7791,116]",8,8,0,8709
14,"ArmourEvasion3",5108,[215],80,0,0,8709
15,"ArmourEvasion4",23955,[17228],1,0,0,8709
16,"ArmourEvasion5",58876,"[17227,4488]",40,40,0,8709
17,"ArmourEvasion6",43258,"[17229,17230]",1,1,0,8709
18,"ArmourEnergyShield1",40578,[17155],2,0,0,8709
19,"ArmourEnergyShield2",37614,[17156],5,0,0,8709
20,"ArmourEnergyShield3",16215,[17157],10,0,0,8709
21,"ArmourEnergyShield4",18301,[14314],20,0,0,8709
22,"ArmourEnergyShield5",8653,[17158],100,0,0,8709
23,"ArmourEnergyShield6",65504,[1056],10,0,0,8709
24,"Attack1",28524,[1228],3,0,0,8709
25,"Attack2",39154,[6527],1,0,0,8709
26,"Attack3",38401,"[17835,17836]",1,6000,0,8709
27,"Attack4",64511,[17256],1,0,0,8709
28,"Attack5",11938,[17257],5,0,0,8709
29,"Attack6",19500,[17260],1,0,0,8709
30,"Attributes1",5356,[3238],5,0,0,8709
31,"Attributes2",41483,[6518],1,0,0,8709
32,"Attributes3",26621,[14494],5,0,0,8709
33,"Attributes4",52604,[14495],5,0,0,8709
34,"Attributes5",15826,[14496],5,0,0,8709
35,"Axe1",28354,[5046],1,0,0,8709
36,"Axe2",11049,[8607],15,0,0,8709
37,"Axe3",9088,[3376],40,0,0,8709
38,"Axe4",50175,"[11352,11289]",30,15,0,8709
39,"Axe5",64228,[451],10,0,0,8709
40,"Axe6",233,[10903],1,0,0,8709
41,"Bleeding1",59626,[3281],1,0,0,8709
42,"Bleeding2",10546,[451],60,0,0,8709
43,"Bleeding3",3449,[5168],60,0,0,8709
44,"Bleeding4",23936,[4569],80,0,0,8709
45,"Bleeding5",38703,[14499],3,0,0,8709
46,"Blind1",43524,[14163],40,0,0,8709
47,"Blind2",7831,[982],100,0,0,8709
48,"Blind3",57463,[3537],60,0,0,8709
49,"Blind4",12100,[3372],100,0,0,8709
50,"Block1",55013,[480],2,0,0,8709
51,"Block2",44840,[7770],2,0,0,8709
52,"Block3",23442,"[1360,1361]",20,20,0,8709
53,"Block4",4500,[14531],3,0,0,8709
54,"Block5",41322,[13922],3,0,0,8709
55,"Bow1",59634,[7077],100,0,0,8709
56,"Bow2",45512,[9340],20,0,0,8709
57,"Bow3",42952,[10506],100,0,0,8709
58,"Bow4",26894,[12577],100,0,0,8709
59,"Bow5",36967,[14870],100,0,0,8709
60,"Bow6",56951,[14871],1,0,0,8709
61,"Brand1",37186,[14262],10,0,0,8709
62,"Brand2",5907,[14318],30,0,0,8709
63,"Brand3",20630,[11446],1,0,0,8709
64,"Brand4",39863,[8171],50,0,0,8709
65,"Brand5",32877,[8006],2,0,0,8709
66,"Brand6",46672,[8149],40,0,0,8709
67,"Caster1",48358,[14287],30,0,0,8709
68,"Caster2",33089,[17044],25,0,0,8709
69,"Caster3",61071,[17045],6,0,0,8709
70,"Caster4",50906,[10845],1,0,0,8709
71,"Caster5",27401,[8521],1,0,0,8709
72,"Caster6",23471,[17046],25,0,0,8709
73,"Chaos1",50933,[17188],1,0,0,8709
74,"Chaos2",59574,"[10106,14264]",1,10,0,8709
75,"Chaos3",1727,[950],1,0,0,8709
76,"Chaos4",21652,[474],40,0,0,8709
77,"Chaos5",28678,[17187],10,0,0,8709
78,"Chaos6",65015,[17478],5,0,0,8709
79,"Charges1",28720,[14265],1,0,0,8709
80,"Charges2",48661,[14266],1,0,0,8709
81,"Charges3",14100,[14267],1,0,0,8709
82,"Charges4",29652,[14293],100,0,0,8709
83,"Charges5",40307,[9035],3,0,0,8709
84,"Claw1",40041,"[17780,17781]",25,25,0,8709
85,"Claw2",7389,[17783],1,0,0,8709
86,"Claw3",36475,[17782],60,0,0,8709
87,"Claw4",4516,[451],10,0,0,8709
88,"Claw5",2823,[17795],50,0,0,8709
89,"Claw6",22056,[14660],40,0,0,8709
90,"Cold1",4116,[472],40,0,0,8709
91,"Cold2",13267,[17459],10,0,0,8709
92,"Cold3",38814,[17116],20,0,0,8709
93,"Cold4",33129,[948],1,0,0,8709
94,"Cold5",19495,[17117],10,0,0,8709
95,"Cold6",26782,[17111],5,0,0,8709
96,"Criticals1",9986,[11907],50,0,0,8709
97,"Criticals2",2987,[14288],25,0,0,8709
98,"Criticals3",59734,[14304],100,0,0,8709
99,"Criticals4",38070,[14316],3,0,0,8709
100,"Criticals5",61534,[97],30,0,0,8709
101,"Criticals6",52684,[3977],150,0,0,8709
102,"Curse1",13382,[451],20,0,0,8709
103,"Curse2",43250,[16662],-40,0,0,8709
104,"Curse3",45691,[11421],1,0,0,8709
105,"Curse4",35426,[11551],20,0,0,8709
106,"Curse5",34663,[10887],1,0,0,8709
107,"Curse6",18130,"[16707,16706]",1,1,0,8709
108,"Dagger1",63223,[3486],100,0,0,8709
109,"Dagger2",33315,[2029],1,0,0,8709
110,"Dagger3",20515,[14630],10,0,0,8709
111,"Dagger4",42559,[451],8,0,0,8709
112,"Dagger5",58309,[17710],50,0,0,8709
113,"Dagger6",44869,[9723],40,0,0,8709
114,"DamageOverTime1",2459,[13240],30,0,0,8709
115,"DamageOverTime2",1251,[14503],10,0,0,8709
116,"DamageOverTime3",34420,"[209,5761]",15,15,0,8709
117,"DamageOverTime4",11521,[14631],-10,0,0,8709
118,"DualWield1",14796,"[14268,2787]",1,15,0,8709
119,"DualWield2",6090,[14269],100,0,0,8709
120,"DualWield3",46493,[14270],60,0,0,8709
121,"DualWield4",7972,[14292],20,0,0,8709
122,"DualWield5",60440,[14294],15,0,0,8709
123,"DualWield6",33959,"[14299,14300]",20,20,0,8709
124,"Duration1",17852,[14302],10,0,0,8709
125,"Duration2",21730,[14303],-10,0,0,8709
126,"Duration3",24352,[6008],15,0,0,8709
127,"Duration4",14881,[608],20,0,0,8709
128,"Elemental1",48385,[14320],18,0,0,8709
129,"Elemental2",4119,[1666],-60,0,0,8709
130,"Elemental3",59343,[17137],-50,0,0,8709
131,"Elemental4",17942,[17138],25,0,0,8709
132,"Elemental5",30502,[451],1,0,0,8709
133,"Elemental6",25681,[451],3,0,0,8709
134,"EnergyShield1",51424,"[1730,1208]",1,30,0,8709
135,"EnergyShield2",30520,[17714],-10,0,0,8709
136,"EnergyShield3",571,[14295],60,0,0,8709
137,"EnergyShield4",35810,[1406],120,0,0,8709
138,"EnergyShield5",29586,[14506],30,0,0,8709
139,"EnergyShield6",31556,[17740],100,0,0,8709
140,"Evasion1",25487,[7260],1,0,0,8709
141,"Evasion2",37190,[4488],40,0,0,8709
142,"Evasion3",6462,[6411],10,0,0,8709
143,"Evasion4",61741,"[4284,5095,11406]",30,30,30,8709
144,"Evasion5",57074,[14649],15,0,0,8709
145,"Evasion6",28676,[14646],100,0,0,8709
146,"EvasionEnergyShield1",11541,[14504],30,0,0,8709
147,"EvasionEnergyShield2",46099,[14505],20,0,0,8709
148,"EvasionEnergyShield3",47151,"[17786,17787]",20,40,0,8709
149,"EvasionEnergyShield4",38423,[17788],100,0,0,8709
150,"EvasionEnergyShield5",4606,[17790],1,0,0,8709
151,"EvasionEnergyShield6",27103,[17789],1,0,0,8709
152,"Fire1",24180,[14273],5,0,0,8709
153,"Fire2",65020,[471],40,0,0,8709
154,"Fire3",37,[17652],3,0,0,8709
155,"Fire4",36313,[17653],50,0,0,8709
156,"Fire5",55308,[17654],60,0,0,8709
157,"Fire6",6216,"[17655,17656]",1,100,0,8709
158,"Flask1",29214,"[10399,9456]",1,1,0,8709
159,"Flask2",59906,[9451],1,0,0,8709
160,"Flask3",11869,[14290],1,0,0,8709
161,"Flask4",40906,[3503],25,0,0,8709
162,"Flask5",20464,[4591],100,0,0,8709
163,"Flask6",10815,[12747],4,0,0,8709
164,"Fortify1",37925,[17146],100,0,0,8709
165,"Fortify2",51153,[17147],20,0,0,8709
166,"Fortify3",27173,[17148],-2,0,0,8709
167,"Fortify4",4710,[17149],4,0,0,8709
168,"Fortify5",28469,"[2701,14175]",100,-3,0,8709
169,"Fortify6",23472,[14434],-10,0,0,8709
170,"Impale1",43295,[14681],10,0,0,8709
171,"Impale2",56133,[14681],20,0,0,8709
172,"Impale3",29209,"[11989,11987]",40,40,0,8709
173,"Impale4",43308,"[12430,11988]",4,10,0,8709
174,"Impale5",20273,[14507],20,0,0,8709
175,"Impale6",36787,[14681],20,0,0,8709
176,"Leech1",62252,[17038],10,0,0,8709
177,"Leech2",2249,[17039],40,0,0,8709
178,"Leech3",5995,[451],25,0,0,8709
179,"Leech4",53627,[17040],25,0,0,8709
180,"Leech5",57298,[11319],100,0,0,8709
181,"Leech6",52876,[451],25,0,0,8709
182,"Life1",64381,[17019],4,0,0,8709
183,"Life2",34242,[17021],15,0,0,8709
184,"Life3",47642,[117],20,0,0,8709
185,"Life4",31822,[17022],55,0,0,8709
186,"Life5",21468,[17023],90,0,0,8709
187,"Life6",38454,[17024],30,0,0,8709
188,"Link1",59815,[14487],1,0,0,8709
189,"Link2",26985,[14490],1,0,0,8709
190,"Link3",18365,[17477],1,0,0,8709
191,"Link4",46059,[17105],1,0,0,8709
192,"Link5",64655,[17295],1,0,0,8709
193,"Link6",18435,[17106],1,0,0,8709
194,"Lightning1",53046,[473],40,0,0,8709
195,"Lightning2",64241,[17649],60,0,0,8709
196,"Lightning3",50993,[15794],15,0,0,8709
197,"Lightning4",28569,[19727],10,0,0,8709
198,"Lightning5",64063,[14677],1,0,0,8709
199,"Lightning6",20364,[17650],-1,0,0,8709
200,"Mace1",37132,[451],1,0,0,8709
