"rownum","rid","rid","rid","bool","bool","bool","bool"
0,10466,17651,13771,1,"","",""
1,10463,17651,13771,1,"","",""
2,10462,17651,13771,1,"","",""
3,10467,17651,13771,1,"","",""
4,10461,17651,13771,1,"","",""
5,10465,17651,13771,1,"","",""
6,10464,17651,13771,1,"","",""
7,10425,17651,13770,1,"","",""
8,10427,17651,13770,1,"","",""
9,10430,17651,13770,1,"","",""
10,10432,17651,13770,1,"","",""
11,10433,17651,13769,1,"","",""
12,10429,17651,13770,1,"","",""
13,10428,17651,13769,1,"","",""
14,10426,17651,13769,1,"","",""
15,10431,17651,13769,1,"","",""
16,9614,17651,13771,1,"","",""
17,9613,17651,13771,1,"","",""
18,9624,17651,13772,1,"","",""
19,9623,17651,13771,1,"","",""
20,9622,17651,13770,1,"","",""
21,9621,17651,13770,1,"","",""
22,9620,17651,13770,1,"","",""
23,9619,17651,13769,1,"","",""
24,9618,17651,13769,1,"","",""
25,9617,17651,13769,1,"","",""
26,9616,17651,13769,1,"","",""
27,9627,17651,13768,1,"","",""
28,9626,17651,13768,1,"","",""
29,9625,17651,13768,1,"","",""
30,9615,17651,13768,1,"","",""
31,0,17651,13768,1,"","",""
32,29,17651,13768,1,"","",""
33,204,17651,13769,1,"","",""
34,6,17651,13769,1,"","",""
35,10,17651,13768,1,"","",""
36,7,17651,13768,1,"","",""
37,14,17651,13769,1,"","",""
38,9870,17651,13771,1,"","",""
39,208,17651,13770,1,"","",""
40,207,17651,13769,1,"","",""
41,30,17651,13772,1,"","",""
42,209,17651,13771,1,"","",""
43,47,17651,13772,1,"","",""
44,21,17651,13768,1,"","",""
45,20,17651,13768,1,"","",""
46,19,17651,13768,1,"","",""
47,46,17651,13772,1,"","",""
48,3,17651,13771,1,"","",""
49,2,17651,13770,1,"","",""
50,205,17651,13769,1,"","",""
51,11,17651,13768,1,"","",""
52,23,17651,13769,1,"","",""
53,24,17651,13772,1,"","",""
54,203,17651,13771,1,"","",""
55,9965,17651,13771,1,"","",""
56,9964,17651,13771,1,"","",""
57,9963,17651,13771,1,"","",""
58,9962,17651,13771,1,"","",""
59,16,17651,13768,1,"","",""
60,8,17651,13768,1,"","",""
61,22,17651,13772,1,"","",""
62,25,17651,13768,1,"","",""
63,35,17651,13771,1,"","",""
64,291,17651,13771,1,"","",""
65,287,17651,13771,1,"","",""
66,288,17651,13771,1,"","",""
67,290,17651,13770,1,"","",""
68,283,17651,13770,1,"","",""
69,286,17651,13770,1,"","",""
70,292,17651,13770,1,"","",""
71,284,17651,13769,1,"","",""
72,289,17651,13769,1,"","",""
73,285,17651,13769,1,"","",""
74,9961,17651,13770,1,"","",""
75,233,17651,13770,1,"","",""
76,235,17651,13770,1,"","",""
77,238,17651,13770,1,"","",""
78,236,17651,13770,1,"","",""
79,234,17651,13770,1,"","",""
80,237,17651,13770,1,"","",""
81,240,17651,13772,1,"","",""
82,239,17651,13771,1,"","",""
83,241,17651,13770,1,"","",""
84,9380,17651,13771,1,"","",""
85,9350,17651,13771,1,"","",""
86,9364,17651,13771,1,"","",""
87,9334,17651,13771,1,"","",""
88,9366,17651,13771,1,"","",""
89,9336,17651,13771,1,"","",""
90,9378,17651,13771,1,"","",""
91,9348,17651,13772,1,"","",""
92,9381,17651,13771,1,"","",""
93,9351,17651,13771,1,"","",""
94,9374,17651,13771,1,"","",""
95,9344,17651,13771,1,"","",""
96,9369,17651,13771,1,"","",""
97,9339,17651,13771,1,"","",""
98,9372,17651,13771,1,"","",""
99,9342,17651,13771,1,"","",""
100,9390,17651,13771,1,"","",""
101,9360,17651,13771,1,"","",""
102,9365,17651,13771,1,"","",""
103,9335,17651,13771,1,"","",""
104,9382,17651,13771,1,"","",""
105,9352,17651,13771,1,"","",""
106,9375,17651,13771,1,"","",""
107,9345,17651,13771,1,"","",""
108,9384,17651,13771,1,"","",""
109,9354,17651,13771,1,"","",""
110,9386,17651,13771,1,"","",""
111,9356,17651,13771,1,"","",""
112,9385,17651,13771,1,"","",""
113,9387,17651,13771,1,"","",""
114,9357,17651,13771,1,"","",""
115,9355,17651,13771,1,"","",""
116,9368,17651,13771,1,"","",""
117,9338,17651,13771,1,"","",""
118,9371,17651,13771,1,"","",""
119,9341,17651,13771,1,"","",""
120,9362,17651,13771,1,"","",""
121,9370,17651,13771,1,"","",""
122,9340,17651,13771,1,"","",""
123,9332,17651,13771,1,"","",""
124,9373,17651,13771,1,"","",""
125,9343,17651,13771,1,"","",""
126,9391,17651,13771,1,"","",""
127,9361,17651,13771,1,"","",""
128,9363,17651,13771,1,"","",""
129,9377,17651,13771,1,"","",""
130,9347,17651,13771,1,"","",""
131,9333,17651,13771,1,"","",""
132,9383,17651,13771,1,"","",""
133,9353,17651,13771,1,"","",""
134,9389,17651,13771,1,"","",""
135,9359,17651,13771,1,"","",""
136,9388,17651,13771,1,"","",""
137,9358,17651,13771,1,"","",""
138,9379,17651,13771,1,"","",""
139,9349,17651,13771,1,"","",""
140,9376,17651,13771,1,"","",""
141,9346,17651,13771,1,"","",""
142,9367,17651,13771,1,"","",""
143,9337,17651,13771,1,"","",""
144,1,17651,13768,1,"","",""
145,9989,17651,13771,1,"","",""
146,9987,17651,13771,1,"","",""
147,9990,17651,13772,1,"","",""
148,9984,17651,13770,1,"","",""
149,9983,17651,13770,1,"","",""
150,9982,17651,13770,1,"","",""
151,9985,17651,13771,1,"","",""
152,9988,17651,13770,1,"","",""
153,9986,17651,13771,1,"","",""
154,48,17651,13772,1,"","",""
