"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,5608,[6919],"[1583,7005]",15,"","","","","",1
1,5609,[6919],"[1583,7005]",15,"","","","","",1
2,5610,[6919],"[1583,7005]",15,"","","","","",1
3,5611,[6919],"[1583,7005]",15,"","","","","",1
4,5613,[6920],[1583],15,"","","","","",1
5,5614,[6920],[1583],15,"","","","","",1
6,5615,[6920],[1583],15,"","","","","",1
7,5616,[6920],[1583],15,"","","","","",1
8,5618,[6922],[],15,"","","","","",1
9,5619,[6922],[],15,"","","","","",1
10,5620,[6922],[],15,"","","","","",1
11,5621,[6922],[],15,"","","","","",1
12,5623,[6923],[],15,"","","","","",1
13,5624,[6923],[],15,"","","","","",1
14,5625,[6923],[],15,"","","","","",1
15,5626,[6923],[],15,"","","","","",1
16,5628,[6924],[],15,"","","","","",1
17,5629,[6924],[],15,"","","","","",1
18,5630,[6924],[],15,"","","","","",1
19,5631,[6924],[],15,"","","","","",1
20,5633,[6925],[],15,"","","","","",1
21,5634,[6925],[],15,"","","","","",1
22,5635,[6925],[],15,"","","","","",1
23,5636,[6925],[],15,"","","","","",1
24,5638,[6926],[],15,"","","","","",""
25,7326,[16335],[7006],1,1,"","","","",""
26,7327,[16336],[7006],1,1,"","","","",""
27,7328,[16337],[7006],1,1,"","","","",""
28,7329,[16338],"[7006,7144]",1,1,"","","","",""
29,7330,[16339],[7006],2,1,"","","","",""
30,7331,[16340],[7006],2,1,"","","","",""
31,7332,[16341],[7006],2,1,"","","","",""
32,7333,[16342],"[7006,7145]",2,1,"","","","",""
33,7334,[16343],[7006],3,1,"","","","",""
34,7335,[16344],[7006],3,1,"","","","",""
35,7336,[16345],[7006],3,1,"","","","",""
36,7337,[16346],"[7006,7146]",3,1,"","","","",""
37,7338,[16347],[7006],0,1,"","","","",""
38,7339,[16348],[7006],0,1,"","","","",""
39,7340,[16349],[7006],0,1,"","","","",""
40,7341,[16350],"[7006,7147]",0,1,"","","","",""
41,7342,[16351],[7006],0,1,"","","","",""
42,7343,[16352],[7006],0,1,"","","","",""
43,7344,[16353],[7006],0,1,"","","","",""
44,7345,[16354],[7006],0,1,"","","","",""
45,7346,[16355],[7006],4,1,1,"","","",""
46,7347,[16356],[7006],4,1,1,"","","",""
47,7348,[16357],[7006],4,1,1,"","","",""
48,7349,[16358],"[7006,7148]",4,1,1,"","","",""
49,7350,[16359],[7006],5,1,"",1,"","",""
50,7351,[16360],[7006],5,1,"",1,"","",""
51,7352,[16361],[7006],5,1,"",1,"","",""
52,7353,[16362],"[7006,7149]",5,1,"",1,"","",""
53,7354,[16363],[7006],0,1,"","","","",""
54,7355,[16364],[7006],0,1,"","","","",""
55,7356,[16365],[7006],0,1,"","","","",""
56,7357,[16366],"[7006,7150]",0,1,"","","","",""
57,7358,[16367],[7006],6,1,"","","","",""
58,7359,[16368],[7006],6,1,"","","","",""
59,7360,[16369],[7006],6,1,"","","","",""
60,7361,[16370],"[7006,7151]",6,1,"","","","",""
61,7362,[16371],[7006],7,1,"","","","",""
62,7363,[16372],[7006],7,1,"","","","",""
63,7364,[16373],[7006],7,1,"","","","",""
64,7365,[16374],"[7006,7152]",7,1,"","","","",""
65,7366,[16375],[7006],8,1,"","","","",""
66,7367,[16376],[7006],8,1,"","","","",""
67,7368,[16377],[7006],8,1,"","","","",""
68,7369,[16378],"[7006,7153]",8,1,"","","","",""
69,7370,[16379],[7006],9,1,"","","","",""
70,7371,[16380],[7006],9,1,"","","","",""
71,7372,[16381],[7006],9,1,"","","","",""
72,7373,[16382],"[7006,7154]",9,1,"","","","",""
73,7374,[16383],[7006],10,1,"","","","",""
74,7375,[16384],[7006],10,1,"","","","",""
75,7376,[16385],[7006],10,1,"","","","",""
76,7377,[16386],"[7006,7155]",10,1,"","","","",""
77,7378,[16387],[7006],11,1,"","","","",""
78,7379,[16388],[7006],11,1,"","","","",""
79,7380,[16389],[7006],11,1,"","","","",""
80,7381,[16390],"[7006,7156]",11,1,"","","","",""
81,7382,[16391],[7006],12,1,"","","","",""
82,7383,[16392],[7006],12,1,"","","","",""
83,7384,[16393],[7006],12,1,"","","","",""
84,7385,[16394],"[7006,7157]",12,1,"","","","",""
85,7386,[16395],[],13,1,"","","","",""
86,7387,[16396],[],13,1,"","","","",""
87,7388,[16397],[],13,1,"","","","",""
88,7389,[16398],[],13,1,"","","","",""
89,7390,[16399],[],14,1,"","","","",""
90,7391,[16400],[],14,1,"","","","",""
91,7392,[16401],[],14,1,"","","","",""
92,7393,[16402],[],14,1,"","","","",""
93,5659,"[18211,18216]",[],15,"","","",1,"",""
94,5660,"[18212,18217]",[],15,"","","",1,"",""
95,5661,"[18213,18218]",[],15,"","","",1,"",""
96,5662,"[18214,18219]",[],15,"","","",1,"",""
97,5663,"[18215,18220]",[],15,"","","",1,"",""
98,7395,[18524],[],15,"","","","","",""
99,7396,[18525],[],15,"","","","","",""
100,7397,[18526],[],15,"","","","","",""
101,7398,[18527],[],15,"","","","","",""
102,7399,[18528],[],15,"","","","","",""
103,7400,[18529],[],15,"","","","","",""
104,7401,[18530],[],15,"","","","","",""
105,7402,[18531],[],15,"","","","","",""
106,7403,[18532],[],15,"","","","","",""
107,7404,[18533],[],15,"","","","","",""
108,7405,[18534],[],15,"","","","","",""
109,7406,[18535],[],15,"","","","","",""
110,7407,[18536],[],15,"","","","","",""
111,5664,[6921],[],15,"","","",1,"",""
112,5672,[21805],[7776],15,1,"","","",1,""
