"rownum","DelveBiomesKey","DelveFeaturesKey","ARMFile"
0,0,1,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/entrance_up.arm"
1,0,10,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_azurite_1_1.arm"
2,0,11,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_azurite_1_2.arm"
3,0,12,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_azurite_1_3.arm"
4,0,13,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_azurite_1_4.arm"
5,0,14,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_azurite_2_1.arm"
6,0,15,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_azurite_2_2.arm"
7,0,16,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_azurite_2_3.arm"
8,0,17,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_azurite_2_4.arm"
9,0,18,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_azurite_3_1.arm"
10,0,19,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_azurite_3_2.arm"
11,0,20,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_azurite_3_3.arm"
12,0,8,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_breach.arm"
13,0,9,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_harbinger.arm"
14,0,33,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_exiles.arm"
15,0,34,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_exiles.arm"
16,0,36,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_exiles.arm"
17,0,125,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_sands_1.arm"
18,0,126,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_sands_1.arm"
19,0,127,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_animated.arm"
20,0,128,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_animated.arm"
21,0,129,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_skeleton_1.arm"
22,0,130,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_skeleton_1.arm"
23,0,131,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_skeleton_1.arm"
24,0,132,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_skeleton_1.arm"
25,0,133,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_skeleton_1.arm"
26,0,134,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_skeleton_1.arm"
27,0,135,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_golem_rock.arm"
28,0,136,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_golem_rock.arm"
29,0,137,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_golem_chaos.arm"
30,0,138,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_golem_chaos.arm"
31,0,139,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_amplifier_1.arm"
32,0,140,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_amplifier_1.arm"
33,0,141,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_amplifier_1.arm"
34,0,142,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_amplifier_1.arm"
35,0,143,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_amplifier_1.arm"
36,0,144,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_amplifier_1.arm"
37,0,145,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_spiderfight.arm"
38,0,146,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_spiderfight.arm"
39,0,147,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_spiderfight.arm"
40,0,153,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_beyond_1.arm"
41,0,148,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_campsite.arm"
42,0,149,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_campsite.arm"
43,0,150,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_campsite.arm"
44,0,151,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_campsite.arm"
45,0,152,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_campsite.arm"
46,0,2,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/1x1/dark_connection_corner.arm"
47,0,3,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/1x1/dark_connection_corner.arm"
48,0,4,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/1x1/dark_connection_corner.arm"
49,0,5,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/1x1/dark_connection_corner.arm"
50,0,6,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/1x1/dark_chest.arm"
51,0,203,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_strongbox.arm"
52,0,7,"Metadata/Terrain/Leagues/Delve/Biomes/Mine/Rooms/Unique/encounter_major_azurite_1_Q.arm"
53,1,10,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_azurite_1_1.arm"
54,1,11,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_azurite_1_2.arm"
55,1,12,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_azurite_1_3.arm"
56,1,13,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_azurite_1_4.arm"
57,1,14,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_azurite_2_1.arm"
58,1,15,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_azurite_2_2.arm"
59,1,16,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_azurite_2_3.arm"
60,1,17,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_azurite_2_4.arm"
61,1,18,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_azurite_3_1.arm"
62,1,19,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_azurite_3_2.arm"
63,1,20,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_azurite_3_3.arm"
64,1,153,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_beyond_1.arm"
65,1,8,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_breach.arm"
66,1,9,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_harbinger.arm"
67,1,33,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_exiles.arm"
68,1,34,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_exiles.arm"
69,1,35,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_exiles.arm"
70,1,36,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_exiles.arm"
71,1,21,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_fossil.arm"
72,1,184,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_necromancer.arm"
73,1,185,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_necromancer.arm"
74,1,186,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_necromancer.arm"
75,1,187,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_necromancer.arm"
76,1,188,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_beasts_1.arm"
77,1,189,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_beasts_1.arm"
78,1,190,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_beasts_1.arm"
79,1,191,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_beasts_1.arm"
80,1,192,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_beasts_1.arm"
81,1,193,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_beasts_1.arm"
82,1,194,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_mossmonster.arm"
83,1,195,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_mossmonster.arm"
84,1,196,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_mossmonster.arm"
85,1,197,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_mossmonster.arm"
86,1,203,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_strongbox.arm"
87,1,124,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_warbands1.arm"
88,1,204,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_bestiary_1.arm"
89,1,205,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_bestiary_2.arm"
90,1,206,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_campsite.arm"
91,1,207,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_campsite.arm"
92,1,208,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_campsite.arm"
93,1,209,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_campsite.arm"
94,1,210,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_campsite.arm"
95,1,2,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/1x1/dark_connection_corner.arm"
96,1,3,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/1x1/dark_connection_corner.arm"
97,1,4,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/1x1/dark_connection_corner.arm"
98,1,5,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/1x1/dark_connection_corner.arm"
99,1,6,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/1x1/dark_chest.arm"
100,1,198,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_golem_rock.arm"
101,1,199,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_golem_rock.arm"
102,1,200,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_golem_chaos.arm"
103,1,201,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_golem_chaos.arm"
104,1,202,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_golem_chaos.arm"
105,1,211,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_skeleton.arm"
106,1,212,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_skeleton.arm"
107,1,213,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_skeleton.arm"
108,1,214,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_skeleton.arm"
109,1,215,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_skeleton.arm"
110,1,216,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_skeleton.arm"
111,1,217,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_skeleton.arm"
112,1,218,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_dropbear.arm"
113,1,219,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_dropbear.arm"
114,1,220,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_dropbear.arm"
115,1,221,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_dropbear.arm"
116,1,222,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_dropbear.arm"
117,1,223,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_devourer.arm"
118,1,224,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_devourer.arm"
119,1,225,"Metadata/Terrain/Leagues/Delve/Biomes/Caverns/Rooms/Unique/encounter_major_devourer.arm"
