"rownum","MapLevel","Stat1Value","Stat2Value","StatsKey1","StatsKey2","StatsKey3","Stat3Value","StatsKey4","Stat4Value","StatsKey5","Stat5Value"
0,66,180,0,2461,2462,11,172,10,120,10803,-37
1,67,180,0,2461,2462,11,215,10,150,10803,-37
2,68,180,0,2461,2462,11,258,10,180,10803,-40
3,69,203,0,2461,2462,11,301,10,210,10803,-41
4,70,216,0,2461,2462,11,344,10,240,10803,-42
5,71,232,0,2461,2462,11,387,10,270,10803,-43
6,72,248,0,2461,2462,11,430,10,300,10803,-44
7,73,463,0,2461,2462,11,473,10,330,10803,-45
8,74,497,0,2461,2462,11,516,10,360,10803,-47
9,75,532,0,2461,2462,11,559,10,390,10803,-48
10,76,566,0,2461,2462,11,602,10,420,10803,-49
11,77,599,0,2461,2462,11,645,10,450,10803,-50
12,78,946,0,2461,2462,11,688,10,480,10803,-51
13,79,1032,0,2461,2462,11,731,10,510,10803,-52
14,80,1201,0,2461,2462,11,774,10,540,10803,-52
15,81,1443,0,2461,2462,11,817,10,570,10803,-53
16,82,1620,0,2461,2462,11,860,10,600,10803,-53
17,83,1864,0,2461,2462,11,860,10,600,10803,-53
18,84,2046,0,2461,2462,11,860,10,600,10803,-53
19,85,2046,0,2461,2462,11,860,10,600,10803,-53
20,86,2046,0,2461,2462,11,860,10,600,10803,-53
21,87,2046,0,2461,2462,11,860,10,600,10803,-53
22,88,2046,0,2461,2462,11,860,10,600,10803,-53
23,89,2046,0,2461,2462,11,860,10,600,10803,-53
24,90,2046,0,2461,2462,11,860,10,600,10803,-53
