"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
0,"Dex1",3,3738,"GGG",1296
1,"Dex2",3,4703,"",1296
2,"Dex3",3,4588,"",1296
3,"Dex4",3,4383,"",1296
4,"Dex5",3,1,"",1296
5,"Dex6",3,1,"",1296
6,"Dex7",3,4856,"",1296
7,"Dex8",3,4608,"",1296
8,"Dex9",3,3629,"GGR",1296
9,"Dex10",3,3629,"GGR",1296
10,"Dex11",3,4595,"",1296
11,"Dex12",3,4866,"",1296
12,"Str1",0,3682,"RRR",1296
13,"Str2",0,3959,"RRR",1296
14,"Str3",0,4672,"",1296
15,"Str4",0,4587,"",1296
16,"Str5",0,4383,"",1296
17,"Str6",0,1,"",1296
18,"Str7",0,1,"",1296
19,"Str8",0,3844,"RRR",1296
20,"Str9",0,4814,"",1296
21,"Str10",0,3682,"RRG",1296
22,"Int1",1,3517,"BBB",1296
23,"Int2",1,3998,"BBB",1296
24,"Int3",1,4580,"",1296
25,"Int4",1,4836,"",1296
26,"Int5",1,4383,"",1296
27,"Int6",1,1,"",1296
28,"Int7",1,1,"",1296
29,"Int8",1,4646,"",1296
30,"Int9",1,4862,"",1296
31,"Int10",1,3517,"BBG",1296
32,"Int11",1,3710,"BBB",1296
33,"Int12",1,3710,"BBG",1296
34,"StrDex1",4,3629,"GRG",1296
35,"StrDex2",4,3599,"GRR",1296
36,"StrDex3",4,4595,"",1296
37,"StrDex4",4,4588,"",1296
38,"StrDex5",4,4383,"",1296
39,"StrDex6",4,1,"",1296
40,"StrDex7",4,1,"",1296
41,"StrDex8",4,4591,"",1296
42,"StrDex9",4,4814,"",1296
43,"StrDex10",4,3794,"GRR",1296
44,"StrInt1",6,3710,"RBB",1296
45,"StrInt2",6,3710,"RBR",1296
46,"StrInt3",6,4587,"",1296
47,"StrInt4",6,4814,"",1296
48,"StrInt5",6,4383,"",1296
49,"StrInt6",6,1,"",1296
50,"StrInt7",6,1,"",1296
51,"StrInt8",6,4862,"",1296
52,"StrInt9",6,3766,"RRR",1296
53,"StrInt10",6,4836,"",1296
54,"DexInt1",5,3540,"BGG",1296
55,"DexInt2",5,3540,"BGB",1296
56,"DexInt3",5,4646,"",1296
57,"DexInt4",5,4383,"",1296
58,"DexInt5",5,1,"",1296
59,"DexInt6",5,1,"",1296
60,"DexInt7",5,4836,"",1296
61,"DexInt8",5,4721,"",1296
62,"DexInt9",5,4724,"",1296
63,"DexInt10",5,3517,"BBB",1296
64,"DexInt11",5,3517,"BGB",1296
65,"StrDexInt1",2,3599,"GRG",1296
66,"StrDexInt2",2,3819,"GRR",1296
67,"StrDexInt3",2,4760,"",1296
68,"StrDexInt4",2,4591,"",1296
69,"StrDexInt5",2,4383,"",1296
70,"StrDexInt6",2,1,"",1296
71,"StrDexInt7",2,1,"",1296
72,"StrDexInt8",2,3599,"GRR",1296
73,"StrDexInt9",2,4721,"",1296
74,"StrDexInt10",2,4646,"",1296
75,"StrDexInt11",2,3710,"BGR",1296
76,"StrDexInt12",2,3710,"BGB",1296
77,"StrDexInt13",2,4588,"",1296
78,"Dex2_1",3,4856,"",1311
79,"Dex2_2",3,4608,"",1311
80,"Dex2_3",3,4606,"",1311
81,"Dex2_4",3,4703,"",1311
82,"Dex2_5",3,4591,"",1311
83,"Dex2_6",3,1,"",1311
84,"Dex2_7",3,1,"",1311
85,"Dex2_8",3,4383,"",1311
86,"Dex2_9",3,3629,"G",1311
87,"Dex2_10",3,3629,"G",1311
88,"Dex2_11",3,3738,"GG",1311
89,"Dex2_12",3,3979,"G",1311
90,"Dex2_13",3,4866,"",1311
91,"Str2_1",0,4814,"",1311
92,"Str2_2",0,4587,"",1311
93,"Str2_3",0,4672,"",1311
94,"Str2_4",0,1,"",1311
95,"Str2_5",0,1,"",1311
96,"Str2_6",0,4383,"",1311
97,"Str2_7",0,3844,"RR",1311
98,"Str2_8",0,3682,"R",1311
99,"Str2_9",0,3959,"R",1311
100,"Int2_1",1,4646,"",1311
101,"Int2_2",1,4862,"",1311
102,"Int2_3",1,4836,"",1311
103,"Int2_4",1,4580,"",1311
104,"Int2_5",1,1,"",1311
105,"Int2_6",1,1,"",1311
106,"Int2_7",1,4383,"",1311
107,"Int2_8",1,3517,"B",1311
108,"Int2_9",1,3517,"B",1311
109,"Int2_10",1,3998,"B",1311
110,"StrDex2_1",4,4588,"",1311
111,"StrDex2_2",4,4814,"",1311
112,"StrDex2_3",4,4591,"",1311
113,"StrDex2_4",4,4595,"",1311
114,"StrDex2_5",4,1,"",1311
115,"StrDex2_6",4,1,"",1311
116,"StrDex2_7",4,4383,"",1311
117,"StrDex2_8",4,3629,"R",1311
118,"StrDex2_9",4,3629,"G",1311
119,"StrDex2_10",4,3819,"GR",1311
120,"StrDex2_11",4,3979,"G",1311
121,"StrDex2_12",4,3959,"R",1311
122,"StrInt2_1",6,4587,"",1311
123,"StrInt2_2",6,4814,"",1311
124,"StrInt2_3",6,4646,"",1311
125,"StrInt2_4",6,4862,"",1311
126,"StrInt2_5",6,4836,"",1311
127,"StrInt2_6",6,4644,"",1311
128,"StrInt2_7",6,1,"",1311
129,"StrInt2_8",6,1,"",1311
130,"StrInt2_9",6,4383,"",1311
131,"StrInt2_10",6,3710,"R",1311
132,"StrInt2_11",6,3710,"B",1311
133,"StrInt2_12",6,3844,"RR",1311
134,"StrInt2_13",6,3959,"R",1311
135,"StrInt2_14",6,3998,"B",1311
136,"DexInt2_1",5,4856,"",1311
137,"DexInt2_2",5,4646,"",1311
138,"DexInt2_3",5,4721,"",1311
139,"DexInt2_4",5,4836,"",1311
140,"DexInt2_5",5,4649,"",1311
141,"DexInt2_6",5,1,"",1311
142,"DexInt2_7",5,1,"",1311
143,"DexInt2_8",5,4383,"",1311
144,"DexInt2_9",5,3540,"G",1311
145,"DexInt2_10",5,3540,"G",1311
146,"DexInt2_11",5,3517,"B",1311
147,"DexInt2_12",5,3517,"B",1311
148,"DexInt2_13",5,3979,"G",1311
149,"DexInt2_14",5,3998,"B",1311
150,"StrDexInt2_1",2,1,"",1311
151,"StrDexInt2_2",2,1,"",1311
152,"StrDexInt2_3",2,4383,"",1311
153,"StrDexInt2_4",2,4760,"",1311
154,"StrDexInt2_5",2,4814,"",1311
155,"StrDexInt2_6",2,4608,"",1311
156,"StrDexInt2_7",2,4836,"",1311
157,"StrDexInt2_8",2,3517,"B",1311
