"rownum","WorldAreasKey","MonsterVarietiesKeys","TerrainMetadata"
0,1074,[4821],"Metadata/Monsters/KitavaDemon/KitavaDemonSpawnerPlaguewingMapElderClone"
1,1075,[2041],""
2,1076,"[2020,2014,2017]",""
3,1077,[1985],""
4,1078,[5009],""
5,1079,"[3274,3274,4572]",""
6,1080,[5303],"Metadata/Terrain/EndGame/MapDesert/Objects/MummyEventSpawnerKiraElderClone"
7,1081,[2001],""
8,1082,[4093],""
9,1083,[3686],""
10,1084,"[3935,3941,3942,3943,3944]",""
11,1085,[4580],""
12,1086,[2102],""
13,1087,"[3556,3587]",""
14,1088,[3493],""
15,1089,[2004],""
16,1090,[3543],""
17,1091,[2029],""
18,1092,[5347],""
19,1093,"[2129,2132]",""
20,1094,"[4562,4663,4667]",""
21,1095,[1982],""
22,1096,"[2230,2278,2264]",""
23,1097,"[2071,2084]",""
24,1099,[4069],""
25,1101,[3602],""
26,1102,[235],""
27,1103,[3635],""
28,1104,"[3961,3968,3969,3970,3971]",""
29,1105,"[3665,3676]",""
30,1106,[5276],""
31,1107,[5330],""
32,1108,[1172],""
33,1109,[2106],""
34,1110,[2910],""
35,1111,[3456],""
36,1112,[2179],""
37,1113,[1168],""
38,1114,[4394],""
39,1115,[4024],""
40,1116,[2011],""
41,1117,[994],"Metadata/Terrain/EndGame/MapMausoleum/Objects/TolmanBossSpawnerMapElderClone"
42,1118,[4971],""
43,1119,[2095],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerSimplifiedElderClone"
44,1120,[3759],""
45,1121,[1660],""
46,1122,[2120],""
47,1123,[3845],""
48,1124,[2081],""
49,1125,[867],""
50,1127,[5241],""
51,1129,"[2055,2064]",""
52,1130,[2008],""
53,1224,[4999],""
54,1132,[1991],""
55,1133,[1697],""
56,1134,[2135],""
57,1135,[1997],""
58,1136,[840],""
59,1137,[2033],""
60,1139,[2808],""
61,1141,[1268],""
62,1142,[2091],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerElderClone"
63,1143,[1638],""
64,1144,[1708],""
65,1145,[1316],""
66,1146,[4948],""
67,1147,"[1198,1227,1241]",""
68,1149,[3605],""
69,1150,[2162],""
70,1151,"[1076,1103,1106]",""
71,1153,[2343],""
72,1154,[2023],""
73,1156,[2117],""
74,1158,[2036],""
75,1159,[4914],""
76,1161,"[5342,5338]",""
77,1162,"[3274,4795]",""
78,1163,[4831],""
79,1164,"[871,874]",""
80,1165,[72],""
81,1166,[4096],""
82,1167,[4937],""
83,1169,"[4036,4039,4042]",""
84,1170,[3752],""
85,1172,[3767],""
86,1173,[5021],""
87,1174,"[3907,3912,3913,3914,3915]",""
88,1175,[4990],""
89,1176,[2182],""
90,1177,[3515],""
91,1178,"[2226,2238,2257]",""
92,1179,[2125],""
93,1180,[1641],""
94,1181,[1979],""
95,1183,[4141],""
96,1184,"[2138,2141]",""
97,1186,[4218],""
98,1187,[2165],""
99,1188,[3775],""
100,1189,[2026],""
101,1190,"[175,4099]",""
102,1191,[3789],""
103,1192,[5380],""
104,1193,[2099],""
105,1194,[3689],""
106,1196,[4784],""
107,1197,"[5214,3274]",""
108,1198,[5352],""
109,1200,[2074],""
110,1201,"[3567,3580,3595]",""
111,1202,[1372],""
112,1203,[6533],""
113,1205,[3065],""
114,1207,"[3710,3704,3696]",""
115,1208,[3658],""
116,1209,[2158],""
117,1210,[838],""
118,1211,[1155],""
119,1212,[5251],""
120,1213,"[2145,3274]",""
121,1214,[2636],""
122,1215,"[5430,3274]",""
123,1216,"[3274,3778]",""
124,1217,[3716],""
125,1218,"[3974,3976]",""
126,1219,[4214],""
127,1220,[5227],""
128,1221,[4137],""
129,1222,[5287],""
130,1223,"[1375,1382]",""
131,1131,[4013],""
132,1225,[4779],""
133,1226,[4987],""
134,1227,[4804],""
135,1228,[5367],""
136,1229,[4558],""
137,1230,[4551],""
138,1231,[4546],""
139,1232,[4555],""
140,1233,[4630],""
141,1234,"[2889,2892,2895]",""
142,1240,[7649],""
143,1242,[7625],""
144,1243,"[7600,7603,7606]",""
145,1244,[7663],""
146,1246,[7634],"Metadata/Terrain/EndGame/MapBurn/Objects/BossEventSarcophagusElder"
147,1247,[7642],""
148,1248,[7849],""
149,1249,"[7655,7872]",""
150,1250,"[4901,4924]",""
151,1251,"[7610,7613,7616]",""
152,1252,[5804],""
