"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","Null6"
0,3516,500,833,1,1,13,0
1,3517,700,714,5,9,120,0
2,3518,700,833,9,16,120,0
3,3519,700,667,9,17,120,0
4,3520,700,769,14,27,120,0
5,3521,700,769,12,37,120,0
6,3522,800,833,23,42,120,0
7,3523,700,741,22,40,120,0
8,3524,700,833,26,48,120,0
9,3525,700,667,21,38,120,0
10,3526,700,769,28,52,120,0
11,3527,700,769,21,64,120,0
12,3528,800,833,33,61,120,0
13,3529,700,741,31,57,120,0
14,3530,700,833,38,70,120,0
15,3531,700,667,28,53,120,0
16,3532,700,769,35,65,120,0
17,3533,700,769,25,75,120,0
18,3534,800,833,35,64,120,0
19,3535,700,741,33,61,120,0
20,3536,750,714,16,30,120,0
21,3537,750,714,25,46,120,0
22,3538,750,714,29,54,120,0
23,3539,700,714,30,56,120,0
24,3540,600,667,6,10,10,0
25,3541,600,690,4,17,10,0
26,3542,630,690,3,26,10,0
27,3543,610,667,7,27,10,0
28,3544,630,690,8,34,10,0
29,3545,650,769,10,41,10,0
30,3546,630,690,11,43,10,0
31,3547,650,833,15,59,10,0
32,3548,620,741,14,54,10,0
33,3549,600,714,11,45,10,0
34,3550,630,714,7,62,10,0
35,3551,610,667,13,52,10,0
36,3552,630,714,15,59,10,0
37,3553,650,833,19,75,10,0
38,3554,630,690,16,64,10,0
39,3555,650,833,22,87,10,0
40,3556,650,741,19,74,10,0
41,3557,650,714,19,76,10,0
42,3558,630,714,10,86,10,0
43,3559,610,667,19,74,10,0
44,3560,630,714,20,79,10,0
45,3561,650,833,24,95,10,0
46,3562,630,667,18,73,10,0
47,3563,650,833,24,97,10,0
48,3564,620,741,22,88,10,0
49,3565,630,714,12,46,10,0
50,3566,630,714,18,71,10,0
51,3567,630,714,20,79,10,0
52,3568,630,690,12,47,10,0
53,3569,630,690,18,73,10,0
54,3570,630,690,21,85,10,0
55,3571,620,625,4,11,11,0
56,3572,650,667,6,17,11,0
57,3573,630,645,7,23,11,0
58,3574,600,625,12,22,11,0
59,3575,630,645,12,31,11,0
60,3576,650,769,16,43,11,0
61,3577,600,625,14,38,11,0
62,3578,630,667,12,46,11,0
63,3579,630,667,15,44,11,0
64,3580,650,769,20,53,11,0
65,3581,630,667,15,51,11,0
66,3582,600,625,23,43,11,0
67,3583,630,667,20,53,11,0
68,3584,650,769,26,68,11,0
69,3585,600,625,21,56,11,0
70,3586,630,667,17,69,11,0
71,3587,630,667,21,64,11,0
72,3588,650,769,30,78,11,0
73,3589,630,667,21,73,11,0
74,3590,600,625,29,55,11,0
75,3591,630,667,26,68,11,0
76,3592,650,769,29,76,11,0
77,3593,600,625,25,65,11,0
78,3594,630,667,18,71,11,0
79,3595,630,667,23,68,11,0
80,3596,600,625,13,24,11,0
81,3597,600,625,20,37,11,0
82,3598,600,625,22,41,11,0
83,3599,500,667,6,11,11,0
84,3600,500,690,10,15,11,0
85,3601,500,667,11,21,11,0
86,3602,500,769,12,35,11,0
87,3603,500,741,19,34,11,0
88,3604,500,714,14,42,11,0
89,3605,500,833,27,50,11,0
