"rownum","Id","MinLevel","BestiaryFamiliesKey","BestiaryGroupsKey","ModsKey","BestiaryCapturableMonstersKey","RarityKey","BestiaryGenusKey"
0,"LegendaryBeastTiger",0,"","","",272,5,""
1,"LegendaryBeastHellionFire",0,"","","",273,5,""
2,"LegendaryBeastHellionIce",0,"","","",274,5,""
3,"LegendaryBeastLynx",0,"","","",275,5,""
4,"LegendaryBeastChieftain",0,"","","",276,5,""
5,"LegendaryBeastMonkey",0,"","","",277,5,""
6,"LegendaryBeastGoatman",0,"","","",278,5,""
7,"LegendaryBeastWolf",0,"","","",279,5,""
8,"LegendaryBeastHound",0,"","","",280,5,""
9,"LegendaryBeastPitbull",0,"","","",281,5,""
10,"LegendaryBeastBeast",0,"","","",282,5,""
11,"LegendaryBeastUrsa",0,"","","",283,5,""
12,"LegendaryBeastBull",0,"","","",284,5,""
13,"LegendaryBeastSpiker",0,"","","",285,5,""
14,"LegendaryBeastKiweth",0,"","","",286,5,""
15,"LegendaryBeastVulture",0,"","","",287,5,""
16,"LegendaryBeastRhoa",0,"","","",271,5,""
17,"LegendaryBeastRhex",0,"","","",288,5,""
18,"LegendaryBeastForestSnake",0,"","","",289,5,""
19,"LegendaryBeastSandSnake",0,"","","",290,5,""
20,"LegendaryBeastIguana",0,"","","",291,5,""
21,"LegendaryBeastCarrionQueen",0,"","","",292,5,""
22,"LegendaryBeastSandLeaper",0,"","","",293,5,""
23,"LegendaryBeastDevourer",0,"","","",294,5,""
24,"LegendaryBeastPlagueSpider",0,"","","",295,5,""
25,"LegendaryBeastPlatedSpider",0,"","","",296,5,""
26,"LegendaryBeastSpider",0,"","","",297,5,""
27,"LegendaryBeastScorpion",0,"","","",298,5,""
28,"LegendaryBeastParasiticSquid",0,"","","",299,5,""
29,"LegendaryBeastSirenSpawn",0,"","","",300,5,""
30,"LegendaryBeastSquid",0,"","","",301,5,""
31,"LegendaryBeastSandSpitter",0,"","","",302,5,""
32,"LegendaryBeastShieldCrab",0,"","","",303,5,""
33,"LegendaryBeastCrab",0,"","","",304,5,""
34,"LegendaryBeastCrab2",0,"","","",305,5,""
35,"LegendaryBeastFrog",0,"","","",306,5,""
36,"LegendaryBeastGemFrog",0,"","","",307,5,""
37,"RareFeline",0,"",0,"","",3,""
38,"RarePrimate",0,"",1,"","",3,""
39,"RareCanine",0,"",2,"","",3,""
40,"RareUrsa",0,"",3,"","",3,""
41,"RareUnnatural",0,"",4,"","",3,""
42,"RareAvian",0,"",5,"","",3,""
43,"RareReptile",0,"",6,"","",3,""
44,"RareInsect",0,"",7,"","",3,""
45,"RareArachnid",0,"",8,"","",3,""
46,"RareCephalopod",0,"",9,"","",3,""
47,"RareCrustacean",0,"",10,"","",3,""
48,"RareAmphibian",0,"",11,"","",3,""
49,"RareWilds",0,0,"","","",3,""
50,"RareSands",0,1,"","","",3,""
51,"RareCaverns",0,2,"","","",3,""
52,"RareDepths",0,3,"","","",3,""
53,"RareWildsLevel70Plus",70,0,"","","",3,""
54,"RareSandsLevel70Plus",70,1,"","","",3,""
55,"RareCavernsLevel70Plus",70,2,"","","",3,""
56,"RareDepthsLevel70Plus",70,3,"","","",3,""
57,"UniqueOozebackBloom",0,"","","",312,4,""
58,"UniqueTheDeepDweller",0,"","","",314,4,""
59,"UniqueUngulath",0,"","","",316,4,""
60,"UniqueTheBurningMenace",0,"","","",317,4,""
61,"UniqueBroodPrincess",0,"","","",313,4,""
62,"UniqueTheFaun",0,"","","",315,4,""
63,"UniqueAmarissaDaughterOfMerveil",0,"","","",319,4,""
64,"UniqueAmbrosiaDaughterOfMerveil",0,"","","",318,4,""
65,"UniqueTheGreatWhiteBeast",0,"","","",320,4,""
66,"UniqueBlackDeath",0,"","","",321,4,""
67,"UniqueTheWeaver",0,"","","",322,4,""
68,"UniqueNadiaTheSoothing",0,"","","",323,4,""
69,"UniqueAidanTheFrenzied",0,"","","",324,4,""
70,"UniqueQuru",0,"","","",325,4,""
71,"UniqueThistlesage",0,"","","",326,4,""
72,"UniqueTheConquerorWurm",0,"","","",327,4,""
73,"UniqueParadisaeVenenum",0,"","","",328,4,""
74,"UniqueTheHundredFootShadow",0,"","","",329,4,""
75,"UniqueEyepecker",0,"","","",330,4,""
76,"UniqueSteelchaw",0,"","","",331,4,""
77,"UniqueRaiharaTukohamasLoyal",0,"","","",332,4,""
78,"UniqueHollowskullTheWillingHost",0,"","","",333,4,""
79,"UniqueBrinecrack",0,"","","",335,4,""
80,"UniqueTheGreatWhiteBones",0,"","","",336,4,""
81,"UniqueTunnelworm",0,"","","",337,4,""
82,"UniqueBoulderback",0,"","","",338,4,""
83,"UniqueTheBasilisk",0,"","","",339,4,""
84,"RareWithBestiaryMod1",0,4,"",13969,"",3,""
85,"RareWithBestiaryMod2",0,4,"",13954,"",3,""
86,"RareWithBestiaryMod3",0,4,"",13956,"",3,""
87,"RareWithBestiaryMod4",0,4,"",13959,"",3,""
88,"RareWithBestiaryMod5",0,4,"",13952,"",3,""
89,"RareWithBestiaryMod6",0,4,"",13968,"",3,""
90,"RareWithBestiaryMod7",0,4,"",13951,"",3,""
91,"RareWithBestiaryMod8",0,4,"",13946,"",3,""
92,"RareWithBestiaryMod9",0,4,"",13967,"",3,""
93,"RareWithBestiaryMod10",0,4,"",13957,"",3,""
94,"RareWithBestiaryMod11",0,4,"",13953,"",3,""
95,"RareWithBestiaryMod12",0,4,"",13947,"",3,""
96,"RareWithBestiaryMod13",0,4,"",13955,"",3,""
97,"RareWithBestiaryMod14",0,4,"",13950,"",3,""
98,"RareWithBestiaryMod15",0,4,"",13966,"",3,""
99,"RareWithBestiaryMod16",0,4,"",13961,"",3,""
100,"RareWithBestiaryMod17",0,4,"",13958,"",3,""
101,"RareWithBestiaryMod18",0,4,"",13963,"",3,""
102,"RareWithBestiaryMod19",0,4,"",13962,"",3,""
103,"RareWithBestiaryMod20",0,4,"",13949,"",3,""
104,"RareWithBestiaryMod21",0,4,"",13948,"",3,""
